custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH
request-42-0-196,the ongoing coastal erosion and flooding result in even greater displacement of populations and disruption of ecosystems,the even greater disruption of ecosystems continues to influence local climate patterns,yes,yes
request-42-0-197,the even greater disruption of ecosystems continues to influence local climate patterns,the ongoing influence on local climate patterns,yes,yes
request-42-0-198,the ongoing influence on local climate patterns,the even more frequent and severe storms cause even more damage to infrastructure and agriculture,yes,yes
request-42-0-199,the even more frequent and severe storms cause even more damage to infrastructure and agriculture,the ongoing damage to infrastructure and agriculture,yes,yes
request-42-0-200,the ongoing damage to infrastructure and agriculture,the even greater economic instability results in even more emissions from industries and populations,yes,yes
request-42-0-201,the even greater economic instability results in even more emissions from industries and populations,the even more emissions from industries and populations lead to even higher levels of greenhouse gases in the atmosphere,yes,yes
request-42-0-202,the even more emissions from industries and populations lead to even higher levels of greenhouse gases in the atmosphere,the even higher levels of greenhouse gases in the atmosphere trap even more heat,yes,yes
request-42-0-203,the even higher levels of greenhouse gases in the atmosphere trap even more heat,the trapping of even more heat by greenhouse gases further intensifies the natural greenhouse effect,yes,yes
request-42-0-204,the trapping of even more heat by greenhouse gases further intensifies the natural greenhouse effect,the further intensification of the natural greenhouse effect,yes,yes
request-42-0-205,the further intensification of the natural greenhouse effect,the additional warming of the earth's surface causes even more water vapor to be held in the atmosphere,yes,yes
request-42-0-206,the additional warming of the earth's surface causes even more water vapor to be held in the atmosphere,the even more water vapor in the atmosphere enhances the greenhouse effect further,yes,yes
request-42-0-207,the even more water vapor in the atmosphere enhances the greenhouse effect further,the enhanced greenhouse effect continues to trap even more heat,yes,yes
request-42-0-208,the enhanced greenhouse effect continues to trap even more heat,the continued trapping of heat by the enhanced greenhouse effect,no,yes
request-42-0-209,the continued trapping of heat by the enhanced greenhouse effect,the even more warming of the earth's surface causes even more ice to melt,yes,yes
request-42-0-210,the even more warming of the earth's surface causes even more ice to melt,the melting of even more ice contributes to even higher sea levels,yes,yes
request-42-0-211,the melting of even more ice contributes to even higher sea levels,the even higher sea levels continue to cause even more coastal erosion and flooding,yes,yes
request-42-0-212,the even higher sea levels continue to cause even more coastal erosion and flooding,the ongoing coastal erosion and flooding result in even greater displacement of populations and disruption of ecosystems,yes,yes
request-42-0-213,the ongoing coastal erosion and flooding result in even greater displacement of populations and disruption of ecosystems,the even greater disruption of ecosystems continues to influence local climate patterns,yes,yes
request-42-0-214,the even greater disruption of ecosystems continues to influence local climate patterns,the ongoing influence on local climate patterns,yes,yes
request-42-0-215,the ongoing influence on local climate patterns,the even more frequent and severe storms cause even more damage to infrastructure and agriculture,yes,yes
request-42-0-216,the even more frequent and severe storms cause even more damage to infrastructure and agriculture,the ongoing damage to infrastructure and agriculture,yes,yes
request-42-0-217,the ongoing damage to infrastructure and agriculture,the even greater economic instability results in even more emissions from industries and populations,yes,yes
request-42-0-218,the even greater economic instability results in even more emissions from industries and populations,the even more emissions from industries and populations lead to even higher levels of greenhouse gases in the atmosphere,yes,yes
request-42-0-219,the even more emissions from industries and populations lead to even higher levels of greenhouse gases in the atmosphere,the even higher levels of greenhouse gases in the atmosphere trap even more heat,yes,yes
request-42-0-220,the even higher levels of greenhouse gases in the atmosphere trap even more heat,the trapping of even more heat by greenhouse gases further intensifies the natural greenhouse effect,yes,yes
request-42-0-221,the trapping of even more heat by greenhouse gases further intensifies the natural greenhouse effect,the further intensification of the natural greenhouse effect,yes,yes
request-42-0-222,the further intensification of the natural greenhouse effect,the additional warming of the earth's surface causes even more water vapor to be held in the atmosphere,yes,yes
request-42-0-223,the additional warming of the earth's surface causes even more water vapor to be held in the atmosphere,the even more water vapor in the atmosphere enhances the greenhouse effect further,yes,yes
request-42-0-224,the even more water vapor in the atmosphere enhances the greenhouse effect further,the enhanced greenhouse effect continues to trap even more heat,yes,yes
request-42-0-225,the enhanced greenhouse effect continues to trap even more heat,the continued trapping of heat by the enhanced greenhouse effect,yes,yes
request-43-0-0,burning of fossil fuels,deforestation,no,no
request-43-0-1,deforestation,industrial processes,no,yes
request-43-0-2,industrial processes,increased use of energy,yes,yes
request-43-0-3,increased use of energy,transportation emissions,yes,yes
request-43-0-4,transportation emissions,power generation,no,no
request-43-0-5,power generation,air travel,no,no
request-43-0-6,air travel,manufacturing emissions,no,no
request-43-0-7,manufacturing emissions,waste incineration,no,yes
request-43-0-8,waste incineration,landfill gas emissions,no,no
request-43-0-9,landfill gas emissions,loss of carbon sinks,yes,no
request-43-0-10,loss of carbon sinks,global warming,yes,yes
request-43-0-11,global warming,greenhouse gas accumulation,no,yes
request-43-0-12,greenhouse gas accumulation,excess of co2,yes,yes
request-43-0-13,excess of co2,increase in co2,no,yes
request-44-0-0,increase in co2 emissions from fossil fuel burning,co2 accumulation in the atmosphere,yes,no
request-44-0-1,co2 accumulation in the atmosphere,greenhouse effect intensifies due to higher co2 levels,yes,yes
request-44-0-2,greenhouse effect intensifies due to higher co2 levels,earth's average temperature rises,yes,yes
request-44-0-3,earth's average temperature rises,polar ice caps melt,yes,yes
request-44-0-4,polar ice caps melt,sea levels rise,yes,yes
request-44-0-5,sea levels rise,extreme weather events become more frequent and severe,yes,no
request-44-0-6,extreme weather events become more frequent and severe,global warming accelerates,yes,yes
request-44-1-0,increase in co2 emissions from deforestation,reduction in earth's carbon sinks due to deforestation,yes,yes
request-44-1-1,reduction in earth's carbon sinks due to deforestation,co2 concentration in the atmosphere increases,yes,yes
request-44-1-2,co2 concentration in the atmosphere increases,greenhouse effect intensifies due to higher co2 levels,yes,yes
request-44-1-3,greenhouse effect intensifies due to higher co2 levels,earth's average temperature rises,yes,yes
request-44-1-4,earth's average temperature rises,changes in global climate patterns,yes,yes
request-44-1-5,changes in global climate patterns,global warming accelerates,yes,yes
request-44-2-0,increase in co2 emissions from industrial processes,more co2 released into the atmosphere,yes,no
request-44-2-1,more co2 released into the atmosphere,co2 concentration in the atmosphere increases,yes,no
request-44-2-2,co2 concentration in the atmosphere increases,greenhouse effect intensifies due to higher co2 levels,yes,yes
request-44-2-3,greenhouse effect intensifies due to higher co2 levels,earth's average temperature rises,yes,yes
request-44-2-4,earth's average temperature rises,melting of permafrost releases more co2 and methane,yes,yes
request-44-2-5,melting of permafrost releases more co2 and methane,feedback loop exacerbates global warming,yes,yes
request-44-2-6,feedback loop exacerbates global warming,global warming accelerates,yes,yes
request-44-3-0,increase in co2 emissions from agricultural activities,more co2 released into the atmosphere,yes,no
request-44-3-1,more co2 released into the atmosphere,co2 concentration in the atmosphere increases,yes,no
request-44-3-2,co2 concentration in the atmosphere increases,greenhouse effect intensifies due to higher co2 levels,yes,yes
request-44-3-3,greenhouse effect intensifies due to higher co2 levels,earth's average temperature rises,yes,yes
request-44-3-4,earth's average temperature rises,changes in agricultural productivity and food security,yes,no
request-44-3-5,changes in agricultural productivity and food security,global warming accelerates,no,yes
request-44-4-0,increase in co2 emissions from transportation,more co2 released into the atmosphere,yes,no
request-44-4-1,more co2 released into the atmosphere,co2 concentration in the atmosphere increases,yes,no
request-44-4-2,co2 concentration in the atmosphere increases,greenhouse effect intensifies due to higher co2 levels,yes,yes
request-44-4-3,greenhouse effect intensifies due to higher co2 levels,earth's average temperature rises,yes,yes
request-44-4-4,earth's average temperature rises,rising sea levels and coastal flooding,yes,no
request-44-4-5,rising sea levels and coastal flooding,global warming accelerates,no,yes
request-45-0-0,increase in co2 emissions from human activities,co2 is absorbed by the oceans,no,no
request-45-0-1,co2 is absorbed by the oceans,ocean water becomes more acidic due to increased co2 absorption,yes,yes
request-45-0-2,ocean water becomes more acidic due to increased co2 absorption,ocean acidification affects marine life,yes,yes
request-46-0-0,industrialization,burning of fossil fuels,yes,no
request-46-0-1,burning of fossil fuels,emissions from factories,yes,no
request-46-0-2,emissions from factories,deforestation,no,no
request-46-0-3,deforestation,land use changes,yes,yes
request-46-0-4,land use changes,reduced carbon sequestration,yes,yes
request-46-0-5,reduced carbon sequestration,increased atmospheric co2,yes,no
request-46-1-0,urbanization,construction of buildings,yes,yes
request-46-1-1,construction of buildings,energy consumption in cities,yes,no
request-46-1-2,energy consumption in cities,increased use of electricity,yes,yes
request-46-1-3,increased use of electricity,burning of coal and natural gas,yes,no
request-46-1-4,burning of coal and natural gas,emissions from power plants,yes,no
request-46-1-5,emissions from power plants,increased atmospheric co2,yes,no
request-46-2-0,transportation,vehicle emissions,yes,no
request-46-2-1,vehicle emissions,burning of gasoline and diesel,no,yes
request-46-2-2,burning of gasoline and diesel,emissions from cars and trucks,yes,no
request-46-2-3,emissions from cars and trucks,air pollution,yes,no
request-46-2-4,air pollution,increased atmospheric co2,no,no
request-46-3-0,farming practices,use of synthetic fertilizers,yes,no
request-46-3-1,use of synthetic fertilizers,emission of nitrous oxide,yes,no
request-46-3-2,emission of nitrous oxide,increased greenhouse gas emissions,yes,no
request-46-3-3,increased greenhouse gas emissions,increased atmospheric co2,yes,no
request-46-4-0,deforestation,removal of trees,yes,yes
request-46-4-1,removal of trees,reduction in carbon sequestration,yes,no
request-46-4-2,reduction in carbon sequestration,increased atmospheric co2,yes,no
request-46-5-0,mining activities,extraction of coal and minerals,yes,yes
request-46-5-1,extraction of coal and minerals,burning of coal,no,no
request-46-5-2,burning of coal,emissions from coal combustion,yes,no
request-46-5-3,emissions from coal combustion,increased atmospheric co2,yes,no
request-46-6-0,waste management,landfills,yes,no
request-46-6-1,landfills,methane emissions from decomposing waste,yes,no
request-46-6-2,methane emissions from decomposing waste,increased greenhouse gas emissions,yes,yes
request-46-6-3,increased greenhouse gas emissions,increased atmospheric co2,yes,no
request-47-0-0,industrialization,burning of fossil fuels,yes,no
request-47-0-1,burning of fossil fuels,increase in co2,yes,no
request-47-0-2,increase in co2,deforestation,no,yes
request-47-0-3,deforestation,land degradation,yes,no
request-47-0-4,land degradation,increase in greenhouse gases,yes,yes
request-47-0-5,increase in greenhouse gases,global warming,yes,no
request-47-0-6,global warming,changes in precipitation patterns,yes,no
request-47-0-7,changes in precipitation patterns,stress on forest ecosystems,yes,yes
request-47-0-8,stress on forest ecosystems,adaptation of forests to new conditions,yes,yes
request-47-0-9,adaptation of forests to new conditions,increase in forest growth,yes,yes
request-47-0-10,increase in forest growth,lush forests,yes,yes
request-47-1-0,deforestation,land degradation,yes,no
request-47-1-1,land degradation,increase in greenhouse gases,yes,yes
request-47-1-2,increase in greenhouse gases,global warming,yes,no
request-47-1-3,global warming,changes in precipitation patterns,yes,no
request-47-1-4,changes in precipitation patterns,stress on forest ecosystems,yes,yes
request-47-1-5,stress on forest ecosystems,adaptation of forests to new conditions,yes,yes
request-47-1-6,adaptation of forests to new conditions,increase in forest growth,yes,yes
request-47-1-7,increase in forest growth,lush forests,yes,yes
request-47-2-0,deforestation,land degradation,yes,no
request-47-2-1,land degradation,increase in greenhouse gases,yes,yes
request-47-2-2,increase in greenhouse gases,global warming,yes,no
request-47-2-3,global warming,changes in precipitation patterns,yes,no
request-47-2-4,changes in precipitation patterns,stress on forest ecosystems,yes,yes
request-47-2-5,stress on forest ecosystems,adaptation of forests to new conditions,yes,yes
request-47-2-6,adaptation of forests to new conditions,increase in forest growth,yes,yes
request-47-2-7,increase in forest growth,lush forests,yes,yes
request-47-3-0,global warming,changes in precipitation patterns,yes,no
request-47-3-1,changes in precipitation patterns,stress on forest ecosystems,yes,yes
request-47-3-2,stress on forest ecosystems,adaptation of forests to new conditions,yes,yes
request-47-3-3,adaptation of forests to new conditions,increase in forest growth,yes,yes
request-47-3-4,increase in forest growth,lush forests,yes,yes
request-47-4-0,global warming,changes in precipitation patterns,yes,no
request-47-4-1,changes in precipitation patterns,stress on forest ecosystems,yes,yes
request-47-4-2,stress on forest ecosystems,adaptation of forests to new conditions,yes,yes
request-47-4-3,adaptation of forests to new conditions,increase in forest growth,yes,yes
request-47-4-4,increase in forest growth,lush forests,yes,yes
request-47-5-0,global warming,changes in precipitation patterns,yes,no
request-47-5-1,changes in precipitation patterns,stress on forest ecosystems,yes,yes
request-47-5-2,stress on forest ecosystems,adaptation of forests to new conditions,yes,yes
request-47-5-3,adaptation of forests to new conditions,increase in forest growth,yes,yes
request-47-5-4,increase in forest growth,lush forests,yes,yes
request-47-6-0,global warming,changes in precipitation patterns,yes,no
request-47-6-1,changes in precipitation patterns,stress on forest ecosystems,yes,yes
request-47-6-2,stress on forest ecosystems,adaptation of forests to new conditions,yes,yes
request-47-6-3,adaptation of forests to new conditions,increase in forest growth,yes,yes
request-47-6-4,increase in forest growth,lush forests,yes,yes
request-47-7-0,changes in precipitation patterns,stress on forest ecosystems,yes,yes
request-47-7-1,stress on forest ecosystems,adaptation of forests to new conditions,yes,yes
request-47-7-2,adaptation of forests to new conditions,increase in forest growth,yes,yes
request-47-7-3,increase in forest growth,lush forests,yes,yes
request-47-8-0,changes in precipitation patterns,stress on forest ecosystems,yes,yes
request-47-8-1,stress on forest ecosystems,adaptation of forests to new conditions,yes,yes
request-47-8-2,adaptation of forests to new conditions,increase in forest growth,yes,yes
request-47-8-3,increase in forest growth,lush forests,yes,yes
request-47-9-0,changes in precipitation patterns,stress on forest ecosystems,yes,yes
request-47-9-1,stress on forest ecosystems,adaptation of forests to new conditions,yes,yes
request-47-9-2,adaptation of forests to new conditions,increase in forest growth,yes,yes
request-47-9-3,increase in forest growth,lush forests,yes,yes
request-47-10-0,stress on forest ecosystems,adaptation of forests to new conditions,yes,yes
request-47-10-1,adaptation of forests to new conditions,increase in forest growth,yes,yes
request-47-10-2,increase in forest growth,lush forests,yes,yes
request-47-11-0,stress on forest ecosystems,adaptation of forests to new conditions,yes,yes
request-47-11-1,adaptation of forests to new conditions,increase in forest growth,yes,yes
request-47-11-2,increase in forest growth,lush forests,yes,yes
request-47-12-0,adaptation of forests to new conditions,increase in forest growth,yes,yes
request-47-12-1,increase in forest growth,lush forests,yes,yes
request-47-13-0,adaptation of forests to new conditions,increase in forest growth,yes,yes
request-47-13-1,increase in forest growth,lush forests,yes,yes
request-48-0-0,modern wars,technological advancements,yes,no
request-48-0-1,technological advancements,improved naval engineering,yes,yes
request-48-0-2,improved naval engineering,increased military budgets,yes,yes
request-48-0-3,increased military budgets,development of stronger ships,yes,yes
request-48-0-4,development of stronger ships,enhanced ship construction techniques,yes,yes
request-48-0-5,enhanced ship construction techniques,increased naval battles,no,yes
request-48-0-6,increased naval battles,use of more powerful weapons,yes,yes
request-48-0-7,use of more powerful weapons,higher ship speeds,no,yes
request-48-0-8,higher ship speeds,increased ship sizes,no,no
request-48-0-9,increased ship sizes,greater reliance on naval forces,yes,yes
request-48-0-10,greater reliance on naval forces,more frequent naval engagements,yes,yes
request-48-0-11,more frequent naval engagements,higher risk of ship collisions,yes,no
request-48-0-12,higher risk of ship collisions,increased likelihood of sinking ships,yes,no
request-48-0-13,increased likelihood of sinking ships,loss of naval vessels,yes,yes
request-48-0-14,loss of naval vessels,increased ship sinkings,yes,yes
request-48-0-15,increased ship sinkings,sinking,no,no
request-49-0-0,global warming,melting of polar ice caps,yes,no
request-49-0-1,melting of polar ice caps,sea level rise,yes,no
request-49-0-2,sea level rise,inundation of coastal areas,yes,no
request-49-0-3,inundation of coastal areas,destruction of habitats,yes,no
request-49-0-4,destruction of habitats,displacement of wildlife,yes,yes
request-49-0-5,displacement of wildlife,spread of zoonotic diseases,yes,yes
request-49-0-6,spread of zoonotic diseases,human contact with new pathogens,yes,yes
request-49-0-7,human contact with new pathogens,emergence of new infectious diseases,yes,yes
request-49-0-8,emergence of new infectious diseases,spread of infectious diseases,yes,yes
request-49-0-9,spread of infectious diseases,rise in infectious diseases,yes,yes
request-49-1-0,greenhouse gas emissions,increase in atmospheric co2 levels,yes,no
request-49-1-1,increase in atmospheric co2 levels,enhanced greenhouse effect,yes,no
request-49-1-2,enhanced greenhouse effect,global warming,yes,yes
request-49-1-3,global warming,melting of polar ice caps,yes,no
request-49-1-4,melting of polar ice caps,sea level rise,yes,no
request-49-1-5,sea level rise,inundation of coastal areas,yes,no
request-49-1-6,inundation of coastal areas,destruction of habitats,yes,no
request-49-1-7,destruction of habitats,displacement of wildlife,yes,yes
request-49-1-8,displacement of wildlife,spread of zoonotic diseases,yes,yes
request-49-1-9,spread of zoonotic diseases,human contact with new pathogens,yes,yes
request-49-1-10,human contact with new pathogens,emergence of new infectious diseases,yes,yes
request-49-1-11,emergence of new infectious diseases,spread of infectious diseases,yes,yes
request-49-1-12,spread of infectious diseases,rise in infectious diseases,yes,yes
request-49-2-0,deforestation,loss of biodiversity,yes,no
request-49-2-1,loss of biodiversity,disruption of ecosystems,yes,yes
request-49-2-2,disruption of ecosystems,spread of zoonotic diseases,yes,yes
request-49-2-3,spread of zoonotic diseases,human contact with new pathogens,yes,yes
request-49-2-4,human contact with new pathogens,emergence of new infectious diseases,yes,yes
request-49-2-5,emergence of new infectious diseases,spread of infectious diseases,yes,yes
request-49-2-6,spread of infectious diseases,rise in infectious diseases,yes,yes
request-49-3-0,air pollution,respiratory illnesses,yes,no
request-49-3-1,respiratory illnesses,weakened immune systems,yes,yes
request-49-3-2,weakened immune systems,increased susceptibility to infectious diseases,yes,yes
request-49-3-3,increased susceptibility to infectious diseases,spread of infectious diseases,yes,yes
request-49-3-4,spread of infectious diseases,rise in infectious diseases,yes,yes
request-49-4-0,overfishing,collapse of marine food webs,yes,no
request-49-4-1,collapse of marine food webs,disruption of human food sources,yes,yes
request-49-4-2,disruption of human food sources,malnutrition and weakened immune systems,yes,no
request-49-4-3,malnutrition and weakened immune systems,increased susceptibility to infectious diseases,yes,yes
request-49-4-4,increased susceptibility to infectious diseases,spread of infectious diseases,yes,yes
request-49-4-5,spread of infectious diseases,rise in infectious diseases,yes,yes
request-49-5-0,industrial pollution,water contamination,yes,yes
request-49-5-1,water contamination,waterborne diseases,yes,no
request-49-5-2,waterborne diseases,spread of infectious diseases,yes,yes
request-49-5-3,spread of infectious diseases,rise in infectious diseases,yes,yes
request-49-6-0,urbanization,overcrowding,yes,no
request-49-6-1,overcrowding,strain on healthcare systems,yes,yes
request-49-6-2,strain on healthcare systems,delayed response to infectious disease outbreaks,yes,yes
request-49-6-3,delayed response to infectious disease outbreaks,spread of infectious diseases,yes,yes
request-49-6-4,spread of infectious diseases,rise in infectious diseases,yes,yes
request-49-7-0,climate change,extreme weather events,yes,no
request-49-7-1,extreme weather events,displacement of populations,yes,no
request-49-7-2,displacement of populations,overcrowded refugee camps,yes,yes
request-49-7-3,overcrowded refugee camps,spread of infectious diseases,yes,yes
request-49-7-4,spread of infectious diseases,rise in infectious diseases,yes,yes
request-49-8-0,climate change,changes in precipitation patterns,yes,no
request-49-8-1,changes in precipitation patterns,water scarcity,yes,no
request-49-8-2,water scarcity,compromised water treatment facilities,yes,yes
request-49-8-3,compromised water treatment facilities,waterborne diseases,yes,yes
request-49-8-4,waterborne diseases,spread of infectious diseases,yes,yes
request-49-8-5,spread of infectious diseases,rise in infectious diseases,yes,yes
request-50-0-0,industrialization,mass production,yes,yes
request-50-0-1,mass production,increased energy consumption,yes,yes
request-50-0-2,increased energy consumption,burning of fossil fuels,yes,no
request-50-0-3,burning of fossil fuels,air pollution,yes,yes
request-50-0-4,air pollution,greenhouse gas emissions,no,yes
request-50-0-5,greenhouse gas emissions,global warming,yes,no
request-50-0-6,global warming,climate change,yes,yes
request-50-1-0,capitalism,resource extraction,yes,no
request-50-1-1,resource extraction,deforestation,yes,yes
request-50-1-2,deforestation,loss of biodiversity,yes,no
request-50-1-3,loss of biodiversity,altered ecosystems,yes,yes
request-50-1-4,altered ecosystems,increased carbon footprint,yes,yes
request-50-1-5,increased carbon footprint,greenhouse gas emissions,yes,yes
request-50-1-6,greenhouse gas emissions,global warming,yes,no
request-50-1-7,global warming,climate change,yes,yes
request-50-2-0,capitalism,economic growth,yes,no
request-50-2-1,economic growth,urbanization,yes,yes
request-50-2-2,urbanization,expansion of cities,yes,yes
request-50-2-3,expansion of cities,increased energy demand,yes,yes
request-50-2-4,increased energy demand,burning of fossil fuels,yes,no
request-50-2-5,burning of fossil fuels,air pollution,yes,yes
request-50-2-6,air pollution,greenhouse gas emissions,no,yes
request-50-2-7,greenhouse gas emissions,global warming,yes,no
request-50-2-8,global warming,climate change,yes,yes
request-50-3-0,capitalism,consumerism,yes,no
request-50-3-1,consumerism,mass production,yes,yes
request-50-3-2,mass production,increased energy consumption,yes,yes
request-50-3-3,increased energy consumption,burning of fossil fuels,yes,no
request-50-3-4,burning of fossil fuels,air pollution,yes,yes
request-50-3-5,air pollution,greenhouse gas emissions,no,yes
request-50-3-6,greenhouse gas emissions,global warming,yes,no
request-50-3-7,global warming,climate change,yes,yes
request-50-4-0,capitalism,trade,yes,no
request-50-4-1,trade,global transportation,yes,no
request-50-4-2,global transportation,increased emissions from shipping and aviation,yes,yes
request-50-4-3,increased emissions from shipping and aviation,air pollution,yes,no
request-50-4-4,air pollution,greenhouse gas emissions,no,yes
request-50-4-5,greenhouse gas emissions,global warming,yes,no
request-50-4-6,global warming,climate change,yes,yes
request-50-5-0,capitalism,technological advancement,yes,no
request-50-5-1,technological advancement,energyintensive industries,yes,yes
request-50-5-2,energyintensive industries,increased energy consumption,yes,no
request-50-5-3,increased energy consumption,burning of fossil fuels,yes,no
request-50-5-4,burning of fossil fuels,air pollution,yes,yes
request-50-5-5,air pollution,greenhouse gas emissions,no,yes
request-50-5-6,greenhouse gas emissions,global warming,yes,no
request-50-5-7,global warming,climate change,yes,yes
request-50-6-0,capitalism,economic policies,yes,no
request-50-6-1,economic policies,subsidies for fossil fuels,yes,yes
request-50-6-2,subsidies for fossil fuels,increased fossil fuel consumption,yes,no
request-50-6-3,increased fossil fuel consumption,burning of fossil fuels,yes,no
request-50-6-4,burning of fossil fuels,air pollution,yes,yes
request-50-6-5,air pollution,greenhouse gas emissions,no,yes
request-50-6-6,greenhouse gas emissions,global warming,yes,no
request-50-6-7,global warming,climate change,yes,yes
request-51-0-0,industrialization,urbanization,yes,yes
request-51-0-1,urbanization,overcrowded living conditions,yes,no
request-51-0-2,overcrowded living conditions,inadequate sanitation,yes,no
request-51-0-3,inadequate sanitation,spread of pathogens,yes,yes
request-51-0-4,spread of pathogens,rise in infectious diseases,yes,yes
request-51-1-0,global trade,spread of diseases,yes,no
request-51-1-1,spread of diseases,introduction of new pathogens,yes,yes
request-51-1-2,introduction of new pathogens,rise in infectious diseases,yes,yes
request-51-2-0,economic policies,income inequality,yes,no
request-51-2-1,income inequality,limited access to healthcare,yes,yes
request-51-2-2,limited access to healthcare,spread of diseases,yes,yes
request-51-2-3,spread of diseases,rise in infectious diseases,yes,yes
request-51-3-0,consumerism,overproduction,yes,yes
request-51-3-1,overproduction,waste accumulation,yes,no
request-51-3-2,waste accumulation,environmental degradation,yes,yes
request-51-3-3,environmental degradation,spread of diseases,yes,yes
request-51-3-4,spread of diseases,rise in infectious diseases,yes,yes
request-51-4-0,technological advancements,global travel,yes,yes
request-51-4-1,global travel,spread of diseases,yes,no
request-51-4-2,spread of diseases,rise in infectious diseases,yes,yes
request-52-0-0,melting of glaciers,rising sea levels,yes,no
request-52-0-1,rising sea levels,increased coastal erosion,yes,no
request-52-0-2,increased coastal erosion,damage to coastal infrastructure,yes,yes
request-52-0-3,damage to coastal infrastructure,threat to arctic infrastructure,yes,yes
request-52-1-0,melting of glaciers,increased freshwater influx into the arctic ocean,yes,yes
request-52-1-1,increased freshwater influx into the arctic ocean,alteration of ocean currents,yes,yes
request-52-1-2,alteration of ocean currents,disruption of shipping routes,yes,no
request-52-1-3,disruption of shipping routes,risk to arctic infrastructure,yes,yes
request-52-2-0,melting of glaciers,release of trapped methane,yes,yes
request-52-2-1,release of trapped methane,acceleration of global warming,yes,yes
request-52-2-2,acceleration of global warming,extreme weather events,yes,yes
request-52-2-3,extreme weather events,damage to arctic infrastructure,yes,no
request-52-3-0,melting of glaciers,loss of habitat for arctic wildlife,yes,no
request-52-3-1,loss of habitat for arctic wildlife,disruption of arctic ecosystems,yes,yes
request-52-3-2,disruption of arctic ecosystems,increased human activity in the arctic,yes,yes
request-52-3-3,increased human activity in the arctic,risk to arctic infrastructure,yes,yes
request-53-0-0,industrial activities,burning of fossil fuels,yes,no
request-53-0-1,burning of fossil fuels,release of carbon dioxide,yes,no
request-53-0-2,release of carbon dioxide,increased atmospheric carbon dioxide,yes,no
request-53-0-3,increased atmospheric carbon dioxide,greenhouse effect,yes,no
request-53-0-4,greenhouse effect,global warming,yes,no
request-53-1-0,deforestation,removal of trees,yes,yes
request-53-1-1,removal of trees,release of stored carbon,yes,no
request-53-1-2,release of stored carbon,release of carbon dioxide,yes,yes
request-53-1-3,release of carbon dioxide,increased atmospheric carbon dioxide,yes,no
request-53-1-4,increased atmospheric carbon dioxide,greenhouse effect,yes,no
request-53-1-5,greenhouse effect,global warming,yes,no
request-53-2-0,volcanic eruptions,emission of volcanic gases,yes,no
request-53-2-1,emission of volcanic gases,release of carbon dioxide,yes,no
request-53-2-2,release of carbon dioxide,increased atmospheric carbon dioxide,yes,no
request-53-2-3,increased atmospheric carbon dioxide,greenhouse effect,yes,no
request-53-2-4,greenhouse effect,global warming,yes,no
request-53-3-0,natural gas extraction,leakage of methane,yes,no
request-53-3-1,leakage of methane,release of methane,yes,no
request-53-3-2,release of methane,greenhouse effect,yes,no
request-53-3-3,greenhouse effect,global warming,yes,no
request-53-4-0,rice paddies,anaerobic decomposition,yes,no
request-53-4-1,anaerobic decomposition,release of methane,yes,yes
request-53-4-2,release of methane,greenhouse effect,yes,no
request-53-4-3,greenhouse effect,global warming,yes,no
request-53-5-0,forest fires,burning of biomass,yes,no
request-53-5-1,burning of biomass,release of carbon dioxide,yes,no
request-53-5-2,release of carbon dioxide,increased atmospheric carbon dioxide,yes,no
request-53-5-3,increased atmospheric carbon dioxide,greenhouse effect,yes,no
request-53-5-4,greenhouse effect,global warming,yes,no
request-54-0-0,industrial activities,burning of fossil fuels,yes,no
request-54-0-1,burning of fossil fuels,release of carbon dioxide,yes,no
request-54-0-2,release of carbon dioxide,increased atmospheric carbon dioxide,yes,no
request-54-0-3,increased atmospheric carbon dioxide,greenhouse effect,yes,no
request-54-0-4,greenhouse effect,global warming,yes,no
request-54-1-0,deforestation,removal of trees,yes,yes
request-54-1-1,removal of trees,release of stored carbon,yes,no
request-54-1-2,release of stored carbon,release of carbon dioxide,yes,yes
request-54-1-3,release of carbon dioxide,increased atmospheric carbon dioxide,yes,no
request-54-1-4,increased atmospheric carbon dioxide,greenhouse effect,yes,no
request-54-1-5,greenhouse effect,global warming,yes,no
request-54-2-0,volcanic eruptions,emission of volcanic gases,yes,no
request-54-2-1,emission of volcanic gases,release of carbon dioxide,yes,no
request-54-2-2,release of carbon dioxide,increased atmospheric carbon dioxide,yes,no
request-54-2-3,increased atmospheric carbon dioxide,greenhouse effect,yes,no
request-54-2-4,greenhouse effect,global warming,yes,no
request-54-3-0,natural gas extraction,leakage of methane,yes,no
request-54-3-1,leakage of methane,release of methane,yes,no
request-54-3-2,release of methane,greenhouse effect,yes,no
request-54-3-3,greenhouse effect,global warming,yes,no
request-54-4-0,rice paddies,anaerobic decomposition,yes,no
request-54-4-1,anaerobic decomposition,release of methane,yes,yes
request-54-4-2,release of methane,greenhouse effect,yes,no
request-54-4-3,greenhouse effect,global warming,yes,no
request-54-5-0,forest fires,burning of biomass,yes,no
request-54-5-1,burning of biomass,release of carbon dioxide,yes,no
request-54-5-2,release of carbon dioxide,increased atmospheric carbon dioxide,yes,no
request-54-5-3,increased atmospheric carbon dioxide,greenhouse effect,yes,no
request-54-5-4,greenhouse effect,global warming,yes,no
request-55-0-0,climate change,increased global temperatures,yes,yes
request-55-0-1,increased global temperatures,melting polar ice caps,yes,no
request-55-0-2,melting polar ice caps,rising sea levels,yes,no
