cause,effect,custom_id
increased greenhouse gases in the atmosphere,global warming,request-25-4-6
global warming,climate emissions,request-25-4-7
corporations,deforestation for land development,request-25-5-0
deforestation for land development,loss of carbon sinks,request-25-5-1
loss of carbon sinks,increased greenhouse gas emissions,request-25-5-2
increased greenhouse gas emissions,climate change,request-25-5-3
climate change,increased greenhouse gases in the atmosphere,request-25-5-4
increased greenhouse gases in the atmosphere,global warming,request-25-5-5
global warming,climate emissions,request-25-5-6
corporations,waste management,request-25-6-0
waste management,landfills emitting methane,request-25-6-1
landfills emitting methane,burning of fossil fuels,request-25-6-2
burning of fossil fuels,greenhouse gas emissions,request-25-6-3
greenhouse gas emissions,climate change,request-25-6-4
climate change,increased greenhouse gases in the atmosphere,request-25-6-5
increased greenhouse gases in the atmosphere,global warming,request-25-6-6
global warming,climate emissions,request-25-6-7
corporations invest in fossil fuels,corporations produce fossil fuels,request-26-0-0
corporations produce fossil fuels,fossil fuels are burned for energy,request-26-0-1
fossil fuels are burned for energy,burning fossil fuels releases carbon dioxide,request-26-0-2
burning fossil fuels releases carbon dioxide,carbon dioxide increases greenhouse gases,request-26-0-3
carbon dioxide increases greenhouse gases,increased greenhouse gases lead to global warming,request-26-0-4
increased greenhouse gases lead to global warming,global warming contributes to climate change,request-26-0-5
global warming contributes to climate change,corporations' emissions over 90% contribute to climate change,request-26-0-6
corporations increase deforestation,deforestation reduces carbon sinks,request-26-1-0
deforestation reduces carbon sinks,reduced carbon sinks lead to higher carbon dioxide levels,request-26-1-1
reduced carbon sinks lead to higher carbon dioxide levels,higher carbon dioxide levels increase greenhouse gases,request-26-1-2
higher carbon dioxide levels increase greenhouse gases,increased greenhouse gases lead to global warming,request-26-1-3
increased greenhouse gases lead to global warming,global warming contributes to climate change,request-26-1-4
global warming contributes to climate change,corporations' emissions over 90% contribute to climate change,request-26-1-5
corporations produce and consume plastics,plastics end up in oceans,request-26-2-0
plastics end up in oceans,ocean pollution affects marine life,request-26-2-1
ocean pollution affects marine life,disrupted marine ecosystems contribute to greenhouse gas emissions,request-26-2-2
disrupted marine ecosystems contribute to greenhouse gas emissions,increased greenhouse gases lead to global warming,request-26-2-3
increased greenhouse gases lead to global warming,global warming contributes to climate change,request-26-2-4
global warming contributes to climate change,corporations' emissions over 90% contribute to climate change,request-26-2-5
corporations engage in heavy industry,heavy industry produces large amounts of greenhouse gases,request-26-3-0
heavy industry produces large amounts of greenhouse gases,greenhouse gases increase global temperatures,request-26-3-1
greenhouse gases increase global temperatures,increased temperatures contribute to climate change,request-26-3-2
increased temperatures contribute to climate change,corporations' emissions over 90% contribute to climate change,request-26-3-3
corporations produce and consume chemicals,chemical production releases greenhouse gases,request-26-4-0
chemical production releases greenhouse gases,greenhouse gases increase global temperatures,request-26-4-1
greenhouse gases increase global temperatures,increased temperatures contribute to climate change,request-26-4-2
increased temperatures contribute to climate change,corporations' emissions over 90% contribute to climate change,request-26-4-3
corporations engage in agriculture,agricultural practices lead to deforestation,request-26-5-0
agricultural practices lead to deforestation,deforestation reduces carbon sinks,request-26-5-1
deforestation reduces carbon sinks,reduced carbon sinks lead to higher carbon dioxide levels,request-26-5-2
reduced carbon sinks lead to higher carbon dioxide levels,higher carbon dioxide levels increase greenhouse gases,request-26-5-3
higher carbon dioxide levels increase greenhouse gases,increased greenhouse gases lead to global warming,request-26-5-4
increased greenhouse gases lead to global warming,global warming contributes to climate change,request-26-5-5
global warming contributes to climate change,corporations' emissions over 90% contribute to climate change,request-26-5-6
tossing of a single cigarette,"dry, hot ground",request-27-0-0
"dry, hot ground",ignition of the cigarette,request-27-0-1
ignition of the cigarette,spread of the fire,request-27-0-2
spread of the fire,growth of the fire,request-27-0-3
growth of the fire,massive fire,request-27-0-4
tossing of a single cigarette,"dry, hot ground",request-27-1-0
"dry, hot ground",ignition of the cigarette,request-27-1-1
ignition of the cigarette,ignition of nearby flammable materials,request-27-1-2
ignition of nearby flammable materials,spread of the fire,request-27-1-3
spread of the fire,growth of the fire,request-27-1-4
growth of the fire,massive fire,request-27-1-5
tossing of a single cigarette,"dry, hot ground",request-27-2-0
"dry, hot ground",ignition of the cigarette,request-27-2-1
ignition of the cigarette,ignition of dry leaves or debris,request-27-2-2
ignition of dry leaves or debris,spread of the fire,request-27-2-3
spread of the fire,growth of the fire,request-27-2-4
growth of the fire,massive fire,request-27-2-5
tossing of a single cigarette,"dry, hot ground",request-27-3-0
"dry, hot ground",ignition of the cigarette,request-27-3-1
ignition of the cigarette,ignition of nearby dry vegetation,request-27-3-2
ignition of nearby dry vegetation,spread of the fire,request-27-3-3
spread of the fire,growth of the fire,request-27-3-4
growth of the fire,massive fire,request-27-3-5
tossing of a single cigarette,"dry, hot ground",request-27-4-0
"dry, hot ground",ignition of the cigarette,request-27-4-1
ignition of the cigarette,ignition of nearby dry grass or shrubbery,request-27-4-2
ignition of nearby dry grass or shrubbery,spread of the fire,request-27-4-3
spread of the fire,growth of the fire,request-27-4-4
growth of the fire,massive fire,request-27-4-5
industrial revolution,mass production of fossil fuels,request-28-0-0
mass production of fossil fuels,increased use of coal and oil for energy,request-28-0-1
increased use of coal and oil for energy,expansion of factories and transportation,request-28-0-2
expansion of factories and transportation,higher greenhouse gas emissions,request-28-0-3
higher greenhouse gas emissions,deforestation for agriculture and urban development,request-28-0-4
deforestation for agriculture and urban development,reduction in carbon sequestration,request-28-0-5
reduction in carbon sequestration,accumulation of carbon dioxide in the atmosphere,request-28-0-6
accumulation of carbon dioxide in the atmosphere,current co2 levels,request-28-0-7
us policies promoting fossil fuel consumption,development of oil and gas industries,request-28-1-0
development of oil and gas industries,increased oil and gas extraction,request-28-1-1
increased oil and gas extraction,higher carbon emissions from energy production,request-28-1-2
higher carbon emissions from energy production,expansion of transportation networks,request-28-1-3
expansion of transportation networks,growth of urban areas,request-28-1-4
growth of urban areas,deforestation for land use,request-28-1-5
deforestation for land use,reduced natural carbon sinks,request-28-1-6
reduced natural carbon sinks,accumulation of carbon dioxide in the atmosphere,request-28-1-7
accumulation of carbon dioxide in the atmosphere,current co2 levels,request-28-1-8
us military activities,burning of fossil fuels for military operations,request-28-2-0
burning of fossil fuels for military operations,higher carbon emissions from military aircraft and ships,request-28-2-1
higher carbon emissions from military aircraft and ships,expansion of military bases and infrastructure,request-28-2-2
expansion of military bases and infrastructure,deforestation for base construction,request-28-2-3
deforestation for base construction,reduced natural carbon sinks,request-28-2-4
reduced natural carbon sinks,accumulation of carbon dioxide in the atmosphere,request-28-2-5
accumulation of carbon dioxide in the atmosphere,current co2 levels,request-28-2-6
us agricultural practices,use of fossil fuels for farming equipment,request-28-3-0
use of fossil fuels for farming equipment,expansion of agricultural land,request-28-3-1
expansion of agricultural land,deforestation for farmland,request-28-3-2
deforestation for farmland,release of carbon from soil and vegetation,request-28-3-3
release of carbon from soil and vegetation,higher carbon emissions from livestock and fertilizers,request-28-3-4
higher carbon emissions from livestock and fertilizers,accumulation of carbon dioxide in the atmosphere,request-28-3-5
accumulation of carbon dioxide in the atmosphere,current co2 levels,request-28-3-6
us urbanization,construction of buildings and infrastructure,request-28-4-0
construction of buildings and infrastructure,"increased energy consumption for heating, cooling, and lighting",request-28-4-1
"increased energy consumption for heating, cooling, and lighting",higher carbon emissions from energy production,request-28-4-2
higher carbon emissions from energy production,expansion of transportation networks,request-28-4-3
expansion of transportation networks,growth of urban areas,request-28-4-4
growth of urban areas,deforestation for land use,request-28-4-5
deforestation for land use,reduced natural carbon sinks,request-28-4-6
reduced natural carbon sinks,accumulation of carbon dioxide in the atmosphere,request-28-4-7
accumulation of carbon dioxide in the atmosphere,current co2 levels,request-28-4-8
global warming due to climate change,rising temperatures,request-29-0-0
rising temperatures,increased evaporation of water,request-29-0-1
increased evaporation of water,more water vapor in the atmosphere,request-29-0-2
more water vapor in the atmosphere,enhanced atmospheric instability,request-29-0-3
enhanced atmospheric instability,more frequent thunderstorm activity,request-29-0-4
more frequent thunderstorm activity,increased lightning strikes,request-29-0-5
increased lightning strikes,the increasing frequency of lightning,request-29-0-6
human influence,deforestation,request-30-0-0
deforestation,loss of habitat,request-30-0-1
loss of habitat,reduction in carbon sequestration,request-30-0-2
reduction in carbon sequestration,increased atmospheric co2 levels,request-30-0-3
increased atmospheric co2 levels,global warming,request-30-0-4
global warming,this 1°c increase,request-30-0-5
human influence,burning of fossil fuels,request-30-1-0
burning of fossil fuels,increased greenhouse gas emissions,request-30-1-1
increased greenhouse gas emissions,enhanced greenhouse effect,request-30-1-2
enhanced greenhouse effect,global warming,request-30-1-3
global warming,this 1°c increase,request-30-1-4
human influence,industrial activities,request-30-2-0
industrial activities,air pollution,request-30-2-1
air pollution,disruption of climate patterns,request-30-2-2
disruption of climate patterns,global warming,request-30-2-3
global warming,this 1°c increase,request-30-2-4
human influence,agricultural expansion,request-30-3-0
agricultural expansion,land use change,request-30-3-1
land use change,release of stored carbon,request-30-3-2
release of stored carbon,increased atmospheric co2 levels,request-30-3-3
increased atmospheric co2 levels,global warming,request-30-3-4
global warming,this 1°c increase,request-30-3-5
human influence,urbanization,request-30-4-0
urbanization,heat island effect,request-30-4-1
heat island effect,altered local climate,request-30-4-2
altered local climate,global warming,request-30-4-3
global warming,this 1°c increase,request-30-4-4
human influence,waste production,request-30-5-0
waste production,landfill emissions,request-30-5-1
landfill emissions,greenhouse gas release,request-30-5-2
greenhouse gas release,global warming,request-30-5-3
global warming,this 1°c increase,request-30-5-4
human influence,fishing,request-30-6-0
fishing,ocean warming,request-30-6-1
ocean warming,disruption of marine ecosystems,request-30-6-2
disruption of marine ecosystems,global warming,request-30-6-3
global warming,this 1°c increase,request-30-6-4
human influence,transportation,request-30-7-0
transportation,fossil fuel combustion,request-30-7-1
fossil fuel combustion,greenhouse gas emissions,request-30-7-2
greenhouse gas emissions,global warming,request-30-7-3
global warming,this 1°c increase,request-30-7-4
human influence,livestock farming,request-30-8-0
livestock farming,methane emissions,request-30-8-1
methane emissions,greenhouse gas accumulation,request-30-8-2
greenhouse gas accumulation,global warming,request-30-8-3
global warming,this 1°c increase,request-30-8-4
humans observe the sun,humans develop solar technology,request-31-0-0
humans develop solar technology,humans measure solar activity,request-31-0-1
humans measure solar activity,solar activity influences earth's climate,request-31-0-2
humans study the sun,humans send satellites to monitor the sun,request-31-1-0
humans send satellites to monitor the sun,satellites collect data on solar activity,request-31-1-1
satellites collect data on solar activity,scientists analyze solar activity,request-31-1-2
scientists analyze solar activity,solar activity influences earth's climate,request-31-1-3
humans develop solar panels,humans harness solar energy,request-31-2-0
humans harness solar energy,humans reduce reliance on fossil fuels,request-31-2-1
humans reduce reliance on fossil fuels,human activities influence earth's climate,request-31-2-2
human activities influence earth's climate,solar activity influences earth's climate,request-31-2-3
humans build observatories,humans observe solar phenomena,request-31-3-0
humans observe solar phenomena,scientists study the sun,request-31-3-1
scientists study the sun,scientists publish findings on solar activity,request-31-3-2
scientists publish findings on solar activity,solar activity influences earth's climate,request-31-3-3
humans develop solar telescopes,humans observe solar flares,request-31-4-0
humans observe solar flares,scientists study solar flares,request-31-4-1
scientists study solar flares,solar flares influence earth's magnetosphere,request-31-4-2
solar flares influence earth's magnetosphere,changes in earth's magnetosphere influence earth's climate,request-31-4-3
changes in earth's magnetosphere influence earth's climate,solar activity influences earth's climate,request-31-4-4
burning of fossil fuels increases co2 in the atmosphere,deforestation contributes to increased co2 in the atmosphere,request-32-0-0
deforestation contributes to increased co2 in the atmosphere,industrial activities emit co2 into the atmosphere,request-32-0-1
industrial activities emit co2 into the atmosphere,increased co2 in the atmosphere enhances the greenhouse effect,request-32-0-2
increased co2 in the atmosphere enhances the greenhouse effect,enhanced greenhouse effect,request-32-0-3
fossil fuel combustion releases co2 into the atmosphere,co2 emissions from vehicles increase atmospheric co2,request-32-1-0
co2 emissions from vehicles increase atmospheric co2,co2 from power plants adds to atmospheric co2 levels,request-32-1-1
co2 from power plants adds to atmospheric co2 levels,increased atmospheric co2 contributes to the greenhouse effect,request-32-1-2
increased atmospheric co2 contributes to the greenhouse effect,greenhouse effect results in trapping of solar rays in the atmosphere,request-32-1-3
burning of coal increases co2 in the atmosphere,oil extraction and processing release co2 into the atmosphere,request-32-2-0
oil extraction and processing release co2 into the atmosphere,co2 emissions from cement production add to atmospheric co2,request-32-2-1
co2 emissions from cement production add to atmospheric co2,increased co2 in the atmosphere enhances the greenhouse effect,request-32-2-2
increased co2 in the atmosphere enhances the greenhouse effect,enhanced greenhouse effect,request-32-2-3
use of coal for energy production increases co2 in the atmosphere,industrial activities emit co2 into the atmosphere,request-32-3-0
industrial activities emit co2 into the atmosphere,deforestation for agriculture releases co2 into the atmosphere,request-32-3-1
deforestation for agriculture releases co2 into the atmosphere,increased co2 in the atmosphere enhances the greenhouse effect,request-32-3-2
increased co2 in the atmosphere enhances the greenhouse effect,enhanced greenhouse effect results in trapping of solar rays in the atmosphere,request-32-3-3
the trapping of solar rays in the atmosphere,greenhouse gases absorbing infrared radiation,request-33-0-0
greenhouse gases absorbing infrared radiation,heat being retained in the atmosphere,request-33-0-1
heat being retained in the atmosphere,the greenhouse effect,request-33-0-2
the trapping of solar rays in the atmosphere,solar radiation reaching earth's surface,request-33-1-0
solar radiation reaching earth's surface,earth's surface warming up,request-33-1-1
earth's surface warming up,the heating effect,request-33-1-2
the trapping of solar rays in the atmosphere,solar rays being absorbed by atmospheric particles,request-33-2-0
solar rays being absorbed by atmospheric particles,infrared radiation being emitted back towards the earth's surface,request-33-2-1
infrared radiation being emitted back towards the earth's surface,the greenhouse effect,request-33-2-2
prolonged droughts we are experiencing,water levels in rivers and lakes decrease,request-34-0-0
water levels in rivers and lakes decrease,vegetation becomes dry and more flammable,request-34-0-1
vegetation becomes dry and more flammable,increased risk of wild fires,request-34-0-2
increased risk of wild fires,wild fires occur,request-34-0-3
prolonged droughts we are experiencing,soil moisture decreases,request-34-1-0
soil moisture decreases,increased susceptibility of plants to pests and diseases,request-34-1-1
increased susceptibility of plants to pests and diseases,vegetation becomes dry and more flammable,request-34-1-2
vegetation becomes dry and more flammable,increased risk of wild fires,request-34-1-3
increased risk of wild fires,wild fires occur,request-34-1-4
prolonged droughts we are experiencing,groundwater levels decrease,request-34-2-0
groundwater levels decrease,reduced water availability for firefighting efforts,request-34-2-1
reduced water availability for firefighting efforts,vegetation becomes dry and more flammable,request-34-2-2
vegetation becomes dry and more flammable,increased risk of wild fires,request-34-2-3
increased risk of wild fires,wild fires occur,request-34-2-4
prolonged droughts we are experiencing,decreased rainfall,request-34-3-0
decreased rainfall,accumulation of dry vegetation,request-34-3-1
accumulation of dry vegetation,vegetation becomes dry and more flammable,request-34-3-2
vegetation becomes dry and more flammable,increased risk of wild fires,request-34-3-3
increased risk of wild fires,wild fires occur,request-34-3-4
prolonged droughts we are experiencing,higher temperatures,request-34-4-0
higher temperatures,increased evaporation rates,request-34-4-1
increased evaporation rates,accumulation of dry vegetation,request-34-4-2
accumulation of dry vegetation,vegetation becomes dry and more flammable,request-34-4-3
vegetation becomes dry and more flammable,increased risk of wild fires,request-34-4-4
increased risk of wild fires,wild fires occur,request-34-4-5
microplastics are ingested by marine life,marine life accumulate microplastics in their bodies,request-35-0-0
marine life accumulate microplastics in their bodies,microplastics enter the food chain,request-35-0-1
microplastics enter the food chain,microplastics reach the surface waters,request-35-0-2
microplastics reach the surface waters,microplastics are transported by currents,request-35-0-3
microplastics are transported by currents,microplastics are carried to the ocean floor,request-35-0-4
microplastics are carried to the ocean floor,microplastics settle in deepsea sediments,request-35-0-5
microplastics settle in deepsea sediments,microplastics are buried in sediments,request-35-0-6
microplastics are buried in sediments,microplastics are gradually released from sediments,request-35-0-7
microplastics are gradually released from sediments,microplastics are transported to other ocean regions,request-35-0-8
microplastics are transported to other ocean regions,microplastics enter the atmosphere,request-35-0-9
microplastics enter the atmosphere,microplastics are transported by atmospheric currents,request-35-0-10
microplastics are transported by atmospheric currents,microplastics reach extraterrestrial bodies,request-35-0-11
microplastics reach extraterrestrial bodies,microplastics are ejected from earth,request-35-0-12
microplastics are ejected from earth,microplastics are captured by a passing asteroid,request-35-0-13
microplastics are captured by a passing asteroid,asteroid with microplastics collides with another celestial body,request-35-0-14
asteroid with microplastics collides with another celestial body,microplastics are incorporated into the debris of the collision,request-35-0-15
microplastics are incorporated into the debris of the collision,debris with microplastics forms a new celestial body,request-35-0-16
debris with microplastics forms a new celestial body,new celestial body with microplastics becomes an alien world,request-35-0-17
the significant greening of the planet,increased plant growth,request-36-0-0
increased plant growth,higher carbon absorption by forests,request-36-0-1
higher carbon absorption by forests,reduction in atmospheric co₂ levels,request-36-0-2
reduction in atmospheric co₂ levels,industrial activities seek alternative energy sources,request-36-0-3
industrial activities seek alternative energy sources,shift from trees to fossil fuels,request-36-0-4
shift from trees to fossil fuels,increased co₂ emissions,request-36-0-5
land clearance,construction,request-37-0-0
construction,deforestation,request-37-0-1
land clearance,agriculture,request-37-1-0
agriculture,deforestation,request-37-1-1
the burning of carbon,release of energy,request-38-0-0
release of energy,generation of steam,request-38-0-1
generation of steam,operation of a steam turbine,request-38-0-2
operation of a steam turbine,creation of mechanical energy,request-38-0-3
creation of mechanical energy,operation of a generator,request-38-0-4
operation of a generator,production of electricity,request-38-0-5
production of electricity,transmission of electricity,request-38-0-6
transmission of electricity,use of electricity in labs,request-38-0-7
the high carbon footprint of labgrown wood,production of labgrown wood,request-39-0-0
production of labgrown wood,energy consumption for production,request-39-0-1
energy consumption for production,emissions from energy sources,request-39-0-2
emissions from energy sources,release of greenhouse gases,request-39-0-3
release of greenhouse gases,increase in atmospheric carbon dioxide,request-39-0-4
increase in atmospheric carbon dioxide,enhanced greenhouse effect,request-39-0-5
enhanced greenhouse effect,global warming,request-39-0-6
proposed bill passed by congress,legislation signed into law by the president,request-41-0-0
legislation signed into law by the president,government implements new policies,request-41-0-1
government implements new policies,businesses adapt to new regulations,request-41-0-2
businesses adapt to new regulations,increased business activities,request-41-0-3
increased business activities,new industries and sectors emerge,request-41-0-4
new industries and sectors emerge,new job opportunities created,request-41-0-5
new job opportunities created,millions of americans find employment,request-41-0-6
millions of americans find employment,million of jobs for americans,request-41-0-7
proposed bill passed by congress,legislation signed into law by the president,request-41-1-0
legislation signed into law by the president,government allocates funding,request-41-1-1
government allocates funding,infrastructure projects initiated,request-41-1-2
infrastructure projects initiated,construction projects commence,request-41-1-3
construction projects commence,construction workers employed,request-41-1-4
construction workers employed,construction industry expands,request-41-1-5
construction industry expands,new businesses and services arise,request-41-1-6
new businesses and services arise,new job opportunities created,request-41-1-7
new job opportunities created,millions of americans find employment,request-41-1-8
millions of americans find employment,million of jobs for americans,request-41-1-9
proposed bill passed by congress,legislation signed into law by the president,request-41-2-0
legislation signed into law by the president,government incentivizes renewable energy,request-41-2-1
government incentivizes renewable energy,renewable energy projects start,request-41-2-2
renewable energy projects start,renewable energy companies established,request-41-2-3
renewable energy companies established,renewable energy sector grows,request-41-2-4
renewable energy sector grows,new jobs in renewable energy created,request-41-2-5
new jobs in renewable energy created,millions of americans find employment in renewable energy,request-41-2-6
millions of americans find employment in renewable energy,million of jobs for americans,request-41-2-7
proposed bill passed by congress,legislation signed into law by the president,request-41-3-0
legislation signed into law by the president,government increases funding for education,request-41-3-1
government increases funding for education,higher education institutions expand,request-41-3-2
higher education institutions expand,more educational programs introduced,request-41-3-3
more educational programs introduced,increased enrollment in educational programs,request-41-3-4
increased enrollment in educational programs,more graduates enter the workforce,request-41-3-5
more graduates enter the workforce,new job opportunities created,request-41-3-6
new job opportunities created,millions of americans find employment,request-41-3-7
millions of americans find employment,million of jobs for americans,request-41-3-8
avoidance of products from companies with poor environmental practices,public awareness of environmental issues,request-42-0-0
public awareness of environmental issues,increased consumer demand for sustainable products,request-42-0-1
increased consumer demand for sustainable products,companies adopting more sustainable practices,request-42-0-2
companies adopting more sustainable practices,reduced carbon footprint of companies,request-42-0-3
reduced carbon footprint of companies,positive impact on the environment,request-42-0-4
positive impact on the environment,global reduction in greenhouse gas emissions,request-42-0-5
global reduction in greenhouse gas emissions,mitigation of climate change,request-42-0-6
mitigation of climate change,action against climate change,request-42-0-7
industrialization,increased greenhouse gas emissions,request-43-0-0
increased greenhouse gas emissions,higher concentration of co2 in the atmosphere,request-43-0-1
higher concentration of co2 in the atmosphere,enhanced greenhouse effect,request-43-0-2
enhanced greenhouse effect,global warming,request-43-0-3
global warming,melting of polar ice caps,request-43-0-4
melting of polar ice caps,sea level rise,request-43-0-5
sea level rise,more extreme weather events,request-43-0-6
more extreme weather events,human migration due to climate impacts,request-43-0-7
human migration due to climate impacts,government policy changes,request-43-0-8
government policy changes,international agreements on emissions reduction,request-43-0-9
international agreements on emissions reduction,investment in renewable energy,request-43-0-10
investment in renewable energy,decreased reliance on fossil fuels,request-43-0-11
decreased reliance on fossil fuels,reduced greenhouse gas emissions,request-43-0-12
reduced greenhouse gas emissions,mitigation of climate change,request-43-0-13
mitigation of climate change,climate not changing this year,request-43-0-14
deforestation,loss of trees that absorb co2,request-43-1-0
loss of trees that absorb co2,increased co2 levels in the atmosphere,request-43-1-1
increased co2 levels in the atmosphere,enhanced greenhouse effect,request-43-1-2
enhanced greenhouse effect,global warming,request-43-1-3
global warming,melting of polar ice caps,request-43-1-4
melting of polar ice caps,sea level rise,request-43-1-5
sea level rise,more extreme weather events,request-43-1-6
more extreme weather events,human migration due to climate impacts,request-43-1-7
human migration due to climate impacts,government policy changes,request-43-1-8
government policy changes,international agreements on emissions reduction,request-43-1-9
international agreements on emissions reduction,investment in renewable energy,request-43-1-10
investment in renewable energy,decreased reliance on fossil fuels,request-43-1-11
decreased reliance on fossil fuels,reduced greenhouse gas emissions,request-43-1-12
reduced greenhouse gas emissions,mitigation of climate change,request-43-1-13
mitigation of climate change,climate not changing this year,request-43-1-14
urbanization,increased energy consumption,request-43-2-0
increased energy consumption,higher greenhouse gas emissions,request-43-2-1
higher greenhouse gas emissions,increased co2 levels in the atmosphere,request-43-2-2
increased co2 levels in the atmosphere,enhanced greenhouse effect,request-43-2-3
enhanced greenhouse effect,global warming,request-43-2-4
global warming,melting of polar ice caps,request-43-2-5
melting of polar ice caps,sea level rise,request-43-2-6
sea level rise,more extreme weather events,request-43-2-7
more extreme weather events,human migration due to climate impacts,request-43-2-8
human migration due to climate impacts,government policy changes,request-43-2-9
government policy changes,international agreements on emissions reduction,request-43-2-10
international agreements on emissions reduction,investment in renewable energy,request-43-2-11
investment in renewable energy,decreased reliance on fossil fuels,request-43-2-12
decreased reliance on fossil fuels,reduced greenhouse gas emissions,request-43-2-13
reduced greenhouse gas emissions,mitigation of climate change,request-43-2-14
mitigation of climate change,climate not changing this year,request-43-2-15
population growth,increased energy demand,request-43-3-0
increased energy demand,higher greenhouse gas emissions,request-43-3-1
higher greenhouse gas emissions,increased co2 levels in the atmosphere,request-43-3-2
increased co2 levels in the atmosphere,enhanced greenhouse effect,request-43-3-3
enhanced greenhouse effect,global warming,request-43-3-4
global warming,melting of polar ice caps,request-43-3-5
melting of polar ice caps,sea level rise,request-43-3-6
sea level rise,more extreme weather events,request-43-3-7
more extreme weather events,human migration due to climate impacts,request-43-3-8
human migration due to climate impacts,government policy changes,request-43-3-9
government policy changes,international agreements on emissions reduction,request-43-3-10
international agreements on emissions reduction,investment in renewable energy,request-43-3-11
investment in renewable energy,decreased reliance on fossil fuels,request-43-3-12
decreased reliance on fossil fuels,reduced greenhouse gas emissions,request-43-3-13
reduced greenhouse gas emissions,mitigation of climate change,request-43-3-14
mitigation of climate change,climate not changing this year,request-43-3-15
transportation,increased vehicle emissions,request-43-4-0
increased vehicle emissions,higher greenhouse gas emissions,request-43-4-1
higher greenhouse gas emissions,increased co2 levels in the atmosphere,request-43-4-2
increased co2 levels in the atmosphere,enhanced greenhouse effect,request-43-4-3
enhanced greenhouse effect,global warming,request-43-4-4
global warming,melting of polar ice caps,request-43-4-5
melting of polar ice caps,sea level rise,request-43-4-6
sea level rise,more extreme weather events,request-43-4-7
more extreme weather events,human migration due to climate impacts,request-43-4-8
human migration due to climate impacts,government policy changes,request-43-4-9
government policy changes,international agreements on emissions reduction,request-43-4-10
international agreements on emissions reduction,investment in renewable energy,request-43-4-11
investment in renewable energy,decreased reliance on fossil fuels,request-43-4-12
decreased reliance on fossil fuels,reduced greenhouse gas emissions,request-43-4-13
reduced greenhouse gas emissions,mitigation of climate change,request-43-4-14
mitigation of climate change,climate not changing this year,request-43-4-15
agriculture,deforestation for farmland,request-43-5-0
deforestation for farmland,loss of trees that absorb co2,request-43-5-1
loss of trees that absorb co2,increased co2 levels in the atmosphere,request-43-5-2
increased co2 levels in the atmosphere,enhanced greenhouse effect,request-43-5-3
enhanced greenhouse effect,global warming,request-43-5-4
global warming,melting of polar ice caps,request-43-5-5
melting of polar ice caps,sea level rise,request-43-5-6
sea level rise,more extreme weather events,request-43-5-7
more extreme weather events,human migration due to climate impacts,request-43-5-8
human migration due to climate impacts,government policy changes,request-43-5-9
government policy changes,international agreements on emissions reduction,request-43-5-10
international agreements on emissions reduction,investment in renewable energy,request-43-5-11
investment in renewable energy,decreased reliance on fossil fuels,request-43-5-12
decreased reliance on fossil fuels,reduced greenhouse gas emissions,request-43-5-13
reduced greenhouse gas emissions,mitigation of climate change,request-43-5-14
mitigation of climate change,climate not changing this year,request-43-5-15
desert sand blowing,desert sand carried by wind,request-45-0-0
desert sand carried by wind,desert sand transported across land,request-45-0-1
desert sand transported across land,desert sand reaching coastal areas,request-45-0-2
desert sand reaching coastal areas,desert sand deposited on beaches,request-45-0-3
desert sand deposited on beaches,desert sand mixing with seawater,request-45-0-4
desert sand mixing with seawater,deserts contributing to nutrient levels in ocean,request-45-0-5
deserts contributing to nutrient levels in ocean,ocean receiving nutrients from multiple sources,request-45-0-6
ocean receiving nutrients from multiple sources,ocean experiencing nutrient enrichment,request-45-0-7
ocean experiencing nutrient enrichment,ocean undergoing fertilization,request-45-0-8
climate change increases global temperatures,global temperatures rise,request-46-0-0
global temperatures rise,ice caps melt,request-46-0-1
ice caps melt,sea levels rise,request-46-0-2
sea levels rise,coastal regions flood,request-46-0-3
coastal regions flood,habitats are destroyed,request-46-0-4
habitats are destroyed,species lose their homes,request-46-0-5
species lose their homes,human populations migrate,request-46-0-6
human populations migrate,resources become scarce,request-46-0-7
resources become scarce,conflicts over resources increase,request-46-0-8
conflicts over resources increase,human societies collapse,request-46-0-9
human societies collapse,extinction of humans,request-46-0-10
highlatitude glacier melt,increased freshwater influx into oceans,request-47-0-0
increased freshwater influx into oceans,disruption of oceanic thermohaline circulation,request-47-0-1
disruption of oceanic thermohaline circulation,altered global climate patterns,request-47-0-2
altered global climate patterns,accelerated ice melt in polar regions,request-47-0-3
accelerated ice melt in polar regions,sea level rise,request-47-0-4
every minor setback,increases stress levels,request-48-0-0
increases stress levels,stress levels lead to decreased productivity,request-48-0-1
stress levels lead to decreased productivity,decreased productivity causes delays,request-48-0-2
decreased productivity causes delays,delays result in missed deadlines,request-48-0-3
delays result in missed deadlines,missed deadlines cause client dissatisfaction,request-48-0-4
missed deadlines cause client dissatisfaction,client dissatisfaction,request-48-0-5
client dissatisfaction,loss of business results in financial strain,request-48-0-6
loss of business results in financial strain,financial strain,request-48-0-7
financial strain,budget cuts cause understaffing,request-48-0-8
budget cuts cause understaffing,understaffing,request-48-0-9
understaffing,increased workload per employee causes errors,request-48-0-10
increased workload per employee causes errors,errors lead to rework and inefficiencies,request-48-0-11
errors lead to rework and inefficiencies,rework and inefficiencies result in project overruns,request-48-0-12
rework and inefficiencies result in project overruns,project overruns cause missed milestones,request-48-0-13
project overruns cause missed milestones,missed milestones lead to project delays,request-48-0-14
missed milestones lead to project delays,project delays cause missed deadlines,request-48-0-15
