cause,effect,custom_id
higher aggregate demand,demand-pull inflation,request-22-0-3
demand-pull inflation,inflation,request-22-0-4
democratic party of the united states,support for higher minimum wages,request-22-1-0
support for higher minimum wages,increased labor costs,request-22-1-1
increased labor costs,higher production costs,request-22-1-2
higher production costs,increased consumer prices,request-22-1-3
increased consumer prices,inflation,request-22-1-4
democratic party of the united states,expansion of social welfare programs,request-22-2-0
expansion of social welfare programs,increased government expenditure,request-22-2-1
increased government expenditure,larger budget deficits,request-22-2-2
larger budget deficits,increased borrowing and money supply,request-22-2-3
increased borrowing and money supply,inflation,request-22-2-4
democratic party of the united states,implementation of trade tariffs,request-22-3-0
implementation of trade tariffs,increased import costs,request-22-3-1
increased import costs,higher prices for imported goods,request-22-3-2
higher prices for imported goods,rising overall price levels,request-22-3-3
rising overall price levels,inflation,request-22-3-4
democratic party of the united states,enactment of environmental regulations,request-22-4-0
enactment of environmental regulations,increased compliance costs for businesses,request-22-4-1
increased compliance costs for businesses,higher production costs,request-22-4-2
higher production costs,increased prices of goods and services,request-22-4-3
increased prices of goods and services,inflation,request-22-4-4
democratic party of the united states,support for labor unions,request-22-5-0
support for labor unions,negotiation of higher wages,request-22-5-1
negotiation of higher wages,increased consumer income,request-22-5-2
increased consumer income,higher consumer spending,request-22-5-3
higher consumer spending,demand-pull inflation,request-22-5-4
demand-pull inflation,inflation,request-22-5-5
people from balochistan,industrial activities,request-23-0-0
industrial activities,greenhouse gas emissions,request-23-0-1
greenhouse gas emissions,climate change,request-23-0-2
people from balochistan,deforestation practices,request-23-1-0
deforestation practices,loss of carbon sinks,request-23-1-1
loss of carbon sinks,climate change,request-23-1-2
people from balochistan,overgrazing of land,request-23-2-0
overgrazing of land,soil degradation,request-23-2-1
soil degradation,desertification spread,request-23-2-2
desertification spread,climate change,request-23-2-3
people from balochistan,fossil fuel consumption,request-23-3-0
fossil fuel consumption,increase in co2 emissions,request-23-3-1
increase in co2 emissions,climate change,request-23-3-2
people from balochistan,expansion of agriculture,request-23-4-0
expansion of agriculture,methane emissions from rice paddies,request-23-4-1
methane emissions from rice paddies,climate change,request-23-4-2
people from balochistan,urbanization growth,request-23-5-0
urbanization growth,increased energy demand,request-23-5-1
increased energy demand,higher fossil fuel usage,request-23-5-2
higher fossil fuel usage,climate change,request-23-5-3
people from balochistan,waste management issues,request-23-6-0
waste management issues,methane release from landfills,request-23-6-1
methane release from landfills,climate change,request-23-6-2
people from balochistan,water resource exploitation,request-23-7-0
water resource exploitation,hydrological cycle disruption,request-23-7-1
hydrological cycle disruption,climate change,request-23-7-2
people from balochistan,use of chemical fertilizers,request-23-8-0
use of chemical fertilizers,nitrous oxide emissions,request-23-8-1
nitrous oxide emissions,climate change,request-23-8-2
people from balochistan,transportation activities,request-23-9-0
transportation activities,vehicle emissions,request-23-9-1
vehicle emissions,climate change,request-23-9-2
rich countries,high consumption,request-24-0-0
high consumption,increased production,request-24-0-1
increased production,higher greenhouse gas emissions,request-24-0-2
higher greenhouse gas emissions,climate change,request-24-0-3
rich countries,industrialization,request-24-1-0
industrialization,fossil fuel combustion,request-24-1-1
fossil fuel combustion,enhanced greenhouse effect,request-24-1-2
enhanced greenhouse effect,climate change,request-24-1-3
rich countries,high energy consumption,request-24-2-0
high energy consumption,fossil fuel demand,request-24-2-1
fossil fuel demand,carbon emissions,request-24-2-2
carbon emissions,climate change,request-24-2-3
rich countries,resource-driven deforestation,request-24-3-0
resource-driven deforestation,carbon sink loss,request-24-3-1
carbon sink loss,increased atmospheric co2,request-24-3-2
increased atmospheric co2,climate change,request-24-3-3
rich countries,high vehicle usage,request-24-4-0
high vehicle usage,transportation emissions,request-24-4-1
transportation emissions,air pollution,request-24-4-2
air pollution,climate change,request-24-4-3
rich countries,high waste generation,request-24-5-0
high waste generation,methane emissions from landfills,request-24-5-1
methane emissions from landfills,greenhouse gas accumulation,request-24-5-2
greenhouse gas accumulation,climate change,request-24-5-3
rich countries,intensive agriculture,request-24-6-0
intensive agriculture,nitrous oxide emissions,request-24-6-1
nitrous oxide emissions,greenhouse gas accumulation,request-24-6-2
greenhouse gas accumulation,climate change,request-24-6-3
rich countries,investment in fossil fuels,request-24-7-0
investment in fossil fuels,prolonged fossil fuel use,request-24-7-1
prolonged fossil fuel use,carbon emissions,request-24-7-2
carbon emissions,climate change,request-24-7-3
rich countries,increased energy production,request-24-8-0
increased energy production,fossil fuel combustion,request-24-8-1
fossil fuel combustion,co2 emissions,request-24-8-2
co2 emissions,climate change,request-24-8-3
rich countries,influence on global policy,request-24-9-0
influence on global policy,delay in climate action,request-24-9-1
delay in climate action,continued emissions,request-24-9-2
continued emissions,worsening climate change,request-24-9-3
rich countries,overconsumption,request-24-10-0
overconsumption,resource depletion,request-24-10-1
resource depletion,environmental degradation,request-24-10-2
environmental degradation,climate change,request-24-10-3
climate change,rising global temperatures,request-25-0-0
rising global temperatures,increased frequency of extreme weather events,request-25-0-1
increased frequency of extreme weather events,infrastructure damage in poor regions,request-25-0-2
infrastructure damage in poor regions,economic losses in poor regions,request-25-0-3
economic losses in poor regions,impacts on poor regions,request-25-0-4
climate change,rising sea levels,request-25-1-0
rising sea levels,flooding of coastal regions,request-25-1-1
flooding of coastal regions,displacement of communities in poor regions,request-25-1-2
displacement of communities in poor regions,humanitarian crises in poor regions,request-25-1-3
humanitarian crises in poor regions,impacts on poor regions,request-25-1-4
climate change,changes in precipitation patterns,request-25-2-0
changes in precipitation patterns,severe droughts,request-25-2-1
severe droughts,agricultural failures in poor regions,request-25-2-2
agricultural failures in poor regions,food shortages in poor regions,request-25-2-3
food shortages in poor regions,impacts on poor regions,request-25-2-4
climate change,increased ocean temperatures,request-25-3-0
increased ocean temperatures,coral bleaching,request-25-3-1
coral bleaching,loss of fish habitats,request-25-3-2
loss of fish habitats,reduced fish catches in poor regions,request-25-3-3
reduced fish catches in poor regions,impacts on poor regions,request-25-3-4
climate change,melting glaciers,request-25-4-0
melting glaciers,reduced freshwater availability,request-25-4-1
reduced freshwater availability,water scarcity in poor regions,request-25-4-2
water scarcity in poor regions,health issues in poor regions,request-25-4-3
health issues in poor regions,impacts on poor regions,request-25-4-4
climate change,increased prevalence of diseases,request-25-5-0
increased prevalence of diseases,higher disease burden in poor regions,request-25-5-1
higher disease burden in poor regions,increased healthcare costs in poor regions,request-25-5-2
increased healthcare costs in poor regions,impacts on poor regions,request-25-5-3
climate change,increased frequency of heatwaves,request-25-6-0
increased frequency of heatwaves,health risks for vulnerable populations,request-25-6-1
health risks for vulnerable populations,mortality and morbidity in poor regions,request-25-6-2
mortality and morbidity in poor regions,impacts on poor regions,request-25-6-3
climate change,destruction of ecosystems,request-25-7-0
destruction of ecosystems,loss of biodiversity,request-25-7-1
loss of biodiversity,disruption of ecosystem services,request-25-7-2
disruption of ecosystem services,livelihood losses in poor regions,request-25-7-3
livelihood losses in poor regions,impacts on poor regions,request-25-7-4
climate change,increased conflict over resources,request-25-8-0
increased conflict over resources,social instability in poor regions,request-25-8-1
social instability in poor regions,economic decline in poor regions,request-25-8-2
economic decline in poor regions,impacts on poor regions,request-25-8-3
climate change,shifts in agricultural zones,request-25-9-0
shifts in agricultural zones,decreased agricultural productivity in poor regions,request-25-9-1
decreased agricultural productivity in poor regions,increased poverty in poor regions,request-25-9-2
increased poverty in poor regions,impacts on poor regions,request-25-9-3
climate change,melting of polar ice caps,request-26-0-0
melting of polar ice caps,reduction in albedo effect,request-26-0-1
reduction in albedo effect,increased absorption of solar radiation,request-26-0-2
increased absorption of solar radiation,global warming,request-26-0-3
climate change,melting of permafrost,request-26-1-0
melting of permafrost,release of methane gas,request-26-1-1
release of methane gas,increased atmospheric greenhouse gases,request-26-1-2
increased atmospheric greenhouse gases,global warming,request-26-1-3
climate change,increase in forest fires,request-26-2-0
increase in forest fires,release of carbon dioxide,request-26-2-1
release of carbon dioxide,increased atmospheric greenhouse gases,request-26-2-2
increased atmospheric greenhouse gases,global warming,request-26-2-3
climate change,warming of oceans,request-26-3-0
warming of oceans,release of dissolved carbon dioxide,request-26-3-1
release of dissolved carbon dioxide,increased atmospheric carbon dioxide levels,request-26-3-2
increased atmospheric carbon dioxide levels,global warming,request-26-3-3
climate change,droughts,request-26-4-0
droughts,decrease in vegetation,request-26-4-1
decrease in vegetation,reduced carbon dioxide absorption,request-26-4-2
reduced carbon dioxide absorption,increased atmospheric carbon dioxide levels,request-26-4-3
increased atmospheric carbon dioxide levels,global warming,request-26-4-4
climate change,increased evaporation,request-26-5-0
increased evaporation,increased water vapor in atmosphere,request-26-5-1
increased water vapor in atmosphere,enhanced greenhouse effect,request-26-5-2
enhanced greenhouse effect,global warming,request-26-5-3
climate change,desertification,request-26-6-0
desertification,reduction of carbon sinks,request-26-6-1
reduction of carbon sinks,increased atmospheric carbon dioxide levels,request-26-6-2
increased atmospheric carbon dioxide levels,global warming,request-26-6-3
climate change,thawing of glaciers,request-26-7-0
thawing of glaciers,altered ocean currents,request-26-7-1
altered ocean currents,changes in heat distribution,request-26-7-2
changes in heat distribution,global warming,request-26-7-3
climate change,increased atmospheric temperatures,request-27-0-0
increased atmospheric temperatures,melting glaciers and ice caps,request-27-0-1
melting glaciers and ice caps,rising sea levels,request-27-0-2
rising sea levels,flooding,request-27-0-3
climate change,increased atmospheric temperatures,request-27-1-0
increased atmospheric temperatures,increased evaporation,request-27-1-1
increased evaporation,greater atmospheric moisture,request-27-1-2
greater atmospheric moisture,intensified precipitation,request-27-1-3
intensified precipitation,flooding,request-27-1-4
climate change,altered weather patterns,request-27-2-0
altered weather patterns,more frequent and severe storms,request-27-2-1
more frequent and severe storms,heavy rainfall,request-27-2-2
heavy rainfall,flooding,request-27-2-3
climate change,warmer sea surface temperatures,request-27-3-0
warmer sea surface temperatures,stronger hurricanes and cyclones,request-27-3-1
stronger hurricanes and cyclones,storm surges,request-27-3-2
storm surges,flooding,request-27-3-3
climate change,permafrost thaw,request-27-4-0
permafrost thaw,land subsidence,request-27-4-1
land subsidence,increased flood vulnerability,request-27-4-2
increased flood vulnerability,flooding,request-27-4-3
climate change,increased extreme rainfall events,request-27-5-0
increased extreme rainfall events,overwhelmed drainage systems,request-27-5-1
overwhelmed drainage systems,urban flooding,request-27-5-2
urban flooding,flooding,request-27-5-3
climate change,sea level rise,request-27-6-0
sea level rise,coastal erosion,request-27-6-1
coastal erosion,loss of natural flood barriers,request-27-6-2
loss of natural flood barriers,flooding,request-27-6-3
climate change,intensified droughts,request-27-7-0
intensified droughts,widespread wildfires,request-27-7-1
widespread wildfires,deforestation,request-27-7-2
deforestation,soil degradation,request-27-7-3
soil degradation,reduced water absorption,request-27-7-4
reduced water absorption,flooding,request-27-7-5
climate change,altered precipitation patterns,request-27-8-0
altered precipitation patterns,heavy rainfall over short periods,request-27-8-1
heavy rainfall over short periods,river overflow,request-27-8-2
river overflow,flooding,request-27-8-3
stoppage of natural winds,disruption of atmospheric circulation,request-28-0-0
disruption of atmospheric circulation,altered weather patterns,request-28-0-1
altered weather patterns,increase in global temperatures,request-28-0-2
increase in global temperatures,climate change,request-28-0-3
stoppage of natural winds,accumulation of pollutants,request-28-1-0
accumulation of pollutants,increased greenhouse gas concentrations,request-28-1-1
increased greenhouse gas concentrations,enhanced greenhouse effect,request-28-1-2
enhanced greenhouse effect,climate change,request-28-1-3
stoppage of natural winds,disruption of ocean currents,request-28-2-0
disruption of ocean currents,reduced heat distribution,request-28-2-1
reduced heat distribution,global temperature anomalies,request-28-2-2
global temperature anomalies,climate change,request-28-2-3
stoppage of natural winds,reduced evaporation rates,request-28-3-0
reduced evaporation rates,decreased cloud formation,request-28-3-1
decreased cloud formation,increased solar radiation reaching earth,request-28-3-2
increased solar radiation reaching earth,climate change,request-28-3-3
stoppage of natural winds,stagnation of air masses,request-28-4-0
stagnation of air masses,heatwaves,request-28-4-1
heatwaves,increased energy consumption for cooling,request-28-4-2
increased energy consumption for cooling,increased greenhouse gas emissions,request-28-4-3
increased greenhouse gas emissions,climate change,request-28-4-4
stoppage of natural winds,reduced dispersion of aerosols,request-28-5-0
reduced dispersion of aerosols,increased atmospheric aerosol concentrations,request-28-5-1
increased atmospheric aerosol concentrations,modification of radiative forcing,request-28-5-2
modification of radiative forcing,climate change,request-28-5-3
stoppage of natural winds,alteration in jet stream patterns,request-28-6-0
alteration in jet stream patterns,extreme weather events,request-28-6-1
extreme weather events,disruption of ecosystems,request-28-6-2
disruption of ecosystems,feedback loops affecting climate,request-28-6-3
feedback loops affecting climate,climate change,request-28-6-4
stoppage of natural winds,decreased ocean upwelling,request-28-7-0
decreased ocean upwelling,reduced nutrient availability in oceans,request-28-7-1
reduced nutrient availability in oceans,decline in plankton populations,request-28-7-2
decline in plankton populations,decreased carbon dioxide absorption by oceans,request-28-7-3
decreased carbon dioxide absorption by oceans,increased atmospheric co₂ levels,request-28-7-4
increased atmospheric co₂ levels,climate change,request-28-7-5
overheating of earth's atmosphere,reduced temperature gradient between equator and poles,request-29-0-0
reduced temperature gradient between equator and poles,decreased pressure gradient,request-29-0-1
decreased pressure gradient,weakening of natural winds,request-29-0-2
weakening of natural winds,stoppage of natural winds,request-29-0-3
overheating of earth's atmosphere,melting of polar ice caps,request-29-1-0
melting of polar ice caps,reduced albedo effect,request-29-1-1
reduced albedo effect,accelerated global warming,request-29-1-2
accelerated global warming,disruption of atmospheric circulation,request-29-1-3
disruption of atmospheric circulation,stoppage of natural winds,request-29-1-4
overheating of earth's atmosphere,alteration of ocean temperatures,request-29-2-0
alteration of ocean temperatures,disruption of thermohaline circulation,request-29-2-1
disruption of thermohaline circulation,changes in ocean currents,request-29-2-2
changes in ocean currents,impact on atmospheric circulation,request-29-2-3
impact on atmospheric circulation,stoppage of natural winds,request-29-2-4
overheating of earth's atmosphere,weakening of the polar jet stream,request-29-3-0
weakening of the polar jet stream,altered weather patterns,request-29-3-1
altered weather patterns,disruption of wind systems,request-29-3-2
disruption of wind systems,stoppage of natural winds,request-29-3-3
overheating of earth's atmosphere,increased atmospheric moisture content,request-29-4-0
increased atmospheric moisture content,changes in high and low-pressure systems,request-29-4-1
changes in high and low-pressure systems,disruption of trade winds,request-29-4-2
disruption of trade winds,stoppage of natural winds,request-29-4-3
overheating of earth's atmosphere,formation of heat domes,request-29-5-0
formation of heat domes,stagnating air masses,request-29-5-1
stagnating air masses,reduction in wind speeds,request-29-5-2
reduction in wind speeds,stoppage of natural winds,request-29-5-3
overheating of earth's atmosphere,warming of arctic regions,request-29-6-0
warming of arctic regions,decrease in temperature gradient,request-29-6-1
decrease in temperature gradient,slowdown of polar vortex,request-29-6-2
slowdown of polar vortex,disruption of global wind patterns,request-29-6-3
disruption of global wind patterns,stoppage of natural winds,request-29-6-4
overheating of earth's atmosphere,increase in sea surface temperatures,request-29-7-0
increase in sea surface temperatures,altered evaporation rates,request-29-7-1
altered evaporation rates,changes in atmospheric pressure patterns,request-29-7-2
changes in atmospheric pressure patterns,disruption of wind circulation,request-29-7-3
disruption of wind circulation,stoppage of natural winds,request-29-7-4
overheating of earth's atmosphere,expansion of the hadley cell,request-29-8-0
expansion of the hadley cell,shifts in subtropical jet streams,request-29-8-1
shifts in subtropical jet streams,alteration of mid-latitude wind patterns,request-29-8-2
alteration of mid-latitude wind patterns,stoppage of natural winds,request-29-8-3
removal of hills,loss of terrain elevation,request-30-0-0
loss of terrain elevation,disruption of air flow patterns,request-30-0-1
disruption of air flow patterns,reduction in wind formation,request-30-0-2
reduction in wind formation,stoppage of natural winds,request-30-0-3
removal of hills,alteration of landscape,request-30-1-0
alteration of landscape,change in pressure gradients,request-30-1-1
change in pressure gradients,cessation of wind generation,request-30-1-2
cessation of wind generation,stoppage of natural winds,request-30-1-3
removal of hills,change in topography,request-30-2-0
change in topography,alteration of weather patterns,request-30-2-1
alteration of weather patterns,stoppage of natural winds,request-30-2-2
removal of hills,loss of vegetation,request-30-3-0
loss of vegetation,increase in soil erosion,request-30-3-1
increase in soil erosion,desertification,request-30-3-2
desertification,climate change,request-30-3-3
climate change,stoppage of natural winds,request-30-3-4
removal of hills,exposure of underlying rock,request-30-4-0
exposure of underlying rock,alteration of land surface,request-30-4-1
alteration of land surface,change in heat absorption,request-30-4-2
change in heat absorption,modification of air currents,request-30-4-3
modification of air currents,stoppage of natural winds,request-30-4-4
removal of hills,flattening of terrain,request-30-5-0
flattening of terrain,elimination of natural wind deflectors,request-30-5-1
elimination of natural wind deflectors,disruption of wind patterns,request-30-5-2
disruption of wind patterns,stoppage of natural winds,request-30-5-3
removal of hills,expansion of urban areas,request-30-6-0
expansion of urban areas,increase in air pollution,request-30-6-1
increase in air pollution,alteration of atmospheric conditions,request-30-6-2
alteration of atmospheric conditions,stoppage of natural winds,request-30-6-3
removal of hills,disruption of ecosystems,request-30-7-0
disruption of ecosystems,loss of vegetation cover,request-30-7-1
loss of vegetation cover,change in atmospheric composition,request-30-7-2
change in atmospheric composition,stoppage of natural winds,request-30-7-3
removal of hills,decrease in surface roughness,request-30-8-0
decrease in surface roughness,reduction in wind friction,request-30-8-1
reduction in wind friction,weakening of wind formation,request-30-8-2
weakening of wind formation,stoppage of natural winds,request-30-8-3
removal of hills,change in local climate,request-30-9-0
change in local climate,alteration of temperature gradients,request-30-9-1
alteration of temperature gradients,disruption of convection currents,request-30-9-2
disruption of convection currents,stoppage of natural winds,request-30-9-3
removal of mountains,decrease in altitudinal differences,request-31-0-0
decrease in altitudinal differences,reduction in temperature gradients,request-31-0-1
reduction in temperature gradients,weakening of pressure differences,request-31-0-2
weakening of pressure differences,stoppage of natural winds,request-31-0-3
removal of mountains,loss of orographic lift,request-31-1-0
loss of orographic lift,reduction in precipitation,request-31-1-1
reduction in precipitation,altered atmospheric moisture content,request-31-1-2
altered atmospheric moisture content,changes in pressure gradients,request-31-1-3
changes in pressure gradients,stoppage of natural winds,request-31-1-4
removal of mountains,flattening of terrain,request-31-2-0
flattening of terrain,homogenization of air masses,request-31-2-1
homogenization of air masses,reduction in pressure differences,request-31-2-2
reduction in pressure differences,stoppage of natural winds,request-31-2-3
removal of mountains,loss of thermal barriers,request-31-3-0
loss of thermal barriers,disruption of convection currents,request-31-3-1
disruption of convection currents,stoppage of natural winds,request-31-3-2
removal of mountains,changes in landscape topography,request-31-4-0
changes in landscape topography,alterations in wind patterns,request-31-4-1
alterations in wind patterns,stoppage of natural winds,request-31-4-2
removal of mountains,loss of frictional surfaces,request-31-5-0
loss of frictional surfaces,reduction in wind turbulence,request-31-5-1
reduction in wind turbulence,stoppage of natural winds,request-31-5-2
removal of mountains,increase in solar radiation absorption,request-31-6-0
increase in solar radiation absorption,warming of surface air,request-31-6-1
warming of surface air,reduction in wind formation,request-31-6-2
reduction in wind formation,stoppage of natural winds,request-31-6-3
removal of mountains,disruption of jet stream patterns,request-31-7-0
disruption of jet stream patterns,altered global wind circulation,request-31-7-1
altered global wind circulation,stoppage of natural winds,request-31-7-2
removal of mountains,reduction in natural wind tunnels,request-31-8-0
reduction in natural wind tunnels,decrease in wind speed,request-31-8-1
decrease in wind speed,stoppage of natural winds,request-31-8-2
removal of mountains,changes in coriolis effect influence,request-31-9-0
changes in coriolis effect influence,altered wind direction,request-31-9-1
altered wind direction,stoppage of natural winds,request-31-9-2
removal of mountains,loss of barriers to oceanic winds,request-31-10-0
loss of barriers to oceanic winds,absence of land-sea breezes,request-31-10-1
absence of land-sea breezes,stoppage of natural winds,request-31-10-2
deforestation,reduced transpiration,request-32-0-0
reduced transpiration,decreased atmospheric moisture,request-32-0-1
decreased atmospheric moisture,altered temperature gradients,request-32-0-2
altered temperature gradients,changed atmospheric pressure,request-32-0-3
changed atmospheric pressure,stoppage of natural winds,request-32-0-4
deforestation,loss of tree cover,request-32-1-0
loss of tree cover,increased surface albedo,request-32-1-1
increased surface albedo,local temperature changes,request-32-1-2
local temperature changes,disruption of atmospheric pressure systems,request-32-1-3
disruption of atmospheric pressure systems,stoppage of natural winds,request-32-1-4
deforestation,soil erosion,request-32-2-0
soil erosion,land degradation,request-32-2-1
land degradation,altered surface roughness,request-32-2-2
altered surface roughness,disruption of wind patterns,request-32-2-3
disruption of wind patterns,stoppage of natural winds,request-32-2-4
deforestation,increased greenhouse gas emissions,request-32-3-0
increased greenhouse gas emissions,global warming,request-32-3-1
global warming,altered climate patterns,request-32-3-2
altered climate patterns,disruption of atmospheric circulation,request-32-3-3
disruption of atmospheric circulation,stoppage of natural winds,request-32-3-4
deforestation,loss of canopy interception,request-32-4-0
loss of canopy interception,increased surface runoff,request-32-4-1
increased surface runoff,reduced atmospheric moisture,request-32-4-2
reduced atmospheric moisture,changes in wind patterns,request-32-4-3
changes in wind patterns,stoppage of natural winds,request-32-4-4
deforestation,reduced surface friction,request-32-5-0
reduced surface friction,altered wind flow,request-32-5-1
altered wind flow,disruption of atmospheric circulation,request-32-5-2
disruption of atmospheric circulation,stoppage of natural winds,request-32-5-3
deforestation,desertification,request-32-6-0
desertification,changed heat absorption,request-32-6-1
changed heat absorption,altered temperature gradients,request-32-6-2
altered temperature gradients,changed atmospheric pressure,request-32-6-3
changed atmospheric pressure,stoppage of natural winds,request-32-6-4
deforestation,loss of biodiversity,request-32-7-0
loss of biodiversity,disruption of ecosystems,request-32-7-1
disruption of ecosystems,altered atmospheric conditions,request-32-7-2
altered atmospheric conditions,stoppage of natural winds,request-32-7-3
human activity,burning fossil fuels,request-33-0-0
burning fossil fuels,co2 emissions,request-33-0-1
co2 emissions,enhanced greenhouse effect,request-33-0-2
enhanced greenhouse effect,global warming,request-33-0-3
human activity,deforestation,request-33-1-0
deforestation,reduced carbon sequestration,request-33-1-1
reduced carbon sequestration,increased atmospheric co2,request-33-1-2
increased atmospheric co2,enhanced greenhouse effect,request-33-1-3
enhanced greenhouse effect,global warming,request-33-1-4
human activity,industrial processes,request-33-2-0
industrial processes,greenhouse gas emissions,request-33-2-1
greenhouse gas emissions,enhanced greenhouse effect,request-33-2-2
enhanced greenhouse effect,global warming,request-33-2-3
human activity,agricultural practices,request-33-3-0
agricultural practices,methane emissions,request-33-3-1
methane emissions,enhanced greenhouse effect,request-33-3-2
enhanced greenhouse effect,global warming,request-33-3-3
human activity,livestock farming,request-33-4-0
livestock farming,methane emissions,request-33-4-1
methane emissions,enhanced greenhouse effect,request-33-4-2
enhanced greenhouse effect,global warming,request-33-4-3
human activity,use of nitrogen-based fertilizers,request-33-5-0
use of nitrogen-based fertilizers,nitrous oxide emissions,request-33-5-1
nitrous oxide emissions,enhanced greenhouse effect,request-33-5-2
enhanced greenhouse effect,global warming,request-33-5-3
human activity,black carbon emissions,request-33-6-0
black carbon emissions,reduced albedo,request-33-6-1
reduced albedo,increased absorption of solar radiation,request-33-6-2
increased absorption of solar radiation,global warming,request-33-6-3
human activity,urbanization,request-33-7-0
urbanization,increased energy consumption,request-33-7-1
increased energy consumption,co2 emissions,request-33-7-2
co2 emissions,enhanced greenhouse effect,request-33-7-3
enhanced greenhouse effect,global warming,request-33-7-4
human activity,cement production,request-33-8-0
cement production,co2 emissions,request-33-8-1
co2 emissions,enhanced greenhouse effect,request-33-8-2
enhanced greenhouse effect,global warming,request-33-8-3
human activity,biomass burning,request-33-9-0
biomass burning,co2 emissions,request-33-9-1
co2 emissions,enhanced greenhouse effect,request-33-9-2
enhanced greenhouse effect,global warming,request-33-9-3
human activity,waste generation,request-33-10-0
waste generation,landfill methane emissions,request-33-10-1
landfill methane emissions,enhanced greenhouse effect,request-33-10-2
enhanced greenhouse effect,global warming,request-33-10-3
human activity,transportation emissions,request-33-11-0
transportation emissions,co2 emissions,request-33-11-1
co2 emissions,enhanced greenhouse effect,request-33-11-2
enhanced greenhouse effect,global warming,request-33-11-3
human activity,land use changes,request-33-12-0
land use changes,reduced carbon uptake,request-33-12-1
reduced carbon uptake,enhanced greenhouse effect,request-33-12-2
enhanced greenhouse effect,global warming,request-33-12-3
human activity,mining activities,request-33-13-0
mining activities,methane emissions,request-33-13-1
methane emissions,enhanced greenhouse effect,request-33-13-2
enhanced greenhouse effect,global warming,request-33-13-3
burning fossil fuels,emission of carbon dioxide,request-34-0-0
emission of carbon dioxide,release of greenhouse gases into the atmosphere,request-34-0-1
burning fossil fuels,emission of methane,request-34-1-0
emission of methane,release of greenhouse gases into the atmosphere,request-34-1-1
burning fossil fuels,emission of nitrous oxide,request-34-2-0
emission of nitrous oxide,release of greenhouse gases into the atmosphere,request-34-2-1
burning biomass,emission of carbon dioxide,request-35-0-0
emission of carbon dioxide,release of greenhouse gases into the atmosphere,request-35-0-1
burning biomass,incomplete combustion,request-35-1-0
incomplete combustion,emission of methane,request-35-1-1
emission of methane,release of greenhouse gases into the atmosphere,request-35-1-2
burning biomass,high-temperature combustion,request-35-2-0
high-temperature combustion,formation of nitrous oxide,request-35-2-1
formation of nitrous oxide,release of greenhouse gases into the atmosphere,request-35-2-2
burning biomass,emission of nitrogen oxides,request-35-3-0
emission of nitrogen oxides,atmospheric reactions,request-35-3-1
atmospheric reactions,formation of nitrous oxide,request-35-3-2
formation of nitrous oxide,release of greenhouse gases into the atmosphere,request-35-3-3
burning biomass,emission of volatile organic compounds,request-35-4-0
emission of volatile organic compounds,photochemical reactions,request-35-4-1
photochemical reactions,formation of ozone,request-35-4-2
formation of ozone,release of greenhouse gases into the atmosphere,request-35-4-3
burning biomass,emission of black carbon,request-35-5-0
emission of black carbon,atmospheric warming,request-35-5-1
atmospheric warming,release of methane from permafrost,request-35-5-2
release of methane from permafrost,release of greenhouse gases into the atmosphere,request-35-5-3
increase in co2,global warming,request-36-0-0
global warming,melting of polar ice caps,request-36-0-1
melting of polar ice caps,sea level rise,request-36-0-2
sea level rise,flooding of coastal cities,request-36-0-3
flooding of coastal cities,property damage,request-36-0-4
property damage,economic losses,request-36-0-5
economic losses,loss of prosperity,request-36-0-6
increase in co2,global warming,request-36-1-0
global warming,sea level rise,request-36-1-1
sea level rise,displacement of populations,request-36-1-2
displacement of populations,refugee crises,request-36-1-3
refugee crises,economic burden,request-36-1-4
economic burden,loss of prosperity,request-36-1-5
increase in co2,global warming,request-36-2-0
global warming,extreme weather events,request-36-2-1
extreme weather events,infrastructure damage,request-36-2-2
infrastructure damage,economic losses,request-36-2-3
economic losses,economic downturn,request-36-2-4
economic downturn,loss of prosperity,request-36-2-5
increase in co2,global warming,request-36-3-0
global warming,heat waves,request-36-3-1
heat waves,health issues,request-36-3-2
health issues,increased healthcare costs,request-36-3-3
increased healthcare costs,economic burden,request-36-3-4
economic burden,loss of prosperity,request-36-3-5
increase in co2,climate change,request-36-4-0
climate change,droughts,request-36-4-1
droughts,water shortages,request-36-4-2
water shortages,crop failures,request-36-4-3
crop failures,food shortages,request-36-4-4
food shortages,increased food prices,request-36-4-5
increased food prices,economic hardship,request-36-4-6
economic hardship,loss of prosperity,request-36-4-7
increase in co2,climate change,request-36-5-0
climate change,extreme weather events,request-36-5-1
extreme weather events,crop failures,request-36-5-2
crop failures,food shortages,request-36-5-3
food shortages,malnutrition,request-36-5-4
malnutrition,economic instability,request-36-5-5
economic instability,loss of prosperity,request-36-5-6
increase in co2,ocean acidification,request-36-6-0
ocean acidification,death of coral reefs,request-36-6-1
death of coral reefs,loss of biodiversity,request-36-6-2
loss of biodiversity,ecosystem collapse,request-36-6-3
ecosystem collapse,economic instability,request-36-6-4
economic instability,loss of prosperity,request-36-6-5
increase in co2,air pollution,request-36-7-0
air pollution,respiratory diseases,request-36-7-1
respiratory diseases,increased healthcare costs,request-36-7-2
increased healthcare costs,economic burden,request-36-7-3
economic burden,loss of prosperity,request-36-7-4
increase in co2,air pollution,request-36-8-0
air pollution,health problems,request-36-8-1
health problems,decreased workforce productivity,request-36-8-2
decreased workforce productivity,economic downturn,request-36-8-3
economic downturn,loss of prosperity,request-36-8-4
