cause,effect,custom_id
increased healthcare costs and reduced productivity,economic losses,request-36-4-4
economic losses,decreased prosperity,request-36-4-5
increase in co2,increased global temperatures,request-36-5-0
increased global temperatures,changes in energy demand and supply patterns,request-36-5-1
changes in energy demand and supply patterns,increased energy costs,request-36-5-2
increased energy costs,reduced industrial productivity and competitiveness,request-36-5-3
reduced industrial productivity and competitiveness,economic losses,request-36-5-4
economic losses,decreased prosperity,request-36-5-5
co2,increase in atmospheric co2 concentration,request-37-0-0
increase in atmospheric co2 concentration,higher levels of co2 in the air,request-37-0-1
higher levels of co2 in the air,increased co2 absorption by plants through photosynthesis,request-37-0-2
increased co2 absorption by plants through photosynthesis,enhanced plant growth due to more efficient photosynthesis,request-37-0-3
enhanced plant growth due to more efficient photosynthesis,growth of plants,request-37-0-4
co2,increase in atmospheric co2 concentration,request-37-1-0
increase in atmospheric co2 concentration,global warming due to greenhouse effect,request-37-1-1
global warming due to greenhouse effect,higher temperatures and longer growing seasons,request-37-1-2
higher temperatures and longer growing seasons,more favorable conditions for plant growth,request-37-1-3
more favorable conditions for plant growth,growth of plants,request-37-1-4
co2,increase in atmospheric co2 concentration,request-37-2-0
increase in atmospheric co2 concentration,ocean acidification due to co2 absorption,request-37-2-1
ocean acidification due to co2 absorption,decreased availability of nutrients for marine life,request-37-2-2
decreased availability of nutrients for marine life,shift in marine ecosystems towards more co2tolerant species,request-37-2-3
shift in marine ecosystems towards more co2tolerant species,increased production of phytoplankton,request-37-2-4
increased production of phytoplankton,increased food availability for marine herbivores,request-37-2-5
increased food availability for marine herbivores,growth of marine plants and plantlike organisms,request-37-2-6
co2,increase in atmospheric co2 concentration,request-37-3-0
increase in atmospheric co2 concentration,higher levels of co2 in the air,request-37-3-1
higher levels of co2 in the air,increased co2 fertilization effect on plants,request-37-3-2
increased co2 fertilization effect on plants,enhanced plant growth due to more efficient photosynthesis,request-37-3-3
enhanced plant growth due to more efficient photosynthesis,increased biomass production,request-37-3-4
increased biomass production,more plant material available for herbivores,request-37-3-5
more plant material available for herbivores,growth of plants and herbivore populations,request-37-3-6
co2,increase in atmospheric co2 concentration,request-37-4-0
increase in atmospheric co2 concentration,global warming due to greenhouse effect,request-37-4-1
global warming due to greenhouse effect,changes in precipitation patterns,request-37-4-2
changes in precipitation patterns,alteration of water availability for plants,request-37-4-3
alteration of water availability for plants,changes in plant distribution and growth patterns,request-37-4-4
changes in plant distribution and growth patterns,growth of plants in new or altered environments,request-37-4-5
plants,photosynthesis,request-38-0-0
photosynthesis,chlorophyll captures sunlight,request-38-0-1
chlorophyll captures sunlight,carbon dioxide is absorbed,request-38-0-2
carbon dioxide is absorbed,water is absorbed,request-38-0-3
water is absorbed,splitting of water molecules,request-38-0-4
splitting of water molecules,release of oxygen as a byproduct,request-38-0-5
release of oxygen as a byproduct,oxygen release,request-38-0-6
plants,leaves,request-38-1-0
leaves,stomata open,request-38-1-1
stomata open,carbon dioxide enters leaves,request-38-1-2
carbon dioxide enters leaves,photosynthesis begins,request-38-1-3
photosynthesis begins,chlorophyll captures sunlight,request-38-1-4
chlorophyll captures sunlight,water is absorbed by roots,request-38-1-5
water is absorbed by roots,water travels up to leaves,request-38-1-6
water travels up to leaves,splitting of water molecules,request-38-1-7
splitting of water molecules,release of oxygen as a byproduct,request-38-1-8
release of oxygen as a byproduct,oxygen release,request-38-1-9
plants,photosynthetic cells,request-38-2-0
photosynthetic cells,chloroplasts,request-38-2-1
chloroplasts,chlorophyll captures sunlight,request-38-2-2
chlorophyll captures sunlight,carbon dioxide is absorbed,request-38-2-3
carbon dioxide is absorbed,water is absorbed,request-38-2-4
water is absorbed,splitting of water molecules,request-38-2-5
splitting of water molecules,release of oxygen as a byproduct,request-38-2-6
release of oxygen as a byproduct,oxygen release,request-38-2-7
plants,photosynthesis,request-38-3-0
photosynthesis,lightdependent reactions,request-38-3-1
lightdependent reactions,chlorophyll captures sunlight,request-38-3-2
chlorophyll captures sunlight,water is absorbed,request-38-3-3
water is absorbed,splitting of water molecules,request-38-3-4
splitting of water molecules,release of oxygen as a byproduct,request-38-3-5
release of oxygen as a byproduct,oxygen release,request-38-3-6
plants,photosynthesis,request-38-4-0
photosynthesis,lightindependent reactions,request-38-4-1
lightindependent reactions,carbon dioxide is absorbed,request-38-4-2
carbon dioxide is absorbed,calvin cycle,request-38-4-3
calvin cycle,synthesis of glucose,request-38-4-4
synthesis of glucose,release of oxygen as a byproduct,request-38-4-5
release of oxygen as a byproduct,oxygen release,request-38-4-6
fumigation,release of pesticides into the environment,request-39-0-0
release of pesticides into the environment,degradation of pesticides by microorganisms,request-39-0-1
degradation of pesticides by microorganisms,increased microbial respiration,request-39-0-2
increased microbial respiration,increase in co2 emissions,request-39-0-3
fumigation,release of pesticides into the environment,request-39-1-0
release of pesticides into the environment,degradation of pesticides by microorganisms,request-39-1-1
degradation of pesticides by microorganisms,changes in soil composition,request-39-1-2
changes in soil composition,increased soil respiration,request-39-1-3
increased soil respiration,increase in co2 emissions,request-39-1-4
fumigation,release of pesticides into the environment,request-39-2-0
release of pesticides into the environment,degradation of pesticides by microorganisms,request-39-2-1
degradation of pesticides by microorganisms,changes in plant growth and health,request-39-2-2
changes in plant growth and health,reduced photosynthesis,request-39-2-3
reduced photosynthesis,increase in co2 emissions,request-39-2-4
fumigation,release of pesticides into the environment,request-39-3-0
release of pesticides into the environment,degradation of pesticides by microorganisms,request-39-3-1
degradation of pesticides by microorganisms,changes in soil composition,request-39-3-2
changes in soil composition,altered soil microbial communities,request-39-3-3
altered soil microbial communities,increased microbial respiration,request-39-3-4
increased microbial respiration,increase in co2 emissions,request-39-3-5
fumigation,release of pesticides into the environment,request-39-4-0
release of pesticides into the environment,degradation of pesticides by microorganisms,request-39-4-1
degradation of pesticides by microorganisms,changes in plant growth and health,request-39-4-2
changes in plant growth and health,increased plant respiration,request-39-4-3
increased plant respiration,increase in co2 emissions,request-39-4-4
fumigation,release of pesticides into the environment,request-39-5-0
release of pesticides into the environment,degradation of pesticides by microorganisms,request-39-5-1
degradation of pesticides by microorganisms,changes in soil composition,request-39-5-2
changes in soil composition,altered soil microbial communities,request-39-5-3
altered soil microbial communities,changes in plant growth and health,request-39-5-4
changes in plant growth and health,reduced photosynthesis,request-39-5-5
reduced photosynthesis,increase in co2 emissions,request-39-5-6
fumigation,release of pesticides into the environment,request-39-6-0
release of pesticides into the environment,degradation of pesticides by microorganisms,request-39-6-1
degradation of pesticides by microorganisms,changes in soil composition,request-39-6-2
changes in soil composition,altered soil microbial communities,request-39-6-3
altered soil microbial communities,changes in plant growth and health,request-39-6-4
changes in plant growth and health,increased plant respiration,request-39-6-5
increased plant respiration,increase in co2 emissions,request-39-6-6
fumigation,release of pesticides into the environment,request-39-7-0
release of pesticides into the environment,degradation of pesticides by microorganisms,request-39-7-1
degradation of pesticides by microorganisms,changes in soil composition,request-39-7-2
changes in soil composition,altered soil microbial communities,request-39-7-3
altered soil microbial communities,increased microbial respiration,request-39-7-4
increased microbial respiration,changes in plant growth and health,request-39-7-5
changes in plant growth and health,reduced photosynthesis,request-39-7-6
reduced photosynthesis,increase in co2 emissions,request-39-7-7
fumigation,release of pesticides into the environment,request-39-8-0
release of pesticides into the environment,degradation of pesticides by microorganisms,request-39-8-1
degradation of pesticides by microorganisms,changes in soil composition,request-39-8-2
changes in soil composition,altered soil microbial communities,request-39-8-3
altered soil microbial communities,increased microbial respiration,request-39-8-4
increased microbial respiration,changes in plant growth and health,request-39-8-5
changes in plant growth and health,increased plant respiration,request-39-8-6
increased plant respiration,increase in co2 emissions,request-39-8-7
increase in co2,increase in atmospheric co2 concentration,request-40-0-0
increase in atmospheric co2 concentration,increase in co2 availability for plants,request-40-0-1
increase in co2 availability for plants,increase in photosynthesis,request-40-0-2
increase in co2,increase in atmospheric co2 concentration,request-40-1-0
increase in atmospheric co2 concentration,increase in greenhouse effect,request-40-1-1
increase in greenhouse effect,increase in global temperature,request-40-1-2
increase in global temperature,increase in plant growth and photosynthesis,request-40-1-3
increase in co2,increase in atmospheric co2 concentration,request-40-2-0
increase in atmospheric co2 concentration,increase in co2 availability for plants,request-40-2-1
increase in co2 availability for plants,increase in plant growth and photosynthesis,request-40-2-2
increase in plant growth and photosynthesis,increase in carbon sequestration,request-40-2-3
increase in carbon sequestration,increase in photosynthesis,request-40-2-4
increase in co2,increase in atmospheric co2 concentration,request-40-3-0
increase in atmospheric co2 concentration,increase in co2 availability for plants,request-40-3-1
increase in co2 availability for plants,increase in plant growth and photosynthesis,request-40-3-2
increase in plant growth and photosynthesis,increase in plant biomass,request-40-3-3
increase in plant biomass,increase in photosynthesis,request-40-3-4
increase in co2,increase in atmospheric co2 concentration,request-40-4-0
increase in atmospheric co2 concentration,increase in co2 availability for plants,request-40-4-1
increase in co2 availability for plants,increase in plant growth and photosynthesis,request-40-4-2
increase in plant growth and photosynthesis,increase in plant productivity,request-40-4-3
increase in plant productivity,increase in photosynthesis,request-40-4-4
increase in co2,increase in atmospheric co2 concentration,request-40-5-0
increase in atmospheric co2 concentration,increase in co2 availability for plants,request-40-5-1
increase in co2 availability for plants,increase in plant growth and photosynthesis,request-40-5-2
increase in plant growth and photosynthesis,increase in plant carbon uptake,request-40-5-3
increase in plant carbon uptake,increase in photosynthesis,request-40-5-4
increase in co2,increase in atmospheric co2 concentration,request-40-6-0
increase in atmospheric co2 concentration,increase in co2 availability for plants,request-40-6-1
increase in co2 availability for plants,increase in plant growth and photosynthesis,request-40-6-2
increase in plant growth and photosynthesis,increase in plant carbon sequestration,request-40-6-3
increase in plant carbon sequestration,increase in photosynthesis,request-40-6-4
increase in co2,increase in atmospheric co2 concentration,request-40-7-0
increase in atmospheric co2 concentration,increase in co2 availability for plants,request-40-7-1
increase in co2 availability for plants,increase in plant growth and photosynthesis,request-40-7-2
increase in plant growth and photosynthesis,increase in plant carbon storage,request-40-7-3
increase in plant carbon storage,increase in photosynthesis,request-40-7-4
increase in co2,increase in atmospheric co2 concentration,request-40-8-0
increase in atmospheric co2 concentration,increase in co2 availability for plants,request-40-8-1
increase in co2 availability for plants,increase in plant growth and photosynthesis,request-40-8-2
increase in plant growth and photosynthesis,increase in plant carbon fixation,request-40-8-3
increase in plant carbon fixation,increase in photosynthesis,request-40-8-4
increase in co2,increase in atmospheric co2 concentration,request-40-9-0
increase in atmospheric co2 concentration,increase in co2 availability for plants,request-40-9-1
increase in co2 availability for plants,increase in plant growth and photosynthesis,request-40-9-2
increase in plant growth and photosynthesis,increase in plant carbon assimilation,request-40-9-3
increase in plant carbon assimilation,increase in photosynthesis,request-40-9-4
increase in photosynthesis,increase in production of glucose,request-41-0-0
increase in production of glucose,increase in energy availability for plant growth,request-41-0-1
increase in energy availability for plant growth,increase in plant growth rate,request-41-0-2
increase in plant growth rate,increase in biomass,request-41-0-3
increase in photosynthesis,increase in production of oxygen,request-41-1-0
increase in production of oxygen,improvement in soil quality,request-41-1-1
improvement in soil quality,increase in nutrient availability,request-41-1-2
increase in nutrient availability,increase in plant growth rate,request-41-1-3
increase in plant growth rate,increase in biomass,request-41-1-4
increase in photosynthesis,increase in production of glucose,request-41-2-0
increase in production of glucose,increase in energy availability for plant growth,request-41-2-1
increase in energy availability for plant growth,increase in plant growth rate,request-41-2-2
increase in plant growth rate,increase in plant size,request-41-2-3
increase in plant size,increase in biomass,request-41-2-4
increase in photosynthesis,increase in production of glucose,request-41-3-0
increase in production of glucose,increase in energy availability for plant growth,request-41-3-1
increase in energy availability for plant growth,increase in plant growth rate,request-41-3-2
increase in plant growth rate,increase in plant density,request-41-3-3
increase in plant density,increase in biomass,request-41-3-4
increase in photosynthesis,increase in production of glucose,request-41-4-0
increase in production of glucose,increase in energy availability for plant growth,request-41-4-1
increase in energy availability for plant growth,increase in plant growth rate,request-41-4-2
increase in plant growth rate,increase in plant diversity,request-41-4-3
increase in plant diversity,increase in biomass,request-41-4-4
increase in photosynthesis,increase in production of glucose,request-41-5-0
increase in production of glucose,increase in energy availability for plant growth,request-41-5-1
increase in energy availability for plant growth,increase in plant growth rate,request-41-5-2
increase in plant growth rate,increase in plant reproduction,request-41-5-3
increase in plant reproduction,increase in biomass,request-41-5-4
increase in photosynthesis,increase in production of glucose,request-41-6-0
increase in production of glucose,increase in energy availability for plant growth,request-41-6-1
increase in energy availability for plant growth,increase in plant growth rate,request-41-6-2
increase in plant growth rate,increase in plant biomass accumulation,request-41-6-3
increase in plant biomass accumulation,increase in biomass,request-41-6-4
increase in photosynthesis,increase in production of glucose,request-41-7-0
increase in production of glucose,increase in energy availability for plant growth,request-41-7-1
increase in energy availability for plant growth,increase in plant growth rate,request-41-7-2
increase in plant growth rate,increase in plant carbon sequestration,request-41-7-3
increase in plant carbon sequestration,increase in biomass,request-41-7-4
natural greenhouse effect,traps heat in earth's atmosphere,request-42-0-0
traps heat in earth's atmosphere,increases surface temperature,request-42-0-1
increases surface temperature,causes water vapor to evaporate,request-42-0-2
causes water vapor to evaporate,forms clouds,request-42-0-3
forms clouds,reflects solar radiation back into space,request-42-0-4
natural greenhouse effect,traps heat in earth's atmosphere,request-42-1-0
traps heat in earth's atmosphere,increases surface temperature,request-42-1-1
increases surface temperature,causes polar ice to melt,request-42-1-2
causes polar ice to melt,decreases earth's albedo,request-42-1-3
decreases earth's albedo,absorbs more solar radiation,request-42-1-4
absorbs more solar radiation,increases surface temperature further,request-42-1-5
increases surface temperature further,causes water vapor to evaporate,request-42-1-6
causes water vapor to evaporate,forms clouds,request-42-1-7
forms clouds,reflects solar radiation back into space,request-42-1-8
natural greenhouse effect,traps heat in earth's atmosphere,request-42-2-0
traps heat in earth's atmosphere,increases surface temperature,request-42-2-1
increases surface temperature,causes polar ice to melt,request-42-2-2
causes polar ice to melt,decreases earth's albedo,request-42-2-3
decreases earth's albedo,absorbs more solar radiation,request-42-2-4
absorbs more solar radiation,increases surface temperature further,request-42-2-5
increases surface temperature further,causes more water vapor to evaporate,request-42-2-6
causes more water vapor to evaporate,forms more clouds,request-42-2-7
forms more clouds,reflects more solar radiation back into space,request-42-2-8
natural greenhouse effect,traps heat in earth's atmosphere,request-42-3-0
traps heat in earth's atmosphere,increases surface temperature,request-42-3-1
increases surface temperature,causes polar ice to melt,request-42-3-2
causes polar ice to melt,decreases earth's albedo,request-42-3-3
decreases earth's albedo,absorbs more solar radiation,request-42-3-4
absorbs more solar radiation,increases surface temperature further,request-42-3-5
increases surface temperature further,causes more water vapor to evaporate,request-42-3-6
causes more water vapor to evaporate,forms more clouds,request-42-3-7
forms more clouds,reflects more solar radiation back into space,request-42-3-8
reflects more solar radiation back into space,increases earth's albedo,request-42-3-9
increases earth's albedo,reflects even more solar radiation back into space,request-42-3-10
excess of co2,release of co2 into the atmosphere,request-43-0-0
release of co2 into the atmosphere,increase in atmospheric co2 levels,request-43-0-1
increase in atmospheric co2 levels,increase in co2,request-43-0-2
excess of co2,release of co2 from industrial processes,request-43-1-0
release of co2 from industrial processes,increase in co2 emissions,request-43-1-1
increase in co2 emissions,increase in co2 levels in the atmosphere,request-43-1-2
increase in co2 levels in the atmosphere,increase in co2,request-43-1-3
excess of co2,release of co2 from burning fossil fuels,request-43-2-0
release of co2 from burning fossil fuels,increase in co2 emissions from human activities,request-43-2-1
increase in co2 emissions from human activities,increase in atmospheric co2 concentrations,request-43-2-2
increase in atmospheric co2 concentrations,increase in co2,request-43-2-3
excess of co2,release of co2 from deforestation and land use changes,request-43-3-0
release of co2 from deforestation and land use changes,increase in co2 emissions from land use changes,request-43-3-1
increase in co2 emissions from land use changes,increase in atmospheric co2 levels,request-43-3-2
increase in atmospheric co2 levels,increase in co2,request-43-3-3
excess of co2,release of co2 from natural sources such as volcanoes and respiration,request-43-4-0
release of co2 from natural sources such as volcanoes and respiration,increase in co2 levels from natural sources,request-43-4-1
increase in co2 levels from natural sources,increase in atmospheric co2 concentrations,request-43-4-2
increase in atmospheric co2 concentrations,increase in co2,request-43-4-3
excess of co2,release of co2 from human activities such as transportation and electricity production,request-43-5-0
release of co2 from human activities such as transportation and electricity production,increase in co2 emissions from human activities,request-43-5-1
increase in co2 emissions from human activities,increase in atmospheric co2 levels,request-43-5-2
increase in atmospheric co2 levels,increase in co2,request-43-5-3
excess of co2,release of co2 from agricultural practices such as fertilizer use and livestock production,request-43-6-0
release of co2 from agricultural practices such as fertilizer use and livestock production,increase in co2 emissions from agriculture,request-43-6-1
increase in co2 emissions from agriculture,increase in atmospheric co2 concentrations,request-43-6-2
increase in atmospheric co2 concentrations,increase in co2,request-43-6-3
excess of co2,release of co2 from decomposition of organic matter in soil and water,request-43-7-0
release of co2 from decomposition of organic matter in soil and water,increase in co2 emissions from decomposition,request-43-7-1
increase in co2 emissions from decomposition,increase in atmospheric co2 levels,request-43-7-2
increase in atmospheric co2 levels,increase in co2,request-43-7-3
increase in co2,increased absorption of infrared radiation,request-44-0-0
increased absorption of infrared radiation,increased atmospheric temperature,request-44-0-1
increased atmospheric temperature,global warming,request-44-0-2
increase in co2,increased ocean acidification,request-44-1-0
increased ocean acidification,decreased oceanic carbon sequestration,request-44-1-1
decreased oceanic carbon sequestration,increased atmospheric co2 concentration,request-44-1-2
increased atmospheric co2 concentration,increased absorption of infrared radiation,request-44-1-3
increased absorption of infrared radiation,increased atmospheric temperature,request-44-1-4
increased atmospheric temperature,global warming,request-44-1-5
increase in co2,increased plant growth,request-44-2-0
increased plant growth,increased carbon sequestration in plants,request-44-2-1
increased carbon sequestration in plants,decreased atmospheric co2 concentration,request-44-2-2
decreased atmospheric co2 concentration,decreased absorption of infrared radiation,request-44-2-3
decreased absorption of infrared radiation,decreased atmospheric temperature,request-44-2-4
decreased atmospheric temperature,decreased global warming,request-44-2-5
increase in co2,increased plant growth,request-44-3-0
increased plant growth,increased transpiration,request-44-3-1
increased transpiration,increased water vapor in the atmosphere,request-44-3-2
increased water vapor in the atmosphere,increased absorption of infrared radiation,request-44-3-3
increased absorption of infrared radiation,increased atmospheric temperature,request-44-3-4
increased atmospheric temperature,global warming,request-44-3-5
increase in co2,increased ocean acidification,request-44-4-0
increased ocean acidification,decreased marine life and biodiversity,request-44-4-1
decreased marine life and biodiversity,decreased oceanic carbon sequestration,request-44-4-2
decreased oceanic carbon sequestration,increased atmospheric co2 concentration,request-44-4-3
increased atmospheric co2 concentration,increased absorption of infrared radiation,request-44-4-4
increased absorption of infrared radiation,increased atmospheric temperature,request-44-4-5
increased atmospheric temperature,global warming,request-44-4-6
increase in co2,increased plant growth,request-44-5-0
increased plant growth,increased carbon sequestration in plants,request-44-5-1
increased carbon sequestration in plants,increased soil carbon sequestration,request-44-5-2
increased soil carbon sequestration,decreased atmospheric co2 concentration,request-44-5-3
decreased atmospheric co2 concentration,decreased absorption of infrared radiation,request-44-5-4
decreased absorption of infrared radiation,decreased atmospheric temperature,request-44-5-5
decreased atmospheric temperature,decreased global warming,request-44-5-6
increase in co2,increased plant growth,request-44-6-0
increased plant growth,increased transpiration,request-44-6-1
increased transpiration,increased water vapor in the atmosphere,request-44-6-2
increased water vapor in the atmosphere,increased cloud cover,request-44-6-3
increased cloud cover,increased reflection of sunlight,request-44-6-4
increased reflection of sunlight,decreased atmospheric temperature,request-44-6-5
decreased atmospheric temperature,decreased global warming,request-44-6-6
increase in co2,increased atmospheric co2 levels,request-45-0-0
increased atmospheric co2 levels,increased co2 absorption by oceans,request-45-0-1
increased co2 absorption by oceans,increased carbonic acid formation,request-45-0-2
increased carbonic acid formation,increased hydrogen ion concentration,request-45-0-3
increased hydrogen ion concentration,ocean acidification,request-45-0-4
increase in co2,increased co2 emissions,request-45-1-0
increased co2 emissions,increased atmospheric co2 levels,request-45-1-1
increased atmospheric co2 levels,increased co2 absorption by oceans,request-45-1-2
increased co2 absorption by oceans,increased carbonic acid formation,request-45-1-3
increased carbonic acid formation,decreased carbonate ion concentration,request-45-1-4
decreased carbonate ion concentration,decreased ocean ph,request-45-1-5
decreased ocean ph,ocean acidification,request-45-1-6
increase in co2,increased co2 emissions,request-45-2-0
increased co2 emissions,increased atmospheric co2 levels,request-45-2-1
increased atmospheric co2 levels,increased greenhouse effect,request-45-2-2
increased greenhouse effect,increased global temperatures,request-45-2-3
increased global temperatures,increased ocean temperatures,request-45-2-4
increased ocean temperatures,increased co2 absorption by oceans,request-45-2-5
increased co2 absorption by oceans,increased carbonic acid formation,request-45-2-6
increased carbonic acid formation,increased hydrogen ion concentration,request-45-2-7
increased hydrogen ion concentration,ocean acidification,request-45-2-8
increase in co2,increased co2 emissions,request-45-3-0
increased co2 emissions,increased atmospheric co2 levels,request-45-3-1
increased atmospheric co2 levels,increased greenhouse effect,request-45-3-2
increased greenhouse effect,increased global temperatures,request-45-3-3
increased global temperatures,increased ocean temperatures,request-45-3-4
increased ocean temperatures,increased co2 absorption by oceans,request-45-3-5
increased co2 absorption by oceans,increased carbonic acid formation,request-45-3-6
increased carbonic acid formation,decreased carbonate ion concentration,request-45-3-7
decreased carbonate ion concentration,decreased ocean ph,request-45-3-8
decreased ocean ph,ocean acidification,request-45-3-9
human activity,burning of fossil fuels,request-46-0-0
burning of fossil fuels,release of carbon dioxide,request-46-0-1
release of carbon dioxide,increase in atmospheric co2,request-46-0-2
human activity,deforestation,request-46-1-0
deforestation,decrease in co2 absorption,request-46-1-1
decrease in co2 absorption,increase in atmospheric co2,request-46-1-2
human activity,industrial production,request-46-2-0
industrial production,energy consumption,request-46-2-1
energy consumption,burning of fossil fuels,request-46-2-2
burning of fossil fuels,release of carbon dioxide,request-46-2-3
release of carbon dioxide,increase in atmospheric co2,request-46-2-4
human activity,agricultural practices,request-46-3-0
agricultural practices,soil degradation,request-46-3-1
soil degradation,decrease in co2 absorption,request-46-3-2
decrease in co2 absorption,increase in atmospheric co2,request-46-3-3
human activity,transportation,request-46-4-0
transportation,burning of fossil fuels,request-46-4-1
burning of fossil fuels,release of carbon dioxide,request-46-4-2
release of carbon dioxide,increase in atmospheric co2,request-46-4-3
human activity,energy production,request-46-5-0
energy production,burning of fossil fuels,request-46-5-1
burning of fossil fuels,release of carbon dioxide,request-46-5-2
release of carbon dioxide,increase in atmospheric co2,request-46-5-3
human activity,waste management,request-46-6-0
waste management,decomposition of waste,request-46-6-1
decomposition of waste,release of carbon dioxide,request-46-6-2
release of carbon dioxide,increase in atmospheric co2,request-46-6-3
human activity,land use changes,request-46-7-0
land use changes,decrease in co2 absorption,request-46-7-1
decrease in co2 absorption,increase in atmospheric co2,request-46-7-2
increase in co2,increased atmospheric co2 levels,request-47-0-0
increased atmospheric co2 levels,enhanced greenhouse effect,request-47-0-1
enhanced greenhouse effect,global warming,request-47-0-2
global warming,warmer temperatures,request-47-0-3
warmer temperatures,longer growing seasons,request-47-0-4
longer growing seasons,increased plant growth,request-47-0-5
increased plant growth,lush forests,request-47-0-6
increase in co2,increased atmospheric co2 levels,request-47-1-0
increased atmospheric co2 levels,enhanced greenhouse effect,request-47-1-1
enhanced greenhouse effect,global warming,request-47-1-2
global warming,warmer temperatures,request-47-1-3
warmer temperatures,increased precipitation,request-47-1-4
increased precipitation,increased water availability,request-47-1-5
increased water availability,increased plant growth,request-47-1-6
increased plant growth,lush forests,request-47-1-7
increase in co2,increased atmospheric co2 levels,request-47-2-0
increased atmospheric co2 levels,enhanced greenhouse effect,request-47-2-1
enhanced greenhouse effect,global warming,request-47-2-2
global warming,warmer temperatures,request-47-2-3
warmer temperatures,increased plant productivity,request-47-2-4
increased plant productivity,increased plant growth,request-47-2-5
increased plant growth,lush forests,request-47-2-6
increase in co2,increased atmospheric co2 levels,request-47-3-0
increased atmospheric co2 levels,enhanced greenhouse effect,request-47-3-1
enhanced greenhouse effect,global warming,request-47-3-2
global warming,warmer temperatures,request-47-3-3
warmer temperatures,increased carbon dioxide fertilization,request-47-3-4
increased carbon dioxide fertilization,increased plant growth,request-47-3-5
increased plant growth,lush forests,request-47-3-6
increase in co2,increased atmospheric co2 levels,request-47-4-0
increased atmospheric co2 levels,enhanced greenhouse effect,request-47-4-1
enhanced greenhouse effect,global warming,request-47-4-2
global warming,warmer temperatures,request-47-4-3
warmer temperatures,increased plant growth,request-47-4-4
increased plant growth,increased carbon sequestration,request-47-4-5
increased carbon sequestration,lush forests,request-47-4-6
increase in co2,increased atmospheric co2 levels,request-47-5-0
increased atmospheric co2 levels,enhanced greenhouse effect,request-47-5-1
enhanced greenhouse effect,global warming,request-47-5-2
global warming,warmer temperatures,request-47-5-3
warmer temperatures,increased plant growth,request-47-5-4
increased plant growth,increased biodiversity,request-47-5-5
increased biodiversity,lush forests,request-47-5-6
modern wars,increased naval activity,request-48-0-0
increased naval activity,submarine warfare,request-48-0-1
submarine warfare,torpedo attacks,request-48-0-2
torpedo attacks,ship damage,request-48-0-3
ship damage,sinking,request-48-0-4
modern wars,aerial bombardment,request-48-1-0
aerial bombardment,targeting of naval vessels,request-48-1-1
targeting of naval vessels,ship damage,request-48-1-2
ship damage,sinking,request-48-1-3
modern wars,naval mines deployment,request-48-2-0
naval mines deployment,mine strikes,request-48-2-1
mine strikes,ship damage,request-48-2-2
ship damage,sinking,request-48-2-3
modern wars,naval blockades,request-48-3-0
naval blockades,preventing supplies and repairs,request-48-3-1
preventing supplies and repairs,vessel vulnerability,request-48-3-2
vessel vulnerability,ship damage,request-48-3-3
ship damage,sinking,request-48-3-4
modern wars,cyber warfare targeting naval systems,request-48-4-0
cyber warfare targeting naval systems,disruption of navigation and communication,request-48-4-1
disruption of navigation and communication,collisions or groundings,request-48-4-2
collisions or groundings,ship damage,request-48-4-3
ship damage,sinking,request-48-4-4
climate change,increased global temperatures,request-49-0-0
increased global temperatures,expansion of disease vector habitats,request-49-0-1
expansion of disease vector habitats,proliferation of disease vectors,request-49-0-2
proliferation of disease vectors,spread of vectorborne diseases,request-49-0-3
spread of vectorborne diseases,rise in infectious diseases,request-49-0-4
climate change,alteration of precipitation patterns,request-49-1-0
alteration of precipitation patterns,changes in water availability,request-49-1-1
changes in water availability,increased water scarcity and poor sanitation,request-49-1-2
increased water scarcity and poor sanitation,spread of waterborne diseases,request-49-1-3
spread of waterborne diseases,rise in infectious diseases,request-49-1-4
climate change,more frequent and severe weather events,request-49-2-0
more frequent and severe weather events,displacement of human populations,request-49-2-1
displacement of human populations,overcrowding in temporary shelters,request-49-2-2
overcrowding in temporary shelters,increased transmission of airborne diseases,request-49-2-3
increased transmission of airborne diseases,rise in infectious diseases,request-49-2-4
climate change,thawing of permafrost,request-49-3-0
thawing of permafrost,release of ancient pathogens,request-49-3-1
release of ancient pathogens,emergence of new infectious diseases,request-49-3-2
emergence of new infectious diseases,rise in infectious diseases,request-49-3-3
climate change,ocean warming and acidification,request-49-4-0
ocean warming and acidification,changes in marine ecosystems,request-49-4-1
changes in marine ecosystems,increased prevalence of harmful algal blooms,request-49-4-2
increased prevalence of harmful algal blooms,spread of diseases through contaminated seafood,request-49-4-3
spread of diseases through contaminated seafood,rise in infectious diseases,request-49-4-4
capitalism,industrial revolution,request-50-0-0
industrial revolution,increased fossil fuel consumption,request-50-0-1
increased fossil fuel consumption,greenhouse gas emissions,request-50-0-2
greenhouse gas emissions,global warming,request-50-0-3
global warming,climate change,request-50-0-4
capitalism,consumerism,request-50-1-0
consumerism,mass production and consumption,request-50-1-1
mass production and consumption,resource depletion,request-50-1-2
resource depletion,fossil fuel dependence,request-50-1-3
fossil fuel dependence,greenhouse gas emissions,request-50-1-4
greenhouse gas emissions,global warming,request-50-1-5
global warming,climate change,request-50-1-6
capitalism,global trade expansion,request-50-2-0
global trade expansion,increased transportation,request-50-2-1
increased transportation,fossil fuel consumption,request-50-2-2
fossil fuel consumption,greenhouse gas emissions,request-50-2-3
greenhouse gas emissions,global warming,request-50-2-4
global warming,climate change,request-50-2-5
