cause,effect,custom_id
reduction of soil microorganisms,decrease in soil carbon sequestration,request-39-0-2
decrease in soil carbon sequestration,increase in co₂,request-39-0-3
fumigation,use of chemical fumigants,request-39-1-0
use of chemical fumigants,release of greenhouse gases,request-39-1-1
release of greenhouse gases,increase in atmospheric co₂,request-39-1-2
increase in atmospheric co₂,increase in co₂,request-39-1-3
fumigation,disruption of plant health,request-39-2-0
disruption of plant health,reduced photosynthesis,request-39-2-1
reduced photosynthesis,accumulation of co₂,request-39-2-2
accumulation of co₂,increase in co₂,request-39-2-3
increase in co2,enhanced availability of carbon dioxide for plants,request-40-0-0
enhanced availability of carbon dioxide for plants,increased carbon fixation,request-40-0-1
increased carbon fixation,increase in photosynthesis,request-40-0-2
increase in co2,elevated substrate concentration for photosynthetic reactions,request-40-1-0
elevated substrate concentration for photosynthetic reactions,improved photosynthetic efficiency,request-40-1-1
improved photosynthetic efficiency,increase in photosynthesis,request-40-1-2
increase in co2,stimulation of photosynthetic enzymes,request-40-2-0
stimulation of photosynthetic enzymes,enhanced carbon assimilation,request-40-2-1
enhanced carbon assimilation,increase in photosynthesis,request-40-2-2
increase in photosynthesis,enhanced carbon fixation,request-41-0-0
enhanced carbon fixation,increased synthesis of organic compounds,request-41-0-1
increased synthesis of organic compounds,increase in biomass,request-41-0-2
increase in photosynthesis,higher production of glucose,request-41-1-0
higher production of glucose,elevated energy supply for cellular activities,request-41-1-1
elevated energy supply for cellular activities,increase in biomass,request-41-1-2
increase in photosynthesis,greater atp generation,request-41-2-0
greater atp generation,enhanced cellular growth processes,request-41-2-1
enhanced cellular growth processes,increase in biomass,request-41-2-2
increase in photosynthesis,improved nutrient assimilation,request-41-3-0
improved nutrient assimilation,enhanced cell division and expansion,request-41-3-1
enhanced cell division and expansion,increase in biomass,request-41-3-2
natural greenhouse effect,atmospheric temperature stabilization,request-42-0-0
atmospheric temperature stabilization,cloud formation,request-42-0-1
cloud formation,increased cloud albedo,request-42-0-2
increased cloud albedo,reflection of solar radiation back into space,request-42-0-3
natural greenhouse effect,regulation of water vapor levels,request-42-1-0
regulation of water vapor levels,enhanced cloud cover,request-42-1-1
enhanced cloud cover,higher reflectivity,request-42-1-2
higher reflectivity,reflection of solar radiation back into space,request-42-1-3
natural greenhouse effect,maintenance of earth's energy balance,request-42-2-0
maintenance of earth's energy balance,development of reflective surfaces,request-42-2-1
development of reflective surfaces,increased albedo effect,request-42-2-2
increased albedo effect,reflection of solar radiation back into space,request-42-2-3
excess of co2,reduced carbon sinks,request-43-0-0
reduced carbon sinks,accumulation of co2,request-43-0-1
accumulation of co2,increase in co2,request-43-0-2
excess of co2,ocean acidification,request-43-1-0
ocean acidification,decreased co2 uptake by oceans,request-43-1-1
decreased co2 uptake by oceans,increase in co2,request-43-1-2
excess of co2,enhanced greenhouse effect,request-43-2-0
enhanced greenhouse effect,global warming,request-43-2-1
global warming,increase in co2,request-43-2-2
excess of co2,deforestation,request-43-3-0
deforestation,reduced carbon sequestration,request-43-3-1
reduced carbon sequestration,increase in co2,request-43-3-2
increase in co2,enhanced greenhouse effect,request-44-0-0
enhanced greenhouse effect,atmospheric temperature rise,request-44-0-1
atmospheric temperature rise,global warming,request-44-0-2
increase in co2,radiative forcing increase,request-44-1-0
radiative forcing increase,earth's energy imbalance,request-44-1-1
earth's energy imbalance,global warming,request-44-1-2
increase in co2,melting polar ice,request-44-2-0
melting polar ice,decreased albedo,request-44-2-1
decreased albedo,global warming,request-44-2-2
increase in co2,ocean acidification,request-44-3-0
ocean acidification,disruption of carbon sinks,request-44-3-1
disruption of carbon sinks,global warming,request-44-3-2
increase in co2,activation of feedback loops,request-44-4-0
activation of feedback loops,amplified warming,request-44-4-1
amplified warming,global warming,request-44-4-2
increase in co2,increased atmospheric co2 concentrations,request-45-0-0
increased atmospheric co2 concentrations,higher absorption of co2 by oceans,request-45-0-1
higher absorption of co2 by oceans,formation of carbonic acid in seawater,request-45-0-2
formation of carbonic acid in seawater,ocean acidification,request-45-0-3
increase in co2,enhanced dissolution of co2 into ocean waters,request-45-1-0
enhanced dissolution of co2 into ocean waters,reduction in seawater ph,request-45-1-1
reduction in seawater ph,ocean acidification,request-45-1-2
increase in co2,elevated partial pressure of co2 in the atmosphere,request-45-2-0
elevated partial pressure of co2 in the atmosphere,enhanced co2 influx into oceans,request-45-2-1
enhanced co2 influx into oceans,creation of bicarbonate ions,request-45-2-2
creation of bicarbonate ions,ocean acidification,request-45-2-3
increase in co2,greater co2 solubility in seawater,request-45-3-0
greater co2 solubility in seawater,increased hydrogen ion concentration,request-45-3-1
increased hydrogen ion concentration,ocean acidification,request-45-3-2
human activity,fossil fuel combustion,request-46-0-0
fossil fuel combustion,co₂ emissions,request-46-0-1
human activity,deforestation,request-46-1-0
deforestation,reduced carbon sequestration,request-46-1-1
reduced carbon sequestration,increased co₂ levels,request-46-1-2
human activity,industrial processes,request-46-2-0
industrial processes,co₂ emissions,request-46-2-1
human activity,transportation,request-46-3-0
transportation,vehicle emissions,request-46-3-1
vehicle emissions,co₂ release,request-46-3-2
human activity,energy production,request-46-4-0
energy production,power plant emissions,request-46-4-1
power plant emissions,co₂ output,request-46-4-2
human activity,agriculture,request-46-5-0
agriculture,soil disturbance,request-46-5-1
soil disturbance,co₂ release,request-46-5-2
human activity,waste management,request-46-6-0
waste management,decomposition,request-46-6-1
decomposition,co₂ emissions,request-46-6-2
human activity,urbanization,request-46-7-0
urbanization,increased energy use,request-46-7-1
increased energy use,co₂ emissions,request-46-7-2
increase in co2,enhanced photosynthesis,request-47-0-0
enhanced photosynthesis,increased plant growth,request-47-0-1
increased plant growth,lush forests,request-47-0-2
increase in co2,elevated carbon availability,request-47-1-0
elevated carbon availability,boosted tree biomass,request-47-1-1
boosted tree biomass,lush forests,request-47-1-2
increase in co2,stimulated vegetation expansion,request-47-2-0
stimulated vegetation expansion,greater forest density,request-47-2-1
greater forest density,lush forests,request-47-2-2
increase in co2,increased carbon fixation,request-47-3-0
increased carbon fixation,expanded forest cover,request-47-3-1
expanded forest cover,lush forests,request-47-3-2
increase in co2,enhanced plant growth rates,request-47-4-0
enhanced plant growth rates,forest expansion,request-47-4-1
forest expansion,lush forests,request-47-4-2
modern wars,naval battles,request-48-0-0
naval battles,use of torpedoes,request-48-0-1
use of torpedoes,ship damage,request-48-0-2
ship damage,sinking,request-48-0-3
modern wars,submarine warfare,request-48-1-0
submarine warfare,missile strikes,request-48-1-1
missile strikes,hull breaches,request-48-1-2
hull breaches,sinking,request-48-1-3
modern wars,blockades,request-48-2-0
blockades,supply shortages,request-48-2-1
supply shortages,operational failures,request-48-2-2
operational failures,sinking,request-48-2-3
modern wars,minefield deployment,request-48-3-0
minefield deployment,ship collisions with mines,request-48-3-1
ship collisions with mines,structural damage,request-48-3-2
structural damage,sinking,request-48-3-3
climate change,increased temperatures,request-49-0-0
increased temperatures,altered ecosystems,request-49-0-1
altered ecosystems,disrupted disease vectors,request-49-0-2
disrupted disease vectors,rise in infectious diseases,request-49-0-3
climate change,melting glaciers,request-49-1-0
melting glaciers,rising sea levels,request-49-1-1
rising sea levels,increased flooding,request-49-1-2
increased flooding,spread of waterborne diseases,request-49-1-3
spread of waterborne diseases,rise in infectious diseases,request-49-1-4
climate change,extreme weather events,request-49-2-0
extreme weather events,displacement of populations,request-49-2-1
displacement of populations,overcrowded living conditions,request-49-2-2
overcrowded living conditions,spread of infectious diseases,request-49-2-3
spread of infectious diseases,rise in infectious diseases,request-49-2-4
climate change,changes in precipitation patterns,request-49-3-0
changes in precipitation patterns,droughts,request-49-3-1
droughts,food insecurity,request-49-3-2
food insecurity,malnutrition,request-49-3-3
malnutrition,increased susceptibility to infectious diseases,request-49-3-4
increased susceptibility to infectious diseases,rise in infectious diseases,request-49-3-5
climate change,ocean acidification,request-49-4-0
ocean acidification,marine ecosystem collapse,request-49-4-1
marine ecosystem collapse,loss of biodiversity,request-49-4-2
loss of biodiversity,imbalance in disease regulation,request-49-4-3
imbalance in disease regulation,rise in infectious diseases,request-49-4-4
climate change,increased temperatures,request-49-5-0
increased temperatures,increased vector reproduction rates,request-49-5-1
increased vector reproduction rates,higher transmission rates,request-49-5-2
higher transmission rates,rise in infectious diseases,request-49-5-3
climate change,changes in wildlife habitats,request-49-6-0
changes in wildlife habitats,increased human-wildlife interactions,request-49-6-1
increased human-wildlife interactions,zoonotic disease spillover,request-49-6-2
zoonotic disease spillover,rise in infectious diseases,request-49-6-3
capitalism,industrialization,request-50-0-0
industrialization,increased fossil fuel consumption,request-50-0-1
increased fossil fuel consumption,greenhouse gas emissions,request-50-0-2
greenhouse gas emissions,global warming,request-50-0-3
global warming,climate change,request-50-0-4
capitalism,consumerism,request-50-1-0
consumerism,overproduction,request-50-1-1
overproduction,resource depletion,request-50-1-2
resource depletion,environmental degradation,request-50-1-3
environmental degradation,climate change,request-50-1-4
capitalism,market competition,request-50-2-0
market competition,cost-cutting measures,request-50-2-1
cost-cutting measures,reduced environmental regulations,request-50-2-2
reduced environmental regulations,increased pollution,request-50-2-3
increased pollution,climate change,request-50-2-4
capitalism,economic growth prioritization,request-50-3-0
economic growth prioritization,deforestation,request-50-3-1
deforestation,loss of carbon sinks,request-50-3-2
loss of carbon sinks,enhanced greenhouse effect,request-50-3-3
enhanced greenhouse effect,climate change,request-50-3-4
capitalism,technological advancement,request-50-4-0
technological advancement,increased energy use,request-50-4-1
increased energy use,higher carbon footprint,request-50-4-2
higher carbon footprint,climate change,request-50-4-3
capitalism,global trade expansion,request-50-5-0
global trade expansion,transportation emissions,request-50-5-1
transportation emissions,air pollution,request-50-5-2
air pollution,climate change,request-50-5-3
capitalism,investment in non-renewable resources,request-50-6-0
investment in non-renewable resources,extraction and processing emissions,request-50-6-1
extraction and processing emissions,atmospheric pollution,request-50-6-2
atmospheric pollution,climate change,request-50-6-3
capitalism,profit maximization,request-50-7-0
profit maximization,neglect of sustainable practices,request-50-7-1
neglect of sustainable practices,ecosystem disruption,request-50-7-2
ecosystem disruption,climate change,request-50-7-3
capitalism,advertising and media influence,request-50-8-0
advertising and media influence,increased consumption habits,request-50-8-1
increased consumption habits,greater waste production,request-50-8-2
greater waste production,climate change,request-50-8-3
capitalism,financial incentives for fossil fuels,request-50-9-0
financial incentives for fossil fuels,expansion of energy infrastructure,request-50-9-1
expansion of energy infrastructure,higher greenhouse gas levels,request-50-9-2
higher greenhouse gas levels,climate change,request-50-9-3
capitalism,industrialization,request-51-0-0
industrialization,urbanization,request-51-0-1
urbanization,high population density,request-51-0-2
high population density,increased transmission opportunities,request-51-0-3
increased transmission opportunities,rise in infectious diseases,request-51-0-4
capitalism,global trade expansion,request-51-1-0
global trade expansion,increased international travel,request-51-1-1
increased international travel,enhanced disease transmission,request-51-1-2
enhanced disease transmission,rise in infectious diseases,request-51-1-3
capitalism,environmental degradation,request-51-2-0
environmental degradation,habitat destruction,request-51-2-1
habitat destruction,zoonotic disease spillover,request-51-2-2
zoonotic disease spillover,rise in infectious diseases,request-51-2-3
capitalism,intensification of agriculture,request-51-3-0
intensification of agriculture,industrial farming practices,request-51-3-1
industrial farming practices,higher pathogen reservoirs,request-51-3-2
higher pathogen reservoirs,rise in infectious diseases,request-51-3-3
capitalism,social inequality,request-51-4-0
social inequality,limited access to healthcare,request-51-4-1
limited access to healthcare,poor disease management,request-51-4-2
poor disease management,rise in infectious diseases,request-51-4-3
melting of glaciers,rising sea levels,request-52-0-0
rising sea levels,coastal flooding,request-52-0-1
coastal flooding,damage to infrastructure,request-52-0-2
damage to infrastructure,risk to arctic infrastructure,request-52-0-3
melting of glaciers,increased permafrost thawing,request-52-1-0
increased permafrost thawing,ground instability,request-52-1-1
ground instability,structural damage,request-52-1-2
structural damage,risk to arctic infrastructure,request-52-1-3
melting of glaciers,changes in freshwater supply,request-52-2-0
changes in freshwater supply,ecosystem disruption,request-52-2-1
ecosystem disruption,impact on infrastructure resilience,request-52-2-2
impact on infrastructure resilience,risk to arctic infrastructure,request-52-2-3
melting of glaciers,altered albedo effect,request-52-3-0
altered albedo effect,increased local temperatures,request-52-3-1
increased local temperatures,stress on infrastructure,request-52-3-2
stress on infrastructure,risk to arctic infrastructure,request-52-3-3
melting of glaciers,increased sediment runoff,request-52-4-0
increased sediment runoff,waterway siltation,request-52-4-1
waterway siltation,navigational hazards,request-52-4-2
navigational hazards,risk to arctic infrastructure,request-52-4-3
release of carbon,increased atmospheric carbon dioxide,request-53-0-0
increased atmospheric carbon dioxide,enhanced greenhouse effect,request-53-0-1
enhanced greenhouse effect,rise in global temperatures,request-53-0-2
rise in global temperatures,global warming,request-53-0-3
release of carbon,emissions from fossil fuel combustion,request-53-1-0
emissions from fossil fuel combustion,accumulation of greenhouse gases,request-53-1-1
accumulation of greenhouse gases,increased heat retention in the atmosphere,request-53-1-2
increased heat retention in the atmosphere,global warming,request-53-1-3
release of carbon,industrial emissions increase,request-53-2-0
industrial emissions increase,higher concentrations of greenhouse gases,request-53-2-1
higher concentrations of greenhouse gases,disruption of earth's energy balance,request-53-2-2
disruption of earth's energy balance,global warming,request-53-2-3
release of carbon,deforestation and land use changes,request-53-3-0
deforestation and land use changes,reduced carbon sequestration,request-53-3-1
reduced carbon sequestration,elevated atmospheric co2 levels,request-53-3-2
elevated atmospheric co2 levels,global warming,request-53-3-3
release of carbon,increased methane emissions,request-53-4-0
increased methane emissions,amplified greenhouse effect,request-53-4-1
amplified greenhouse effect,higher global temperatures,request-53-4-2
higher global temperatures,global warming,request-53-4-3
release of carbon,emission of carbon dioxide,request-54-0-0
emission of carbon dioxide,increase in atmospheric greenhouse gases,request-54-0-1
increase in atmospheric greenhouse gases,enhanced greenhouse effect,request-54-0-2
enhanced greenhouse effect,global warming,request-54-0-3
release of carbon,release of carbon compounds,request-54-1-0
release of carbon compounds,disruption of carbon cycle,request-54-1-1
disruption of carbon cycle,higher levels of greenhouse gases,request-54-1-2
higher levels of greenhouse gases,global warming,request-54-1-3
release of carbon,increased heat absorption by atmosphere,request-54-2-0
increased heat absorption by atmosphere,rise in global temperatures,request-54-2-1
rise in global temperatures,global warming,request-54-2-2
release of carbon,accumulation of greenhouse gases,request-54-3-0
accumulation of greenhouse gases,strengthening of greenhouse insulation,request-54-3-1
strengthening of greenhouse insulation,global warming,request-54-3-2
climate change,melting of polar ice,request-55-0-0
melting of polar ice,access to previously inaccessible oil and gas reserves,request-55-0-1
access to previously inaccessible oil and gas reserves,"economic opportunities tied to oil, gas and mineral resources",request-55-0-2
climate change,increased frequency of extreme weather events,request-55-1-0
increased frequency of extreme weather events,need for rebuilding and infrastructure development,request-55-1-1
need for rebuilding and infrastructure development,demand for minerals and construction materials,request-55-1-2
demand for minerals and construction materials,"economic opportunities tied to oil, gas and mineral resources",request-55-1-3
climate change,policy shifts towards carbon capture and storage,request-55-2-0
policy shifts towards carbon capture and storage,development of mineral resources for carbon sequestration technologies,request-55-2-1
development of mineral resources for carbon sequestration technologies,"economic opportunities tied to oil, gas and mineral resources",request-55-2-2
climate change,shifts in global energy markets,request-55-3-0
shifts in global energy markets,"investment in oil, gas, and mineral industries to meet changing demands",request-55-3-1
"investment in oil, gas, and mineral industries to meet changing demands","economic opportunities tied to oil, gas and mineral resources",request-55-3-2
climate change,rising global temperatures,request-55-4-0
rising global temperatures,increased energy demand for cooling,request-55-4-1
increased energy demand for cooling,expansion of energy production facilities,request-55-4-2
expansion of energy production facilities,"economic opportunities tied to oil, gas and mineral resources",request-55-4-3
climate change,rising global temperatures,request-56-0-0
rising global temperatures,melting polar ice,request-56-0-1
melting polar ice,reduction of sea ice,request-56-0-2
reduction of sea ice,opening of arctic shipping lanes,request-56-0-3
opening of arctic shipping lanes,accessible shipping routes,request-56-0-4
climate change,increased atmospheric temperatures,request-56-1-0
increased atmospheric temperatures,thawing of glaciers,request-56-1-1
thawing of glaciers,lower sea ice barriers,request-56-1-2
lower sea ice barriers,creation of new maritime pathways,request-56-1-3
creation of new maritime pathways,accessible shipping routes,request-56-1-4
climate change,ocean warming,request-56-2-0
ocean warming,decrease in sea ice thickness,request-56-2-1
decrease in sea ice thickness,expansion of navigable waters,request-56-2-2
expansion of navigable waters,establishment of arctic routes,request-56-2-3
establishment of arctic routes,accessible shipping routes,request-56-2-4
climate change,accelerated ice shelf melting,request-56-3-0
accelerated ice shelf melting,increased availability of open water,request-56-3-1
increased availability of open water,development of northern sea routes,request-56-3-2
development of northern sea routes,accessible shipping routes,request-56-3-3
climate change,enhanced greenhouse effect,request-56-4-0
enhanced greenhouse effect,continued ice cap reduction,request-56-4-1
continued ice cap reduction,widening of shipping corridors,request-56-4-2
widening of shipping corridors,accessible shipping routes,request-56-4-3
cutting emissions,reduced industrial output,request-57-0-0
reduced industrial output,economic slowdown,request-57-0-1
economic slowdown,decreased investment in renewable energy,request-57-0-2
decreased investment in renewable energy,continued fossil fuel usage,request-57-0-3
continued fossil fuel usage,rise in global temperatures,request-57-0-4
cutting emissions,shift to inefficient renewable technologies,request-57-1-0
shift to inefficient renewable technologies,increased energy consumption,request-57-1-1
increased energy consumption,higher greenhouse gas emissions,request-57-1-2
higher greenhouse gas emissions,rise in global temperatures,request-57-1-3
cutting emissions,reduced carbon pricing revenues,request-57-2-0
reduced carbon pricing revenues,insufficient funding for climate projects,request-57-2-1
insufficient funding for climate projects,increased fossil fuel reliance,request-57-2-2
increased fossil fuel reliance,rise in global temperatures,request-57-2-3
cutting emissions,public resistance to policy changes,request-57-3-0
public resistance to policy changes,loopholes in emissions regulations,request-57-3-1
loopholes in emissions regulations,increased emissions from non-compliant entities,request-57-3-2
increased emissions from non-compliant entities,rise in global temperatures,request-57-3-3
burning fossil fuels,emission of greenhouse gases,request-58-0-0
emission of greenhouse gases,increased atmospheric co₂ levels,request-58-0-1
increased atmospheric co₂ levels,enhanced greenhouse effect,request-58-0-2
enhanced greenhouse effect,climate change,request-58-0-3
deforestation,reduction in carbon sinks,request-58-1-0
reduction in carbon sinks,increased atmospheric co₂,request-58-1-1
increased atmospheric co₂,enhanced greenhouse effect,request-58-1-2
enhanced greenhouse effect,climate change,request-58-1-3
industrial processes,release of pollutants and greenhouse gases,request-58-2-0
release of pollutants and greenhouse gases,altered atmospheric composition,request-58-2-1
altered atmospheric composition,enhanced greenhouse effect,request-58-2-2
enhanced greenhouse effect,climate change,request-58-2-3
agriculture,methane emissions from livestock,request-58-3-0
methane emissions from livestock,increased greenhouse gas concentrations,request-58-3-1
increased greenhouse gas concentrations,enhanced greenhouse effect,request-58-3-2
enhanced greenhouse effect,climate change,request-58-3-3
transportation,increased fossil fuel consumption,request-58-4-0
increased fossil fuel consumption,higher greenhouse gas emissions,request-58-4-1
higher greenhouse gas emissions,enhanced greenhouse effect,request-58-4-2
enhanced greenhouse effect,climate change,request-58-4-3
urbanization,increased energy demand,request-58-5-0
increased energy demand,higher emissions from energy production,request-58-5-1
higher emissions from energy production,enhanced greenhouse effect,request-58-5-2
enhanced greenhouse effect,climate change,request-58-5-3
waste management issues,methane emissions from landfills,request-58-6-0
methane emissions from landfills,increased greenhouse gas concentrations,request-58-6-1
increased greenhouse gas concentrations,enhanced greenhouse effect,request-58-6-2
enhanced greenhouse effect,climate change,request-58-6-3
energy production from coal,high co₂ emissions,request-58-7-0
high co₂ emissions,enhanced greenhouse effect,request-58-7-1
enhanced greenhouse effect,climate change,request-58-7-2
use of synthetic fertilizers,nitrous oxide emissions,request-58-8-0
nitrous oxide emissions,increased greenhouse gas concentrations,request-58-8-1
increased greenhouse gas concentrations,enhanced greenhouse effect,request-58-8-2
enhanced greenhouse effect,climate change,request-58-8-3
increase in forest fires,destruction of trees,request-59-0-0
destruction of trees,loss of forests,request-59-0-1
increase in forest fires,reduction in vegetation cover,request-59-1-0
reduction in vegetation cover,loss of forests,request-59-1-1
increase in forest fires,loss of wildlife habitat,request-59-2-0
loss of wildlife habitat,loss of forests,request-59-2-1
increase in forest fires,soil degradation,request-59-3-0
soil degradation,loss of forests,request-59-3-1
increase in forest fires,decreased carbon sequestration,request-59-4-0
decreased carbon sequestration,loss of forests,request-59-4-1
increase in forest fires,altered ecosystem balance,request-59-5-0
altered ecosystem balance,loss of forests,request-59-5-1
increase in forest fires,destruction of wildlife habitats,request-60-0-0
destruction of wildlife habitats,decline in native species,request-60-0-1
decline in native species,loss of biodiversity,request-60-0-2
increase in forest fires,reduction of vegetation cover,request-60-1-0
reduction of vegetation cover,soil erosion,request-60-1-1
soil erosion,degradation of ecosystems,request-60-1-2
degradation of ecosystems,loss of biodiversity,request-60-1-3
increase in forest fires,release of pollutants and toxins,request-60-2-0
release of pollutants and toxins,health deterioration of plant and animal species,request-60-2-1
health deterioration of plant and animal species,loss of biodiversity,request-60-2-2
increase in forest fires,alteration of local climate conditions,request-60-3-0
alteration of local climate conditions,disruption of ecological balance,request-60-3-1
disruption of ecological balance,loss of biodiversity,request-60-3-2
increase in forest fires,loss of vegetation,request-61-0-0
loss of vegetation,increased soil erosion,request-61-0-1
increased soil erosion,weaken of soil health,request-61-0-2
increase in forest fires,removal of organic matter,request-61-1-0
removal of organic matter,reduced nutrient cycling,request-61-1-1
reduced nutrient cycling,weaken of soil health,request-61-1-2
increase in forest fires,compaction of soil,request-61-2-0
compaction of soil,reduced water infiltration,request-61-2-1
reduced water infiltration,weaken of soil health,request-61-2-2
increase in forest fires,altered soil structure,request-61-3-0
altered soil structure,decreased microbial activity,request-61-3-1
decreased microbial activity,weaken of soil health,request-61-3-2
increase in forest fires,increased ash deposition,request-61-4-0
increased ash deposition,soil ph imbalance,request-61-4-1
soil ph imbalance,weaken of soil health,request-61-4-2
increase in forest fires,habitat destruction,request-61-5-0
habitat destruction,loss of plant diversity,request-61-5-1
loss of plant diversity,weaken of soil health,request-61-5-2
increase in forest fires,air pollution,request-62-0-0
air pollution,climate change acceleration,request-62-0-1
climate change acceleration,environmental threats,request-62-0-2
increase in forest fires,loss of vegetation,request-62-1-0
loss of vegetation,soil erosion,request-62-1-1
soil erosion,environmental threats,request-62-1-2
increase in forest fires,release of greenhouse gases,request-62-2-0
release of greenhouse gases,global warming,request-62-2-1
global warming,environmental threats,request-62-2-2
increase in forest fires,destruction of habitats,request-62-3-0
destruction of habitats,loss of biodiversity,request-62-3-1
loss of biodiversity,environmental threats,request-62-3-2
increase in forest fires,smoke dissemination,request-62-4-0
smoke dissemination,ecosystem disruption,request-62-4-1
ecosystem disruption,environmental threats,request-62-4-2
increase in forest fires,release of carbon dioxide,request-63-0-0
release of carbon dioxide,accumulation of greenhouse gases,request-63-0-1
accumulation of greenhouse gases,global warming,request-63-0-2
increase in forest fires,destruction of trees,request-63-1-0
destruction of trees,reduced carbon sequestration,request-63-1-1
reduced carbon sequestration,increase in atmospheric co₂,request-63-1-2
increase in atmospheric co₂,global warming,request-63-1-3
increase in forest fires,emission of black carbon,request-63-2-0
emission of black carbon,atmospheric warming,request-63-2-1
atmospheric warming,global warming,request-63-2-2
increase in forest fires,loss of vegetation cover,request-63-3-0
loss of vegetation cover,soil degradation,request-63-3-1
soil degradation,increased carbon emissions,request-63-3-2
increased carbon emissions,global warming,request-63-3-3
increase in forest fires,release of methane,request-63-4-0
release of methane,enhanced greenhouse effect,request-63-4-1
enhanced greenhouse effect,global warming,request-63-4-2
overpopulation,increased energy consumption,request-64-0-0
increased energy consumption,fossil fuel burning,request-64-0-1
fossil fuel burning,greenhouse gas emissions,request-64-0-2
greenhouse gas emissions,climate catastrophe,request-64-0-3
overpopulation,urban expansion,request-64-1-0
urban expansion,deforestation,request-64-1-1
deforestation,reduced carbon sequestration,request-64-1-2
reduced carbon sequestration,climate catastrophe,request-64-1-3
overpopulation,agricultural intensification,request-64-2-0
agricultural intensification,soil degradation,request-64-2-1
soil degradation,increased carbon emissions,request-64-2-2
increased carbon emissions,climate catastrophe,request-64-2-3
overpopulation,industrial growth,request-64-3-0
industrial growth,air pollution,request-64-3-1
air pollution,global warming,request-64-3-2
global warming,climate catastrophe,request-64-3-3
overpopulation,increased waste production,request-64-4-0
increased waste production,methane emissions,request-64-4-1
methane emissions,greenhouse gas accumulation,request-64-4-2
greenhouse gas accumulation,climate catastrophe,request-64-4-3
coal-fired plants emit carbon dioxide,carbon dioxide accumulates in the atmosphere,request-65-0-0
carbon dioxide accumulates in the atmosphere,atmospheric circulation disperses carbon dioxide,request-65-0-1
atmospheric circulation disperses carbon dioxide,carbon dioxide dissipates into the environment,request-65-0-2
coal-fired plants burn fossil fuels,combustion releases carbon dioxide,request-65-1-0
combustion releases carbon dioxide,carbon dioxide spreads through the air,request-65-1-1
carbon dioxide spreads through the air,carbon dioxide dissipates globally,request-65-1-2
coal-fired plants produce emissions,emissions contain carbon dioxide,request-65-2-0
emissions contain carbon dioxide,carbon dioxide diffuses in the atmosphere,request-65-2-1
carbon dioxide diffuses in the atmosphere,carbon dioxide dissipates into surrounding areas,request-65-2-2
coal-fired plants,combustion of coal,request-66-0-0
combustion of coal,generation of heat,request-66-0-1
generation of heat,dissipation of heat,request-66-0-2
coal-fired plants,burning of fossil fuels,request-66-1-0
burning of fossil fuels,production of thermal energy,request-66-1-1
production of thermal energy,dissipation of heat,request-66-1-2
coal-fired plants,operation of power generation,request-66-2-0
operation of power generation,release of heat energy,request-66-2-1
release of heat energy,dissipation of heat,request-66-2-2
coal-fired plants,fuel combustion,request-66-3-0
fuel combustion,heat creation,request-66-3-1
heat creation,dissipation of heat,request-66-3-2
climate change,increased global temperatures,request-67-0-0
increased global temperatures,melting of polar ice caps,request-67-0-1
melting of polar ice caps,rising sea levels,request-67-0-2
rising sea levels,coastal flooding,request-67-0-3
climate change,altered precipitation patterns,request-67-1-0
altered precipitation patterns,increased heavy rainfall events,request-67-1-1
increased heavy rainfall events,river overflow,request-67-1-2
river overflow,flooding,request-67-1-3
climate change,higher sea surface temperatures,request-67-2-0
higher sea surface temperatures,more intense hurricanes,request-67-2-1
more intense hurricanes,storm surges,request-67-2-2
storm surges,flooding,request-67-2-3
climate change,deforestation and land degradation,request-67-3-0
deforestation and land degradation,reduced water absorption by soil,request-67-3-1
reduced water absorption by soil,increased surface runoff,request-67-3-2
increased surface runoff,flooding,request-67-3-3
climate change,warmer air holds more moisture,request-67-4-0
warmer air holds more moisture,enhanced evaporation rates,request-67-4-1
enhanced evaporation rates,extreme precipitation,request-67-4-2
extreme precipitation,flooding,request-67-4-3
natural cycles,solar radiation variation,request-68-0-0
solar radiation variation,atmospheric temperature increase,request-68-0-1
atmospheric temperature increase,warming,request-68-0-2
natural cycles,ocean current alterations,request-68-1-0
ocean current alterations,heat distribution changes,request-68-1-1
heat distribution changes,atmospheric warming,request-68-1-2
natural cycles,volcanic activity bursts,request-68-2-0
volcanic activity bursts,greenhouse gas emissions,request-68-2-1
greenhouse gas emissions,enhanced greenhouse effect,request-68-2-2
enhanced greenhouse effect,warming,request-68-2-3
natural cycles,el niño events,request-68-3-0
el niño events,global temperature rise,request-68-3-1
global temperature rise,warming,request-68-3-2
natural cycles,orbital variations,request-68-4-0
orbital variations,solar energy distribution shifts,request-68-4-1
solar energy distribution shifts,climate change,request-68-4-2
climate change,warming,request-68-4-3
natural cycles,vegetation changes,request-68-5-0
vegetation changes,albedo modification,request-68-5-1
albedo modification,radiative balance disruption,request-68-5-2
radiative balance disruption,warming,request-68-5-3
co2 emissions,increased atmospheric co2 concentration,request-69-0-0
increased atmospheric co2 concentration,enhanced greenhouse effect,request-69-0-1
enhanced greenhouse effect,trapped heat energy,request-69-0-2
trapped heat energy,global warming,request-69-0-3
co2 emissions,fossil fuel combustion,request-69-1-0
fossil fuel combustion,carbon dioxide release,request-69-1-1
carbon dioxide release,greenhouse gas accumulation,request-69-1-2
greenhouse gas accumulation,rising global temperatures,request-69-1-3
rising global temperatures,warming,request-69-1-4
