cause,effect,custom_id
photosynthesis,glucose production,request-38-3-4
glucose production,oxygen release,request-38-3-5
plants,stomata opening,request-38-4-0
stomata opening,carbon dioxide absorption,request-38-4-1
carbon dioxide absorption,photosynthesis,request-38-4-2
photosynthesis,glucose production,request-38-4-3
glucose production,oxygen release,request-38-4-4
fumigation,pesticide release,request-39-0-0
pesticide release,soil contamination,request-39-0-1
soil contamination,microbial disruption,request-39-0-2
microbial disruption,decomposition slowdown,request-39-0-3
decomposition slowdown,organic matter accumulation,request-39-0-4
organic matter accumulation,anaerobic conditions,request-39-0-5
anaerobic conditions,methane production,request-39-0-6
methane production,increase in co2,request-39-0-7
fumigation,pesticide release,request-39-1-0
pesticide release,plant damage,request-39-1-1
plant damage,reduced photosynthesis,request-39-1-2
reduced photosynthesis,decreased oxygen production,request-39-1-3
decreased oxygen production,increased respiration,request-39-1-4
increased respiration,increase in co2,request-39-1-5
fumigation,pesticide release,request-39-2-0
pesticide release,soil aeration reduction,request-39-2-1
soil aeration reduction,root system damage,request-39-2-2
root system damage,plant water stress,request-39-2-3
plant water stress,increased respiration,request-39-2-4
increased respiration,increase in co2,request-39-2-5
fumigation,pesticide release,request-39-3-0
pesticide release,microbial death,request-39-3-1
microbial death,nutrient imbalance,request-39-3-2
nutrient imbalance,soil acidification,request-39-3-3
soil acidification,increased microbial respiration,request-39-3-4
increased microbial respiration,increase in co2,request-39-3-5
fumigation,pesticide release,request-39-4-0
pesticide release,insect population decline,request-39-4-1
insect population decline,ecosystem disruption,request-39-4-2
ecosystem disruption,decomposition slowdown,request-39-4-3
decomposition slowdown,organic matter accumulation,request-39-4-4
organic matter accumulation,anaerobic conditions,request-39-4-5
anaerobic conditions,methane production,request-39-4-6
methane production,increase in co2,request-39-4-7
increase in co2,rise in atmospheric co2 concentration,request-40-0-0
rise in atmospheric co2 concentration,enhanced greenhouse effect,request-40-0-1
enhanced greenhouse effect,increase in global temperatures,request-40-0-2
increase in global temperatures,change in climate patterns,request-40-0-3
change in climate patterns,increase in photosynthesis,request-40-0-4
increase in co2,rise in atmospheric co2 concentration,request-40-1-0
rise in atmospheric co2 concentration,stimulation of plant growth,request-40-1-1
stimulation of plant growth,increase in plant biomass,request-40-1-2
increase in plant biomass,increase in photosynthesis,request-40-1-3
increase in co2,rise in atmospheric co2 concentration,request-40-2-0
rise in atmospheric co2 concentration,increased availability of co2 for plants,request-40-2-1
increased availability of co2 for plants,boost in plant metabolism,request-40-2-2
boost in plant metabolism,increase in photosynthesis,request-40-2-3
increase in co2,rise in atmospheric co2 concentration,request-40-3-0
rise in atmospheric co2 concentration,favorable conditions for plant growth,request-40-3-1
favorable conditions for plant growth,increased plant water use efficiency,request-40-3-2
increased plant water use efficiency,increase in photosynthesis,request-40-3-3
increase in co2,rise in atmospheric co2 concentration,request-40-4-0
rise in atmospheric co2 concentration,reduced photorespiration,request-40-4-1
reduced photorespiration,increased rubisco activity,request-40-4-2
increased rubisco activity,increase in photosynthesis,request-40-4-3
increase in photosynthesis,increase in glucose production,request-41-0-0
increase in glucose production,increase in energy availability,request-41-0-1
increase in energy availability,increase in biomass,request-41-0-2
increase in photosynthesis,increase in carbon fixation,request-41-1-0
increase in carbon fixation,increase in organic compound synthesis,request-41-1-1
increase in organic compound synthesis,increase in biomass,request-41-1-2
increase in photosynthesis,increase in atp production,request-41-2-0
increase in atp production,increase in cellular metabolism,request-41-2-1
increase in cellular metabolism,increase in biomass,request-41-2-2
increase in photosynthesis,increase in oxygen production,request-41-3-0
increase in oxygen production,increase in aerobic respiration,request-41-3-1
increase in aerobic respiration,increase in energy availability,request-41-3-2
increase in energy availability,increase in biomass,request-41-3-3
increase in photosynthesis,increase in nutrient uptake,request-41-4-0
increase in nutrient uptake,increase in nutrient availability,request-41-4-1
increase in nutrient availability,increase in biomass,request-41-4-2
natural greenhouse effect,trapping of heat by greenhouse gases,request-42-0-0
trapping of heat by greenhouse gases,increased global temperatures,request-42-0-1
increased global temperatures,melting of polar ice caps,request-42-0-2
melting of polar ice caps,increased surface albedo,request-42-0-3
increased surface albedo,reflection of solar radiation back into space,request-42-0-4
natural greenhouse effect,trapping of heat by greenhouse gases,request-42-1-0
trapping of heat by greenhouse gases,warmer atmosphere,request-42-1-1
warmer atmosphere,more water evaporation,request-42-1-2
more water evaporation,increased cloud formation,request-42-1-3
increased cloud formation,clouds reflecting solar radiation,request-42-1-4
clouds reflecting solar radiation,reflection of solar radiation back into space,request-42-1-5
natural greenhouse effect,trapping of heat by greenhouse gases,request-42-2-0
trapping of heat by greenhouse gases,warmer oceans,request-42-2-1
warmer oceans,phytoplankton growth,request-42-2-2
phytoplankton growth,increased oceanic albedo,request-42-2-3
increased oceanic albedo,reflection of solar radiation back into space,request-42-2-4
natural greenhouse effect,trapping of heat by greenhouse gases,request-42-3-0
trapping of heat by greenhouse gases,warmer atmosphere,request-42-3-1
warmer atmosphere,changes in atmospheric circulation,request-42-3-2
changes in atmospheric circulation,increased aerosol presence,request-42-3-3
increased aerosol presence,aerosols reflecting solar radiation,request-42-3-4
aerosols reflecting solar radiation,reflection of solar radiation back into space,request-42-3-5
excess of co2,deforestation,request-43-0-0
deforestation,less carbon absorption,request-43-0-1
less carbon absorption,increase in co2,request-43-0-2
excess of co2,burning of fossil fuels,request-43-1-0
burning of fossil fuels,release of stored carbon,request-43-1-1
release of stored carbon,increase in co2,request-43-1-2
excess of co2,industrial processes,request-43-2-0
industrial processes,emission of greenhouse gases,request-43-2-1
emission of greenhouse gases,increase in co2,request-43-2-2
excess of co2,agricultural activities,request-43-3-0
agricultural activities,soil degradation,request-43-3-1
soil degradation,less carbon sequestration,request-43-3-2
less carbon sequestration,increase in co2,request-43-3-3
excess of co2,population growth,request-43-4-0
population growth,increased energy demand,request-43-4-1
increased energy demand,burning of fossil fuels,request-43-4-2
burning of fossil fuels,increase in co2,request-43-4-3
increase in co2,,request-43-4-4
increase in co2,trapping of heat in the atmosphere,request-44-0-0
trapping of heat in the atmosphere,rise in earth's average temperature,request-44-0-1
rise in earth's average temperature,global warming,request-44-0-2
increase in co2,enhanced greenhouse effect,request-44-1-0
enhanced greenhouse effect,trapping of heat in the atmosphere,request-44-1-1
trapping of heat in the atmosphere,rise in earth's average temperature,request-44-1-2
rise in earth's average temperature,global warming,request-44-1-3
increase in co2,absorption of infrared radiation,request-44-2-0
absorption of infrared radiation,trapping of heat in the atmosphere,request-44-2-1
trapping of heat in the atmosphere,rise in earth's average temperature,request-44-2-2
rise in earth's average temperature,global warming,request-44-2-3
increase in co2,reduction of earth's albedo,request-44-3-0
reduction of earth's albedo,increased absorption of solar radiation,request-44-3-1
increased absorption of solar radiation,rise in earth's average temperature,request-44-3-2
rise in earth's average temperature,global warming,request-44-3-3
increase in co2,disruption of ocean's carbon cycle,request-44-4-0
disruption of ocean's carbon cycle,decreased ability to absorb co2,request-44-4-1
decreased ability to absorb co2,increased atmospheric co2 concentration,request-44-4-2
increased atmospheric co2 concentration,trapping of heat in the atmosphere,request-44-4-3
trapping of heat in the atmosphere,rise in earth's average temperature,request-44-4-4
rise in earth's average temperature,global warming,request-44-4-5
increase in co2,melting of arctic ice,request-44-5-0
melting of arctic ice,decreased albedo,request-44-5-1
decreased albedo,increased absorption of solar radiation,request-44-5-2
increased absorption of solar radiation,rise in earth's average temperature,request-44-5-3
rise in earth's average temperature,global warming,request-44-5-4
increase in co2,absorption of co2 by oceans,request-45-0-0
absorption of co2 by oceans,increase in hydrogen ions in ocean water,request-45-0-1
increase in hydrogen ions in ocean water,ocean acidification,request-45-0-2
increase in co2,rise in atmospheric co2 concentration,request-45-1-0
rise in atmospheric co2 concentration,increase in co2 absorption by ocean surface,request-45-1-1
increase in co2 absorption by ocean surface,increase in hydrogen ions in ocean water,request-45-1-2
increase in hydrogen ions in ocean water,ocean acidification,request-45-1-3
increase in co2,enhanced greenhouse effect,request-45-2-0
enhanced greenhouse effect,rise in global temperatures,request-45-2-1
rise in global temperatures,increase in ocean temperatures,request-45-2-2
increase in ocean temperatures,increase in co2 solubility in ocean water,request-45-2-3
increase in co2 solubility in ocean water,increase in hydrogen ions in ocean water,request-45-2-4
increase in hydrogen ions in ocean water,ocean acidification,request-45-2-5
increase in co2,rise in atmospheric co2 concentration,request-45-3-0
rise in atmospheric co2 concentration,decrease in ph of ocean water,request-45-3-1
decrease in ph of ocean water,increase in hydrogen ions in ocean water,request-45-3-2
increase in hydrogen ions in ocean water,ocean acidification,request-45-3-3
human activity,burning fossil fuels,request-46-0-0
burning fossil fuels,releasing carbon dioxide,request-46-0-1
releasing carbon dioxide,co2,request-46-0-2
human activity,deforestation,request-46-1-0
deforestation,decomposition of organic matter,request-46-1-1
decomposition of organic matter,releasing carbon dioxide,request-46-1-2
releasing carbon dioxide,co2,request-46-1-3
human activity,agriculture,request-46-2-0
agriculture,soil erosion,request-46-2-1
soil erosion,decomposition of organic matter,request-46-2-2
decomposition of organic matter,releasing carbon dioxide,request-46-2-3
releasing carbon dioxide,co2,request-46-2-4
human activity,industrial processes,request-46-3-0
industrial processes,burning fossil fuels,request-46-3-1
burning fossil fuels,releasing carbon dioxide,request-46-3-2
releasing carbon dioxide,co2,request-46-3-3
human activity,transportation,request-46-4-0
transportation,burning fossil fuels,request-46-4-1
burning fossil fuels,releasing carbon dioxide,request-46-4-2
releasing carbon dioxide,co2,request-46-4-3
human activity,land use changes,request-46-5-0
land use changes,deforestation,request-46-5-1
deforestation,decomposition of organic matter,request-46-5-2
decomposition of organic matter,releasing carbon dioxide,request-46-5-3
releasing carbon dioxide,co2,request-46-5-4
human activity,energy production,request-46-6-0
energy production,burning fossil fuels,request-46-6-1
burning fossil fuels,releasing carbon dioxide,request-46-6-2
releasing carbon dioxide,co2,request-46-6-3
human activity,waste management,request-46-7-0
waste management,decomposition of organic waste,request-46-7-1
decomposition of organic waste,releasing carbon dioxide,request-46-7-2
releasing carbon dioxide,co2,request-46-7-3
increase in co2,warmer temperatures,request-47-0-0
warmer temperatures,increased evaporation,request-47-0-1
increased evaporation,more rainfall,request-47-0-2
more rainfall,lush forests,request-47-0-3
increase in co2,warmer temperatures,request-47-1-0
warmer temperatures,longer growing seasons,request-47-1-1
longer growing seasons,increased plant growth,request-47-1-2
increased plant growth,lush forests,request-47-1-3
increase in co2,warmer temperatures,request-47-2-0
warmer temperatures,thawing of permafrost,request-47-2-1
thawing of permafrost,release of nutrients,request-47-2-2
release of nutrients,lush forests,request-47-2-3
increase in co2,increased photosynthesis,request-47-3-0
increased photosynthesis,faster plant growth,request-47-3-1
faster plant growth,lush forests,request-47-3-2
increase in co2,warmer temperatures,request-47-4-0
warmer temperatures,changes in precipitation patterns,request-47-4-1
changes in precipitation patterns,increased water availability,request-47-4-2
increased water availability,lush forests,request-47-4-3
modern wars,environmental degradation,request-48-0-0
environmental degradation,rising sea levels,request-48-0-1
rising sea levels,coastal erosion,request-48-0-2
coastal erosion,sinking,request-48-0-3
modern wars,oil spills,request-48-1-0
oil spills,marine pollution,request-48-1-1
marine pollution,weakened ship hulls,request-48-1-2
weakened ship hulls,sinking,request-48-1-3
modern wars,naval battles,request-48-2-0
naval battles,ship damage,request-48-2-1
ship damage,sinking,request-48-2-2
modern wars,climate change,request-48-3-0
climate change,extreme weather events,request-48-3-1
extreme weather events,storm surges,request-48-3-2
storm surges,sinking,request-48-3-3
modern wars,economic instability,request-48-4-0
economic instability,reduced investment in infrastructure,request-48-4-1
reduced investment in infrastructure,poorly maintained ships,request-48-4-2
poorly maintained ships,sinking,request-48-4-3
climate change,increased temperatures,request-49-0-0
increased temperatures,changes in precipitation patterns,request-49-0-1
changes in precipitation patterns,expansion of mosquito habitats,request-49-0-2
expansion of mosquito habitats,increased mosquito populations,request-49-0-3
increased mosquito populations,rise in infectious diseases,request-49-0-4
climate change,warmer ocean temperatures,request-49-1-0
warmer ocean temperatures,coral bleaching,request-49-1-1
coral bleaching,disruption of marine ecosystems,request-49-1-2
disruption of marine ecosystems,changes in vector populations,request-49-1-3
changes in vector populations,rise in infectious diseases,request-49-1-4
climate change,changes in weather patterns,request-49-2-0
changes in weather patterns,increased frequency of natural disasters,request-49-2-1
increased frequency of natural disasters,displacement of human populations,request-49-2-2
displacement of human populations,overcrowding and poor sanitation,request-49-2-3
overcrowding and poor sanitation,rise in infectious diseases,request-49-2-4
climate change,melting of polar ice caps,request-49-3-0
melting of polar ice caps,release of ancient viruses and bacteria,request-49-3-1
release of ancient viruses and bacteria,introduction of new pathogens to human populations,request-49-3-2
introduction of new pathogens to human populations,rise in infectious diseases,request-49-3-3
climate change,droughts and water scarcity,request-49-4-0
droughts and water scarcity,decreased food production,request-49-4-1
decreased food production,malnutrition and weakened immune systems,request-49-4-2
malnutrition and weakened immune systems,rise in infectious diseases,request-49-4-3
climate change,increased frequency of heatwaves,request-49-5-0
increased frequency of heatwaves,heat stress and cardiovascular disease,request-49-5-1
heat stress and cardiovascular disease,weakened immune systems,request-49-5-2
weakened immune systems,rise in infectious diseases,request-49-5-3
capitalism,economic growth,request-50-0-0
economic growth,industrialization,request-50-0-1
industrialization,fossil fuel consumption,request-50-0-2
fossil fuel consumption,greenhouse gas emissions,request-50-0-3
greenhouse gas emissions,climate change,request-50-0-4
capitalism,consumerism,request-50-1-0
consumerism,overconsumption of resources,request-50-1-1
overconsumption of resources,deforestation,request-50-1-2
deforestation,loss of carbon sinks,request-50-1-3
loss of carbon sinks,climate change,request-50-1-4
capitalism,globalization,request-50-2-0
globalization,international trade,request-50-2-1
international trade,transportation of goods,request-50-2-2
transportation of goods,greenhouse gas emissions,request-50-2-3
greenhouse gas emissions,climate change,request-50-2-4
capitalism,corporate profit motive,request-50-3-0
corporate profit motive,lobbying against regulations,request-50-3-1
lobbying against regulations,inadequate environmental policies,request-50-3-2
inadequate environmental policies,unchecked pollution,request-50-3-3
unchecked pollution,climate change,request-50-3-4
capitalism,resource extraction,request-50-4-0
resource extraction,mining and drilling,request-50-4-1
mining and drilling,environmental degradation,request-50-4-2
environmental degradation,disruption of ecosystems,request-50-4-3
disruption of ecosystems,climate change,request-50-4-4
capitalism,agricultural industrialization,request-50-5-0
agricultural industrialization,monoculture farming,request-50-5-1
monoculture farming,soil degradation,request-50-5-2
soil degradation,increased greenhouse gas emissions,request-50-5-3
increased greenhouse gas emissions,climate change,request-50-5-4
capitalism,urbanization,request-50-6-0
urbanization,increased energy consumption,request-50-6-1
increased energy consumption,fossil fuel reliance,request-50-6-2
fossil fuel reliance,greenhouse gas emissions,request-50-6-3
greenhouse gas emissions,climate change,request-50-6-4
capitalism,exploitation of natural resources,request-51-0-0
exploitation of natural resources,deforestation and land degradation,request-51-0-1
deforestation and land degradation,loss of biodiversity,request-51-0-2
loss of biodiversity,disruption of ecosystems,request-51-0-3
disruption of ecosystems,increased zoonotic transmission,request-51-0-4
increased zoonotic transmission,rise in infectious diseases,request-51-0-5
capitalism,globalization and trade,request-51-1-0
globalization and trade,increased mobility and travel,request-51-1-1
increased mobility and travel,rapid spread of diseases across borders,request-51-1-2
rapid spread of diseases across borders,overwhelmed public health systems,request-51-1-3
overwhelmed public health systems,rise in infectious diseases,request-51-1-4
capitalism,prioritization of profit over people,request-51-2-0
prioritization of profit over people,inadequate investment in public health infrastructure,request-51-2-1
inadequate investment in public health infrastructure,weak disease surveillance and response,request-51-2-2
weak disease surveillance and response,delayed detection and response to outbreaks,request-51-2-3
delayed detection and response to outbreaks,rise in infectious diseases,request-51-2-4
capitalism,environmental pollution and degradation,request-51-3-0
environmental pollution and degradation,weakened immune systems,request-51-3-1
weakened immune systems,increased susceptibility to infections,request-51-3-2
increased susceptibility to infections,rise in infectious diseases,request-51-3-3
capitalism,income inequality and poverty,request-51-4-0
income inequality and poverty,limited access to healthcare and sanitation,request-51-4-1
limited access to healthcare and sanitation,poor living conditions and hygiene,request-51-4-2
poor living conditions and hygiene,increased risk of infection,request-51-4-3
increased risk of infection,rise in infectious diseases,request-51-4-4
capitalism,antibiotic overuse and misuse,request-51-5-0
antibiotic overuse and misuse,antimicrobial resistance,request-51-5-1
antimicrobial resistance,reduced effectiveness of treatments,request-51-5-2
reduced effectiveness of treatments,rise in infectious diseases,request-51-5-3
melting of glaciers,rise in sea levels,request-52-0-0
rise in sea levels,increased coastal erosion,request-52-0-1
increased coastal erosion,damage to coastal infrastructure,request-52-0-2
damage to coastal infrastructure,risk to arctic infrastructure,request-52-0-3
melting of glaciers,changes in ocean currents,request-52-1-0
changes in ocean currents,shifts in weather patterns,request-52-1-1
shifts in weather patterns,increase in extreme weather events,request-52-1-2
increase in extreme weather events,damage to arctic infrastructure,request-52-1-3
damage to arctic infrastructure,risk to arctic infrastructure,request-52-1-4
melting of glaciers,loss of permafrost,request-52-2-0
loss of permafrost,thawing of frozen ground,request-52-2-1
thawing of frozen ground,instability of soil foundations,request-52-2-2
instability of soil foundations,damage to buildings and structures,request-52-2-3
damage to buildings and structures,risk to arctic infrastructure,request-52-2-4
melting of glaciers,changes in sea ice coverage,request-52-3-0
changes in sea ice coverage,alterations in marine ecosystems,request-52-3-1
alterations in marine ecosystems,disruptions to marine transportation,request-52-3-2
disruptions to marine transportation,impact on coastal communities,request-52-3-3
impact on coastal communities,risk to arctic infrastructure,request-52-3-4
melting of glaciers,increased freshwater input,request-52-4-0
increased freshwater input,changes in ocean chemistry,request-52-4-1
changes in ocean chemistry,impact on marine life,request-52-4-2
impact on marine life,disruptions to fisheries,request-52-4-3
disruptions to fisheries,economic losses,request-52-4-4
economic losses,risk to arctic infrastructure,request-52-4-5
release of carbon,increase in atmospheric co2 levels,request-53-0-0
increase in atmospheric co2 levels,trapping of heat by greenhouse gases,request-53-0-1
trapping of heat by greenhouse gases,rise in global temperatures,request-53-0-2
rise in global temperatures,global warming,request-53-0-3
release of carbon,burning of fossil fuels,request-53-1-0
burning of fossil fuels,increase in atmospheric co2 levels,request-53-1-1
increase in atmospheric co2 levels,trapping of heat by greenhouse gases,request-53-1-2
trapping of heat by greenhouse gases,rise in global temperatures,request-53-1-3
rise in global temperatures,global warming,request-53-1-4
release of carbon,deforestation,request-53-2-0
deforestation,decrease in carbon absorption,request-53-2-1
decrease in carbon absorption,increase in atmospheric co2 levels,request-53-2-2
increase in atmospheric co2 levels,trapping of heat by greenhouse gases,request-53-2-3
trapping of heat by greenhouse gases,rise in global temperatures,request-53-2-4
rise in global temperatures,global warming,request-53-2-5
release of carbon,industrial processes,request-53-3-0
industrial processes,emission of greenhouse gases,request-53-3-1
emission of greenhouse gases,increase in atmospheric co2 levels,request-53-3-2
increase in atmospheric co2 levels,trapping of heat by greenhouse gases,request-53-3-3
trapping of heat by greenhouse gases,rise in global temperatures,request-53-3-4
rise in global temperatures,global warming,request-53-3-5
release of carbon,agricultural activities,request-53-4-0
agricultural activities,emission of methane and n2o,request-53-4-1
emission of methane and n2o,increase in atmospheric greenhouse gases,request-53-4-2
increase in atmospheric greenhouse gases,trapping of heat by greenhouse gases,request-53-4-3
trapping of heat by greenhouse gases,rise in global temperatures,request-53-4-4
rise in global temperatures,global warming,request-53-4-5
release of carbon,increase in atmospheric co2,request-54-0-0
increase in atmospheric co2,trapping of heat by greenhouse gases,request-54-0-1
trapping of heat by greenhouse gases,rise in global temperatures,request-54-0-2
rise in global temperatures,global warming,request-54-0-3
release of carbon,burning of fossil fuels,request-54-1-0
burning of fossil fuels,increase in atmospheric co2,request-54-1-1
increase in atmospheric co2,trapping of heat by greenhouse gases,request-54-1-2
trapping of heat by greenhouse gases,rise in global temperatures,request-54-1-3
rise in global temperatures,global warming,request-54-1-4
release of carbon,deforestation,request-54-2-0
deforestation,decrease in carbon absorption,request-54-2-1
decrease in carbon absorption,increase in atmospheric co2,request-54-2-2
increase in atmospheric co2,trapping of heat by greenhouse gases,request-54-2-3
trapping of heat by greenhouse gases,rise in global temperatures,request-54-2-4
rise in global temperatures,global warming,request-54-2-5
release of carbon,industrial activities,request-54-3-0
industrial activities,burning of fossil fuels,request-54-3-1
burning of fossil fuels,increase in atmospheric co2,request-54-3-2
increase in atmospheric co2,trapping of heat by greenhouse gases,request-54-3-3
trapping of heat by greenhouse gases,rise in global temperatures,request-54-3-4
rise in global temperatures,global warming,request-54-3-5
release of carbon,land use changes,request-54-4-0
land use changes,deforestation,request-54-4-1
deforestation,decrease in carbon absorption,request-54-4-2
decrease in carbon absorption,increase in atmospheric co2,request-54-4-3
increase in atmospheric co2,trapping of heat by greenhouse gases,request-54-4-4
trapping of heat by greenhouse gases,rise in global temperatures,request-54-4-5
rise in global temperatures,global warming,request-54-4-6
climate change,rising global temperatures,request-55-0-0
rising global temperatures,increased frequency of natural disasters,request-55-0-1
increased frequency of natural disasters,devastating impact on infrastructure,request-55-0-2
devastating impact on infrastructure,disruption of global supply chains,request-55-0-3
disruption of global supply chains,increased demand for fossil fuels,request-55-0-4
increased demand for fossil fuels,"economic opportunities tied to oil, gas, and mineral resources",request-55-0-5
climate change,melting of polar ice caps,request-55-1-0
melting of polar ice caps,rise in sea levels,request-55-1-1
rise in sea levels,coastal erosion and flooding,request-55-1-2
coastal erosion and flooding,displacement of communities,request-55-1-3
displacement of communities,increased reliance on nonrenewable energy sources,request-55-1-4
increased reliance on nonrenewable energy sources,"economic opportunities tied to oil, gas, and mineral resources",request-55-1-5
climate change,changes in weather patterns,request-55-2-0
changes in weather patterns,droughts and water scarcity,request-55-2-1
droughts and water scarcity,impact on agricultural production,request-55-2-2
impact on agricultural production,food and water insecurity,request-55-2-3
food and water insecurity,increased demand for energyintensive desalination,request-55-2-4
increased demand for energyintensive desalination,"economic opportunities tied to oil, gas, and mineral resources",request-55-2-5
climate change,increased frequency of heatwaves,request-55-3-0
increased frequency of heatwaves,strain on energy grids,request-55-3-1
strain on energy grids,increased demand for cooling systems,request-55-3-2
increased demand for cooling systems,rise in energy consumption,request-55-3-3
rise in energy consumption,"economic opportunities tied to oil, gas, and mineral resources",request-55-3-4
climate change,loss of biodiversity,request-55-4-0
loss of biodiversity,disruption of ecosystem services,request-55-4-1
disruption of ecosystem services,impact on mineral deposits and extraction,request-55-4-2
impact on mineral deposits and extraction,increased difficulty in extracting minerals,request-55-4-3
increased difficulty in extracting minerals,"economic opportunities tied to oil, gas, and mineral resources",request-55-4-4
climate change,rising global temperatures,request-56-0-0
rising global temperatures,melting of polar ice caps,request-56-0-1
melting of polar ice caps,reduced sea ice coverage,request-56-0-2
reduced sea ice coverage,increased accessibility of arctic shipping routes,request-56-0-3
increased accessibility of arctic shipping routes,accessible shipping routes,request-56-0-4
climate change,warmer ocean temperatures,request-56-1-0
warmer ocean temperatures,changes in ocean currents,request-56-1-1
changes in ocean currents,shifts in weather patterns,request-56-1-2
shifts in weather patterns,decreased storm frequency in shipping lanes,request-56-1-3
decreased storm frequency in shipping lanes,accessible shipping routes,request-56-1-4
climate change,increased frequency of extreme weather events,request-56-2-0
increased frequency of extreme weather events,damage to coastal infrastructure,request-56-2-1
damage to coastal infrastructure,disruption of shipping operations,request-56-2-2
disruption of shipping operations,redirection of shipping routes,request-56-2-3
redirection of shipping routes,accessible shipping routes,request-56-2-4
climate change,sea level rise,request-56-3-0
sea level rise,changes in coastal erosion patterns,request-56-3-1
changes in coastal erosion patterns,exposure of new shipping routes,request-56-3-2
exposure of new shipping routes,accessible shipping routes,request-56-3-3
climate change,changes in precipitation patterns,request-56-4-0
changes in precipitation patterns,altered river flow rates,request-56-4-1
altered river flow rates,increased water levels in shipping channels,request-56-4-2
increased water levels in shipping channels,accessible shipping routes,request-56-4-3
cutting emissions,reduced efforts to combat climate change,request-57-0-0
reduced efforts to combat climate change,increased greenhouse gas levels,request-57-0-1
increased greenhouse gas levels,thickening of the earth's atmosphere,request-57-0-2
thickening of the earth's atmosphere,rise in global temperatures,request-57-0-3
cutting emissions,decreased investment in renewable energy,request-57-1-0
decreased investment in renewable energy,increased reliance on fossil fuels,request-57-1-1
increased reliance on fossil fuels,higher carbon dioxide levels,request-57-1-2
higher carbon dioxide levels,rise in global temperatures,request-57-1-3
cutting emissions,weakened international climate agreements,request-57-2-0
weakened international climate agreements,less stringent pollution regulations,request-57-2-1
less stringent pollution regulations,increased industrial pollution,request-57-2-2
increased industrial pollution,rise in global temperatures,request-57-2-3
cutting emissions,reduced funding for climate research,request-57-3-0
reduced funding for climate research,limited understanding of climate change,request-57-3-1
limited understanding of climate change,inadequate climate change mitigation,request-57-3-2
inadequate climate change mitigation,rise in global temperatures,request-57-3-3
cutting emissions,decreased public awareness of climate change,request-57-4-0
decreased public awareness of climate change,lower demand for ecofriendly products,request-57-4-1
lower demand for ecofriendly products,increased production of polluting products,request-57-4-2
increased production of polluting products,rise in global temperatures,request-57-4-3
human activity,greenhouse gas emissions,request-58-0-0
greenhouse gas emissions,atmospheric co2 increase,request-58-0-1
atmospheric co2 increase,global temperature rise,request-58-0-2
global temperature rise,climate change,request-58-0-3
human activity,deforestation,request-58-1-0
deforestation,carbon sequestration reduction,request-58-1-1
carbon sequestration reduction,atmospheric co2 increase,request-58-1-2
atmospheric co2 increase,global temperature rise,request-58-1-3
global temperature rise,climate change,request-58-1-4
human activity,fossil fuel combustion,request-58-2-0
fossil fuel combustion,greenhouse gas emissions,request-58-2-1
greenhouse gas emissions,atmospheric co2 increase,request-58-2-2
atmospheric co2 increase,global temperature rise,request-58-2-3
global temperature rise,climate change,request-58-2-4
human activity,industrial processes,request-58-3-0
industrial processes,greenhouse gas emissions,request-58-3-1
greenhouse gas emissions,atmospheric co2 increase,request-58-3-2
atmospheric co2 increase,global temperature rise,request-58-3-3
global temperature rise,climate change,request-58-3-4
human activity,agricultural practices,request-58-4-0
agricultural practices,methane emissions,request-58-4-1
methane emissions,atmospheric ch4 increase,request-58-4-2
atmospheric ch4 increase,global temperature rise,request-58-4-3
global temperature rise,climate change,request-58-4-4
human activity,waste management,request-58-5-0
waste management,methane emissions,request-58-5-1
methane emissions,atmospheric ch4 increase,request-58-5-2
atmospheric ch4 increase,global temperature rise,request-58-5-3
global temperature rise,climate change,request-58-5-4
human activity,population growth,request-58-6-0
population growth,resource overconsumption,request-58-6-1
resource overconsumption,greenhouse gas emissions,request-58-6-2
greenhouse gas emissions,atmospheric co2 increase,request-58-6-3
atmospheric co2 increase,global temperature rise,request-58-6-4
global temperature rise,climate change,request-58-6-5
increase in forest fires,destruction of trees,request-59-0-0
destruction of trees,loss of forests,request-59-0-1
increase in forest fires,spreading of fire to surrounding areas,request-59-1-0
spreading of fire to surrounding areas,burning of large forest areas,request-59-1-1
burning of large forest areas,loss of forests,request-59-1-2
increase in forest fires,release of carbon dioxide into the atmosphere,request-59-2-0
release of carbon dioxide into the atmosphere,acceleration of global warming,request-59-2-1
acceleration of global warming,increased vulnerability of forests to disease and pests,request-59-2-2
increased vulnerability of forests to disease and pests,loss of forests,request-59-2-3
increase in forest fires,disruption of forest ecosystems,request-59-3-0
disruption of forest ecosystems,loss of biodiversity,request-59-3-1
loss of biodiversity,loss of forests,request-59-3-2
increase in forest fires,creation of fireprone conditions,request-59-4-0
creation of fireprone conditions,increased risk of future fires,request-59-4-1
increased risk of future fires,loss of forests,request-59-4-2
increase in forest fires,destruction of habitats,request-60-0-0
destruction of habitats,displacement of species,request-60-0-1
displacement of species,loss of biodiversity,request-60-0-2
increase in forest fires,release of stored carbon,request-60-1-0
release of stored carbon,rise in global temperatures,request-60-1-1
rise in global temperatures,shift in species distribution,request-60-1-2
shift in species distribution,loss of biodiversity,request-60-1-3
increase in forest fires,air and water pollution,request-60-2-0
air and water pollution,toxicity in ecosystems,request-60-2-1
toxicity in ecosystems,death of species populations,request-60-2-2
death of species populations,loss of biodiversity,request-60-2-3
increase in forest fires,soil erosion and degradation,request-60-3-0
soil erosion and degradation,loss of nutrientrich soil,request-60-3-1
