cause,effect,custom_id
loss of trees,habitat loss,request-32-3-1
habitat loss,biodiversity reduction,request-32-3-2
biodiversity reduction,disruption of ecosystem balance,request-32-3-3
disruption of ecosystem balance,alteration of atmospheric feedback mechanisms,request-32-3-4
alteration of atmospheric feedback mechanisms,disturbance in wind patterns,request-32-3-5
disturbance in wind patterns,stoppage of natural winds,request-32-3-6
human activity,industrial emissions,request-33-0-0
industrial emissions,greenhouse gas accumulation,request-33-0-1
greenhouse gas accumulation,atmospheric heat trapping,request-33-0-2
atmospheric heat trapping,global warming,request-33-0-3
human activity,deforestation,request-33-1-0
deforestation,reduced carbon sequestration,request-33-1-1
reduced carbon sequestration,greenhouse gas accumulation,request-33-1-2
greenhouse gas accumulation,global warming,request-33-1-3
human activity,fossil fuel combustion,request-33-2-0
fossil fuel combustion,carbon dioxide emissions,request-33-2-1
carbon dioxide emissions,enhanced greenhouse effect,request-33-2-2
enhanced greenhouse effect,global warming,request-33-2-3
human activity,transportation emissions,request-33-3-0
transportation emissions,methane and carbon dioxide emissions,request-33-3-1
methane and carbon dioxide emissions,atmospheric heat retention,request-33-3-2
atmospheric heat retention,global warming,request-33-3-3
human activity,agricultural practices,request-33-4-0
agricultural practices,methane emissions,request-33-4-1
methane emissions,enhanced greenhouse effect,request-33-4-2
enhanced greenhouse effect,global warming,request-33-4-3
human activity,energy production,request-33-5-0
energy production,burning of coal and oil,request-33-5-1
burning of coal and oil,greenhouse gas release,request-33-5-2
greenhouse gas release,global warming  ,request-33-5-3
burning fossil fuels,combustion of hydrocarbons,request-34-0-0
combustion of hydrocarbons,emission of carbon dioxide and other gases,request-34-0-1
emission of carbon dioxide and other gases,release of greenhouse gases into the atmosphere,request-34-0-2
burning fossil fuels,release of trapped carbon in fossil fuels,request-34-1-0
release of trapped carbon in fossil fuels,emission of carbon dioxide and methane,request-34-1-1
emission of carbon dioxide and methane,release of greenhouse gases into the atmosphere,request-34-1-2
burning fossil fuels,chemical reactions during combustion,request-34-2-0
chemical reactions during combustion,formation of greenhouse gases like carbon dioxide,request-34-2-1
formation of greenhouse gases like carbon dioxide,release of greenhouse gases into the atmosphere,request-34-2-2
burning biomass,combustion of organic material,request-35-0-0
combustion of organic material,production of carbon dioxide,request-35-0-1
production of carbon dioxide,release of greenhouse gases into the atmosphere,request-35-0-2
burning biomass,combustion of organic material,request-35-1-0
combustion of organic material,production of methane,request-35-1-1
production of methane,release of greenhouse gases into the atmosphere,request-35-1-2
burning biomass,combustion of organic material,request-35-2-0
combustion of organic material,production of nitrous oxide,request-35-2-1
production of nitrous oxide,release of greenhouse gases into the atmosphere,request-35-2-2
burning biomass,incomplete combustion,request-35-3-0
incomplete combustion,production of carbon monoxide,request-35-3-1
production of carbon monoxide,conversion to carbon dioxide,request-35-3-2
conversion to carbon dioxide,release of greenhouse gases into the atmosphere,request-35-3-3
burning biomass,release of stored carbon,request-35-4-0
release of stored carbon,production of carbon dioxide,request-35-4-1
production of carbon dioxide,release of greenhouse gases into the atmosphere  ,request-35-4-2
increase in co2,rise in global temperatures,request-36-0-0
rise in global temperatures,melting of polar ice caps,request-36-0-1
melting of polar ice caps,rising sea levels,request-36-0-2
rising sea levels,flooding of coastal areas,request-36-0-3
flooding of coastal areas,damage to infrastructure,request-36-0-4
damage to infrastructure,displacement of populations,request-36-0-5
displacement of populations,economic disruption,request-36-0-6
economic disruption,loss of prosperity,request-36-0-7
increase in co2,rise in global temperatures,request-36-1-0
rise in global temperatures,changes in weather patterns,request-36-1-1
changes in weather patterns,increase in frequency of extreme weather events,request-36-1-2
increase in frequency of extreme weather events,destruction of crops,request-36-1-3
destruction of crops,food shortages,request-36-1-4
food shortages,increased cost of living,request-36-1-5
increased cost of living,loss of prosperity,request-36-1-6
increase in co2,rise in global temperatures,request-36-2-0
rise in global temperatures,drought in agricultural regions,request-36-2-1
drought in agricultural regions,reduced crop yields,request-36-2-2
reduced crop yields,collapse of farming industries,request-36-2-3
collapse of farming industries,loss of jobs,request-36-2-4
loss of jobs,decline in household incomes,request-36-2-5
decline in household incomes,loss of prosperity,request-36-2-6
increase in co2,ocean warming,request-36-3-0
ocean warming,coral reef bleaching,request-36-3-1
coral reef bleaching,loss of marine biodiversity,request-36-3-2
loss of marine biodiversity,decline in fish populations,request-36-3-3
decline in fish populations,collapse of fishing industries,request-36-3-4
collapse of fishing industries,economic losses for coastal communities,request-36-3-5
economic losses for coastal communities,loss of prosperity,request-36-3-6
increase in co2,increased atmospheric energy,request-36-4-0
increased atmospheric energy,intensification of storms,request-36-4-1
intensification of storms,widespread destruction of property,request-36-4-2
widespread destruction of property,high costs of disaster recovery,request-36-4-3
high costs of disaster recovery,strain on national economies,request-36-4-4
strain on national economies,loss of prosperity,request-36-4-5
increase in co2,rise in global temperatures,request-36-5-0
rise in global temperatures,increased water scarcity,request-36-5-1
increased water scarcity,competition over water resources,request-36-5-2
competition over water resources,regional conflicts,request-36-5-3
regional conflicts,disruption of economic activities,request-36-5-4
disruption of economic activities,loss of prosperity,request-36-5-5
increase in co2,ocean acidification,request-36-6-0
ocean acidification,decline in shellfish populations,request-36-6-1
decline in shellfish populations,threats to seafood industries,request-36-6-2
threats to seafood industries,economic consequences for dependent regions,request-36-6-3
economic consequences for dependent regions,loss of prosperity  ,request-36-6-4
co2 level rises,co2 absorbed by plant leaves,request-37-0-0
co2 absorbed by plant leaves,photosynthesis rate increases,request-37-0-1
photosynthesis rate increases,sugar production in plants increases,request-37-0-2
sugar production in plants increases,plant biomass increases,request-37-0-3
plant biomass increases,growth of plants,request-37-0-4
co2 level rises,stomata in plant leaves open more frequently,request-37-1-0
stomata in plant leaves open more frequently,water uptake by plants increases,request-37-1-1
water uptake by plants increases,nutrient absorption by plants increases,request-37-1-2
nutrient absorption by plants increases,metabolic activities in plants intensify,request-37-1-3
metabolic activities in plants intensify,growth of plants,request-37-1-4
co2 level rises,atmospheric temperatures increase,request-37-2-0
atmospheric temperatures increase,growing season lengthens,request-37-2-1
growing season lengthens,photosynthesis duration increases,request-37-2-2
photosynthesis duration increases,plant biomass increases,request-37-2-3
plant biomass increases,growth of plants,request-37-2-4
co2 level rises,atmospheric temperatures increase,request-37-3-0
atmospheric temperatures increase,soil microbial activity increases,request-37-3-1
soil microbial activity increases,nutrient availability in soil improves,request-37-3-2
nutrient availability in soil improves,plant nutrient uptake increases,request-37-3-3
plant nutrient uptake increases,growth of plants,request-37-3-4
plants,photosynthesis,request-38-0-0
photosynthesis,water splitting,request-38-0-1
water splitting,oxygen release,request-38-0-2
plants,photosynthesis,request-38-1-0
photosynthesis,carbon dioxide absorption,request-38-1-1
carbon dioxide absorption,oxygen release,request-38-1-2
plants,chlorophyll absorption,request-38-2-0
chlorophyll absorption,photosynthesis,request-38-2-1
photosynthesis,oxygen release,request-38-2-2
plants,sunlight absorption,request-38-3-0
sunlight absorption,photosynthesis,request-38-3-1
photosynthesis,oxygen release,request-38-3-2
plants,glucose production,request-38-4-0
glucose production,photosynthesis,request-38-4-1
photosynthesis,oxygen release,request-38-4-2
fumigation,killing of insects,request-39-0-0
killing of insects,decomposition of insect bodies,request-39-0-1
decomposition of insect bodies,release of decomposition gases,request-39-0-2
release of decomposition gases,increase in co2,request-39-0-3
fumigation,removal of pests,request-39-1-0
removal of pests,increase in plant growth,request-39-1-1
increase in plant growth,increase in plant respiration,request-39-1-2
increase in plant respiration,increase in co2,request-39-1-3
fumigation,killing of microorganisms,request-39-2-0
killing of microorganisms,reduction of soil carbon consumption,request-39-2-1
reduction of soil carbon consumption,increase in co2 accumulation,request-39-2-2
fumigation,killing of organisms in soil,request-39-3-0
killing of organisms in soil,disturbance in soil microbial activity,request-39-3-1
disturbance in soil microbial activity,reduction of co2 uptake by microbes,request-39-3-2
reduction of co2 uptake by microbes,increase in co2,request-39-3-3
increase in co2,increase in atmospheric co2 concentration,request-40-0-0
increase in atmospheric co2 concentration,increase in co2 available to plants,request-40-0-1
increase in co2 available to plants,increase in carbon fixation during photosynthesis,request-40-0-2
increase in carbon fixation during photosynthesis,increase in photosynthesis,request-40-0-3
increase in co2,increase in atmospheric co2 concentration,request-40-1-0
increase in atmospheric co2 concentration,increase in the rate of co2 diffusion into leaves,request-40-1-1
increase in the rate of co2 diffusion into leaves,increase in carbon availability for the calvin cycle,request-40-1-2
increase in carbon availability for the calvin cycle,increase in photosynthesis,request-40-1-3
increase in co2,increase in co2 in the air,request-40-2-0
increase in co2 in the air,enhancement of rubisco activity in plants,request-40-2-1
enhancement of rubisco activity in plants,increase in the formation of glucose in chloroplasts,request-40-2-2
increase in the formation of glucose in chloroplasts,increase in photosynthesis,request-40-2-3
increase in co2,increase in atmospheric co2 levels,request-40-3-0
increase in atmospheric co2 levels,decrease in stomatal opening due to sufficient co2 intake,request-40-3-1
decrease in stomatal opening due to sufficient co2 intake,reduction in water loss improves plant efficiency,request-40-3-2
reduction in water loss improves plant efficiency,increase in photosynthesis  ,request-40-3-3
increase in photosynthesis,increase in glucose production,request-41-0-0
increase in glucose production,increase in energy storage,request-41-0-1
increase in energy storage,increase in cellular growth,request-41-0-2
increase in cellular growth,increase in biomass,request-41-0-3
increase in photosynthesis,increase in glucose production,request-41-1-0
increase in glucose production,increase in plant tissue formation,request-41-1-1
increase in plant tissue formation,increase in biomass,request-41-1-2
increase in photosynthesis,increase in glucose production,request-41-2-0
increase in glucose production,increase in nutrient utilization efficiency,request-41-2-1
increase in nutrient utilization efficiency,increase in biomass,request-41-2-2
increase in photosynthesis,increase in glucose production,request-41-3-0
increase in glucose production,increase in energy availability for reproductive structures,request-41-3-1
increase in energy availability for reproductive structures,increase in biomass,request-41-3-2
increase in photosynthesis,increase in glucose production,request-41-4-0
increase in glucose production,increase in energy available for root growth,request-41-4-1
increase in energy available for root growth,increase in nutrient uptake,request-41-4-2
increase in nutrient uptake,increase in biomass,request-41-4-3
natural greenhouse effect,absorption of solar radiation by earth's surface,request-42-0-0
absorption of solar radiation by earth's surface,increase in earth's surface temperature,request-42-0-1
increase in earth's surface temperature,emission of infrared radiation from earth's surface,request-42-0-2
emission of infrared radiation from earth's surface,interaction of infrared radiation with greenhouse gases,request-42-0-3
interaction of infrared radiation with greenhouse gases,scattering of radiation in the atmosphere,request-42-0-4
scattering of radiation in the atmosphere,reflection of solar radiation back into space,request-42-0-5
natural greenhouse effect,absorption of solar radiation by earth's surface,request-42-1-0
absorption of solar radiation by earth's surface,increase in earth's surface temperature,request-42-1-1
increase in earth's surface temperature,heating of atmospheric layers,request-42-1-2
heating of atmospheric layers,increased cloud formation,request-42-1-3
increased cloud formation,highaltitude scattering of radiation,request-42-1-4
highaltitude scattering of radiation,reflection of solar radiation back into space,request-42-1-5
natural greenhouse effect,absorption of solar radiation by earth's surface,request-42-2-0
absorption of solar radiation by earth's surface,increase in earth's surface temperature,request-42-2-1
increase in earth's surface temperature,melting of polar ice caps,request-42-2-2
melting of polar ice caps,reduction of earth's albedo,request-42-2-3
reduction of earth's albedo,increased scattering of solar radiation by particles,request-42-2-4
increased scattering of solar radiation by particles,reflection of solar radiation back into space,request-42-2-5
excess of co2,burning of fossil fuels,request-43-0-0
burning of fossil fuels,release of co2 into the atmosphere,request-43-0-1
release of co2 into the atmosphere,accumulation of co2 in the atmosphere,request-43-0-2
accumulation of co2 in the atmosphere,increase in co2,request-43-0-3
excess of co2,deforestation,request-43-1-0
deforestation,reduction in co2 absorption by trees,request-43-1-1
reduction in co2 absorption by trees,accumulation of co2 in the atmosphere,request-43-1-2
accumulation of co2 in the atmosphere,increase in co2,request-43-1-3
excess of co2,industrial processes,request-43-2-0
industrial processes,emission of co2,request-43-2-1
emission of co2,accumulation of co2 in the atmosphere,request-43-2-2
accumulation of co2 in the atmosphere,increase in co2,request-43-2-3
excess of co2,increased energy consumption,request-43-3-0
increased energy consumption,combustion of fossil fuels,request-43-3-1
combustion of fossil fuels,release of co2 into the atmosphere,request-43-3-2
release of co2 into the atmosphere,increase in co2,request-43-3-3
excess of co2,agricultural activities,request-43-4-0
agricultural activities,soil degradation,request-43-4-1
soil degradation,emission of co2 from soil,request-43-4-2
emission of co2 from soil,increase in co2,request-43-4-3
increase in co2,enhanced greenhouse effect,request-44-0-0
enhanced greenhouse effect,rise in global temperatures,request-44-0-1
rise in global temperatures,global warming,request-44-0-2
increase in co2,more absorption of infrared radiation,request-44-1-0
more absorption of infrared radiation,rise in global temperatures,request-44-1-1
rise in global temperatures,global warming,request-44-1-2
increase in co2,disruption of earth's energy balance,request-44-2-0
disruption of earth's energy balance,rise in global temperatures,request-44-2-1
rise in global temperatures,global warming,request-44-2-2
increase in co2,amplification of greenhouse gases,request-44-3-0
amplification of greenhouse gases,rise in global temperatures,request-44-3-1
rise in global temperatures,global warming  ,request-44-3-2
increase in co2,increase in atmospheric co2,request-45-0-0
increase in atmospheric co2,increase in co2 absorption by oceans,request-45-0-1
increase in co2 absorption by oceans,increase in dissolved co2 in seawater,request-45-0-2
increase in dissolved co2 in seawater,increase in carbonic acid production in seawater,request-45-0-3
increase in carbonic acid production in seawater,decrease in seawater ph,request-45-0-4
decrease in seawater ph,ocean acidification,request-45-0-5
increase in co2,increase in atmospheric co2,request-45-1-0
increase in atmospheric co2,increase in co2 partial pressure at ocean surface,request-45-1-1
increase in co2 partial pressure at ocean surface,increase in co2 diffusion into seawater,request-45-1-2
increase in co2 diffusion into seawater,increase in carbonic acid concentration,request-45-1-3
increase in carbonic acid concentration,increase in hydrogen ion concentration in seawater,request-45-1-4
increase in hydrogen ion concentration in seawater,ocean acidification,request-45-1-5
increase in co2,increase in atmospheric co2,request-45-2-0
increase in atmospheric co2,higher equilibrium with co2 dissolved in oceans,request-45-2-1
higher equilibrium with co2 dissolved in oceans,increase in bicarbonate concentration in seawater,request-45-2-2
increase in bicarbonate concentration in seawater,increase in hydrogen ion concentration in seawater,request-45-2-3
increase in hydrogen ion concentration in seawater,lower seawater carbonate ion availability,request-45-2-4
lower seawater carbonate ion availability,ocean acidification,request-45-2-5
human activity,burning fossil fuels,request-46-0-0
burning fossil fuels,combustion process,request-46-0-1
combustion process,release of greenhouse gases,request-46-0-2
release of greenhouse gases,emission of co2,request-46-0-3
human activity,industrial processes,request-46-1-0
industrial processes,energy consumption,request-46-1-1
energy consumption,fossil fuel combustion,request-46-1-2
fossil fuel combustion,release of co2,request-46-1-3
human activity,deforestation,request-46-2-0
deforestation,reduction of forest cover,request-46-2-1
reduction of forest cover,decrease in co2 absorption,request-46-2-2
decrease in co2 absorption,increase in atmospheric co2,request-46-2-3
human activity,agriculture,request-46-3-0
agriculture,livestock farming,request-46-3-1
livestock farming,methane emissions,request-46-3-2
methane emissions,contribution to greenhouse gas effect,request-46-3-3
contribution to greenhouse gas effect,increase in co2,request-46-3-4
human activity,urbanization,request-46-4-0
urbanization,construction activities,request-46-4-1
construction activities,cement production,request-46-4-2
cement production,co2 emissions,request-46-4-3
human activity,transportation activities,request-46-5-0
transportation activities,vehicle use,request-46-5-1
vehicle use,fossil fuel consumption,request-46-5-2
fossil fuel consumption,release of co2,request-46-5-3
human activity,energy production,request-46-6-0
energy production,coal burning,request-46-6-1
coal burning,release of co2  ,request-46-6-2
increase in co2,enhanced greenhouse effect,request-47-0-0
enhanced greenhouse effect,rise in global temperatures,request-47-0-1
rise in global temperatures,longer growing seasons,request-47-0-2
longer growing seasons,expansion of vegetation,request-47-0-3
expansion of vegetation,lush forests,request-47-0-4
increase in co2,enhanced greenhouse effect,request-47-1-0
enhanced greenhouse effect,rise in global temperatures,request-47-1-1
rise in global temperatures,more atmospheric water vapor,request-47-1-2
more atmospheric water vapor,increased rainfall,request-47-1-3
increased rainfall,lush forests,request-47-1-4
increase in co2,enhanced greenhouse effect,request-47-2-0
enhanced greenhouse effect,rise in global temperatures,request-47-2-1
rise in global temperatures,melting polar ice caps,request-47-2-2
melting polar ice caps,changes in ocean currents,request-47-2-3
changes in ocean currents,increased nutrient availability,request-47-2-4
increased nutrient availability,expansion of vegetation,request-47-2-5
expansion of vegetation,lush forests,request-47-2-6
increase in co2,enhanced greenhouse effect,request-47-3-0
enhanced greenhouse effect,rise in global temperatures,request-47-3-1
rise in global temperatures,altered weather patterns,request-47-3-2
altered weather patterns,increased rainfall,request-47-3-3
increased rainfall,expansion of vegetation,request-47-3-4
expansion of vegetation,lush forests,request-47-3-5
increase in co2,enhanced photosynthesis,request-47-4-0
enhanced photosynthesis,more plant growth,request-47-4-1
more plant growth,expansion of vegetation,request-47-4-2
expansion of vegetation,lush forests  ,request-47-4-3
modern wars,use of advanced weapons,request-48-0-0
use of advanced weapons,increased naval combat,request-48-0-1
increased naval combat,damage to ships,request-48-0-2
damage to ships,sinking,request-48-0-3
modern wars,use of submarines,request-48-1-0
use of submarines,torpedo attacks,request-48-1-1
torpedo attacks,damage to ships,request-48-1-2
damage to ships,sinking,request-48-1-3
modern wars,aerial bombings,request-48-2-0
aerial bombings,attacks on naval fleets,request-48-2-1
attacks on naval fleets,damage to ships,request-48-2-2
damage to ships,sinking,request-48-2-3
modern wars,blockades and naval tactics,request-48-3-0
blockades and naval tactics,increased ship collisions,request-48-3-1
increased ship collisions,structural damage,request-48-3-2
structural damage,sinking,request-48-3-3
modern wars,development of underwater mines,request-48-4-0
development of underwater mines,mine explosions,request-48-4-1
mine explosions,damage to ships,request-48-4-2
damage to ships,sinking,request-48-4-3
climate change,increase in global temperatures,request-49-0-0
increase in global temperatures,melting of polar ice caps,request-49-0-1
melting of polar ice caps,rise in sea levels,request-49-0-2
rise in sea levels,flooding of coastal areas,request-49-0-3
flooding of coastal areas,displacement of human populations,request-49-0-4
displacement of human populations,increase in overcrowded living conditions,request-49-0-5
increase in overcrowded living conditions,greater spread of infectious diseases,request-49-0-6
greater spread of infectious diseases,rise in infectious diseases,request-49-0-7
climate change,increase in global temperatures,request-49-1-0
increase in global temperatures,changes in weather patterns,request-49-1-1
changes in weather patterns,increase in frequency and intensity of extreme weather events,request-49-1-2
increase in frequency and intensity of extreme weather events,"damage to infrastructure, including healthcare systems",request-49-1-3
"damage to infrastructure, including healthcare systems",reduced capacity to manage disease outbreaks,request-49-1-4
reduced capacity to manage disease outbreaks,greater spread of infectious diseases,request-49-1-5
greater spread of infectious diseases,rise in infectious diseases,request-49-1-6
climate change,increase in global temperatures,request-49-2-0
increase in global temperatures,changes in ecosystems,request-49-2-1
changes in ecosystems,disruption of habitats,request-49-2-2
disruption of habitats,increase in contact between humans and wildlife,request-49-2-3
increase in contact between humans and wildlife,emergence and transmission of zoonotic diseases,request-49-2-4
emergence and transmission of zoonotic diseases,greater spread of infectious diseases,request-49-2-5
greater spread of infectious diseases,rise in infectious diseases,request-49-2-6
climate change,increase in global temperatures,request-49-3-0
increase in global temperatures,longer seasonal periods for vectors like mosquitoes,request-49-3-1
longer seasonal periods for vectors like mosquitoes,expansion of habitats for vectorborne diseases,request-49-3-2
expansion of habitats for vectorborne diseases,increase in vector populations and encounters with humans,request-49-3-3
increase in vector populations and encounters with humans,greater transmission of infectious diseases,request-49-3-4
greater transmission of infectious diseases,rise in infectious diseases,request-49-3-5
climate change,increase in global temperatures,request-49-4-0
increase in global temperatures,increased atmospheric moisture and rainfall in some regions,request-49-4-1
increased atmospheric moisture and rainfall in some regions,creation of stagnant water bodies,request-49-4-2
creation of stagnant water bodies,expansion of breeding grounds for disease vectors like mosquitoes,request-49-4-3
expansion of breeding grounds for disease vectors like mosquitoes,greater spread of vectorborne diseases,request-49-4-4
greater spread of vectorborne diseases,rise in infectious diseases,request-49-4-5
climate change,increase in global temperatures,request-49-5-0
increase in global temperatures,shift in agricultural productivity and food availability,request-49-5-1
shift in agricultural productivity and food availability,malnutrition and weakened immune systems in human populations,request-49-5-2
malnutrition and weakened immune systems in human populations,greater susceptibility to infectious diseases,request-49-5-3
greater susceptibility to infectious diseases,rise in infectious diseases,request-49-5-4
climate change,increase in global temperatures,request-49-6-0
increase in global temperatures,warming of oceans,request-49-6-1
warming of oceans,growth in harmful algal blooms,request-49-6-2
growth in harmful algal blooms,contamination of water supplies,request-49-6-3
contamination of water supplies,waterborne disease outbreaks,request-49-6-4
waterborne disease outbreaks,greater spread of infectious diseases,request-49-6-5
greater spread of infectious diseases,rise in infectious diseases,request-49-6-6
capitalism,industrialization,request-50-0-0
industrialization,fossil fuel dependency,request-50-0-1
fossil fuel dependency,greenhouse gas emissions,request-50-0-2
greenhouse gas emissions,global warming,request-50-0-3
global warming,climate change,request-50-0-4
capitalism,consumerism,request-50-1-0
consumerism,resource overexploitation,request-50-1-1
resource overexploitation,habitat destruction,request-50-1-2
habitat destruction,carbon sequestration reduction,request-50-1-3
carbon sequestration reduction,climate change,request-50-1-4
capitalism,economic growth focus,request-50-2-0
economic growth focus,deforestation,request-50-2-1
deforestation,biodiversity loss,request-50-2-2
biodiversity loss,ecosystem imbalance,request-50-2-3
ecosystem imbalance,climate change,request-50-2-4
capitalism,global trade expansion,request-50-3-0
global trade expansion,increased energy demand,request-50-3-1
increased energy demand,fossil fuel combustion,request-50-3-2
fossil fuel combustion,atmospheric co2 increase,request-50-3-3
atmospheric co2 increase,climate change,request-50-3-4
capitalism,privatization of resources,request-50-4-0
privatization of resources,lack of environmental regulation,request-50-4-1
lack of environmental regulation,industrial pollution,request-50-4-2
industrial pollution,air quality degradation,request-50-4-3
air quality degradation,climate change,request-50-4-4
capitalism,profitdriven practices,request-50-5-0
profitdriven practices,nonrenewable energy use,request-50-5-1
nonrenewable energy use,heattrapping gas accumulation,request-50-5-2
heattrapping gas accumulation,polar ice melting,request-50-5-3
polar ice melting,climate change,request-50-5-4
capitalism,industrialization,request-51-0-0
industrialization,urbanization,request-51-0-1
urbanization,overcrowded living conditions,request-51-0-2
overcrowded living conditions,poor sanitation,request-51-0-3
poor sanitation,increased spread of infectious diseases,request-51-0-4
increased spread of infectious diseases,rise in infectious diseases,request-51-0-5
capitalism,industrialization,request-51-1-0
industrialization,deforestation,request-51-1-1
deforestation,habitat destruction,request-51-1-2
habitat destruction,increased humanwildlife interaction,request-51-1-3
increased humanwildlife interaction,zoonotic disease transmission,request-51-1-4
zoonotic disease transmission,rise in infectious diseases,request-51-1-5
capitalism,global trade expansion,request-51-2-0
global trade expansion,increased movement of goods and people,request-51-2-1
increased movement of goods and people,faster spread of pathogens,request-51-2-2
faster spread of pathogens,rise in infectious diseases,request-51-2-3
capitalism,climate change,request-51-3-0
climate change,altered ecosystems,request-51-3-1
altered ecosystems,increased vectorborne diseases,request-51-3-2
increased vectorborne diseases,rise in infectious diseases  ,request-51-3-3
melting of glaciers,rising global sea levels,request-52-0-0
rising global sea levels,increased coastal erosion,request-52-0-1
increased coastal erosion,damage to arctic infrastructure,request-52-0-2
damage to arctic infrastructure,risk to arctic infrastructure,request-52-0-3
melting of glaciers,rising temperatures in the arctic,request-52-1-0
rising temperatures in the arctic,thawing of permafrost,request-52-1-1
thawing of permafrost,weakening of arctic infrastructure foundations,request-52-1-2
weakening of arctic infrastructure foundations,risk to arctic infrastructure,request-52-1-3
melting of glaciers,rising temperatures in the arctic,request-52-2-0
rising temperatures in the arctic,altered weather patterns,request-52-2-1
altered weather patterns,increased precipitation and flooding,request-52-2-2
increased precipitation and flooding,damage to arctic infrastructure,request-52-2-3
damage to arctic infrastructure,risk to arctic infrastructure,request-52-2-4
melting of glaciers,rising temperatures in the arctic,request-52-3-0
rising temperatures in the arctic,loss of sea ice,request-52-3-1
loss of sea ice,increased wave action,request-52-3-2
increased wave action,damage to arctic infrastructure,request-52-3-3
damage to arctic infrastructure,risk to arctic infrastructure,request-52-3-4
melting of glaciers,rising global sea levels,request-52-4-0
rising global sea levels,disruption of arctic ecosystems,request-52-4-1
disruption of arctic ecosystems,instability in arctic infrastructure,request-52-4-2
instability in arctic infrastructure,risk to arctic infrastructure,request-52-4-3
release of carbon,increase in atmospheric carbon dioxide,request-53-0-0
increase in atmospheric carbon dioxide,enhanced greenhouse effect,request-53-0-1
enhanced greenhouse effect,trapping of more heat in the atmosphere,request-53-0-2
trapping of more heat in the atmosphere,global warming,request-53-0-3
release of carbon,higher concentration of greenhouse gases,request-53-1-0
higher concentration of greenhouse gases,reduction in heat escaping from earth's surface,request-53-1-1
reduction in heat escaping from earth's surface,increase in global average temperatures,request-53-1-2
increase in global average temperatures,global warming,request-53-1-3
release of carbon,disruption of carbon cycle,request-53-2-0
disruption of carbon cycle,accumulation of carbon dioxide in atmosphere,request-53-2-1
accumulation of carbon dioxide in atmosphere,rise in earth's surface temperature,request-53-2-2
rise in earth's surface temperature,global warming,request-53-2-3
release of carbon,ocean absorption of carbon dioxide,request-53-3-0
ocean absorption of carbon dioxide,decrease in ocean's ability to absorb heat,request-53-3-1
decrease in ocean's ability to absorb heat,rise in atmospheric heat,request-53-3-2
rise in atmospheric heat,global warming,request-53-3-3
release of carbon,increased atmospheric carbon dioxide,request-54-0-0
increased atmospheric carbon dioxide,enhanced greenhouse effect,request-54-0-1
enhanced greenhouse effect,trapping of heat in earth's atmosphere,request-54-0-2
trapping of heat in earth's atmosphere,rise in global temperatures,request-54-0-3
rise in global temperatures,global warming,request-54-0-4
release of carbon,increased atmospheric carbon dioxide,request-54-1-0
increased atmospheric carbon dioxide,reduced heat escape to space,request-54-1-1
reduced heat escape to space,accumulation of heat in the atmosphere,request-54-1-2
accumulation of heat in the atmosphere,rise in global temperatures,request-54-1-3
rise in global temperatures,global warming,request-54-1-4
release of carbon,increased atmospheric carbon dioxide,request-54-2-0
increased atmospheric carbon dioxide,ocean absorbs heat,request-54-2-1
ocean absorbs heat,disruption of climate patterns,request-54-2-2
disruption of climate patterns,rise in global temperatures,request-54-2-3
rise in global temperatures,global warming,request-54-2-4
release of carbon,increased atmospheric carbon dioxide,request-54-3-0
increased atmospheric carbon dioxide,ocean acidification,request-54-3-1
ocean acidification,decline in marine ecosystems,request-54-3-2
decline in marine ecosystems,altered carbon cycle,request-54-3-3
altered carbon cycle,amplification of greenhouse gases,request-54-3-4
amplification of greenhouse gases,global warming,request-54-3-5
climate change,rising global temperatures,request-55-0-0
rising global temperatures,melting ice caps and glaciers,request-55-0-1
melting ice caps and glaciers,increased accessibility to previously inaccessible arctic regions,request-55-0-2
increased accessibility to previously inaccessible arctic regions,"discovery of untapped oil, gas, and mineral resources",request-55-0-3
"discovery of untapped oil, gas, and mineral resources","economic opportunities tied to oil, gas, and mineral resources",request-55-0-4
climate change,rising global temperatures,request-55-1-0
rising global temperatures,changing ecosystems and reduced biodiversity,request-55-1-1
changing ecosystems and reduced biodiversity,increased pressure to exploit new natural resources,request-55-1-2
increased pressure to exploit new natural resources,"discovery of untapped oil, gas, and mineral resources",request-55-1-3
"discovery of untapped oil, gas, and mineral resources","economic opportunities tied to oil, gas, and mineral resources",request-55-1-4
climate change,rising global temperatures,request-55-2-0
rising global temperatures,increased energy demands for cooling,request-55-2-1
increased energy demands for cooling,greater focus on energyrelated economic sectors,request-55-2-2
greater focus on energyrelated economic sectors,"expansion of oil, gas, and mineral exploration",request-55-2-3
"expansion of oil, gas, and mineral exploration","economic opportunities tied to oil, gas, and mineral resources",request-55-2-4
climate change,rising global temperatures,request-55-3-0
rising global temperatures,shifting geopolitical landscapes due to resource availability,request-55-3-1
shifting geopolitical landscapes due to resource availability,increased investment in arctic exploration,request-55-3-2
increased investment in arctic exploration,"discovery of untapped oil, gas, and mineral resources",request-55-3-3
"discovery of untapped oil, gas, and mineral resources","economic opportunities tied to oil, gas, and mineral resources",request-55-3-4
climate change,rising global temperatures,request-56-0-0
rising global temperatures,melting arctic ice,request-56-0-1
melting arctic ice,reduced ice cover in arctic waters,request-56-0-2
reduced ice cover in arctic waters,increased navigability of arctic waters,request-56-0-3
increased navigability of arctic waters,accessible shipping routes,request-56-0-4
