custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH
request-20-0-4,shortages of goods and services,rising prices,yes,no
request-20-0-5,rising prices,inflation,yes,yes
request-20-1-0,united states policies,trade tariffs and protectionism,yes,yes
request-20-1-1,trade tariffs and protectionism,higher prices for imported goods,yes,yes
request-20-1-2,higher prices for imported goods,costpush inflation,yes,yes
request-20-1-3,costpush inflation,rising prices,yes,yes
request-20-1-4,rising prices,inflation,yes,yes
request-20-2-0,united states policies,fiscal deficits and public debt,yes,yes
request-20-2-1,fiscal deficits and public debt,increased government borrowing,yes,yes
request-20-2-2,increased government borrowing,higher interest rates,yes,no
request-20-2-3,higher interest rates,reduced investment and consumption,yes,no
request-20-2-4,reduced investment and consumption,lower economic growth,yes,yes
request-20-2-5,lower economic growth,inflation,no,yes
request-20-3-0,united states policies,regulatory burden on businesses,yes,yes
request-20-3-1,regulatory burden on businesses,higher production costs,yes,yes
request-20-3-2,higher production costs,higher prices for goods and services,yes,no
request-20-3-3,higher prices for goods and services,rising prices,yes,yes
request-20-3-4,rising prices,inflation,yes,yes
request-20-4-0,united states policies,minimum wage increases,yes,yes
request-20-4-1,minimum wage increases,higher labor costs,yes,no
request-20-4-2,higher labor costs,higher prices for goods and services,yes,no
request-20-4-3,higher prices for goods and services,rising prices,yes,yes
request-20-4-4,rising prices,inflation,yes,yes
request-20-5-0,united states policies,environmental regulations,yes,yes
request-20-5-1,environmental regulations,higher production costs,yes,no
request-20-5-2,higher production costs,higher prices for goods and services,yes,no
request-20-5-3,higher prices for goods and services,rising prices,yes,yes
request-20-5-4,rising prices,inflation,yes,yes
request-20-6-0,united states policies,healthcare regulations,yes,yes
request-20-6-1,healthcare regulations,higher healthcare costs,yes,no
request-20-6-2,higher healthcare costs,higher labor costs,yes,yes
request-20-6-3,higher labor costs,higher prices for goods and services,yes,no
request-20-6-4,higher prices for goods and services,rising prices,yes,yes
request-20-6-5,rising prices,inflation,yes,yes
request-21-0-0,united states policies,economic sanctions,yes,yes
request-21-0-1,economic sanctions,disruption of international trade,yes,yes
request-21-0-2,disruption of international trade,supply chain disruptions,yes,yes
request-21-0-3,supply chain disruptions,shortages,yes,yes
request-21-1-0,united states policies,trade tariffs,yes,yes
request-21-1-1,trade tariffs,increased cost of imports,yes,no
request-21-1-2,increased cost of imports,reduced supply of goods,yes,yes
request-21-1-3,reduced supply of goods,shortages,yes,yes
request-21-2-0,united states policies,domestic regulations,yes,yes
request-21-2-1,domestic regulations,restrictions on production,yes,yes
request-21-2-2,restrictions on production,decreased supply of domestic goods,yes,yes
request-21-2-3,decreased supply of domestic goods,shortages,yes,yes
request-21-3-0,united states policies,subsidies for domestic industries,yes,yes
request-21-3-1,subsidies for domestic industries,increased demand for domestic goods,yes,yes
request-21-3-2,increased demand for domestic goods,depletion of resources,yes,no
request-21-3-3,depletion of resources,shortages,yes,yes
request-21-4-0,united states policies,environmental regulations,yes,yes
request-21-4-1,environmental regulations,restrictions on mining and extraction,yes,yes
request-21-4-2,restrictions on mining and extraction,limited supply of raw materials,yes,yes
request-21-4-3,limited supply of raw materials,shortages,yes,yes
request-21-5-0,united states policies,immigration restrictions,yes,yes
request-21-5-1,immigration restrictions,labor shortages,yes,no
request-21-5-2,labor shortages,decreased production capacity,yes,no
request-21-5-3,decreased production capacity,shortages,yes,yes
request-21-6-0,united states policies,diplomatic disputes,yes,yes
request-21-6-1,diplomatic disputes,disrupted diplomatic relations,yes,yes
request-21-6-2,disrupted diplomatic relations,trade disputes,yes,yes
request-21-6-3,trade disputes,shortages,yes,yes
request-21-7-0,united states policies,military interventions,yes,yes
request-21-7-1,military interventions,destruction of infrastructure,yes,yes
request-21-7-2,destruction of infrastructure,disrupted supply chains,yes,no
request-21-7-3,disrupted supply chains,shortages,yes,yes
request-21-8-0,united states policies,cybersecurity measures,yes,no
request-21-8-1,cybersecurity measures,cyberattacks on infrastructure,no,yes
request-21-8-2,cyberattacks on infrastructure,disrupted supply chains,yes,no
request-21-8-3,disrupted supply chains,shortages,yes,yes
request-21-9-0,united states policies,intellectual property protections,yes,yes
request-21-9-1,intellectual property protections,limited access to technology,yes,no
request-21-9-2,limited access to technology,reduced production capacity,yes,yes
request-21-9-3,reduced production capacity,shortages,yes,yes
request-22-0-0,democratic party of the united states,democratic party proposes economic policies,yes,no
request-22-0-1,democratic party proposes economic policies,economic policies lead to increased government spending,yes,no
request-22-0-2,economic policies lead to increased government spending,increased government spending results in larger budget deficits,yes,yes
request-22-0-3,increased government spending results in larger budget deficits,larger budget deficits put pressure on the federal reserve to monetize the debt,yes,yes
request-22-0-4,larger budget deficits put pressure on the federal reserve to monetize the debt,monetizing the debt,yes,yes
request-22-0-5,monetizing the debt,increase in the money supply,yes,yes
request-22-1-0,democratic party of the united states,democratic party proposes minimum wage increases,yes,yes
request-22-1-1,democratic party proposes minimum wage increases,minimum wage increases lead to higher labor costs for businesses,yes,no
request-22-1-2,minimum wage increases lead to higher labor costs for businesses,higher labor costs force businesses to raise prices,yes,yes
request-22-1-3,higher labor costs force businesses to raise prices,rising prices lead to inflation,yes,yes
request-22-2-0,democratic party of the united states,democratic party implements trade policies that restrict imports,no,no
request-22-2-1,democratic party implements trade policies that restrict imports,restricted imports lead to higher prices for goods,yes,no
request-22-2-2,restricted imports lead to higher prices for goods,higher prices for goods lead to inflation,yes,yes
request-22-3-0,democratic party of the united states,democratic party proposes environmental regulations,yes,yes
request-22-3-1,democratic party proposes environmental regulations,environmental regulations increase production costs for businesses,yes,no
request-22-3-2,environmental regulations increase production costs for businesses,increased production costs force businesses to raise prices,yes,yes
request-22-3-3,increased production costs force businesses to raise prices,rising prices lead to inflation,yes,yes
request-23-0-0,people from balochistan,experience water scarcity due to climate change,yes,yes
request-23-0-1,experience water scarcity due to climate change,decreased precipitation and increased temperatures cause water scarcity,yes,yes
request-23-0-2,decreased precipitation and increased temperatures cause water scarcity,greenhouse gas emissions contribute to climate change,yes,yes
request-23-1-0,people from balochistan,suffer from heatwaves and droughts,yes,yes
request-23-1-1,suffer from heatwaves and droughts,changing weather patterns due to climate change cause heatwaves and droughts,no,yes
request-23-1-2,changing weather patterns due to climate change cause heatwaves and droughts,greenhouse gas emissions contribute to climate change,yes,yes
request-23-2-0,people from balochistan,face food insecurity,no,yes
request-23-2-1,face food insecurity,climate change affects agricultural productivity,no,yes
request-23-2-2,climate change affects agricultural productivity,greenhouse gas emissions contribute to climate change,yes,yes
request-23-3-0,people from balochistan,migrate due to climate change impacts,yes,yes
request-23-3-1,migrate due to climate change impacts,climate change causes displacement and migration,yes,yes
request-23-3-2,climate change causes displacement and migration,greenhouse gas emissions contribute to climate change,yes,yes
request-23-4-0,people from balochistan,experience health issues,yes,yes
request-23-4-1,experience health issues,climate change affects human health,yes,yes
request-23-4-2,climate change affects human health,greenhouse gas emissions contribute to climate change,yes,yes
request-23-5-0,people from balochistan,lose livelihoods due to climate change,yes,yes
request-23-5-1,lose livelihoods due to climate change,climate change impacts local economies,yes,yes
request-23-5-2,climate change impacts local economies,greenhouse gas emissions contribute to climate change,no,yes
request-23-6-0,people from balochistan,witness coastal erosion and flooding,no,no
request-23-6-1,witness coastal erosion and flooding,sealevel rise and extreme weather events cause coastal erosion and flooding,no,yes
request-23-6-2,sealevel rise and extreme weather events cause coastal erosion and flooding,greenhouse gas emissions contribute to climate change,no,yes
request-23-7-0,people from balochistan,observe changes in local ecosystems,yes,no
request-23-7-1,observe changes in local ecosystems,climate change impacts biodiversity and ecosystems,yes,yes
request-23-7-2,climate change impacts biodiversity and ecosystems,greenhouse gas emissions contribute to climate change,yes,yes
request-24-0-0,rich countries,emit high levels of greenhouse gases,yes,no
request-24-0-1,emit high levels of greenhouse gases,increase global warming,yes,no
request-24-0-2,increase global warming,contribute to climate change,yes,yes
request-24-1-0,rich countries,rely heavily on fossil fuels,yes,no
request-24-1-1,rely heavily on fossil fuels,emit high levels of greenhouse gases,yes,yes
request-24-1-2,emit high levels of greenhouse gases,increase global warming,yes,no
request-24-1-3,increase global warming,contribute to climate change,yes,yes
request-24-2-0,rich countries,have high consumption patterns,yes,no
request-24-2-1,have high consumption patterns,lead to increased production and transportation of goods,yes,yes
request-24-2-2,lead to increased production and transportation of goods,result in higher greenhouse gas emissions,yes,yes
request-24-2-3,result in higher greenhouse gas emissions,increase global warming,yes,no
request-24-2-4,increase global warming,contribute to climate change,yes,yes
request-24-3-0,rich countries,invest in industrialization,yes,yes
request-24-3-1,invest in industrialization,rely on energyintensive processes,yes,yes
request-24-3-2,rely on energyintensive processes,emit high levels of greenhouse gases,yes,yes
request-24-3-3,emit high levels of greenhouse gases,increase global warming,yes,no
request-24-3-4,increase global warming,contribute to climate change,yes,yes
request-24-4-0,rich countries,have high levels of deforestation,no,no
request-24-4-1,have high levels of deforestation,reduce the planet's ability to absorb carbon dioxide,yes,yes
request-24-4-2,reduce the planet's ability to absorb carbon dioxide,increase greenhouse gas concentrations,yes,no
request-24-4-3,increase greenhouse gas concentrations,increase global warming,yes,yes
request-24-4-4,increase global warming,contribute to climate change,yes,yes
request-24-5-0,rich countries,promote unsustainable agriculture practices,yes,no
request-24-5-1,promote unsustainable agriculture practices,emit high levels of greenhouse gases,yes,yes
request-24-5-2,emit high levels of greenhouse gases,increase global warming,yes,no
request-24-5-3,increase global warming,contribute to climate change,yes,yes
request-24-6-0,rich countries,have high levels of urbanization,yes,no
request-24-6-1,have high levels of urbanization,lead to increased energy consumption,yes,yes
request-24-6-2,lead to increased energy consumption,emit high levels of greenhouse gases,yes,no
request-24-6-3,emit high levels of greenhouse gases,increase global warming,yes,no
request-24-6-4,increase global warming,contribute to climate change,yes,yes
request-24-7-0,rich countries,have high levels of air travel,yes,no
request-24-7-1,have high levels of air travel,emit high levels of greenhouse gases,yes,yes
request-24-7-2,emit high levels of greenhouse gases,increase global warming,yes,no
request-24-7-3,increase global warming,contribute to climate change,yes,yes
request-24-8-0,rich countries,have high levels of meat consumption,yes,no
request-24-8-1,have high levels of meat consumption,lead to increased greenhouse gas emissions from livestock farming,yes,yes
request-24-8-2,lead to increased greenhouse gas emissions from livestock farming,increase global warming,yes,yes
request-24-8-3,increase global warming,contribute to climate change,yes,yes
request-25-0-0,climate change,increased global temperatures,yes,yes
request-25-0-1,increased global temperatures,more frequent and severe heatwaves,yes,yes
request-25-0-2,more frequent and severe heatwaves,damage to crops and reduced agricultural productivity,yes,no
request-25-0-3,damage to crops and reduced agricultural productivity,increased food prices and reduced food security,yes,no
request-25-0-4,increased food prices and reduced food security,impacts on poor regions,yes,yes
request-25-1-0,climate change,rising sea levels,yes,no
request-25-1-1,rising sea levels,coastal flooding and erosion,yes,no
request-25-1-2,coastal flooding and erosion,displacement of people and damage to infrastructure,yes,no
request-25-1-3,displacement of people and damage to infrastructure,loss of livelihoods and increased poverty,yes,yes
request-25-1-4,loss of livelihoods and increased poverty,impacts on poor regions,yes,yes
request-25-2-0,climate change,changes in precipitation patterns,yes,no
request-25-2-1,changes in precipitation patterns,increased frequency and severity of droughts,yes,yes
request-25-2-2,increased frequency and severity of droughts,water scarcity and reduced water quality,yes,yes
request-25-2-3,water scarcity and reduced water quality,"impacts on agriculture, health, and sanitation",yes,yes
request-25-2-4,"impacts on agriculture, health, and sanitation",impacts on poor regions,yes,yes
request-25-3-0,climate change,more intense and frequent extreme weather events,yes,no
request-25-3-1,more intense and frequent extreme weather events,damage to infrastructure and disruption of essential services,yes,no
request-25-3-2,damage to infrastructure and disruption of essential services,increased health risks and reduced access to healthcare,yes,no
request-25-3-3,increased health risks and reduced access to healthcare,impacts on poor regions,yes,yes
request-25-4-0,climate change,changes in vectorborne diseases,yes,no
request-25-4-1,changes in vectorborne diseases,increased prevalence of diseases such as malaria and dengue fever,yes,yes
request-25-4-2,increased prevalence of diseases such as malaria and dengue fever,strain on healthcare systems and reduced access to healthcare,yes,yes
request-25-4-3,strain on healthcare systems and reduced access to healthcare,impacts on poor regions,yes,yes
request-25-5-0,climate change,changes in ocean temperatures and acidification,yes,no
request-25-5-1,changes in ocean temperatures and acidification,impacts on marine ecosystems and fisheries,yes,no
request-25-5-2,impacts on marine ecosystems and fisheries,loss of livelihoods and reduced food security for communities dependent on fishing,yes,yes
request-25-5-3,loss of livelihoods and reduced food security for communities dependent on fishing,impacts on poor regions,yes,yes
request-26-0-0,climate change,increased greenhouse gas emissions,no,yes
request-26-0-1,increased greenhouse gas emissions,enhanced greenhouse effect,yes,no
request-26-0-2,enhanced greenhouse effect,trapped heat in the atmosphere,yes,yes
request-26-0-3,trapped heat in the atmosphere,global warming,yes,yes
request-26-1-0,climate change,melting of polar ice caps,yes,no
request-26-1-1,melting of polar ice caps,decreased albedo effect,yes,yes
request-26-1-2,decreased albedo effect,increased solar radiation absorption,yes,yes
request-26-1-3,increased solar radiation absorption,global warming,yes,no
request-26-2-0,climate change,deforestation,no,yes
request-26-2-1,deforestation,decreased carbon dioxide absorption,yes,no
request-26-2-2,decreased carbon dioxide absorption,increased greenhouse gas concentration,yes,no
request-26-2-3,increased greenhouse gas concentration,enhanced greenhouse effect,yes,yes
request-26-2-4,enhanced greenhouse effect,trapped heat in the atmosphere,yes,yes
request-26-2-5,trapped heat in the atmosphere,global warming,yes,yes
request-26-3-0,climate change,changes in ocean currents,yes,no
request-26-3-1,changes in ocean currents,altered heat distribution,yes,yes
request-26-3-2,altered heat distribution,increased atmospheric temperature,yes,yes
request-26-3-3,increased atmospheric temperature,global warming,yes,yes
request-26-4-0,climate change,changes in cloud cover,yes,no
request-26-4-1,changes in cloud cover,altered radiation balance,yes,yes
request-26-4-2,altered radiation balance,increased atmospheric temperature,yes,yes
request-26-4-3,increased atmospheric temperature,global warming,yes,yes
request-26-5-0,climate change,changes in land use,yes,yes
request-26-5-1,changes in land use,altered surface reflectivity,yes,yes
request-26-5-2,altered surface reflectivity,increased solar radiation absorption,yes,yes
request-26-5-3,increased solar radiation absorption,global warming,yes,no
request-26-6-0,climate change,changes in aerosol concentration,yes,yes
request-26-6-1,changes in aerosol concentration,altered radiation balance,yes,yes
request-26-6-2,altered radiation balance,increased atmospheric temperature,yes,yes
request-26-6-3,increased atmospheric temperature,global warming,yes,yes
request-26-7-0,climate change,changes in methane emissions,yes,yes
request-26-7-1,changes in methane emissions,increased greenhouse gas concentration,yes,yes
request-26-7-2,increased greenhouse gas concentration,enhanced greenhouse effect,yes,yes
request-26-7-3,enhanced greenhouse effect,trapped heat in the atmosphere,yes,yes
request-26-7-4,trapped heat in the atmosphere,global warming,yes,yes
request-27-0-0,climate change,increased global temperatures,yes,yes
request-27-0-1,increased global temperatures,melting of polar ice caps and glaciers,yes,no
request-27-0-2,melting of polar ice caps and glaciers,rising sea levels,yes,no
request-27-0-3,rising sea levels,coastal flooding,yes,no
request-27-0-4,coastal flooding,flooding,yes,yes
request-27-1-0,climate change,increased global temperatures,yes,yes
request-27-1-1,increased global temperatures,changes in precipitation patterns,yes,no
request-27-1-2,changes in precipitation patterns,increased frequency and intensity of rainfall,yes,yes
request-27-1-3,increased frequency and intensity of rainfall,overflowing of rivers and streams,yes,no
request-27-1-4,overflowing of rivers and streams,flooding,yes,yes
request-27-2-0,climate change,increased global temperatures,yes,yes
request-27-2-1,increased global temperatures,changes in evaporation rates,yes,no
request-27-2-2,changes in evaporation rates,increased atmospheric moisture,yes,yes
request-27-2-3,increased atmospheric moisture,increased frequency and intensity of rainfall,yes,yes
request-27-2-4,increased frequency and intensity of rainfall,overflowing of rivers and streams,yes,no
request-27-2-5,overflowing of rivers and streams,flooding,yes,yes
request-27-3-0,climate change,increased global temperatures,yes,yes
request-27-3-1,increased global temperatures,changes in atmospheric circulation patterns,yes,no
request-27-3-2,changes in atmospheric circulation patterns,increased frequency and intensity of storms,yes,yes
request-27-3-3,increased frequency and intensity of storms,storm surges and coastal flooding,yes,no
request-27-3-4,storm surges and coastal flooding,flooding,yes,yes
request-27-4-0,climate change,increased global temperatures,yes,yes
request-27-4-1,increased global temperatures,changes in ocean currents,yes,no
request-27-4-2,changes in ocean currents,changes in weather patterns,yes,yes
request-27-4-3,changes in weather patterns,increased frequency and intensity of rainfall,yes,yes
request-27-4-4,increased frequency and intensity of rainfall,overflowing of rivers and streams,yes,no
request-27-4-5,overflowing of rivers and streams,flooding,yes,yes
request-27-5-0,climate change,increased global temperatures,yes,yes
request-27-5-1,increased global temperatures,changes in vegetation and soil moisture,yes,yes
request-27-5-2,changes in vegetation and soil moisture,reduced ability of soil to absorb water,yes,yes
request-27-5-3,reduced ability of soil to absorb water,increased runoff and flash flooding,yes,yes
request-27-5-4,increased runoff and flash flooding,flooding,yes,yes
request-27-6-0,climate change,increased global temperatures,yes,yes
request-27-6-1,increased global temperatures,changes in snow and ice cover,yes,yes
request-27-6-2,changes in snow and ice cover,changes in water availability and timing,yes,yes
request-27-6-3,changes in water availability and timing,increased frequency and intensity of rainfall,yes,yes
request-27-6-4,increased frequency and intensity of rainfall,overflowing of rivers and streams,yes,no
request-27-6-5,overflowing of rivers and streams,flooding,yes,yes
request-27-7-0,climate change,increased global temperatures,yes,yes
request-27-7-1,increased global temperatures,changes in atmospheric moisture and cloud cover,yes,no
request-27-7-2,changes in atmospheric moisture and cloud cover,changes in precipitation patterns,yes,yes
request-27-7-3,changes in precipitation patterns,increased frequency and intensity of rainfall,yes,yes
request-27-7-4,increased frequency and intensity of rainfall,overflowing of rivers and streams,yes,no
request-27-7-5,overflowing of rivers and streams,flooding,yes,yes
request-27-8-0,climate change,increased global temperatures,yes,yes
request-27-8-1,increased global temperatures,changes in ocean temperatures and circulation,yes,yes
request-27-8-2,changes in ocean temperatures and circulation,changes in storm tracks and intensity,yes,yes
request-27-8-3,changes in storm tracks and intensity,storm surges and coastal flooding,yes,no
request-27-8-4,storm surges and coastal flooding,flooding,yes,yes
request-27-9-0,climate change,increased global temperatures,yes,yes
request-27-9-1,increased global temperatures,changes in atmospheric pressure and wind patterns,yes,no
request-27-9-2,changes in atmospheric pressure and wind patterns,changes in weather patterns and storm tracks,yes,yes
request-27-9-3,changes in weather patterns and storm tracks,increased frequency and intensity of rainfall,yes,yes
request-27-9-4,increased frequency and intensity of rainfall,overflowing of rivers and streams,yes,no
request-27-9-5,overflowing of rivers and streams,flooding,yes,yes
request-27-10-0,climate change,increased global temperatures,yes,yes
request-27-10-1,increased global temperatures,changes in soil moisture and vegetation cover,yes,yes
request-27-10-2,changes in soil moisture and vegetation cover,changes in surface water runoff and infiltration,yes,yes
request-27-10-3,changes in surface water runoff and infiltration,increased frequency and intensity of flash flooding,yes,yes
request-27-10-4,increased frequency and intensity of flash flooding,flooding,yes,yes
request-27-11-0,climate change,increased global temperatures,yes,yes
request-27-11-1,increased global temperatures,changes in atmospheric moisture and cloud cover,yes,no
request-27-11-2,changes in atmospheric moisture and cloud cover,changes in precipitation patterns and intensity,yes,yes
request-27-11-3,changes in precipitation patterns and intensity,increased frequency and intensity of rainfall,yes,yes
request-27-11-4,increased frequency and intensity of rainfall,overflowing of rivers and streams,yes,no
request-27-11-5,overflowing of rivers and streams,flooding,yes,yes
request-27-12-0,climate change,increased global temperatures,yes,yes
request-27-12-1,increased global temperatures,changes in atmospheric circulation and pressure,yes,no
request-27-12-2,changes in atmospheric circulation and pressure,changes in weather patterns and storm tracks,yes,yes
request-27-12-3,changes in weather patterns and storm tracks,increased frequency and intensity of storm surges,yes,yes
request-27-12-4,increased frequency and intensity of storm surges,coastal flooding,yes,yes
request-27-12-5,coastal flooding,flooding,yes,yes
request-27-13-0,climate change,increased global temperatures,yes,yes
request-27-13-1,increased global temperatures,changes in ocean temperatures and circulation,yes,yes
request-27-13-2,changes in ocean temperatures and circulation,changes in storm tracks and intensity,yes,yes
request-27-13-3,changes in storm tracks and intensity,increased frequency and intensity of storm surges,yes,yes
request-27-13-4,increased frequency and intensity of storm surges,coastal flooding,yes,yes
request-27-13-5,coastal flooding,flooding,yes,yes
request-27-14-0,climate change,increased global temperatures,yes,yes
request-27-14-1,increased global temperatures,changes in atmospheric moisture and cloud cover,yes,no
request-27-14-2,changes in atmospheric moisture and cloud cover,changes in precipitation patterns and intensity,yes,yes
request-27-14-3,changes in precipitation patterns and intensity,increased frequency and intensity of rainfall,yes,yes
request-27-14-4,increased frequency and intensity of rainfall,overflowing of rivers and streams,yes,no
request-27-14-5,overflowing of rivers and streams,flash flooding,yes,yes
request-27-14-6,flash flooding,flooding,yes,yes
request-27-15-0,climate change,increased global temperatures,yes,yes
request-27-15-1,increased global temperatures,changes in atmospheric circulation and pressure,yes,no
request-27-15-2,changes in atmospheric circulation and pressure,changes in weather patterns and storm tracks,yes,yes
request-27-15-3,changes in weather patterns and storm tracks,increased frequency and intensity of storm surges,yes,yes
request-27-15-4,increased frequency and intensity of storm surges,coastal flooding,yes,yes
request-27-15-5,coastal flooding,flash flooding,no,no
request-27-15-6,flash flooding,flooding,yes,yes
request-27-16-0,climate change,increased global temperatures,yes,yes
request-27-16-1,increased global temperatures,changes in ocean temperatures and circulation,yes,yes
request-27-16-2,changes in ocean temperatures and circulation,changes in storm tracks and intensity,yes,yes
request-27-16-3,changes in storm tracks and intensity,increased frequency and intensity of storm surges,yes,yes
request-27-16-4,increased frequency and intensity of storm surges,coastal flooding,yes,yes
request-27-16-5,coastal flooding,flash flooding,no,no
request-27-16-6,flash flooding,flooding,yes,yes
request-27-17-0,climate change,increased global temperatures,yes,yes
request-27-17-1,increased global temperatures,changes in atmospheric moisture and cloud cover,yes,no
request-27-17-2,changes in atmospheric moisture and cloud cover,changes in precipitation patterns and intensity,yes,yes
request-27-17-3,changes in precipitation patterns and intensity,increased frequency and intensity of rainfall,yes,yes
request-27-17-4,increased frequency and intensity of rainfall,overflowing of rivers and streams,yes,no
request-27-17-5,overflowing of rivers and streams,flash flooding,yes,yes
request-27-17-6,flash flooding,flooding,yes,yes
request-27-18-0,climate change,increased global temperatures,yes,yes
request-27-18-1,increased global temperatures,changes in atmospheric circulation and pressure,yes,no
request-27-18-2,changes in atmospheric circulation and pressure,changes in weather patterns and storm tracks,yes,yes
request-27-18-3,changes in weather patterns and storm tracks,increased frequency and intensity of storm surges,yes,yes
request-27-18-4,increased frequency and intensity of storm surges,coastal flooding,yes,yes
request-27-18-5,coastal flooding,flash flooding,no,no
request-27-18-6,flash flooding,flooding,yes,yes
request-27-19-0,climate change,increased global temperatures,yes,yes
request-27-19-1,increased global temperatures,changes in ocean temperatures and circulation,yes,yes
request-27-19-2,changes in ocean temperatures and circulation,changes in storm tracks and intensity,yes,yes
request-27-19-3,changes in storm tracks and intensity,increased frequency and intensity of storm surges,yes,yes
request-27-19-4,increased frequency and intensity of storm surges,coastal flooding,yes,yes
request-27-19-5,coastal flooding,flash flooding,no,no
request-27-19-6,flash flooding,flooding,yes,yes
request-28-0-0,stoppage of natural winds,disruption of global air circulation patterns,yes,yes
request-28-0-1,disruption of global air circulation patterns,changes in temperature distribution,yes,yes
request-28-0-2,changes in temperature distribution,shifts in precipitation patterns,yes,yes
request-28-0-3,shifts in precipitation patterns,alteration of ecosystems and habitats,yes,yes
request-28-0-4,alteration of ecosystems and habitats,release of stored carbon from affected ecosystems,yes,yes
request-28-0-5,release of stored carbon from affected ecosystems,increased concentration of greenhouse gases in the atmosphere,yes,yes
request-28-0-6,increased concentration of greenhouse gases in the atmosphere,enhanced greenhouse effect,yes,yes
request-28-0-7,enhanced greenhouse effect,global warming,yes,yes
request-28-0-8,global warming,climate change,yes,yes
request-28-1-0,stoppage of natural winds,reduction in winddriven ocean currents,yes,no
request-28-1-1,reduction in winddriven ocean currents,changes in ocean temperature and salinity distribution,yes,yes
request-28-1-2,changes in ocean temperature and salinity distribution,alteration of marine ecosystems,yes,yes
request-28-1-3,alteration of marine ecosystems,release of stored carbon from affected marine ecosystems,yes,yes
request-28-1-4,release of stored carbon from affected marine ecosystems,increased concentration of greenhouse gases in the atmosphere,yes,yes
request-28-1-5,increased concentration of greenhouse gases in the atmosphere,enhanced greenhouse effect,yes,yes
request-28-1-6,enhanced greenhouse effect,global warming,yes,yes
request-28-1-7,global warming,climate change,yes,yes
request-28-2-0,stoppage of natural winds,decrease in wind energy production,yes,no
request-28-2-1,decrease in wind energy production,increased reliance on fossil fuels for energy production,yes,no
request-28-2-2,increased reliance on fossil fuels for energy production,increased greenhouse gas emissions,yes,no
request-28-2-3,increased greenhouse gas emissions,enhanced greenhouse effect,yes,no
request-28-2-4,enhanced greenhouse effect,global warming,yes,yes
request-28-2-5,global warming,climate change,yes,yes
request-28-3-0,stoppage of natural winds,reduction in winddriven pollination,yes,no
request-28-3-1,reduction in winddriven pollination,decreased plant growth and reproduction,yes,yes
request-28-3-2,decreased plant growth and reproduction,reduced carbon sequestration by plants,yes,yes
request-28-3-3,reduced carbon sequestration by plants,increased concentration of greenhouse gases in the atmosphere,yes,no
request-28-3-4,increased concentration of greenhouse gases in the atmosphere,enhanced greenhouse effect,yes,yes
request-28-3-5,enhanced greenhouse effect,global warming,yes,yes
request-28-3-6,global warming,climate change,yes,yes
request-28-4-0,stoppage of natural winds,changes in atmospheric pressure distribution,yes,no
request-28-4-1,changes in atmospheric pressure distribution,alteration of weather patterns,yes,yes
request-28-4-2,alteration of weather patterns,changes in temperature and precipitation patterns,yes,yes
request-28-4-3,changes in temperature and precipitation patterns,shifts in ecosystems and habitats,yes,yes
request-28-4-4,shifts in ecosystems and habitats,release of stored carbon from affected ecosystems,yes,yes
request-28-4-5,release of stored carbon from affected ecosystems,increased concentration of greenhouse gases in the atmosphere,yes,yes
request-28-4-6,increased concentration of greenhouse gases in the atmosphere,enhanced greenhouse effect,yes,yes
request-28-4-7,enhanced greenhouse effect,global warming,yes,yes
request-28-4-8,global warming,climate change,yes,yes
request-29-0-0,overheating of earth's atmosphere,increase in atmospheric temperature,yes,yes
request-29-0-1,increase in atmospheric temperature,expansion of air due to heat,yes,no
request-29-0-2,expansion of air due to heat,decrease in air density,yes,yes
request-29-0-3,decrease in air density,disruption of air pressure balance,yes,no
request-29-0-4,disruption of air pressure balance,changes in wind patterns,yes,yes
request-29-0-5,changes in wind patterns,formation of highpressure zones,yes,yes
request-29-0-6,formation of highpressure zones,prevention of wind circulation,no,yes
request-29-0-7,prevention of wind circulation,stoppage of natural winds,yes,yes
request-29-1-0,overheating of earth's atmosphere,increase in atmospheric temperature,yes,yes
request-29-1-1,increase in atmospheric temperature,melting of polar ice caps,yes,no
request-29-1-2,melting of polar ice caps,rise in sea levels,yes,no
request-29-1-3,rise in sea levels,change in ocean currents,yes,no
request-29-1-4,change in ocean currents,disruption of wind patterns,yes,yes
request-29-1-5,disruption of wind patterns,formation of highpressure zones,yes,yes
request-29-1-6,formation of highpressure zones,prevention of wind circulation,no,yes
request-29-1-7,prevention of wind circulation,stoppage of natural winds,yes,yes
request-29-2-0,overheating of earth's atmosphere,increase in atmospheric temperature,yes,yes
request-29-2-1,increase in atmospheric temperature,formation of thermal inversions,no,no
request-29-2-2,formation of thermal inversions,trapping of pollutants and heat,yes,yes
request-29-2-3,trapping of pollutants and heat,disruption of wind patterns,yes,yes
request-29-2-4,disruption of wind patterns,formation of highpressure zones,no,yes
request-29-2-5,formation of highpressure zones,prevention of wind circulation,no,yes
request-29-2-6,prevention of wind circulation,stoppage of natural winds,yes,yes
request-30-0-0,removal of hills,destruction of natural barriers,yes,no
request-30-0-1,destruction of natural barriers,disruption of wind patterns,yes,yes
request-30-0-2,disruption of wind patterns,reduction in wind speed,yes,yes
request-30-0-3,reduction in wind speed,stoppage of natural winds,no,yes
request-30-1-0,removal of hills,alteration of landscape,yes,yes
request-30-1-1,alteration of landscape,changes in atmospheric conditions,yes,yes
request-30-1-2,changes in atmospheric conditions,disruption of wind flow,yes,yes
