custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH,Does_cause_lead_to_effect_PASSIVE,Does_effect_lead_to_cause_SWITCH_PASSIVE
request-25-3-1,promotion of high consumption lifestyles,increased demand for energy and resources,yes,yes,yes,yes
request-25-3-2,increased demand for energy and resources,escalated fossil fuel extraction and use,yes,no,yes,yes
request-25-3-3,escalated fossil fuel extraction and use,significant greenhouse gas output,yes,no,yes,yes
request-25-3-4,significant greenhouse gas output,environmental degradation,yes,yes,yes,yes
request-25-3-5,environmental degradation,vast majority of climate emissions,yes,yes,no,yes
request-25-4-0,corporations,political lobbying and policy influence,yes,no,yes,yes
request-25-4-1,political lobbying and policy influence,weak environmental regulations,yes,yes,yes,no
request-25-4-2,weak environmental regulations,ongoing reliance on nonrenewable energy sources,yes,no,no,yes
request-25-4-3,ongoing reliance on nonrenewable energy sources,intensification of carbon emissions,yes,no,yes,no
request-25-4-4,intensification of carbon emissions,exacerbation of global climate issues,yes,yes,yes,yes
request-25-4-5,exacerbation of global climate issues,vast majority of climate emissions,no,yes,yes,yes
request-26-0-0,corporations,industrial activities,yes,no,yes,yes
request-26-0-1,industrial activities,increased energy demand,yes,no,yes,yes
request-26-0-2,increased energy demand,fossil fuel extraction,yes,no,yes,no
request-26-0-3,fossil fuel extraction,fossil fuel combustion,no,no,no,no
request-26-0-4,fossil fuel combustion,greenhouse gas emissions,yes,no,yes,no
request-26-0-5,greenhouse gas emissions,over 90% of climate change emissions,yes,yes,yes,yes
request-26-1-0,corporations,manufacturing processes,yes,no,yes,no
request-26-1-1,manufacturing processes,resource consumption,yes,no,yes,yes
request-26-1-2,resource consumption,fossil fuel reliance,yes,yes,yes,yes
request-26-1-3,fossil fuel reliance,carbon dioxide release,yes,no,yes,no
request-26-1-4,carbon dioxide release,greenhouse gas emissions,yes,no,yes,yes
request-26-1-5,greenhouse gas emissions,over 90% of climate change emissions,yes,yes,yes,yes
request-26-2-0,corporations,transportation systems,no,no,no,no
request-26-2-1,transportation systems,fossil fuel consumption,yes,no,yes,yes
request-26-2-2,fossil fuel consumption,greenhouse gas emissions,yes,no,yes,no
request-26-2-3,greenhouse gas emissions,over 90% of climate change emissions,yes,yes,yes,yes
request-26-3-0,corporations,deforestation for industrial purposes,yes,no,yes,yes
request-26-3-1,deforestation for industrial purposes,reduced carbon absorption,yes,no,yes,no
request-26-3-2,reduced carbon absorption,increased atmospheric carbon dioxide,yes,yes,yes,yes
request-26-3-3,increased atmospheric carbon dioxide,greenhouse gas emissions,no,yes,yes,yes
request-26-3-4,greenhouse gas emissions,over 90% of climate change emissions,yes,yes,yes,yes
request-26-4-0,corporations,agriculture sector activities,no,no,no,no
request-26-4-1,agriculture sector activities,livestock farming,no,yes,yes,yes
request-26-4-2,livestock farming,methane emissions,yes,no,yes,no
request-26-4-3,methane emissions,greenhouse gas emissions,yes,no,yes,yes
request-26-4-4,greenhouse gas emissions,over 90% of climate change emissions,yes,yes,yes,yes
request-26-5-0,corporations,plastic production,yes,no,yes,no
request-26-5-1,plastic production,petrochemical processes,no,yes,yes,yes
request-26-5-2,petrochemical processes,fossil fuel usage,yes,no,yes,no
request-26-5-3,fossil fuel usage,greenhouse gas emissions,yes,no,yes,no
request-26-5-4,greenhouse gas emissions,over 90% of climate change emissions,yes,yes,yes,yes
request-26-6-0,corporations,investment in fossil fuel infrastructure,yes,no,yes,no
request-26-6-1,investment in fossil fuel infrastructure,continued fossil fuel dependency,yes,yes,yes,yes
request-26-6-2,continued fossil fuel dependency,greenhouse gas emissions,yes,no,yes,no
request-26-6-3,greenhouse gas emissions,over 90% of climate change emissions,yes,yes,yes,yes
request-27-0-0,"the tossing of a single cigarette on dry, hot ground",the ignition of the cigarette,no,no,yes,yes
request-27-0-1,the ignition of the cigarette,the ignition of dry grass,yes,no,yes,no
request-27-0-2,the ignition of dry grass,the spread of small flames across the dry grass,yes,yes,yes,yes
request-27-0-3,the spread of small flames across the dry grass,the growth of the fire across a larger area,yes,yes,yes,yes
request-27-0-4,the growth of the fire across a larger area,the engulfment of surrounding vegetation in flames,yes,yes,yes,yes
request-27-0-5,the engulfment of surrounding vegetation in flames,a massive fire,yes,yes,yes,yes
request-27-1-0,"the tossing of a single cigarette on dry, hot ground",the ignition of the cigarette,no,no,no,yes
request-27-1-1,the ignition of the cigarette,the production of embers,yes,yes,yes,no
request-27-1-2,the production of embers,the ignition of dry leaves nearby,yes,yes,yes,yes
request-27-1-3,the ignition of dry leaves nearby,the spread of flames to nearby shrubs,yes,yes,yes,yes
request-27-1-4,the spread of flames to nearby shrubs,the fire spreading to dry trees,yes,yes,yes,yes
request-27-1-5,the fire spreading to dry trees,a massive fire,yes,yes,yes,yes
request-27-2-0,"the tossing of a single cigarette on dry, hot ground",the ignition of the cigarette,no,no,yes,yes
request-27-2-1,the ignition of the cigarette,the heat from the cigarette igniting the dry ground,yes,no,yes,no
request-27-2-2,the heat from the cigarette igniting the dry ground,the production of a small flame on the ground,yes,no,yes,no
request-27-2-3,the production of a small flame on the ground,the flame spreading to dry grass in the vicinity,yes,yes,yes,yes
request-27-2-4,the flame spreading to dry grass in the vicinity,the wind carrying embers to nearby dry vegetation,no,yes,no,yes
request-27-2-5,the wind carrying embers to nearby dry vegetation,a massive fire,yes,yes,yes,yes
request-27-3-0,"the tossing of a single cigarette on dry, hot ground",the ignition of the cigarette,no,no,yes,yes
request-27-3-1,the ignition of the cigarette,the ignition causing smoldering in dry vegetation,yes,no,yes,no
request-27-3-2,the ignition causing smoldering in dry vegetation,smoldering vegetation erupting into small flames,yes,no,yes,yes
request-27-3-3,smoldering vegetation erupting into small flames,the flames spreading outward due to wind,yes,yes,yes,yes
request-27-3-4,the flames spreading outward due to wind,nearby forest or dry brush catching on fire,yes,yes,yes,yes
request-27-3-5,nearby forest or dry brush catching on fire,a massive fire,yes,yes,yes,yes
request-27-4-0,"the tossing of a single cigarette on dry, hot ground",the ignition of the cigarette,no,no,no,yes
request-27-4-1,the ignition of the cigarette,the ember from the cigarette traveling to dry grass,yes,no,yes,yes
request-27-4-2,the ember from the cigarette traveling to dry grass,the ember igniting the dry grass,yes,no,yes,yes
request-27-4-3,the ember igniting the dry grass,the flames spreading into a brush fire,yes,no,yes,yes
request-27-4-4,the flames spreading into a brush fire,the brush fire expanding rapidly across the landscape,yes,yes,yes,yes
request-27-4-5,the brush fire expanding rapidly across the landscape,a massive fire,yes,yes,yes,yes
request-28-0-0,us industrialization,increased fossil fuel consumption,yes,no,yes,yes
request-28-0-1,increased fossil fuel consumption,higher greenhouse gas emissions,yes,no,yes,no
request-28-0-2,higher greenhouse gas emissions,rising atmospheric co2 levels,yes,no,yes,no
request-28-1-0,us population growth,increased energy demand,yes,no,yes,no
request-28-1-1,increased energy demand,higher fossil fuel usage,yes,no,yes,yes
request-28-1-2,higher fossil fuel usage,increased greenhouse gas emissions,yes,no,yes,no
request-28-1-3,increased greenhouse gas emissions,rising atmospheric co2 levels,yes,no,yes,no
request-28-2-0,us economic growth,expansion of industries,yes,yes,yes,yes
request-28-2-1,expansion of industries,increased fossil fuel burning,yes,no,yes,yes
request-28-2-2,increased fossil fuel burning,rising greenhouse gas emissions,yes,no,yes,no
request-28-2-3,rising greenhouse gas emissions,higher atmospheric co2 levels,yes,no,yes,yes
request-28-3-0,us dependence on fossil fuels,widespread coal and oil use,yes,yes,yes,yes
request-28-3-1,widespread coal and oil use,elevated carbon emissions,yes,no,yes,yes
request-28-3-2,elevated carbon emissions,rising atmospheric co2 levels,yes,no,yes,no
request-28-4-0,us transportation expansion,increased vehicle fuel consumption,yes,no,yes,yes
request-28-4-1,increased vehicle fuel consumption,higher co2 emissions,yes,no,yes,yes
request-28-4-2,higher co2 emissions,rising atmospheric co2 levels,yes,no,yes,no
request-28-5-0,us agricultural activities,landuse changes,yes,yes,yes,yes
request-28-5-1,landuse changes,deforestation and soil carbon release,yes,yes,yes,yes
request-28-5-2,deforestation and soil carbon release,higher atmospheric co2 levels,yes,no,yes,no
request-28-6-0,us technological advancements,increased energy production,yes,yes,yes,yes
request-28-6-1,increased energy production,reliance on fossil fuels,no,yes,no,yes
request-28-6-2,reliance on fossil fuels,higher carbon emissions,yes,no,yes,no
request-28-6-3,higher carbon emissions,rising atmospheric co2 levels,yes,no,yes,no
request-28-7-0,us global trade practices,energyintensive manufacturing,no,no,yes,no
request-28-7-1,energyintensive manufacturing,increased carbon emissions,yes,no,yes,yes
request-28-7-2,increased carbon emissions,higher atmospheric co2 levels,yes,no,yes,no
request-28-8-0,us lifestyle changes,higher energy consumption habits,yes,yes,yes,yes
request-28-8-1,higher energy consumption habits,increased fossil fuel use,yes,no,yes,yes
request-28-8-2,increased fossil fuel use,elevated co2 emissions,yes,no,yes,no
request-28-8-3,elevated co2 emissions,rising atmospheric co2 levels,yes,no,yes,no
request-28-9-0,us urbanization,growing infrastructure needs,yes,yes,yes,no
request-28-9-1,growing infrastructure needs,higher energy demands,yes,yes,yes,yes
request-28-9-2,higher energy demands,increased fossil fuel use,yes,no,yes,yes
request-28-9-3,increased fossil fuel use,higher co2 emissions,yes,no,yes,no
request-28-9-4,higher co2 emissions,rising atmospheric co2 levels,yes,no,yes,no
request-28-10-0,us policy decisions,promotion of fossil fuel industries,yes,yes,yes,yes
request-28-10-1,promotion of fossil fuel industries,sustained reliance on carbonintensive energy sources,yes,yes,yes,yes
request-28-10-2,sustained reliance on carbonintensive energy sources,increased co2 emissions,yes,no,yes,yes
request-28-10-3,increased co2 emissions,rising atmospheric co2 levels,yes,no,yes,no
request-28-11-0,us energy production preferences,dominance of coalfired power plants,no,yes,yes,no
request-28-11-1,dominance of coalfired power plants,significant carbon emissions,yes,no,yes,no
request-28-11-2,significant carbon emissions,rising atmospheric co2 levels,yes,no,yes,yes
request-28-12-0,us military activities,high energy consumption,yes,no,yes,yes
request-28-12-1,high energy consumption,increased fossil fuel use,yes,yes,yes,yes
request-28-12-2,increased fossil fuel use,higher greenhouse gas emissions,yes,no,yes,no
request-28-12-3,higher greenhouse gas emissions,rising atmospheric co2 levels,yes,no,yes,no
request-28-13-0,us waste generation,increased landfill methane release,yes,no,yes,yes
request-28-13-1,increased landfill methane release,indirect impact on atmospheric co2 levels,yes,yes,yes,yes
request-28-14-0,us influence on global energy markets,promotion of fossil fuel technologies worldwide,yes,yes,yes,yes
request-28-14-1,promotion of fossil fuel technologies worldwide,higher global co2 emissions,yes,no,yes,yes
request-28-14-2,higher global co2 emissions,rising atmospheric co2 levels,yes,no,yes,yes
request-28-15-0,us scientific research,development of nonrenewable energy technologies,yes,yes,yes,no
request-28-15-1,development of nonrenewable energy technologies,extended fossil fuel dominance,yes,no,yes,yes
request-28-15-2,extended fossil fuel dominance,increased co2 emissions,yes,no,yes,no
request-28-15-3,increased co2 emissions,rising atmospheric co2 levels,yes,no,yes,no
request-28-16-0,us global cultural impact,increased adoption of highenergy lifestyles globally,yes,yes,yes,yes
request-28-16-1,increased adoption of highenergy lifestyles globally,higher global fossil fuel demand,yes,no,yes,yes
request-28-16-2,higher global fossil fuel demand,elevated worldwide co2 emissions,yes,no,yes,no
request-28-16-3,elevated worldwide co2 emissions,rising atmospheric co2 levels,yes,no,yes,yes
request-29-0-0,climate change,rising global temperatures,yes,yes,yes,no
request-29-0-1,rising global temperatures,increased evaporation,yes,no,yes,no
request-29-0-2,increased evaporation,greater accumulation of moisture in the atmosphere,yes,no,yes,yes
request-29-0-3,greater accumulation of moisture in the atmosphere,more frequent and intense thunderstorms,yes,yes,yes,no
request-29-0-4,more frequent and intense thunderstorms,the increasing frequency of lightning,yes,yes,yes,no
request-29-1-0,climate change,rising global temperatures,yes,yes,yes,no
request-29-1-1,rising global temperatures,altered weather patterns,yes,no,yes,yes
request-29-1-2,altered weather patterns,increased atmospheric instability,yes,yes,yes,yes
request-29-1-3,increased atmospheric instability,more frequent and intense thunderstorms,yes,yes,yes,yes
request-29-1-4,more frequent and intense thunderstorms,the increasing frequency of lightning,yes,yes,yes,no
request-29-2-0,climate change,rising global temperatures,yes,yes,yes,no
request-29-2-1,rising global temperatures,warmer oceans,yes,no,yes,yes
request-29-2-2,warmer oceans,increased atmospheric water vapor,yes,no,yes,no
request-29-2-3,increased atmospheric water vapor,more frequent and intense thunderstorms,yes,yes,yes,no
request-29-2-4,more frequent and intense thunderstorms,the increasing frequency of lightning,yes,yes,yes,no
request-29-3-0,climate change,rising global temperatures,yes,yes,yes,no
request-29-3-1,rising global temperatures,drier soil in some regions,yes,yes,yes,yes
request-29-3-2,drier soil in some regions,increased convection currents,yes,yes,yes,yes
request-29-3-3,increased convection currents,more frequent and intense thunderstorms,yes,yes,yes,yes
request-29-3-4,more frequent and intense thunderstorms,the increasing frequency of lightning,yes,no,yes,no
request-29-4-0,climate change,rising global temperatures,yes,yes,yes,no
request-29-4-1,rising global temperatures,changes in wind patterns,yes,no,yes,no
request-29-4-2,changes in wind patterns,increased atmospheric instability,yes,yes,yes,yes
request-29-4-3,increased atmospheric instability,more frequent and intense thunderstorms,yes,yes,yes,yes
request-29-4-4,more frequent and intense thunderstorms,the increasing frequency of lightning  ,yes,no,yes,no
request-30-0-0,human influence,greenhouse gas emissions increase,yes,yes,yes,yes
request-30-0-1,greenhouse gas emissions increase,enhanced greenhouse effect,yes,no,yes,yes
request-30-0-2,enhanced greenhouse effect,trapped heat in earth's atmosphere,yes,yes,yes,yes
request-30-0-3,trapped heat in earth's atmosphere,global temperature rise,yes,yes,yes,no
request-30-0-4,global temperature rise,this 1°c increase,yes,yes,no,yes
request-30-1-0,human influence,deforestation,yes,yes,yes,yes
request-30-1-1,deforestation,reduced carbon absorption,yes,no,yes,no
request-30-1-2,reduced carbon absorption,increased atmospheric carbon dioxide,yes,yes,yes,yes
request-30-1-3,increased atmospheric carbon dioxide,enhanced greenhouse effect,yes,no,yes,no
request-30-1-4,enhanced greenhouse effect,trapped heat in earth's atmosphere,yes,yes,yes,yes
request-30-1-5,trapped heat in earth's atmosphere,global temperature rise,yes,yes,yes,no
request-30-1-6,global temperature rise,this 1°c increase,yes,yes,yes,yes
request-30-2-0,human influence,industrial activities,no,yes,yes,yes
request-30-2-1,industrial activities,fossil fuel combustion,yes,no,yes,yes
request-30-2-2,fossil fuel combustion,release of carbon dioxide and methane,yes,no,yes,no
request-30-2-3,release of carbon dioxide and methane,enhanced greenhouse effect,yes,no,yes,no
request-30-2-4,enhanced greenhouse effect,trapped heat in earth's atmosphere,yes,yes,yes,yes
request-30-2-5,trapped heat in earth's atmosphere,global temperature rise,yes,yes,yes,no
request-30-2-6,global temperature rise,this 1°c increase,yes,yes,yes,yes
request-30-3-0,human influence,agricultural expansion,yes,yes,yes,yes
request-30-3-1,agricultural expansion,increased methane emissions from livestock,yes,no,yes,no
request-30-3-2,increased methane emissions from livestock,enhanced greenhouse effect,yes,no,yes,no
request-30-3-3,enhanced greenhouse effect,trapped heat in earth's atmosphere,yes,yes,yes,yes
request-30-3-4,trapped heat in earth's atmosphere,global temperature rise,yes,yes,yes,no
request-30-3-5,global temperature rise,this 1°c increase,yes,yes,no,yes
request-30-4-0,human influence,urbanization,yes,yes,yes,yes
request-30-4-1,urbanization,heat retention in urban areas,yes,no,yes,no
request-30-4-2,heat retention in urban areas,increased demand for energy,yes,yes,yes,no
request-30-4-3,increased demand for energy,fossil fuel combustion,yes,no,yes,no
request-30-4-4,fossil fuel combustion,release of carbon dioxide and methane,yes,no,yes,no
request-30-4-5,release of carbon dioxide and methane,enhanced greenhouse effect,yes,no,yes,no
request-30-4-6,enhanced greenhouse effect,trapped heat in earth's atmosphere,yes,yes,yes,yes
request-30-4-7,trapped heat in earth's atmosphere,global temperature rise,yes,yes,yes,no
request-30-4-8,global temperature rise,this 1°c increase,yes,yes,no,yes
request-31-0-0,humans,human actions,yes,no,yes,no
request-31-0-1,human actions,environmental changes,yes,yes,yes,yes
request-31-0-2,environmental changes,atmospheric alterations,yes,yes,yes,yes
request-31-0-3,atmospheric alterations,impact on earth's magnetic field,no,yes,no,no
request-31-0-4,impact on earth's magnetic field,disturbances in earth's magnetosphere,yes,yes,yes,yes
request-31-0-5,disturbances in earth's magnetosphere,interference with solar activity,yes,yes,yes,yes
request-31-1-0,humans,human actions,yes,no,yes,no
request-31-1-1,human actions,industrial activities,yes,no,yes,no
request-31-1-2,industrial activities,greenhouse gas emissions,yes,no,yes,yes
request-31-1-3,greenhouse gas emissions,climate changes,yes,no,yes,no
request-31-1-4,climate changes,changes in earth's energy balance,yes,yes,yes,yes
request-31-1-5,changes in earth's energy balance,impact on solar radiation interactions,yes,yes,yes,yes
request-31-1-6,impact on solar radiation interactions,effect on solar activity,yes,yes,no,yes
request-31-2-0,humans,human technology,yes,no,yes,no
request-31-2-1,human technology,satellite deployment,yes,no,yes,no
request-31-2-2,satellite deployment,emission of signals,yes,no,yes,no
request-31-2-3,emission of signals,interference with space environment,yes,yes,yes,yes
request-31-2-4,interference with space environment,disruption of solar observation systems,yes,yes,yes,yes
request-31-2-5,disruption of solar observation systems,impact on measurement of solar activity  ,yes,yes,yes,yes
request-32-0-0,increase in co2 in the atmosphere,higher concentration of greenhouse gases in the atmosphere,yes,yes,yes,no
request-32-0-1,higher concentration of greenhouse gases in the atmosphere,reduced escape of heat from earth’s surface,yes,no,yes,yes
request-32-0-2,reduced escape of heat from earth’s surface,trapping of solar rays in the atmosphere,yes,yes,yes,yes
request-32-1-0,increase in co2 in the atmosphere,increase in heat absorption by the atmosphere,yes,no,yes,no
request-32-1-1,increase in heat absorption by the atmosphere,reduced heat radiation from the atmosphere into space,yes,yes,yes,yes
request-32-1-2,reduced heat radiation from the atmosphere into space,trapping of solar rays in the atmosphere,yes,yes,yes,no
request-32-2-0,increase in co2 in the atmosphere,greater infrared radiation absorption in the atmosphere,yes,no,yes,yes
request-32-2-1,greater infrared radiation absorption in the atmosphere,retention of heat energy in the atmosphere,yes,yes,yes,yes
request-32-2-2,retention of heat energy in the atmosphere,trapping of solar rays in the atmosphere,yes,yes,yes,no
request-33-0-0,the trapping of solar rays in the atmosphere,an increase in thermal energy captured by the earth's atmosphere,yes,yes,yes,yes
request-33-0-1,an increase in thermal energy captured by the earth's atmosphere,a rise in the average temperature of the earth's surface,yes,yes,yes,yes
request-33-0-2,a rise in the average temperature of the earth's surface,"the heating effect, commonly known as the greenhouse effect",no,yes,yes,yes
request-34-0-0,prolonged droughts we are experiencing,reduced soil moisture,yes,no,yes,no
request-34-0-1,reduced soil moisture,dry vegetation,yes,yes,yes,no
request-34-0-2,dry vegetation,increased fire susceptibility,yes,no,yes,yes
request-34-0-3,increased fire susceptibility,wild fires,no,yes,yes,yes
request-34-1-0,prolonged droughts we are experiencing,decreased water availability,yes,no,yes,yes
request-34-1-1,decreased water availability,stressed plant life,yes,yes,yes,yes
request-34-1-2,stressed plant life,dead and dry vegetation,yes,yes,yes,no
request-34-1-3,dead and dry vegetation,wild fires,yes,no,yes,yes
request-34-2-0,prolonged droughts we are experiencing,higher temperatures,yes,yes,no,yes
request-34-2-1,higher temperatures,drier conditions,no,yes,yes,no
request-34-2-2,drier conditions,dry plant material,yes,yes,yes,no
request-34-2-3,dry plant material,wild fires,yes,no,yes,yes
request-34-3-0,prolonged droughts we are experiencing,decline in river flows,yes,no,yes,no
request-34-3-1,decline in river flows,dry surroundings,yes,yes,yes,yes
request-34-3-2,dry surroundings,accumulation of dry debris,yes,yes,yes,yes
request-34-3-3,accumulation of dry debris,wild fires,yes,no,yes,no
request-34-4-0,prolonged droughts we are experiencing,weakening of ecosystems,yes,yes,yes,yes
request-34-4-1,weakening of ecosystems,vulnerable forests,yes,yes,yes,yes
request-34-4-2,vulnerable forests,buildup of dry biomass,yes,yes,yes,yes
request-34-4-3,buildup of dry biomass,wild fires,yes,no,yes,no
request-34-5-0,prolonged droughts we are experiencing,scarcity of groundwater,yes,no,yes,no
request-34-5-1,scarcity of groundwater,dry trees and shrubs,yes,no,yes,no
request-34-5-2,dry trees and shrubs,increased fuel for fires,yes,no,yes,yes
request-34-5-3,increased fuel for fires,wild fires  ,no,no,yes,yes
request-35-0-0,microplastics introduced into oceans,marine organisms ingest microplastics,yes,no,yes,no
request-35-0-1,marine organisms ingest microplastics,microplastics disrupt ecosystems,yes,yes,yes,yes
request-35-0-2,microplastics disrupt ecosystems,altered ecosystems affect global climate,yes,yes,yes,yes
request-35-0-3,altered ecosystems affect global climate,changes in climate accelerate technological innovation,no,yes,no,no
request-35-0-4,changes in climate accelerate technological innovation,advanced technology enables space exploration,no,yes,no,no
request-35-0-5,advanced technology enables space exploration,space exploration,no,yes,yes,yes
request-35-1-0,microplastics accumulate in water sources,polluted water impacts human health,yes,yes,yes,yes
request-35-1-1,polluted water impacts human health,health crises push development of advanced medicine,yes,yes,yes,yes
request-35-1-2,health crises push development of advanced medicine,advanced medical knowledge informs space travel research,yes,yes,no,no
request-35-1-3,advanced medical knowledge informs space travel research,space travel research advances interstellar missions,yes,yes,no,no
request-35-1-4,space travel research advances interstellar missions,interstellar missions locate an alien world,no,yes,no,no
request-35-2-0,microplastics enter food chains,foodchain contamination affects biodiversity,yes,yes,yes,yes
request-35-2-1,foodchain contamination affects biodiversity,loss of biodiversity triggers scientific investigation,yes,yes,yes,yes
request-35-2-2,loss of biodiversity triggers scientific investigation,scientific discoveries lead to innovative technologies,yes,yes,no,no
request-35-2-3,scientific discoveries lead to innovative technologies,innovative technologies drive interplanetary travel,yes,yes,yes,no
request-35-2-4,innovative technologies drive interplanetary travel,interplanetary travel discovers an alien world,no,no,no,no
request-35-3-0,microplastics transported by ocean currents,ocean currents carry microplastics to remote ecosystems,yes,yes,yes,yes
request-35-3-1,ocean currents carry microplastics to remote ecosystems,remote ecosystem disruption prompts global awareness,yes,yes,yes,yes
request-35-3-2,remote ecosystem disruption prompts global awareness,global awareness drives environmental technology,yes,yes,no,no
request-35-3-3,global awareness drives environmental technology,environmental technology supports space colonization research,no,no,yes,no
request-35-3-4,environmental technology supports space colonization research,space colonization research,no,no,no,no
request-35-4-0,microplastics revealed in atmospheric systems,atmospheric pollution affects global visibility,yes,yes,no,yes
request-35-4-1,atmospheric pollution affects global visibility,global visibility spurs increased satellite deployment,yes,no,no,no
request-35-4-2,global visibility spurs increased satellite deployment,satellites identify potential habitable planets,no,no,no,no
request-35-4-3,satellites identify potential habitable planets,identified planets become targets for exploration,yes,yes,yes,yes
request-35-4-4,identified planets become targets for exploration,planetary exploration confirms an alien world,yes,no,no,no
request-36-0-0,the significant greening of the planet,increased absorption of atmospheric co₂ by plants,yes,yes,yes,yes
request-36-0-1,increased absorption of atmospheric co₂ by plants,reduction of atmospheric co₂ levels,yes,no,yes,no
request-36-0-2,reduction of atmospheric co₂ levels,decreased availability of co₂ for other plant processes,yes,no,yes,no
request-36-0-3,decreased availability of co₂ for other plant processes,changes in earth's climate and ecosystems,no,yes,no,yes
request-36-0-4,changes in earth's climate and ecosystems,industrial activities to meet resource demands,no,yes,yes,yes
request-36-0-5,industrial activities to meet resource demands,increased reliance on fossil fuels,yes,yes,yes,yes
request-36-0-6,increased reliance on fossil fuels,co₂ emissions and the shift from trees to fossil fuels,yes,no,yes,no
request-36-1-0,the significant greening of the planet,increased plant biomass globally,yes,yes,yes,yes
request-36-1-1,increased plant biomass globally,higher rate of decay and release of carbon into the atmosphere,yes,no,yes,no
request-36-1-2,higher rate of decay and release of carbon into the atmosphere,acceleration of atmospheric co₂ levels,yes,yes,yes,yes
request-36-1-3,acceleration of atmospheric co₂ levels,greater use of industrial energy sources,no,yes,yes,yes
request-36-1-4,greater use of industrial energy sources,increased deforestation for development,yes,yes,no,yes
request-36-1-5,increased deforestation for development,the shift from trees to fossil fuels,no,no,no,no
request-36-1-6,the shift from trees to fossil fuels,co₂ emissions and the shift from trees to fossil fuels,yes,no,yes,no
request-36-2-0,the significant greening of the planet,increase in agricultural and forested regions,yes,yes,yes,no
request-36-2-1,increase in agricultural and forested regions,higher demand for land use,yes,no,no,yes
request-36-2-2,higher demand for land use,deforestation and industrial extraction of resources,yes,yes,yes,yes
request-36-2-3,deforestation and industrial extraction of resources,expansion of fossil fuel use,yes,yes,yes,yes
request-36-2-4,expansion of fossil fuel use,increased greenhouse gas emissions,yes,no,yes,no
request-36-2-5,increased greenhouse gas emissions,co₂ emissions and the shift from trees to fossil fuels,yes,yes,yes,yes
request-37-0-0,land clearance for construction and agriculture,removal of trees and vegetation,yes,yes,yes,yes
request-37-0-1,removal of trees and vegetation,loss of forested areas,yes,yes,yes,yes
request-37-0-2,loss of forested areas,deforestation,yes,yes,yes,yes
request-37-1-0,land clearance for construction and agriculture,destruction of natural habitats,yes,yes,yes,yes
request-37-1-1,destruction of natural habitats,significant reduction in tree cover,yes,yes,yes,yes
request-37-1-2,significant reduction in tree cover,deforestation,yes,yes,yes,yes
request-37-2-0,land clearance for construction and agriculture,expansion of urban and agricultural areas,yes,yes,yes,yes
request-37-2-1,expansion of urban and agricultural areas,reduction of forest land,yes,yes,yes,yes
request-37-2-2,reduction of forest land,deforestation,yes,yes,yes,yes
request-38-0-0,the burning of carbon,the production of heat,yes,no,yes,no
request-38-0-1,the production of heat,the heating of water,yes,no,yes,no
request-38-0-2,the heating of water,the creation of steam,yes,no,yes,no
request-38-0-3,the creation of steam,the rotation of turbines,yes,no,yes,no
request-38-0-4,the rotation of turbines,the generation of electricity,yes,no,yes,no
request-38-0-5,the generation of electricity,the delivery of electricity to labs,no,no,yes,no
request-38-0-6,the delivery of electricity to labs,electricity used in labs,yes,no,yes,no
request-38-1-0,the burning of carbon,the release of energy,yes,yes,yes,yes
request-38-1-1,the release of energy,the spinning of a turbine,yes,no,yes,no
request-38-1-2,the spinning of a turbine,the generation of electricity,yes,no,yes,no
request-38-1-3,the generation of electricity,the transmission of electricity,no,no,yes,no
request-38-1-4,the transmission of electricity,the supply of electricity to labs,yes,yes,yes,no
request-38-1-5,the supply of electricity to labs,electricity used in labs,yes,no,yes,no
request-38-2-0,the burning of carbon,the release of greenhouse gases,yes,no,yes,no
request-38-2-1,the release of greenhouse gases,the atmospheric warming,yes,yes,yes,no
request-38-2-2,the atmospheric warming,the increased demand for cooling systems,yes,no,yes,no
request-38-2-3,the increased demand for cooling systems,the increased use of electricity in cooling systems,yes,no,yes,no
request-38-2-4,the increased use of electricity in cooling systems,the consumption of electricity in labs,yes,yes,yes,no
request-38-2-5,the consumption of electricity in labs,electricity used in labs,yes,yes,yes,yes
request-39-0-0,the high carbon footprint of labgrown wood,increased energy consumption in production,no,yes,no,yes
request-39-0-1,increased energy consumption in production,higher greenhouse gas emissions,yes,no,yes,yes
request-39-0-2,higher greenhouse gas emissions,greater concentration of greenhouse gases in the atmosphere,yes,no,yes,no
request-39-0-3,greater concentration of greenhouse gases in the atmosphere,global warming,yes,no,yes,no
request-39-1-0,the high carbon footprint of labgrown wood,increased use of fossil fuels,no,yes,no,no
request-39-1-1,increased use of fossil fuels,increased carbon dioxide emissions,yes,no,yes,no
request-39-1-2,increased carbon dioxide emissions,greater trapping of heat in the atmosphere,yes,no,yes,yes
request-39-1-3,greater trapping of heat in the atmosphere,global warming,yes,yes,yes,yes
request-39-2-0,the high carbon footprint of labgrown wood,increased demand for nonrenewable energy resources,no,no,no,no
request-39-2-1,increased demand for nonrenewable energy resources,depletion of forests and natural carbon sinks,yes,no,yes,no
request-39-2-2,depletion of forests and natural carbon sinks,reduced ability of the environment to absorb excess co2,yes,yes,yes,no
request-39-2-3,reduced ability of the environment to absorb excess co2,global warming,yes,yes,yes,no
request-39-3-0,the high carbon footprint of labgrown wood,increased industrial emissions,no,no,no,no
request-39-3-1,increased industrial emissions,heightened atmospheric co2 concentrations,yes,no,yes,yes
