custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH
request-51-0-3,antibioticresistant bacteria proliferation,rise in infectious diseases,yes,yes
request-51-1-0,capitalism,urbanization and overcrowded cities,no,no
request-51-1-1,urbanization and overcrowded cities,inadequate sanitation infrastructure,yes,no
request-51-1-2,inadequate sanitation infrastructure,contaminated water sources,yes,no
request-51-1-3,contaminated water sources,rise in infectious diseases,yes,no
request-51-2-0,capitalism,deforestation for resource extraction,yes,no
request-51-2-1,deforestation for resource extraction,wildlife habitat destruction,yes,no
request-51-2-2,wildlife habitat destruction,increased humanwildlife contact,yes,yes
request-51-2-3,increased humanwildlife contact,zoonotic disease spillover,yes,no
request-51-2-4,zoonotic disease spillover,rise in infectious diseases,yes,no
request-51-3-0,capitalism,globalized trade networks,yes,no
request-51-3-1,globalized trade networks,accelerated international travel,yes,yes
request-51-3-2,accelerated international travel,rapid pathogen transmission,yes,no
request-51-3-3,rapid pathogen transmission,rise in infectious diseases,yes,no
request-51-4-0,capitalism,privatization of healthcare systems,yes,no
request-51-4-1,privatization of healthcare systems,reduced healthcare accessibility,no,no
request-51-4-2,reduced healthcare accessibility,delayed disease detection/treatment,yes,no
request-51-4-3,delayed disease detection/treatment,rise in infectious diseases,yes,yes
request-51-5-0,capitalism,fossil fuel dependence,yes,no
request-51-5-1,fossil fuel dependence,climate change,yes,no
request-51-5-2,climate change,expanded vector habitats,yes,no
request-51-5-3,expanded vector habitats,rise in infectious diseases,yes,no
request-51-6-0,capitalism,income inequality,"the relationship between capitalism and income inequality is complex and widely debated while some argue that capitalism can contribute to income inequality by concentrating wealth, others believe it also provides opportunities for economic mobility and growth the impact often depends on various factors, including government policies, regulations, and the specific structure of the economic system in place",no
request-51-6-1,income inequality,poor living conditions in marginalized communities,yes,yes
request-51-6-2,poor living conditions in marginalized communities,weakened immune systems,yes,no
request-51-6-3,weakened immune systems,rise in infectious diseases,yes,no
request-51-7-0,capitalism,pharmaceutical profit prioritization,yes,no
request-51-7-1,pharmaceutical profit prioritization,underinvestment in tropical disease research,yes,yes
request-51-7-2,underinvestment in tropical disease research,inadequate treatments for emerging pathogens,yes,yes
request-51-7-3,inadequate treatments for emerging pathogens,rise in infectious diseases,yes,yes
request-51-8-0,capitalism,factory farming expansion,yes,no
request-51-8-1,factory farming expansion,highdensity animal populations,yes,yes
request-51-8-2,highdensity animal populations,mutation of virulent strains,yes,no
request-51-8-3,mutation of virulent strains,rise in infectious diseases,yes,yes
request-51-9-0,capitalism,labor exploitation in developing nations,yes,no
request-51-9-1,labor exploitation in developing nations,migrant worker displacement,yes,yes
request-51-9-2,migrant worker displacement,overburdened public health systems,yes,yes
request-51-9-3,overburdened public health systems,rise in infectious diseases,yes,yes
request-52-0-0,melting of glaciers,rising sea levels,yes,yes
request-52-0-1,rising sea levels,coastal erosion,yes,no
request-52-0-2,coastal erosion,undermining of coastal infrastructure foundations,yes,yes
request-52-0-3,undermining of coastal infrastructure foundations,risk to arctic infrastructure,yes,no
request-52-1-0,melting of glaciers,thawing of permafrost,no,no
request-52-1-1,thawing of permafrost,ground instability,yes,no
request-52-1-2,ground instability,structural damage to buildings and roads,yes,no
request-52-1-3,structural damage to buildings and roads,risk to arctic infrastructure,yes,yes
request-52-2-0,melting of glaciers,increased glacial meltwater runoff,yes,no
request-52-2-1,increased glacial meltwater runoff,flooding of river systems,yes,no
request-52-2-2,flooding of river systems,erosion of transport corridors,yes,yes
request-52-2-3,erosion of transport corridors,risk to arctic infrastructure,yes,yes
request-52-3-0,melting of glaciers,reduced albedo effect,yes,yes
request-52-3-1,reduced albedo effect,accelerated regional warming,yes,yes
request-52-3-2,accelerated regional warming,thawing of permafrost,yes,yes
request-52-3-3,thawing of permafrost,ground subsidence,yes,no
request-52-3-4,ground subsidence,risk to arctic infrastructure,yes,no
request-52-4-0,melting of glaciers,formation of glacial lakes,yes,yes
request-52-4-1,formation of glacial lakes,glacial lake outburst floods,yes,no
request-52-4-2,glacial lake outburst floods,sudden destruction of infrastructure,yes,yes
request-52-4-3,sudden destruction of infrastructure,risk to arctic infrastructure,yes,yes
request-52-5-0,melting of glaciers,changes in snowpack dynamics,yes,yes
request-52-5-1,changes in snowpack dynamics,altered hydrological cycles,yes,yes
request-52-5-2,altered hydrological cycles,water scarcity for infrastructure maintenance,yes,no
request-52-5-3,water scarcity for infrastructure maintenance,risk to arctic infrastructure  ,yes,no
request-53-0-0,release of carbon,carbon dioxide emissions,yes,yes
request-53-0-1,carbon dioxide emissions,atmospheric accumulation of greenhouse gases,yes,no
request-53-0-2,atmospheric accumulation of greenhouse gases,enhanced greenhouse effect,yes,no
request-53-0-3,enhanced greenhouse effect,increased radiative forcing,yes,yes
request-53-0-4,increased radiative forcing,global temperature rise,yes,yes
request-53-0-5,global temperature rise,global warming,no,yes
request-53-1-0,release of carbon,methane emissions,no,yes
request-53-1-1,methane emissions,atmospheric methane concentration rise,yes,no
request-53-1-2,atmospheric methane concentration rise,trapping of infrared radiation,yes,no
request-53-1-3,trapping of infrared radiation,heat retention in the troposphere,yes,yes
request-53-1-4,heat retention in the troposphere,global warming,yes,yes
request-53-2-0,release of carbon,deforestationinduced carbon sink loss,yes,yes
request-53-2-1,deforestationinduced carbon sink loss,reduced co₂ absorption by forests,yes,yes
request-53-2-2,reduced co₂ absorption by forests,atmospheric co₂ level increase,yes,no
request-53-2-3,atmospheric co₂ level increase,greenhouse effect amplification,yes,yes
request-53-2-4,greenhouse effect amplification,global warming,yes,yes
request-53-3-0,release of carbon,fossil fuel combustion,no,yes
request-53-3-1,fossil fuel combustion,tropospheric ozone formation,yes,no
request-53-3-2,tropospheric ozone formation,additional heat trapping,yes,yes
request-53-3-3,additional heat trapping,global surface temperature rise,yes,yes
request-53-3-4,global surface temperature rise,global warming,no,yes
request-53-4-0,release of carbon,permafrost thawing,yes,yes
request-53-4-1,permafrost thawing,methane and co₂ venting,yes,yes
request-53-4-2,methane and co₂ venting,accelerated atmospheric warming,yes,yes
request-53-4-3,accelerated atmospheric warming,polar ice melt feedback loop,yes,yes
request-53-4-4,polar ice melt feedback loop,global warming,no,yes
request-54-0-0,release of carbon,emission of greenhouse gases,yes,yes
request-54-0-1,emission of greenhouse gases,atmospheric accumulation of co₂ and methane,yes,yes
request-54-0-2,atmospheric accumulation of co₂ and methane,enhanced greenhouse effect,yes,yes
request-54-0-3,enhanced greenhouse effect,trapping of infrared radiation,yes,yes
request-54-0-4,trapping of infrared radiation,rising global temperatures,yes,yes
request-54-0-5,rising global temperatures,global warming,no,yes
request-54-1-0,release of carbon,increased atmospheric carbon dioxide,yes,yes
request-54-1-1,increased atmospheric carbon dioxide,absorption of heat by the atmosphere,yes,no
request-54-1-2,absorption of heat by the atmosphere,disruption of earth’s energy balance,yes,yes
request-54-1-3,disruption of earth’s energy balance,elevated surface temperatures,yes,yes
request-54-1-4,elevated surface temperatures,global warming,no,yes
request-54-2-0,release of carbon,higher co₂ concentrations in oceans,yes,yes
request-54-2-1,higher co₂ concentrations in oceans,reduced oceanic carbon sequestration capacity,yes,no
request-54-2-2,reduced oceanic carbon sequestration capacity,excess atmospheric carbon retention,yes,yes
request-54-2-3,excess atmospheric carbon retention,intensified greenhouse gas effect,yes,yes
request-54-2-4,intensified greenhouse gas effect,global warming,yes,no
request-54-3-0,release of carbon,deforestationlinked co₂ emissions,yes,yes
request-54-3-1,deforestationlinked co₂ emissions,loss of carbon sinks,yes,yes
request-54-3-2,loss of carbon sinks,unmitigated atmospheric carbon buildup,yes,yes
request-54-3-3,unmitigated atmospheric carbon buildup,accelerated warming trend,yes,no
request-54-3-4,accelerated warming trend,global warming,no,yes
request-54-4-0,release of carbon,methane leakage from permafrost thaw,yes,yes
request-54-4-1,methane leakage from permafrost thaw,shortterm radiative forcing increase,yes,no
request-54-4-2,shortterm radiative forcing increase,rapid temperature spikes,no,no
request-54-4-3,rapid temperature spikes,global warming,no,yes
request-54-5-0,release of carbon,industrial fossil fuel combustion,no,yes
request-54-5-1,industrial fossil fuel combustion,longlived atmospheric co₂,yes,no
request-54-5-2,longlived atmospheric co₂,persistent heat retention,yes,no
request-54-5-3,persistent heat retention,cumulative thermal expansion,yes,no
request-54-5-4,cumulative thermal expansion,global warming  ,no,yes
request-55-0-0,climate change,melting arctic ice,yes,no
request-55-0-1,melting arctic ice,accessible offshore oil reserves,yes,yes
request-55-0-2,accessible offshore oil reserves,expansion of oil drilling,yes,yes
request-55-0-3,expansion of oil drilling,economic opportunities tied to oil resources,yes,yes
request-55-1-0,climate change,renewable energy demand,yes,no
request-55-1-1,renewable energy demand,lithium/cobalt mining growth,yes,no
request-55-1-2,lithium/cobalt mining growth,economic opportunities tied to mineral resources,yes,yes
request-55-2-0,climate change,carbon capture policies,yes,no
request-55-2-1,carbon capture policies,enhanced oil recovery projects,yes,no
request-55-2-2,enhanced oil recovery projects,economic opportunities tied to gas resources,yes,yes
request-55-3-0,climate change,permafrost thaw,yes,no
request-55-3-1,permafrost thaw,exposed rareearth deposits,yes,no
request-55-3-2,exposed rareearth deposits,mining infrastructure development,yes,yes
request-55-3-3,mining infrastructure development,economic opportunities tied to mineral resources,yes,yes
request-55-4-0,climate change,energy transition delays,no,yes
request-55-4-1,energy transition delays,prolonged fossil fuel reliance,yes,yes
request-55-4-2,prolonged fossil fuel reliance,economic opportunities tied to oil/gas investments,yes,yes
request-55-5-0,climate change,geopolitical resource competition,yes,no
request-55-5-1,geopolitical resource competition,strategic mineral stockpiling,yes,yes
request-55-5-2,strategic mineral stockpiling,economic opportunities tied to mineral extraction,yes,yes
request-56-0-0,climate change,rising global temperatures,yes,no
request-56-0-1,rising global temperatures,accelerated arctic ice melt,yes,yes
request-56-0-2,accelerated arctic ice melt,reduced sea ice coverage,yes,yes
request-56-0-3,reduced sea ice coverage,prolonged icefree navigation periods,yes,no
request-56-0-4,prolonged icefree navigation periods,accessible arctic shipping routes,yes,no
request-56-1-0,climate change,increased atmospheric co₂ levels,no,yes
request-56-1-1,increased atmospheric co₂ levels,ocean warming,yes,yes
request-56-1-2,ocean warming,weakened polar vortex,no,no
request-56-1-3,weakened polar vortex,altered wind patterns,yes,yes
request-56-1-4,altered wind patterns,reduced sea ice persistence,yes,yes
request-56-1-5,reduced sea ice persistence,extended shipping seasons in northern routes,yes,yes
request-56-2-0,climate change,glacier retreat,yes,no
request-56-2-1,glacier retreat,rising sea levels,yes,no
request-56-2-2,rising sea levels,expanded coastal waterways,yes,no
request-56-2-3,expanded coastal waterways,increased port accessibility,yes,yes
request-56-2-4,increased port accessibility,enhanced nearshore shipping routes,yes,yes
request-56-3-0,climate change,permafrost thaw,yes,yes
request-56-3-1,permafrost thaw,stabilized arctic coastal terrain,no,no
request-56-3-2,stabilized arctic coastal terrain,improved port infrastructure development,yes,no
request-56-3-3,improved port infrastructure development,accessible arctic supply routes,yes,yes
request-56-4-0,climate change,intensified hydrological cycles,yes,no
request-56-4-1,intensified hydrological cycles,increased river discharge,yes,no
request-56-4-2,increased river discharge,deepened inland waterways,yes,no
request-56-4-3,deepened inland waterways,navigability of previously seasonal rivers,yes,yes
request-56-4-4,navigability of previously seasonal rivers,expanded continental shipping networks,yes,yes
request-56-5-0,climate change,shifting precipitation patterns,yes,no
request-56-5-1,shifting precipitation patterns,reduced snowfall in temperate zones,yes,yes
request-56-5-2,reduced snowfall in temperate zones,yearround operation of alpine shipping canals,no,no
request-56-5-3,yearround operation of alpine shipping canals,accessible transmountain trade routes,yes,no
request-56-6-0,climate change,warmer ocean temperatures,yes,no
request-56-6-1,warmer ocean temperatures,reduced iceberg calving,no,no
request-56-6-2,reduced iceberg calving,lower maritime hazard frequency,yes,no
request-56-6-3,lower maritime hazard frequency,safer highlatitude shipping lanes,yes,yes
request-56-6-4,safer highlatitude shipping lanes,reliable polar route utilization,yes,yes
request-56-7-0,climate change,atmospheric circulation changes,yes,yes
request-56-7-1,atmospheric circulation changes,predictable winddriven currents,yes,yes
request-56-7-2,predictable winddriven currents,optimized sailassisted cargo routes,yes,no
request-56-7-3,optimized sailassisted cargo routes,energyefficient shipping pathways,yes,yes
request-56-8-0,climate change,thinning multiyear ice,yes,no
request-56-8-1,thinning multiyear ice,decreased icebreaker dependence,yes,no
request-56-8-2,decreased icebreaker dependence,lower operational barriers,yes,yes
request-56-8-3,lower operational barriers,commercially viable arctic transit corridors,yes,yes
request-56-9-0,climate change,earlier spring thaw,yes,no
request-56-9-1,earlier spring thaw,extended icefree periods in fjords,yes,yes
request-56-9-2,extended icefree periods in fjords,accessible mineral export channels,yes,no
request-56-9-3,accessible mineral export channels,operational northern resource shipping routes,yes,yes
request-57-0-0,cutting emissions,reduced release of sulfate aerosols,yes,no
request-57-0-1,reduced release of sulfate aerosols,decreased atmospheric dimming,yes,no
request-57-0-2,decreased atmospheric dimming,increased solar radiation reaching earth's surface,yes,no
request-57-0-3,increased solar radiation reaching earth's surface,rise in global temperatures,yes,no
request-57-1-0,cutting emissions,accelerated phaseout of coal plants,yes,yes
request-57-1-1,accelerated phaseout of coal plants,reduced sulfur dioxide output,yes,yes
request-57-1-2,reduced sulfur dioxide output,diminished cooling effect from aerosols,yes,no
request-57-1-3,diminished cooling effect from aerosols,unmasked greenhouse warming,yes,yes
request-57-1-4,unmasked greenhouse warming,rise in global temperatures,yes,no
request-57-2-0,cutting emissions,increased adoption of bioenergy crops,yes,yes
request-57-2-1,increased adoption of bioenergy crops,largescale landuse changes,yes,yes
request-57-2-2,largescale landuse changes,altered surface albedo,yes,no
request-57-2-3,altered surface albedo,enhanced regional warming,yes,yes
request-57-2-4,enhanced regional warming,rise in global temperatures,yes,yes
request-57-3-0,cutting emissions,reduced black carbon deposition on snow/ice,yes,no
request-57-3-1,reduced black carbon deposition on snow/ice,lowered absorption of sunlight by cryosphere,yes,no
request-57-3-2,lowered absorption of sunlight by cryosphere,slowed ice melt,yes,yes
request-57-3-3,slowed ice melt,delayed albedo feedback,yes,no
request-57-3-4,delayed albedo feedback,temporary suppression of warming,yes,no
request-57-3-5,temporary suppression of warming,eventual rise in global temperatures due to co₂ persistence,yes,no
request-58-0-0,human activity,fossil fuel combustion,yes,no
request-58-0-1,fossil fuel combustion,co₂ emissions,yes,no
request-58-0-2,co₂ emissions,atmospheric co₂ accumulation,yes,no
request-58-0-3,atmospheric co₂ accumulation,enhanced greenhouse effect,yes,no
request-58-0-4,enhanced greenhouse effect,global temperature rise,yes,no
request-58-0-5,global temperature rise,climate change,yes,yes
request-58-1-0,human activity,deforestation,yes,no
request-58-1-1,deforestation,reduced carbon sequestration,yes,no
request-58-1-2,reduced carbon sequestration,atmospheric co₂ accumulation,yes,yes
request-58-1-3,atmospheric co₂ accumulation,enhanced greenhouse effect,yes,no
request-58-1-4,enhanced greenhouse effect,global temperature rise,yes,yes
request-58-1-5,global temperature rise,climate change,no,yes
request-58-2-0,human activity,agricultural livestock rearing,yes,no
request-58-2-1,agricultural livestock rearing,methane emissions,yes,no
request-58-2-2,methane emissions,atmospheric methane accumulation,yes,no
request-58-2-3,atmospheric methane accumulation,enhanced greenhouse effect,yes,no
request-58-2-4,enhanced greenhouse effect,global temperature rise,yes,no
request-58-2-5,global temperature rise,climate change,no,yes
request-58-3-0,human activity,fertilizer use,yes,no
request-58-3-1,fertilizer use,nitrous oxide emissions,yes,no
request-58-3-2,nitrous oxide emissions,atmospheric n₂o accumulation,yes,no
request-58-3-3,atmospheric n₂o accumulation,enhanced greenhouse effect,yes,no
request-58-3-4,enhanced greenhouse effect,global temperature rise,yes,no
request-58-3-5,global temperature rise,climate change,no,yes
request-58-4-0,human activity,industrial manufacturing,yes,no
request-58-4-1,industrial manufacturing,fluorinated gas emissions,yes,no
request-58-4-2,fluorinated gas emissions,atmospheric hfc accumulation,yes,no
request-58-4-3,atmospheric hfc accumulation,enhanced greenhouse effect,yes,no
request-58-4-4,enhanced greenhouse effect,global temperature rise,yes,no
request-58-4-5,global temperature rise,climate change,no,no
request-58-5-0,human activity,landfill waste decomposition,yes,no
request-58-5-1,landfill waste decomposition,methane emissions,yes,no
request-58-5-2,methane emissions,atmospheric methane accumulation,yes,no
request-58-5-3,atmospheric methane accumulation,enhanced greenhouse effect,yes,yes
request-58-5-4,enhanced greenhouse effect,global temperature rise,yes,no
request-58-5-5,global temperature rise,climate change,no,yes
request-58-6-0,human activity,transportation emissions,yes,no
request-58-6-1,transportation emissions,black carbon release,yes,no
request-58-6-2,black carbon release,albedo reduction,yes,no
request-58-6-3,albedo reduction,accelerated ice melt,yes,yes
request-58-6-4,accelerated ice melt,sea level rise,yes,yes
request-58-6-5,sea level rise,climate change,no,yes
request-58-7-0,human activity,coalfired power generation,yes,no
request-58-7-1,coalfired power generation,sulfur aerosol emissions,yes,no
request-58-7-2,sulfur aerosol emissions,temporary cooling masking,yes,yes
request-58-7-3,temporary cooling masking,delayed climate mitigation,yes,no
request-58-7-4,delayed climate mitigation,accelerated warming,yes,no
request-58-7-5,accelerated warming,climate change,no,yes
request-58-8-0,human activity,urbanization,yes,no
request-58-8-1,urbanization,land surface alteration,yes,no
request-58-8-2,land surface alteration,heat island effect,yes,no
request-58-8-3,heat island effect,regional temperature increase,yes,no
request-58-8-4,regional temperature increase,microclimate shifts,yes,yes
request-58-8-5,microclimate shifts,climate change,no,yes
request-58-9-0,human activity,ocean acidification,yes,no
request-58-9-1,ocean acidification,marine ecosystem collapse,no,no
request-58-9-2,marine ecosystem collapse,reduced carbon sink capacity,yes,yes
request-58-9-3,reduced carbon sink capacity,atmospheric co₂ accumulation,yes,yes
request-58-9-4,atmospheric co₂ accumulation,enhanced greenhouse effect,yes,no
request-58-9-5,enhanced greenhouse effect,climate change,yes,no
request-59-0-0,increase in forest fires,destruction of vegetation,yes,yes
request-59-0-1,destruction of vegetation,soil instability,yes,yes
request-59-0-2,soil instability,accelerated soil erosion,yes,yes
request-59-0-3,accelerated soil erosion,degraded land quality,yes,yes
request-59-0-4,degraded land quality,loss of forests,yes,yes
request-59-1-0,increase in forest fires,release of carbon emissions,yes,yes
request-59-1-1,release of carbon emissions,climate change intensification,yes,yes
request-59-1-2,climate change intensification,prolonged droughts,yes,no
request-59-1-3,prolonged droughts,reduced tree resilience,yes,no
request-59-1-4,reduced tree resilience,loss of forests,yes,yes
request-59-2-0,increase in forest fires,elimination of seed banks,yes,no
request-59-2-1,elimination of seed banks,failed natural regeneration,yes,yes
request-59-2-2,failed natural regeneration,loss of forests,yes,yes
request-59-3-0,increase in forest fires,loss of canopy cover,yes,yes
request-59-3-1,loss of canopy cover,invasion of nonnative species,yes,yes
request-59-3-2,invasion of nonnative species,disruption of native ecosystems,yes,yes
request-59-3-3,disruption of native ecosystems,loss of forests,yes,yes
request-59-4-0,increase in forest fires,ash accumulation in soil,yes,no
request-59-4-1,ash accumulation in soil,altered soil chemistry,yes,yes
request-59-4-2,altered soil chemistry,inhibited plant growth,yes,yes
request-59-4-3,inhibited plant growth,loss of forests,no,yes
request-59-5-0,increase in forest fires,tree mortality,yes,yes
request-59-5-1,tree mortality,habitat fragmentation,yes,yes
request-59-5-2,habitat fragmentation,edge effects,yes,no
request-59-5-3,edge effects,increased pest outbreaks,yes,no
request-59-5-4,increased pest outbreaks,loss of forests,yes,yes
request-60-0-0,increase in forest fires,destruction of wildlife habitats,yes,yes
request-60-0-1,destruction of wildlife habitats,decline in species populations,yes,yes
request-60-0-2,decline in species populations,loss of biodiversity,yes,yes
request-60-1-0,increase in forest fires,release of air pollutants and particulate matter,yes,yes
request-60-1-1,release of air pollutants and particulate matter,respiratory issues in animal species,yes,no
request-60-1-2,respiratory issues in animal species,increased mortality rates among vulnerable species,yes,no
request-60-1-3,increased mortality rates among vulnerable species,loss of biodiversity,yes,yes
request-60-2-0,increase in forest fires,soil erosion and nutrient depletion,yes,yes
request-60-2-1,soil erosion and nutrient depletion,reduction in plant regeneration,yes,yes
request-60-2-2,reduction in plant regeneration,disruption of food chains,yes,yes
request-60-2-3,disruption of food chains,loss of biodiversity,yes,yes
request-60-3-0,increase in forest fires,destruction of native vegetation,yes,yes
request-60-3-1,destruction of native vegetation,colonization by invasive species,yes,yes
request-60-3-2,colonization by invasive species,competition with native species,yes,yes
request-60-3-3,competition with native species,loss of biodiversity,no,yes
request-60-4-0,increase in forest fires,alteration of ecosystem structure,yes,yes
request-60-4-1,alteration of ecosystem structure,disruption of symbiotic relationships,yes,yes
request-60-4-2,disruption of symbiotic relationships,loss of biodiversity,yes,yes
request-60-5-0,increase in forest fires,loss of keystone species,yes,yes
request-60-5-1,loss of keystone species,collapse of dependent species populations,yes,yes
request-60-5-2,collapse of dependent species populations,loss of biodiversity,yes,yes
request-61-0-0,increase in forest fires,vegetation combustion,yes,no
request-61-0-1,vegetation combustion,loss of plant cover,yes,no
request-61-0-2,loss of plant cover,soil exposure,yes,yes
request-61-0-3,soil exposure,erosion acceleration,yes,yes
request-61-0-4,erosion acceleration,topsoil depletion,yes,yes
request-61-0-5,topsoil depletion,nutrient leaching,yes,yes
request-61-0-6,nutrient leaching,weakened soil health,yes,yes
request-61-1-0,increase in forest fires,high soil temperatures,yes,yes
request-61-1-1,high soil temperatures,microorganism mortality,yes,no
request-61-1-2,microorganism mortality,reduced decomposition,yes,no
request-61-1-3,reduced decomposition,organic matter decline,no,yes
request-61-1-4,organic matter decline,soil structure degradation,yes,yes
request-61-1-5,soil structure degradation,weakened soil health,yes,yes
request-61-2-0,increase in forest fires,ash deposition,yes,no
request-61-2-1,ash deposition,waterrepellent layer formation,yes,no
request-61-2-2,waterrepellent layer formation,reduced water infiltration,yes,no
request-61-2-3,reduced water infiltration,increased surface runoff,yes,yes
request-61-2-4,increased surface runoff,moisture retention loss,yes,yes
request-61-2-5,moisture retention loss,plant growth inhibition,yes,yes
request-61-2-6,plant growth inhibition,weakened soil health,yes,yes
request-61-3-0,increase in forest fires,tree root mortality,yes,yes
request-61-3-1,tree root mortality,soil destabilization,yes,yes
request-61-3-2,soil destabilization,compaction susceptibility,yes,yes
request-61-3-3,compaction susceptibility,reduced aeration,yes,yes
request-61-3-4,reduced aeration,root penetration resistance,yes,yes
request-61-3-5,root penetration resistance,weakened soil health,no,yes
request-61-4-0,increase in forest fires,invasive species colonization,yes,yes
request-61-4-1,invasive species colonization,altered nutrient cycling,yes,yes
request-61-4-2,altered nutrient cycling,imbalanced soil chemistry,yes,yes
request-61-4-3,imbalanced soil chemistry,microbial community disruption,yes,yes
request-61-4-4,microbial community disruption,weakened soil health,yes,yes
request-62-0-0,increase in forest fires,habitat destruction,yes,yes
request-62-0-1,habitat destruction,biodiversity loss,yes,no
request-62-0-2,biodiversity loss,environmental threats,yes,yes
request-62-1-0,increase in forest fires,carbon dioxide emissions,yes,yes
request-62-1-1,carbon dioxide emissions,greenhouse effect intensification,yes,no
request-62-1-2,greenhouse effect intensification,climate change,yes,no
request-62-1-3,climate change,environmental threats,yes,yes
request-62-2-0,increase in forest fires,vegetation loss,yes,no
request-62-2-1,vegetation loss,soil erosion,yes,yes
request-62-2-2,soil erosion,water pollution,yes,no
request-62-2-3,water pollution,environmental threats,yes,yes
request-62-3-0,increase in forest fires,air pollution,yes,no
request-62-3-1,air pollution,acid rain formation,yes,no
request-62-3-2,acid rain formation,environmental threats,yes,yes
request-62-4-0,increase in forest fires,vegetation loss,yes,no
request-62-4-1,vegetation loss,disrupted water cycles,yes,yes
request-62-4-2,disrupted water cycles,drought conditions,yes,yes
request-62-4-3,drought conditions,environmental threats,yes,yes
request-62-5-0,increase in forest fires,toxin release,yes,no
request-62-5-1,toxin release,soil contamination,yes,yes
request-62-5-2,soil contamination,environmental threats,yes,yes
request-62-6-0,increase in forest fires,ash deposition,yes,no
request-62-6-1,ash deposition,aquatic ecosystem disruption,yes,no
request-62-6-2,aquatic ecosystem disruption,environmental threats,yes,yes
request-62-7-0,increase in forest fires,tree cover reduction,yes,yes
request-62-7-1,tree cover reduction,albedo effect alteration,yes,no
request-62-7-2,albedo effect alteration,regional temperature rise,yes,yes
request-62-7-3,regional temperature rise,environmental threats,yes,yes
request-62-8-0,increase in forest fires,invasive species proliferation,yes,yes
request-62-8-1,invasive species proliferation,native species decline,yes,yes
request-62-8-2,native species decline,environmental threats,yes,yes
request-62-9-0,increase in forest fires,particulate matter release,yes,no
request-62-9-1,particulate matter release,respiratory health crises,yes,no
request-62-9-2,respiratory health crises,healthcare system strain,yes,no
request-62-9-3,healthcare system strain,reduced environmental stewardship,yes,yes
request-62-9-4,reduced environmental stewardship,environmental threats,yes,yes
request-62-10-0,increase in forest fires,burned biomass accumulation,yes,no
request-62-10-1,burned biomass accumulation,nutrient leaching,yes,no
request-62-10-2,nutrient leaching,soil degradation,yes,yes
request-62-10-3,soil degradation,environmental threats,yes,yes
request-63-0-0,increase in forest fires,release of large quantities of co₂ and methane from burning biomass,yes,yes
request-63-0-1,release of large quantities of co₂ and methane from burning biomass,enhanced greenhouse gas concentrations in the atmosphere,yes,no
request-63-0-2,enhanced greenhouse gas concentrations in the atmosphere,trapping of more infrared radiation,yes,no
request-63-0-3,trapping of more infrared radiation,accelerated global warming,yes,yes
request-63-1-0,increase in forest fires,destruction of carbonsequestering vegetation,yes,yes
request-63-1-1,destruction of carbonsequestering vegetation,reduced capacity of ecosystems to absorb co₂,yes,no
request-63-1-2,reduced capacity of ecosystems to absorb co₂,accumulation of atmospheric carbon dioxide,yes,yes
request-63-1-3,accumulation of atmospheric carbon dioxide,intensified greenhouse effect,yes,no
request-63-1-4,intensified greenhouse effect,global warming,yes,no
request-63-2-0,increase in forest fires,emission of black carbon aerosols,yes,no
request-63-2-1,emission of black carbon aerosols,deposition of black carbon on ice sheets and glaciers,yes,no
request-63-2-2,deposition of black carbon on ice sheets and glaciers,reduced albedo,yes,no
request-63-2-3,reduced albedo,increased absorption of solar radiation,yes,yes
request-63-2-4,increased absorption of solar radiation,rising global temperatures,yes,yes
request-63-2-5,rising global temperatures,global warming,no,yes
request-63-3-0,increase in forest fires,loss of forest canopy shade,yes,yes
request-63-3-1,loss of forest canopy shade,increased soil exposure to sunlight,yes,yes
request-63-3-2,increased soil exposure to sunlight,elevated land surface temperatures,yes,no
request-63-3-3,elevated land surface temperatures,feedback loop amplifying regional warming,yes,yes
request-63-3-4,feedback loop amplifying regional warming,contribution to global climate destabilization,yes,yes
request-63-3-5,contribution to global climate destabilization,global warming,yes,yes
request-63-4-0,increase in forest fires,disruption of regional precipitation patterns,yes,yes
request-63-4-1,disruption of regional precipitation patterns,prolonged droughts in adjacent ecosystems,yes,yes
request-63-4-2,prolonged droughts in adjacent ecosystems,further vegetation dieoff and flammability,yes,yes
request-63-4-3,further vegetation dieoff and flammability,additional co₂ release from decaying organic matter,yes,yes
request-63-4-4,additional co₂ release from decaying organic matter,compounded greenhouse effect,yes,yes
request-63-4-5,compounded greenhouse effect,global warming,yes,yes
request-63-5-0,increase in forest fires,release of stored soil carbon,yes,no
request-63-5-1,release of stored soil carbon,atmospheric carbon enrichment,yes,yes
request-63-5-2,atmospheric carbon enrichment,strengthened radiative forcing,yes,no
request-63-5-3,strengthened radiative forcing,global warming,yes,no
request-64-0-0,overpopulation,increased resource consumption,yes,no
request-64-0-1,increased resource consumption,higher energy demand,yes,yes
request-64-0-2,higher energy demand,fossil fuel combustion,yes,no
request-64-0-3,fossil fuel combustion,greenhouse gas emissions,yes,no
request-64-0-4,greenhouse gas emissions,global temperature rise,yes,no
request-64-0-5,global temperature rise,climate catastrophe,yes,no
request-64-1-0,overpopulation,deforestation for land use,yes,no
request-64-1-1,deforestation for land use,reduced carbon sequestration,yes,no
request-64-1-2,reduced carbon sequestration,atmospheric co₂ accumulation,yes,yes
request-64-1-3,atmospheric co₂ accumulation,enhanced greenhouse effect,yes,no
