custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH,Does_cause_lead_to_effect_PASSIVE,Does_effect_lead_to_cause_SWITCH_PASSIVE
request-24-2-3,atmospheric warming,most emissions,no,yes,no,yes
request-24-3-0,india,urbanization,yes,no,no,no
request-24-3-1,urbanization,transportation growth,yes,yes,yes,yes
request-24-3-2,transportation growth,petroleum combustion,yes,no,yes,no
request-24-3-3,petroleum combustion,particulate pollution,yes,no,yes,yes
request-24-3-4,particulate pollution,most emissions,no,no,no,yes
request-24-4-0,india,deforestation,yes,no,yes,no
request-24-4-1,deforestation,reduced carbon sequestration,yes,no,yes,no
request-24-4-2,reduced carbon sequestration,accumulated atmospheric co2,yes,yes,yes,yes
request-24-4-3,accumulated atmospheric co2,most emissions,no,no,yes,yes
request-24-5-0,india,fertilizerintensive farming,yes,no,no,no
request-24-5-1,fertilizerintensive farming,nitrous oxide emissions,yes,no,yes,yes
request-24-5-2,nitrous oxide emissions,ozone layer depletion,yes,no,yes,no
request-24-5-3,ozone layer depletion,most emissions,no,no,no,no
request-24-6-0,india,waste management inefficiencies,yes,no,yes,no
request-24-6-1,waste management inefficiencies,landfill methane production,yes,yes,yes,yes
request-24-6-2,landfill methane production,enhanced greenhouse effect,yes,no,yes,no
request-24-6-3,enhanced greenhouse effect,most emissions,no,yes,no,yes
request-25-0-0,corporations,fossil fuel extraction operations,yes,no,yes,no
request-25-0-1,fossil fuel extraction operations,combustion in energy production,no,yes,no,no
request-25-0-2,combustion in energy production,carbon dioxide emissions,yes,no,yes,no
request-25-0-3,carbon dioxide emissions,accumulation of greenhouse gases,yes,no,yes,no
request-25-0-4,accumulation of greenhouse gases,vast majority of climate emissions,no,yes,yes,yes
request-25-1-0,corporations,industrial manufacturing processes,yes,no,yes,no
request-25-1-1,industrial manufacturing processes,highenergy consumption,yes,no,yes,yes
request-25-1-2,highenergy consumption,coalfired power generation,no,no,no,yes
request-25-1-3,coalfired power generation,sulfur hexafluoride and co2 release,yes,no,no,no
request-25-1-4,sulfur hexafluoride and co2 release,vast majority of climate emissions,no,no,no,no
request-25-2-0,corporations,deforestation for resource extraction,yes,no,yes,yes
request-25-2-1,deforestation for resource extraction,loss of carbonabsorbing forests,yes,no,yes,no
request-25-2-2,loss of carbonabsorbing forests,elevated atmospheric co2 levels,yes,yes,yes,no
request-25-2-3,elevated atmospheric co2 levels,amplified greenhouse effect,yes,no,yes,no
request-25-2-4,amplified greenhouse effect,vast majority of climate emissions,no,yes,no,yes
request-25-3-0,corporations,global supply chain logistics,yes,no,yes,no
request-25-3-1,global supply chain logistics,heavyduty freight transportation,yes,no,yes,no
request-25-3-2,heavyduty freight transportation,diesel fuel combustion,yes,no,yes,yes
request-25-3-3,diesel fuel combustion,particulate and co2 output,yes,no,yes,no
request-25-3-4,particulate and co2 output,vast majority of climate emissions,no,yes,no,no
request-25-4-0,corporations,agricultural monoculture expansion,yes,no,yes,yes
request-25-4-1,agricultural monoculture expansion,methaneemitting livestock farming,no,yes,no,yes
request-25-4-2,methaneemitting livestock farming,nitrous oxide from fertilizers,yes,no,no,no
request-25-4-3,nitrous oxide from fertilizers,longlived greenhouse gases,yes,no,yes,no
request-25-4-4,longlived greenhouse gases,vast majority of climate emissions,yes,yes,yes,yes
request-25-5-0,corporations,plastic production facilities,yes,no,yes,no
request-25-5-1,plastic production facilities,petrochemical refining,no,yes,no,yes
request-25-5-2,petrochemical refining,ethylene and propylene emissions,yes,no,yes,no
request-25-5-3,ethylene and propylene emissions,persistent atmospheric pollutants,no,no,no,no
request-25-5-4,persistent atmospheric pollutants,vast majority of climate emissions,no,yes,no,no
request-25-6-0,corporations,lobbying against renewable policies,yes,no,yes,yes
request-25-6-1,lobbying against renewable policies,prolonged fossil fuel dependency,yes,yes,yes,yes
request-25-6-2,prolonged fossil fuel dependency,delayed decarbonization,yes,yes,yes,yes
request-25-6-3,delayed decarbonization,sustained industrial emissions,yes,yes,yes,yes
request-25-6-4,sustained industrial emissions,vast majority of climate emissions,no,no,yes,no
request-25-7-0,corporations,fastfashion production cycles,yes,no,yes,no
request-25-7-1,fastfashion production cycles,synthetic textile manufacturing,yes,yes,yes,yes
request-25-7-2,synthetic textile manufacturing,energyintensive dyeing processes,yes,no,yes,no
request-25-7-3,energyintensive dyeing processes,high carbon footprint,yes,no,yes,yes
request-25-7-4,high carbon footprint,vast majority of climate emissions,yes,yes,no,yes
request-26-0-0,corporations,fossil fuel dependency,yes,no,no,no
request-26-0-1,fossil fuel dependency,extraction processes,yes,yes,yes,no
request-26-0-2,extraction processes,refined petroleum products,no,yes,no,no
request-26-0-3,refined petroleum products,industrial manufacturing,no,yes,no,yes
request-26-0-4,industrial manufacturing,greenhouse gas emissions,yes,no,yes,no
request-26-0-5,greenhouse gas emissions,cumulative atmospheric pollution,yes,no,yes,no
request-26-0-6,cumulative atmospheric pollution,over 90% of climate change emissions,no,yes,yes,yes
request-26-1-0,corporations,lobbying for deregulation,yes,no,yes,no
request-26-1-1,lobbying for deregulation,weakened environmental policies,yes,yes,yes,no
request-26-1-2,weakened environmental policies,unrestricted industrial activity,yes,yes,yes,yes
request-26-1-3,unrestricted industrial activity,accelerated carbon output,yes,no,yes,no
request-26-1-4,accelerated carbon output,global temperature rise,yes,yes,yes,no
request-26-1-5,global temperature rise,over 90% of climate change emissions,no,yes,no,yes
request-26-2-0,corporations,mass production systems,yes,no,yes,no
request-26-2-1,mass production systems,highenergy consumption,yes,no,yes,yes
request-26-2-2,highenergy consumption,coalfired power plants,no,no,yes,yes
request-26-2-3,coalfired power plants,carbon dioxide release,yes,no,yes,no
request-26-2-4,carbon dioxide release,enhanced greenhouse effect,yes,no,yes,no
request-26-2-5,enhanced greenhouse effect,over 90% of climate change emissions,no,yes,no,yes
request-26-3-0,corporations,deforestation for resources,yes,no,yes,yes
request-26-3-1,deforestation for resources,reduced carbon sequestration,yes,no,yes,no
request-26-3-2,reduced carbon sequestration,increased atmospheric co2,yes,no,yes,no
request-26-3-3,increased atmospheric co2,ocean acidification,yes,no,yes,no
request-26-3-4,ocean acidification,ecosystem destabilization,yes,no,yes,no
request-26-3-5,ecosystem destabilization,over 90% of climate change emissions,no,no,no,no
request-26-4-0,corporations,global supply chains,yes,no,yes,no
request-26-4-1,global supply chains,freight transportation networks,yes,no,yes,no
request-26-4-2,freight transportation networks,dieselpowered shipping,no,no,no,no
request-26-4-3,dieselpowered shipping,particulate and co2 emissions,yes,no,yes,no
request-26-4-4,particulate and co2 emissions,climate feedback loops,yes,yes,yes,no
request-26-4-5,climate feedback loops,over 90% of climate change emissions,no,no,no,no
request-26-5-0,corporations,consumerism promotion,yes,no,yes,no
request-26-5-1,consumerism promotion,disposable product demand,yes,yes,yes,no
request-26-5-2,disposable product demand,waste incineration,yes,no,yes,no
request-26-5-3,waste incineration,methane and co2 release,no,no,no,no
request-26-5-4,methane and co2 release,accelerated global warming,yes,yes,yes,no
request-26-5-5,accelerated global warming,over 90% of climate change emissions,no,yes,no,yes
request-26-6-0,corporations,agricultural monopolies,yes,no,yes,no
request-26-6-1,agricultural monopolies,intensive livestock farming,yes,yes,no,yes
request-26-6-2,intensive livestock farming,methane emissions,yes,no,yes,no
request-26-6-3,methane emissions,stratospheric ozone depletion,no,no,no,no
request-26-6-4,stratospheric ozone depletion,over 90% of climate change emissions,no,no,no,no
request-26-7-0,corporations,plastic production,yes,no,yes,no
request-26-7-1,plastic production,petrochemical refining,yes,yes,no,yes
request-26-7-2,petrochemical refining,toxic byproduct release,yes,no,yes,no
request-26-7-3,toxic byproduct release,air and ocean pollution,yes,yes,yes,yes
request-26-7-4,air and ocean pollution,albedo effect reduction,yes,no,yes,no
request-26-7-5,albedo effect reduction,over 90% of climate change emissions,no,no,no,no
request-27-0-0,"the tossing of a single cigarette on dry, hot ground",ignition of dry grass or leaf litter,yes,yes,yes,yes
request-27-0-1,ignition of dry grass or leaf litter,rapid spread of flames due to wind or dry vegetation,yes,no,no,no
request-27-0-2,rapid spread of flames due to wind or dry vegetation,engulfment of nearby shrubs or trees,yes,yes,yes,no
request-27-0-3,engulfment of nearby shrubs or trees,accumulation of heat and embers,yes,yes,yes,yes
request-27-0-4,accumulation of heat and embers,expansion into adjacent flammable areas,yes,yes,yes,yes
request-27-0-5,expansion into adjacent flammable areas,formation of a selfsustaining fire front,yes,yes,yes,yes
request-27-0-6,formation of a selfsustaining fire front,a massive fire,yes,yes,yes,yes
request-27-1-0,"the tossing of a single cigarette on dry, hot ground",smoldering of organic debris,yes,no,yes,yes
request-27-1-1,smoldering of organic debris,delayed detection due to low visibility,yes,yes,yes,no
request-27-1-2,delayed detection due to low visibility,gradual encroachment into underbrush,yes,yes,yes,yes
request-27-1-3,gradual encroachment into underbrush,sudden flareup from oxygen influx,yes,no,yes,no
request-27-1-4,sudden flareup from oxygen influx,overwhelming of local firefighting resources,yes,no,yes,no
request-27-1-5,overwhelming of local firefighting resources,unchecked growth across terrain,yes,yes,yes,yes
request-27-1-6,unchecked growth across terrain,a massive fire,yes,no,yes,no
request-27-2-0,"the tossing of a single cigarette on dry, hot ground",ignition of roadside vegetation,yes,no,yes,yes
request-27-2-1,ignition of roadside vegetation,ember dispersal by wind,yes,yes,no,yes
request-27-2-2,ember dispersal by wind,spot fires in fragmented fuel sources,yes,yes,yes,yes
request-27-2-3,spot fires in fragmented fuel sources,convergence of multiple fire zones,yes,yes,yes,yes
request-27-2-4,convergence of multiple fire zones,crowning of trees in dense forests,yes,yes,no,yes
request-27-2-5,crowning of trees in dense forests,pyroconvection creating firestorms,yes,yes,yes,no
request-27-2-6,pyroconvection creating firestorms,a massive fire,yes,yes,yes,yes
request-27-3-0,"the tossing of a single cigarette on dry, hot ground",combustion of dry grass roots,no,no,no,no
request-27-3-1,combustion of dry grass roots,subsurface spread of heat,yes,yes,yes,yes
request-27-3-2,subsurface spread of heat,surface collapse exposing hidden flames,yes,yes,yes,no
request-27-3-3,surface collapse exposing hidden flames,acceleration through deadwood or mulch,yes,yes,yes,yes
request-27-3-4,acceleration through deadwood or mulch,breach of firebreaks or containment lines,yes,yes,yes,yes
request-27-3-5,breach of firebreaks or containment lines,catastrophic consumption of large acreage,yes,yes,yes,yes
request-27-3-6,catastrophic consumption of large acreage,a massive fire,no,yes,no,yes
request-28-0-0,us industrialization,fossil fuel combustion dominance,yes,yes,yes,yes
request-28-0-1,fossil fuel combustion dominance,greenhouse gas emissions surge,yes,no,yes,no
request-28-0-2,greenhouse gas emissions surge,atmospheric co₂ accumulation,yes,no,yes,no
request-28-0-3,atmospheric co₂ accumulation,current co₂ levels,yes,yes,yes,no
request-28-1-0,us automotive culture expansion,gasolinedependent transportation systems,yes,yes,yes,yes
request-28-1-1,gasolinedependent transportation systems,petroleum refining intensification,yes,no,yes,no
request-28-1-2,petroleum refining intensification,tailpipe co₂ emissions,no,no,no,no
request-28-1-3,tailpipe co₂ emissions,current co₂ levels,yes,no,no,no
request-28-2-0,us coalpowered electricity infrastructure,carbonintensive energy production,yes,no,yes,no
request-28-2-1,carbonintensive energy production,industrial and residential emissions,yes,no,yes,no
request-28-2-2,industrial and residential emissions,longterm co₂ retention,yes,no,yes,no
request-28-2-3,longterm co₂ retention,current co₂ levels,yes,yes,yes,no
request-28-3-0,us agricultural industrialization,synthetic fertilizer overuse,yes,yes,yes,no
request-28-3-1,synthetic fertilizer overuse,nitrous oxide emissions,yes,no,yes,yes
request-28-3-2,nitrous oxide emissions,indirect atmospheric warming feedback loops,no,yes,yes,yes
request-28-3-3,indirect atmospheric warming feedback loops,reduced carbon sink efficiency,yes,yes,yes,yes
request-28-3-4,reduced carbon sink efficiency,current co₂ levels,yes,yes,yes,yes
request-28-4-0,us global trade dominance,offshoring of manufacturing emissions,yes,no,yes,no
request-28-4-1,offshoring of manufacturing emissions,international supply chain carbon leakage,yes,yes,yes,yes
request-28-4-2,international supply chain carbon leakage,aggregated global co₂ output,yes,no,yes,no
request-28-4-3,aggregated global co₂ output,current co₂ levels,yes,no,yes,no
request-28-5-0,us deforestation for urbanization,ecosystem carbon sink reduction,yes,no,yes,no
request-28-5-1,ecosystem carbon sink reduction,unmitigated fossil fuel emissions,no,yes,no,yes
request-28-5-2,unmitigated fossil fuel emissions,accelerated co₂ atmospheric retention,yes,no,yes,no
request-28-5-3,accelerated co₂ atmospheric retention,current co₂ levels,yes,yes,no,yes
request-28-6-0,us delayed renewable energy adoption,prolonged fossil fuel subsidies,yes,yes,yes,yes
request-28-6-1,prolonged fossil fuel subsidies,entrenched carbonintensive economies,yes,yes,yes,yes
request-28-6-2,entrenched carbonintensive economies,cumulative co₂ emissions,yes,yes,yes,no
request-28-6-3,cumulative co₂ emissions,current co₂ levels  ,yes,no,yes,no
request-29-0-0,climate change,rising global temperatures,no,yes,no,no
request-29-0-1,rising global temperatures,increased evaporation,yes,no,yes,no
request-29-0-2,increased evaporation,higher atmospheric moisture content,yes,no,yes,no
request-29-0-3,higher atmospheric moisture content,more frequent and intense thunderstorms,yes,no,yes,yes
request-29-0-4,more frequent and intense thunderstorms,increasing frequency of lightning,yes,no,yes,no
request-29-1-0,climate change,melting polar ice,yes,no,yes,no
request-29-1-1,melting polar ice,reduced temperature gradient between poles and equator,yes,no,yes,yes
request-29-1-2,reduced temperature gradient between poles and equator,weaker and wavier jet streams,yes,yes,yes,no
request-29-1-3,weaker and wavier jet streams,prolonged highpressure systems,yes,yes,yes,no
request-29-1-4,prolonged highpressure systems,increased heatwaves and drought conditions,yes,yes,yes,no
request-29-1-5,increased heatwaves and drought conditions,enhanced atmospheric instability,yes,no,yes,no
request-29-1-6,enhanced atmospheric instability,more frequent thunderstorms,yes,no,yes,yes
request-29-1-7,more frequent thunderstorms,increasing frequency of lightning,yes,no,no,no
request-29-2-0,climate change,warmer atmospheric temperatures,yes,no,yes,no
request-29-2-1,warmer atmospheric temperatures,greater convective available potential energy,yes,no,yes,yes
request-29-2-2,greater convective available potential energy,stronger updrafts in storms,yes,no,yes,no
request-29-2-3,stronger updrafts in storms,enhanced charge separation in clouds,yes,no,yes,yes
request-29-2-4,enhanced charge separation in clouds,increasing frequency of lightning,yes,no,yes,yes
request-29-3-0,climate change,increased frequency of wildfires,yes,no,yes,no
request-29-3-1,increased frequency of wildfires,higher aerosol concentrations in the atmosphere,yes,no,yes,no
request-29-3-2,higher aerosol concentrations in the atmosphere,altered cloud microphysics,yes,no,yes,no
request-29-3-3,altered cloud microphysics,more efficient storm electrification,yes,yes,yes,no
request-29-3-4,more efficient storm electrification,increasing frequency of lightning,yes,no,yes,no
request-29-4-0,climate change,accelerated icesheet melt,yes,no,yes,no
request-29-4-1,accelerated icesheet melt,rising sea surface temperatures,no,yes,no,yes
request-29-4-2,rising sea surface temperatures,enhanced moisture transport to continental interiors,yes,no,yes,no
request-29-4-3,enhanced moisture transport to continental interiors,more extreme convective systems,yes,yes,yes,yes
request-29-4-4,more extreme convective systems,increasing frequency of lightning,yes,no,yes,no
request-30-0-0,human influence rather than earth’s natural evolution,greenhouse gas emissions from fossil fuel combustion,yes,yes,yes,yes
request-30-0-1,greenhouse gas emissions from fossil fuel combustion,increased atmospheric carbon dioxide concentrations,yes,no,yes,no
request-30-0-2,increased atmospheric carbon dioxide concentrations,enhanced radiative forcing,yes,no,yes,no
request-30-0-3,enhanced radiative forcing,global surface temperature rise,yes,no,yes,no
request-30-0-4,global surface temperature rise,this 1°c increase,no,no,no,no
request-30-1-0,human influence rather than earth’s natural evolution,deforestation and landuse changes,yes,yes,yes,yes
request-30-1-1,deforestation and landuse changes,reduced carbon sequestration capacity,yes,no,yes,no
request-30-1-2,reduced carbon sequestration capacity,accumulation of heattrapping gases,yes,yes,yes,yes
request-30-1-3,accumulation of heattrapping gases,amplified greenhouse effect,yes,no,yes,no
request-30-1-4,amplified greenhouse effect,this 1°c increase,yes,yes,yes,no
request-30-2-0,human influence rather than earth’s natural evolution,industrial and agricultural methane emissions,yes,yes,yes,yes
request-30-2-1,industrial and agricultural methane emissions,elevated atmospheric methane levels,yes,no,yes,yes
request-30-2-2,elevated atmospheric methane levels,intensified infrared radiation absorption,yes,no,yes,no
request-30-2-3,intensified infrared radiation absorption,thermal energy retention in the climate system,yes,no,yes,yes
request-30-2-4,thermal energy retention in the climate system,this 1°c increase,yes,yes,yes,no
request-30-3-0,human influence rather than earth’s natural evolution,aerosol and black carbon emissions,yes,yes,yes,yes
request-30-3-1,aerosol and black carbon emissions,altered atmospheric albedo and cloud dynamics,yes,no,yes,no
request-30-3-2,altered atmospheric albedo and cloud dynamics,regional warming feedbacks,yes,yes,yes,yes
request-30-3-3,regional warming feedbacks,global mean temperature anomalies,yes,yes,no,yes
request-30-3-4,global mean temperature anomalies,this 1°c increase,no,yes,no,no
request-30-4-0,human influence rather than earth’s natural evolution,ocean acidification from carbon absorption,yes,yes,yes,yes
request-30-4-1,ocean acidification from carbon absorption,weakened marine carbon sinks,yes,no,yes,no
request-30-4-2,weakened marine carbon sinks,accelerated atmospheric co₂ growth,yes,yes,yes,yes
request-30-4-3,accelerated atmospheric co₂ growth,persistent energy imbalance,yes,yes,yes,yes
request-30-4-4,persistent energy imbalance,this 1°c increase,yes,yes,yes,no
request-31-0-0,humans,industrialization,yes,no,yes,no
request-31-0-1,industrialization,greenhouse gas emissions,yes,no,yes,no
request-31-0-2,greenhouse gas emissions,global warming,yes,no,yes,no
request-31-0-3,global warming,altered atmospheric composition,yes,yes,no,yes
request-31-0-4,altered atmospheric composition,modified earthsun radiative balance,yes,yes,yes,no
request-31-0-5,modified earthsun radiative balance,solar radiation absorption feedback,yes,yes,no,no
request-31-0-6,solar radiation absorption feedback,solar activity monitoring prioritization,no,no,no,no
request-31-1-0,humans,fossil fuel combustion,yes,no,yes,no
request-31-1-1,fossil fuel combustion,increased carbon dioxide levels,yes,no,yes,no
request-31-1-2,increased carbon dioxide levels,climate change acceleration,yes,no,yes,no
request-31-1-3,climate change acceleration,expanded renewable energy adoption,yes,no,yes,no
request-31-1-4,expanded renewable energy adoption,solar technology deployment,yes,yes,yes,yes
request-31-1-5,solar technology deployment,spacebased solar observation infrastructure,no,no,no,no
request-31-1-6,spacebased solar observation infrastructure,enhanced solar activity data collection,yes,yes,yes,yes
request-31-2-0,humans,deforestation,yes,no,yes,no
request-31-2-1,deforestation,reduced carbon sequestration,yes,no,yes,no
request-31-2-2,reduced carbon sequestration,accelerated global warming,yes,yes,yes,yes
request-31-2-3,accelerated global warming,stratospheric temperature shifts,yes,no,yes,no
request-31-2-4,stratospheric temperature shifts,indirect influence on solar irradiance studies,yes,yes,yes,yes
request-31-2-5,indirect influence on solar irradiance studies,solar variability research funding,yes,yes,yes,yes
request-31-3-0,humans,space exploration programs,yes,no,yes,no
request-31-3-1,space exploration programs,satellite constellation proliferation,yes,no,no,no
request-31-3-2,satellite constellation proliferation,orbital debris accumulation,yes,no,yes,yes
request-31-3-3,orbital debris accumulation,increased collision risks,yes,yes,yes,no
request-31-3-4,increased collision risks,solar monitoring satellite launches,no,yes,yes,yes
request-31-3-5,solar monitoring satellite launches,solar magnetic field measurement refinement,yes,no,yes,no
request-31-4-0,humans,urbanization,yes,no,yes,no
request-31-4-1,urbanization,light pollution intensification,yes,no,yes,no
request-31-4-2,light pollution intensification,groundbased solar observation limitations,yes,no,no,no
request-31-4-3,groundbased solar observation limitations,space telescope development,yes,no,yes,no
request-31-4-4,space telescope development,coronal mass ejection tracking advancements  ,yes,yes,yes,no
request-32-0-0,increase in atmospheric co2 concentration,enhanced absorption of infrared radiation by co2 molecules,yes,no,yes,no
request-32-0-1,enhanced absorption of infrared radiation by co2 molecules,reduction of outgoing longwave radiation,yes,no,yes,yes
request-32-0-2,reduction of outgoing longwave radiation,accumulation of thermal energy in the atmosphere,yes,no,yes,no
request-32-0-3,accumulation of thermal energy in the atmosphere,trapping of solar rays in the atmosphere,no,yes,no,no
request-32-1-0,rise in anthropogenic co2 emissions,amplified greenhouse gas effect,yes,no,yes,no
request-32-1-1,amplified greenhouse gas effect,increased retention of earth’s emitted heat,yes,no,yes,yes
request-32-1-2,increased retention of earth’s emitted heat,elevated atmospheric temperature,yes,yes,yes,no
request-32-1-3,elevated atmospheric temperature,trapping of solar rays in the atmosphere,no,yes,no,yes
request-32-2-0,combustion of fossil fuels,release of co2 into the atmosphere,yes,no,yes,no
request-32-2-1,release of co2 into the atmosphere,disruption of radiative balance,yes,no,yes,no
request-32-2-2,disruption of radiative balance,enhanced reemission of heat toward earth’s surface,yes,yes,yes,yes
request-32-2-3,enhanced reemission of heat toward earth’s surface,trapping of solar rays in the atmosphere,yes,yes,yes,no
request-32-3-0,deforestation and reduced carbon sinks,higher net atmospheric co2 levels,yes,no,yes,no
request-32-3-1,higher net atmospheric co2 levels,greater opacity of the atmosphere to infrared radiation,yes,yes,yes,no
request-32-3-2,greater opacity of the atmosphere to infrared radiation,impaired heat dissipation to space,yes,no,yes,no
request-32-3-3,impaired heat dissipation to space,trapping of solar rays in the atmosphere,no,yes,yes,no
request-32-4-0,industrial co2 output,thickening of the atmospheric co2 layer,yes,no,yes,yes
request-32-4-1,thickening of the atmospheric co2 layer,extended photon interaction with greenhouse gases,yes,no,yes,no
request-32-4-2,extended photon interaction with greenhouse gases,prolonged energy retention in the climate system,yes,yes,yes,yes
request-32-4-3,prolonged energy retention in the climate system,trapping of solar rays in the atmosphere  ,no,yes,yes,no
request-33-0-0,the trapping of solar rays in the atmosphere,the absorption of infrared radiation by greenhouse gases,no,no,no,yes
request-33-0-1,the absorption of infrared radiation by greenhouse gases,the reemission of thermal energy toward the earth's surface,yes,no,yes,no
request-33-0-2,the reemission of thermal energy toward the earth's surface,the retention of heat within the earth's climate system,yes,yes,yes,yes
request-33-0-3,the retention of heat within the earth's climate system,"the heating effect, commonly known as the greenhouse effect",yes,yes,yes,yes
request-33-1-0,the trapping of solar rays in the atmosphere,the reduction of outgoing longwave radiation,no,no,no,yes
request-33-1-1,the reduction of outgoing longwave radiation,the imbalance in earth's energy budget,yes,yes,yes,yes
request-33-1-2,the imbalance in earth's energy budget,the accumulation of thermal energy in the lower atmosphere,yes,no,yes,no
request-33-1-3,the accumulation of thermal energy in the lower atmosphere,"the heating effect, commonly known as the greenhouse effect",yes,yes,yes,yes
request-33-2-0,the trapping of solar rays in the atmosphere,the warming of earth's surface and oceans,no,no,no,no
request-33-2-1,the warming of earth's surface and oceans,the increased evaporation of water vapor,yes,no,yes,no
request-33-2-2,the increased evaporation of water vapor,the amplification of atmospheric heat retention,yes,yes,yes,yes
request-33-2-3,the amplification of atmospheric heat retention,"the heating effect, commonly known as the greenhouse effect",yes,yes,yes,no
request-33-3-0,the trapping of solar rays in the atmosphere,the excitation of greenhouse gas molecules,yes,yes,no,no
request-33-3-1,the excitation of greenhouse gas molecules,the transfer of kinetic energy through molecular collisions,yes,yes,yes,no
request-33-3-2,the transfer of kinetic energy through molecular collisions,the rise in global average temperatures,no,yes,no,yes
request-33-3-3,the rise in global average temperatures,"the heating effect, commonly known as the greenhouse effect  ",no,yes,no,yes
request-34-0-0,prolonged droughts,dry soil,yes,yes,yes,no
request-34-0-1,dry soil,reduced vegetation health,yes,yes,yes,yes
request-34-0-2,reduced vegetation health,accumulation of dead plant material,yes,yes,yes,no
request-34-0-3,accumulation of dead plant material,increased fuel load,yes,no,yes,no
request-34-0-4,increased fuel load,wildfires,no,no,no,no
request-34-1-0,prolonged droughts,reduced water availability in ecosystems,yes,yes,yes,no
request-34-1-1,reduced water availability in ecosystems,stressed plant metabolism,yes,no,yes,no
request-34-1-2,stressed plant metabolism,release of flammable volatile organic compounds,yes,yes,yes,no
request-34-1-3,release of flammable volatile organic compounds,enhanced ignition susceptibility,yes,no,yes,no
request-34-1-4,enhanced ignition susceptibility,wildfires,yes,yes,yes,yes
request-34-2-0,prolonged droughts,lower groundwater levels,yes,no,yes,no
request-34-2-1,lower groundwater levels,dying tree roots,yes,no,yes,no
request-34-2-2,dying tree roots,tree collapse and debris buildup,yes,yes,yes,no
request-34-2-3,tree collapse and debris buildup,elevated fire fuel density,yes,yes,no,no
request-34-2-4,elevated fire fuel density,wildfires,no,no,no,no
request-34-3-0,prolonged droughts,decreased humidity,yes,yes,yes,yes
request-34-3-1,decreased humidity,faster moisture evaporation from vegetation,yes,no,yes,no
request-34-3-2,faster moisture evaporation from vegetation,tinderdry biomass,yes,no,yes,no
request-34-3-3,tinderdry biomass,wildfires,no,no,no,no
request-34-4-0,prolonged droughts,crop failures,yes,no,yes,no
request-34-4-1,crop failures,human encroachment into wildlands for resources,yes,no,no,yes
request-34-4-2,human encroachment into wildlands for resources,increased accidental ignitions,yes,no,yes,yes
request-34-4-3,increased accidental ignitions,wildfires,yes,no,yes,no
request-34-5-0,prolonged droughts,bark beetle infestations,yes,no,yes,no
request-34-5-1,bark beetle infestations,widespread tree mortality,yes,no,yes,no
request-34-5-2,widespread tree mortality,accumulation of deadwood,yes,yes,yes,no
request-34-5-3,accumulation of deadwood,wildfires,no,yes,no,yes
request-34-6-0,prolonged droughts,reduced river flow,yes,no,yes,no
request-34-6-1,reduced river flow,limited firefighting water access,yes,no,yes,no
request-34-6-2,limited firefighting water access,uncontrolled fire spread,yes,yes,yes,no
request-34-6-3,uncontrolled fire spread,wildfires,no,yes,yes,yes
request-34-7-0,prolonged droughts,soil desiccation cracks,yes,no,yes,no
request-34-7-1,soil desiccation cracks,increased subsurface oxygen flow,yes,no,yes,no
request-34-7-2,increased subsurface oxygen flow,smoldering peat fires,yes,yes,yes,yes
request-34-7-3,smoldering peat fires,wildfires,yes,yes,yes,yes
request-34-8-0,prolonged droughts,shrinking wetlands,yes,yes,yes,no
request-34-8-1,shrinking wetlands,loss of natural firebreaks,yes,no,yes,no
request-34-8-2,loss of natural firebreaks,unchecked fire expansion,yes,yes,yes,yes
request-34-8-3,unchecked fire expansion,wildfires,yes,yes,yes,yes
request-34-9-0,prolonged droughts,winddriven dust storms,yes,no,yes,no
request-34-9-1,winddriven dust storms,particulate deposition on vegetation,yes,no,yes,no
request-34-9-2,particulate deposition on vegetation,reduced plant albedo and heat retention,yes,no,yes,yes
request-34-9-3,reduced plant albedo and heat retention,accelerated drying,yes,yes,yes,no
request-34-9-4,accelerated drying,wildfires,no,yes,yes,yes
request-35-0-0,microplastics,marine toxicity,yes,no,yes,no
request-35-0-1,marine toxicity,disrupted oceanic food webs,yes,yes,yes,yes
request-35-0-2,disrupted oceanic food webs,collapse of fisheries,yes,yes,yes,yes
request-35-0-3,collapse of fisheries,human food scarcity,yes,no,yes,no
request-35-0-4,human food scarcity,accelerated space colonization efforts,no,no,no,no
request-35-0-5,accelerated space colonization efforts,terraforming of exoplanets,no,yes,yes,no
request-35-0-6,terraforming of exoplanets,alien world habitation,yes,no,no,no
request-35-1-0,microplastics,atmospheric microplastic dispersal,yes,no,no,no
request-35-1-1,atmospheric microplastic dispersal,altered cloud formation,yes,yes,yes,no
request-35-1-2,altered cloud formation,accelerated climate change,yes,yes,no,yes
request-35-1-3,accelerated climate change,global resource wars,yes,yes,yes,no
request-35-1-4,global resource wars,offworld resource mining,yes,no,no,no
request-35-1-5,offworld resource mining,discovery of alien artifacts,no,yes,no,no
request-35-2-0,microplastics,soil contamination,yes,no,yes,no
request-35-2-1,soil contamination,agricultural system failure,yes,yes,yes,yes
request-35-2-2,agricultural system failure,synthetic food dependency,yes,no,no,no
request-35-2-3,synthetic food dependency,bioengineered extremophile crops,no,no,no,no
request-35-2-4,bioengineered extremophile crops,interplanetary crop export,no,yes,yes,no
request-35-2-5,interplanetary crop export,alien ecosystem colonization,yes,yes,no,no
request-35-3-0,microplastics,nanoplastic pollution,yes,no,yes,no
