custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH
request-25-7-4,livelihood losses in poor regions,impacts on poor regions,yes,yes
request-25-8-0,climate change,increased conflict over resources,yes,no
request-25-8-1,increased conflict over resources,social instability in poor regions,yes,yes
request-25-8-2,social instability in poor regions,economic decline in poor regions,yes,yes
request-25-8-3,economic decline in poor regions,impacts on poor regions,yes,yes
request-25-9-0,climate change,shifts in agricultural zones,yes,no
request-25-9-1,shifts in agricultural zones,decreased agricultural productivity in poor regions,yes,yes
request-25-9-2,decreased agricultural productivity in poor regions,increased poverty in poor regions,yes,yes
request-25-9-3,increased poverty in poor regions,impacts on poor regions,yes,yes
request-26-0-0,climate change,melting of polar ice caps,yes,yes
request-26-0-1,melting of polar ice caps,reduction in albedo effect,yes,yes
request-26-0-2,reduction in albedo effect,increased absorption of solar radiation,yes,no
request-26-0-3,increased absorption of solar radiation,global warming,yes,yes
request-26-1-0,climate change,melting of permafrost,yes,yes
request-26-1-1,melting of permafrost,release of methane gas,yes,yes
request-26-1-2,release of methane gas,increased atmospheric greenhouse gases,yes,no
request-26-1-3,increased atmospheric greenhouse gases,global warming,yes,yes
request-26-2-0,climate change,increase in forest fires,yes,no
request-26-2-1,increase in forest fires,release of carbon dioxide,yes,no
request-26-2-2,release of carbon dioxide,increased atmospheric greenhouse gases,yes,no
request-26-2-3,increased atmospheric greenhouse gases,global warming,yes,yes
request-26-3-0,climate change,warming of oceans,yes,yes
request-26-3-1,warming of oceans,release of dissolved carbon dioxide,yes,yes
request-26-3-2,release of dissolved carbon dioxide,increased atmospheric carbon dioxide levels,yes,yes
request-26-3-3,increased atmospheric carbon dioxide levels,global warming,yes,yes
request-26-4-0,climate change,droughts,yes,no
request-26-4-1,droughts,decrease in vegetation,yes,no
request-26-4-2,decrease in vegetation,reduced carbon dioxide absorption,yes,yes
request-26-4-3,reduced carbon dioxide absorption,increased atmospheric carbon dioxide levels,yes,no
request-26-4-4,increased atmospheric carbon dioxide levels,global warming,yes,yes
request-26-5-0,climate change,increased evaporation,yes,no
request-26-5-1,increased evaporation,increased water vapor in atmosphere,yes,yes
request-26-5-2,increased water vapor in atmosphere,enhanced greenhouse effect,yes,yes
request-26-5-3,enhanced greenhouse effect,global warming,yes,yes
request-26-6-0,climate change,desertification,yes,no
request-26-6-1,desertification,reduction of carbon sinks,yes,no
request-26-6-2,reduction of carbon sinks,increased atmospheric carbon dioxide levels,yes,no
request-26-6-3,increased atmospheric carbon dioxide levels,global warming,yes,yes
request-26-7-0,climate change,thawing of glaciers,yes,yes
request-26-7-1,thawing of glaciers,altered ocean currents,yes,yes
request-26-7-2,altered ocean currents,changes in heat distribution,yes,yes
request-26-7-3,changes in heat distribution,global warming,no,yes
request-27-0-0,climate change,increased atmospheric temperatures,yes,yes
request-27-0-1,increased atmospheric temperatures,melting glaciers and ice caps,yes,yes
request-27-0-2,melting glaciers and ice caps,rising sea levels,yes,no
request-27-0-3,rising sea levels,flooding,yes,no
request-27-1-0,climate change,increased atmospheric temperatures,yes,yes
request-27-1-1,increased atmospheric temperatures,increased evaporation,yes,no
request-27-1-2,increased evaporation,greater atmospheric moisture,no,yes
request-27-1-3,greater atmospheric moisture,intensified precipitation,yes,no
request-27-1-4,intensified precipitation,flooding,yes,no
request-27-2-0,climate change,altered weather patterns,yes,yes
request-27-2-1,altered weather patterns,more frequent and severe storms,yes,yes
request-27-2-2,more frequent and severe storms,heavy rainfall,yes,no
request-27-2-3,heavy rainfall,flooding,yes,no
request-27-3-0,climate change,warmer sea surface temperatures,yes,no
request-27-3-1,warmer sea surface temperatures,stronger hurricanes and cyclones,yes,no
request-27-3-2,stronger hurricanes and cyclones,storm surges,yes,no
request-27-3-3,storm surges,flooding,yes,yes
request-27-4-0,climate change,permafrost thaw,yes,yes
request-27-4-1,permafrost thaw,land subsidence,yes,no
request-27-4-2,land subsidence,increased flood vulnerability,yes,yes
request-27-4-3,increased flood vulnerability,flooding,yes,yes
request-27-5-0,climate change,increased extreme rainfall events,yes,no
request-27-5-1,increased extreme rainfall events,overwhelmed drainage systems,yes,no
request-27-5-2,overwhelmed drainage systems,urban flooding,yes,yes
request-27-5-3,urban flooding,flooding,yes,yes
request-27-6-0,climate change,sea level rise,yes,no
request-27-6-1,sea level rise,coastal erosion,yes,no
request-27-6-2,coastal erosion,loss of natural flood barriers,yes,yes
request-27-6-3,loss of natural flood barriers,flooding,yes,yes
request-27-7-0,climate change,intensified droughts,yes,no
request-27-7-1,intensified droughts,widespread wildfires,yes,no
request-27-7-2,widespread wildfires,deforestation,yes,yes
request-27-7-3,deforestation,soil degradation,yes,no
request-27-7-4,soil degradation,reduced water absorption,yes,yes
request-27-7-5,reduced water absorption,flooding,no,yes
request-27-8-0,climate change,altered precipitation patterns,yes,no
request-27-8-1,altered precipitation patterns,heavy rainfall over short periods,yes,yes
request-27-8-2,heavy rainfall over short periods,river overflow,yes,no
request-27-8-3,river overflow,flooding,yes,yes
request-28-0-0,stoppage of natural winds,disruption of atmospheric circulation,yes,no
request-28-0-1,disruption of atmospheric circulation,altered weather patterns,yes,yes
request-28-0-2,altered weather patterns,increase in global temperatures,yes,yes
request-28-0-3,increase in global temperatures,climate change,yes,yes
request-28-1-0,stoppage of natural winds,accumulation of pollutants,yes,no
request-28-1-1,accumulation of pollutants,increased greenhouse gas concentrations,yes,no
request-28-1-2,increased greenhouse gas concentrations,enhanced greenhouse effect,yes,yes
request-28-1-3,enhanced greenhouse effect,climate change,yes,yes
request-28-2-0,stoppage of natural winds,disruption of ocean currents,yes,no
request-28-2-1,disruption of ocean currents,reduced heat distribution,yes,yes
request-28-2-2,reduced heat distribution,global temperature anomalies,no,no
request-28-2-3,global temperature anomalies,climate change,yes,yes
request-28-3-0,stoppage of natural winds,reduced evaporation rates,yes,no
request-28-3-1,reduced evaporation rates,decreased cloud formation,no,no
request-28-3-2,decreased cloud formation,increased solar radiation reaching earth,yes,no
request-28-3-3,increased solar radiation reaching earth,climate change,yes,no
request-28-4-0,stoppage of natural winds,stagnation of air masses,yes,no
request-28-4-1,stagnation of air masses,heatwaves,yes,yes
request-28-4-2,heatwaves,increased energy consumption for cooling,yes,no
request-28-4-3,increased energy consumption for cooling,increased greenhouse gas emissions,yes,yes
request-28-4-4,increased greenhouse gas emissions,climate change,yes,no
request-28-5-0,stoppage of natural winds,reduced dispersion of aerosols,yes,no
request-28-5-1,reduced dispersion of aerosols,increased atmospheric aerosol concentrations,no,no
request-28-5-2,increased atmospheric aerosol concentrations,modification of radiative forcing,yes,no
request-28-5-3,modification of radiative forcing,climate change,yes,yes
request-28-6-0,stoppage of natural winds,alteration in jet stream patterns,yes,no
request-28-6-1,alteration in jet stream patterns,extreme weather events,yes,yes
request-28-6-2,extreme weather events,disruption of ecosystems,yes,yes
request-28-6-3,disruption of ecosystems,feedback loops affecting climate,yes,yes
request-28-6-4,feedback loops affecting climate,climate change,yes,yes
request-28-7-0,stoppage of natural winds,decreased ocean upwelling,yes,no
request-28-7-1,decreased ocean upwelling,reduced nutrient availability in oceans,yes,no
request-28-7-2,reduced nutrient availability in oceans,decline in plankton populations,yes,yes
request-28-7-3,decline in plankton populations,decreased carbon dioxide absorption by oceans,yes,yes
request-28-7-4,decreased carbon dioxide absorption by oceans,increased atmospheric co₂ levels,yes,no
request-28-7-5,increased atmospheric co₂ levels,climate change,yes,yes
request-29-0-0,overheating of earth's atmosphere,reduced temperature gradient between equator and poles,no,no
request-29-0-1,reduced temperature gradient between equator and poles,decreased pressure gradient,yes,no
request-29-0-2,decreased pressure gradient,weakening of natural winds,no,yes
request-29-0-3,weakening of natural winds,stoppage of natural winds,no,no
request-29-1-0,overheating of earth's atmosphere,melting of polar ice caps,no,yes
request-29-1-1,melting of polar ice caps,reduced albedo effect,yes,yes
request-29-1-2,reduced albedo effect,accelerated global warming,yes,yes
request-29-1-3,accelerated global warming,disruption of atmospheric circulation,yes,no
request-29-1-4,disruption of atmospheric circulation,stoppage of natural winds,no,yes
request-29-2-0,overheating of earth's atmosphere,alteration of ocean temperatures,yes,no
request-29-2-1,alteration of ocean temperatures,disruption of thermohaline circulation,yes,yes
request-29-2-2,disruption of thermohaline circulation,changes in ocean currents,yes,yes
request-29-2-3,changes in ocean currents,impact on atmospheric circulation,yes,yes
request-29-2-4,impact on atmospheric circulation,stoppage of natural winds,no,yes
request-29-3-0,overheating of earth's atmosphere,weakening of the polar jet stream,yes,no
request-29-3-1,weakening of the polar jet stream,altered weather patterns,yes,yes
request-29-3-2,altered weather patterns,disruption of wind systems,yes,yes
request-29-3-3,disruption of wind systems,stoppage of natural winds,no,yes
request-29-4-0,overheating of earth's atmosphere,increased atmospheric moisture content,no,no
request-29-4-1,increased atmospheric moisture content,changes in high and low-pressure systems,no,yes
request-29-4-2,changes in high and low-pressure systems,disruption of trade winds,yes,yes
request-29-4-3,disruption of trade winds,stoppage of natural winds,no,yes
request-29-5-0,overheating of earth's atmosphere,formation of heat domes,no,no
request-29-5-1,formation of heat domes,stagnating air masses,yes,yes
request-29-5-2,stagnating air masses,reduction in wind speeds,yes,yes
request-29-5-3,reduction in wind speeds,stoppage of natural winds,no,yes
request-29-6-0,overheating of earth's atmosphere,warming of arctic regions,yes,no
request-29-6-1,warming of arctic regions,decrease in temperature gradient,no,no
request-29-6-2,decrease in temperature gradient,slowdown of polar vortex,yes,yes
request-29-6-3,slowdown of polar vortex,disruption of global wind patterns,yes,no
request-29-6-4,disruption of global wind patterns,stoppage of natural winds,no,yes
request-29-7-0,overheating of earth's atmosphere,increase in sea surface temperatures,yes,no
request-29-7-1,increase in sea surface temperatures,altered evaporation rates,yes,yes
request-29-7-2,altered evaporation rates,changes in atmospheric pressure patterns,yes,yes
request-29-7-3,changes in atmospheric pressure patterns,disruption of wind circulation,yes,yes
request-29-7-4,disruption of wind circulation,stoppage of natural winds,no,yes
request-29-8-0,overheating of earth's atmosphere,expansion of the hadley cell,yes,no
request-29-8-1,expansion of the hadley cell,shifts in subtropical jet streams,yes,no
request-29-8-2,shifts in subtropical jet streams,alteration of mid-latitude wind patterns,yes,yes
request-29-8-3,alteration of mid-latitude wind patterns,stoppage of natural winds,no,yes
request-30-0-0,removal of hills,loss of terrain elevation,yes,yes
request-30-0-1,loss of terrain elevation,disruption of air flow patterns,yes,no
request-30-0-2,disruption of air flow patterns,reduction in wind formation,no,yes
request-30-0-3,reduction in wind formation,stoppage of natural winds,no,no
request-30-1-0,removal of hills,alteration of landscape,yes,yes
request-30-1-1,alteration of landscape,change in pressure gradients,yes,yes
request-30-1-2,change in pressure gradients,cessation of wind generation,no,yes
request-30-1-3,cessation of wind generation,stoppage of natural winds,no,no
request-30-2-0,removal of hills,change in topography,yes,yes
request-30-2-1,change in topography,alteration of weather patterns,yes,no
request-30-2-2,alteration of weather patterns,stoppage of natural winds,no,yes
request-30-3-0,removal of hills,loss of vegetation,yes,no
request-30-3-1,loss of vegetation,increase in soil erosion,yes,yes
request-30-3-2,increase in soil erosion,desertification,yes,yes
request-30-3-3,desertification,climate change,no,yes
request-30-3-4,climate change,stoppage of natural winds,no,no
request-30-4-0,removal of hills,exposure of underlying rock,yes,yes
request-30-4-1,exposure of underlying rock,alteration of land surface,yes,yes
request-30-4-2,alteration of land surface,change in heat absorption,yes,yes
request-30-4-3,change in heat absorption,modification of air currents,yes,yes
request-30-4-4,modification of air currents,stoppage of natural winds,no,yes
request-30-5-0,removal of hills,flattening of terrain,yes,yes
request-30-5-1,flattening of terrain,elimination of natural wind deflectors,yes,no
request-30-5-2,elimination of natural wind deflectors,disruption of wind patterns,no,no
request-30-5-3,disruption of wind patterns,stoppage of natural winds,no,yes
request-30-6-0,removal of hills,expansion of urban areas,yes,yes
request-30-6-1,expansion of urban areas,increase in air pollution,yes,no
request-30-6-2,increase in air pollution,alteration of atmospheric conditions,yes,yes
request-30-6-3,alteration of atmospheric conditions,stoppage of natural winds,no,yes
request-30-7-0,removal of hills,disruption of ecosystems,yes,no
request-30-7-1,disruption of ecosystems,loss of vegetation cover,yes,yes
request-30-7-2,loss of vegetation cover,change in atmospheric composition,yes,yes
request-30-7-3,change in atmospheric composition,stoppage of natural winds,no,no
request-30-8-0,removal of hills,decrease in surface roughness,no,no
request-30-8-1,decrease in surface roughness,reduction in wind friction,yes,no
request-30-8-2,reduction in wind friction,weakening of wind formation,no,no
request-30-8-3,weakening of wind formation,stoppage of natural winds,no,yes
request-30-9-0,removal of hills,change in local climate,yes,no
request-30-9-1,change in local climate,alteration of temperature gradients,yes,yes
request-30-9-2,alteration of temperature gradients,disruption of convection currents,yes,yes
request-30-9-3,disruption of convection currents,stoppage of natural winds,no,yes
request-31-0-0,removal of mountains,decrease in altitudinal differences,no,no
request-31-0-1,decrease in altitudinal differences,reduction in temperature gradients,yes,no
request-31-0-2,reduction in temperature gradients,weakening of pressure differences,no,no
request-31-0-3,weakening of pressure differences,stoppage of natural winds,no,yes
request-31-1-0,removal of mountains,loss of orographic lift,yes,no
request-31-1-1,loss of orographic lift,reduction in precipitation,yes,no
request-31-1-2,reduction in precipitation,altered atmospheric moisture content,yes,no
request-31-1-3,altered atmospheric moisture content,changes in pressure gradients,yes,yes
request-31-1-4,changes in pressure gradients,stoppage of natural winds,no,yes
request-31-2-0,removal of mountains,flattening of terrain,no,no
request-31-2-1,flattening of terrain,homogenization of air masses,no,no
request-31-2-2,homogenization of air masses,reduction in pressure differences,no,no
request-31-2-3,reduction in pressure differences,stoppage of natural winds,no,yes
request-31-3-0,removal of mountains,loss of thermal barriers,yes,no
request-31-3-1,loss of thermal barriers,disruption of convection currents,yes,yes
request-31-3-2,disruption of convection currents,stoppage of natural winds,no,yes
request-31-4-0,removal of mountains,changes in landscape topography,yes,no
request-31-4-1,changes in landscape topography,alterations in wind patterns,yes,no
request-31-4-2,alterations in wind patterns,stoppage of natural winds,no,yes
request-31-5-0,removal of mountains,loss of frictional surfaces,yes,no
request-31-5-1,loss of frictional surfaces,reduction in wind turbulence,no,no
request-31-5-2,reduction in wind turbulence,stoppage of natural winds,no,no
request-31-6-0,removal of mountains,increase in solar radiation absorption,no,no
request-31-6-1,increase in solar radiation absorption,warming of surface air,yes,no
request-31-6-2,warming of surface air,reduction in wind formation,no,no
request-31-6-3,reduction in wind formation,stoppage of natural winds,no,no
request-31-7-0,removal of mountains,disruption of jet stream patterns,yes,no
request-31-7-1,disruption of jet stream patterns,altered global wind circulation,yes,yes
request-31-7-2,altered global wind circulation,stoppage of natural winds,no,yes
request-31-8-0,removal of mountains,reduction in natural wind tunnels,yes,no
request-31-8-1,reduction in natural wind tunnels,decrease in wind speed,yes,yes
request-31-8-2,decrease in wind speed,stoppage of natural winds,no,yes
request-31-9-0,removal of mountains,changes in coriolis effect influence,yes,no
request-31-9-1,changes in coriolis effect influence,altered wind direction,yes,yes
request-31-9-2,altered wind direction,stoppage of natural winds,no,yes
request-31-10-0,removal of mountains,loss of barriers to oceanic winds,yes,no
request-31-10-1,loss of barriers to oceanic winds,absence of land-sea breezes,no,yes
request-31-10-2,absence of land-sea breezes,stoppage of natural winds,no,yes
request-32-0-0,deforestation,reduced transpiration,yes,no
request-32-0-1,reduced transpiration,decreased atmospheric moisture,yes,yes
request-32-0-2,decreased atmospheric moisture,altered temperature gradients,yes,no
request-32-0-3,altered temperature gradients,changed atmospheric pressure,yes,no
request-32-0-4,changed atmospheric pressure,stoppage of natural winds,no,yes
request-32-1-0,deforestation,loss of tree cover,yes,yes
request-32-1-1,loss of tree cover,increased surface albedo,no,no
request-32-1-2,increased surface albedo,local temperature changes,yes,no
request-32-1-3,local temperature changes,disruption of atmospheric pressure systems,yes,yes
request-32-1-4,disruption of atmospheric pressure systems,stoppage of natural winds,no,yes
request-32-2-0,deforestation,soil erosion,yes,no
request-32-2-1,soil erosion,land degradation,yes,yes
request-32-2-2,land degradation,altered surface roughness,yes,yes
request-32-2-3,altered surface roughness,disruption of wind patterns,yes,yes
request-32-2-4,disruption of wind patterns,stoppage of natural winds,no,yes
request-32-3-0,deforestation,increased greenhouse gas emissions,yes,no
request-32-3-1,increased greenhouse gas emissions,global warming,yes,no
request-32-3-2,global warming,altered climate patterns,yes,yes
request-32-3-3,altered climate patterns,disruption of atmospheric circulation,yes,yes
request-32-3-4,disruption of atmospheric circulation,stoppage of natural winds,no,yes
request-32-4-0,deforestation,loss of canopy interception,yes,no
request-32-4-1,loss of canopy interception,increased surface runoff,yes,yes
request-32-4-2,increased surface runoff,reduced atmospheric moisture,no,no
request-32-4-3,reduced atmospheric moisture,changes in wind patterns,yes,no
request-32-4-4,changes in wind patterns,stoppage of natural winds,no,yes
request-32-5-0,deforestation,reduced surface friction,no,no
request-32-5-1,reduced surface friction,altered wind flow,yes,no
request-32-5-2,altered wind flow,disruption of atmospheric circulation,yes,yes
request-32-5-3,disruption of atmospheric circulation,stoppage of natural winds,no,yes
request-32-6-0,deforestation,desertification,no,no
request-32-6-1,desertification,changed heat absorption,yes,no
request-32-6-2,changed heat absorption,altered temperature gradients,yes,yes
request-32-6-3,altered temperature gradients,changed atmospheric pressure,yes,no
request-32-6-4,changed atmospheric pressure,stoppage of natural winds,no,yes
request-32-7-0,deforestation,loss of biodiversity,yes,no
request-32-7-1,loss of biodiversity,disruption of ecosystems,yes,yes
request-32-7-2,disruption of ecosystems,altered atmospheric conditions,yes,yes
request-32-7-3,altered atmospheric conditions,stoppage of natural winds,no,yes
request-33-0-0,human activity,burning fossil fuels,yes,no
request-33-0-1,burning fossil fuels,co2 emissions,yes,yes
request-33-0-2,co2 emissions,enhanced greenhouse effect,yes,no
request-33-0-3,enhanced greenhouse effect,global warming,yes,yes
request-33-1-0,human activity,deforestation,yes,yes
request-33-1-1,deforestation,reduced carbon sequestration,yes,no
request-33-1-2,reduced carbon sequestration,increased atmospheric co2,yes,no
request-33-1-3,increased atmospheric co2,enhanced greenhouse effect,yes,yes
request-33-1-4,enhanced greenhouse effect,global warming,yes,yes
request-33-2-0,human activity,industrial processes,yes,no
request-33-2-1,industrial processes,greenhouse gas emissions,yes,no
request-33-2-2,greenhouse gas emissions,enhanced greenhouse effect,yes,no
request-33-2-3,enhanced greenhouse effect,global warming,yes,yes
request-33-3-0,human activity,agricultural practices,yes,no
request-33-3-1,agricultural practices,methane emissions,yes,yes
request-33-3-2,methane emissions,enhanced greenhouse effect,yes,no
request-33-3-3,enhanced greenhouse effect,global warming,yes,yes
request-33-4-0,human activity,livestock farming,yes,yes
request-33-4-1,livestock farming,methane emissions,yes,yes
request-33-4-2,methane emissions,enhanced greenhouse effect,yes,no
request-33-4-3,enhanced greenhouse effect,global warming,yes,yes
request-33-5-0,human activity,use of nitrogen-based fertilizers,yes,yes
request-33-5-1,use of nitrogen-based fertilizers,nitrous oxide emissions,yes,no
request-33-5-2,nitrous oxide emissions,enhanced greenhouse effect,yes,no
request-33-5-3,enhanced greenhouse effect,global warming,yes,yes
request-33-6-0,human activity,black carbon emissions,yes,no
request-33-6-1,black carbon emissions,reduced albedo,yes,no
request-33-6-2,reduced albedo,increased absorption of solar radiation,yes,no
request-33-6-3,increased absorption of solar radiation,global warming,yes,yes
request-33-7-0,human activity,urbanization,yes,yes
request-33-7-1,urbanization,increased energy consumption,yes,no
request-33-7-2,increased energy consumption,co2 emissions,yes,no
request-33-7-3,co2 emissions,enhanced greenhouse effect,yes,no
request-33-7-4,enhanced greenhouse effect,global warming,yes,yes
request-33-8-0,human activity,cement production,yes,yes
request-33-8-1,cement production,co2 emissions,yes,yes
request-33-8-2,co2 emissions,enhanced greenhouse effect,yes,no
request-33-8-3,enhanced greenhouse effect,global warming,yes,yes
request-33-9-0,human activity,biomass burning,yes,no
request-33-9-1,biomass burning,co2 emissions,yes,no
request-33-9-2,co2 emissions,enhanced greenhouse effect,yes,no
request-33-9-3,enhanced greenhouse effect,global warming,yes,yes
request-33-10-0,human activity,waste generation,yes,yes
request-33-10-1,waste generation,landfill methane emissions,yes,no
request-33-10-2,landfill methane emissions,enhanced greenhouse effect,yes,no
request-33-10-3,enhanced greenhouse effect,global warming,yes,yes
request-33-11-0,human activity,transportation emissions,yes,no
request-33-11-1,transportation emissions,co2 emissions,yes,no
request-33-11-2,co2 emissions,enhanced greenhouse effect,yes,no
request-33-11-3,enhanced greenhouse effect,global warming,yes,yes
request-33-12-0,human activity,land use changes,yes,no
request-33-12-1,land use changes,reduced carbon uptake,yes,yes
request-33-12-2,reduced carbon uptake,enhanced greenhouse effect,no,no
request-33-12-3,enhanced greenhouse effect,global warming,yes,yes
request-33-13-0,human activity,mining activities,yes,yes
request-33-13-1,mining activities,methane emissions,yes,yes
request-33-13-2,methane emissions,enhanced greenhouse effect,yes,no
request-33-13-3,enhanced greenhouse effect,global warming,yes,yes
request-34-0-0,burning fossil fuels,emission of carbon dioxide,yes,yes
request-34-0-1,emission of carbon dioxide,release of greenhouse gases into the atmosphere,yes,yes
request-34-1-0,burning fossil fuels,emission of methane,no,no
request-34-1-1,emission of methane,release of greenhouse gases into the atmosphere,yes,no
request-34-2-0,burning fossil fuels,emission of nitrous oxide,yes,yes
request-34-2-1,emission of nitrous oxide,release of greenhouse gases into the atmosphere,yes,no
request-35-0-0,burning biomass,emission of carbon dioxide,yes,no
request-35-0-1,emission of carbon dioxide,release of greenhouse gases into the atmosphere,yes,yes
request-35-1-0,burning biomass,incomplete combustion,yes,no
request-35-1-1,incomplete combustion,emission of methane,no,yes
request-35-1-2,emission of methane,release of greenhouse gases into the atmosphere,yes,no
request-35-2-0,burning biomass,high-temperature combustion,yes,yes
request-35-2-1,high-temperature combustion,formation of nitrous oxide,yes,no
request-35-2-2,formation of nitrous oxide,release of greenhouse gases into the atmosphere,yes,no
request-35-3-0,burning biomass,emission of nitrogen oxides,yes,no
request-35-3-1,emission of nitrogen oxides,atmospheric reactions,yes,yes
request-35-3-2,atmospheric reactions,formation of nitrous oxide,yes,yes
request-35-3-3,formation of nitrous oxide,release of greenhouse gases into the atmosphere,yes,no
request-35-4-0,burning biomass,emission of volatile organic compounds,yes,no
request-35-4-1,emission of volatile organic compounds,photochemical reactions,yes,yes
request-35-4-2,photochemical reactions,formation of ozone,yes,yes
request-35-4-3,formation of ozone,release of greenhouse gases into the atmosphere,no,no
request-35-5-0,burning biomass,emission of black carbon,yes,no
request-35-5-1,emission of black carbon,atmospheric warming,yes,no
request-35-5-2,atmospheric warming,release of methane from permafrost,yes,yes
request-35-5-3,release of methane from permafrost,release of greenhouse gases into the atmosphere,yes,yes
request-36-0-0,increase in co2,global warming,yes,no
request-36-0-1,global warming,melting of polar ice caps,yes,no
request-36-0-2,melting of polar ice caps,sea level rise,yes,yes
request-36-0-3,sea level rise,flooding of coastal cities,yes,no
request-36-0-4,flooding of coastal cities,property damage,yes,no
request-36-0-5,property damage,economic losses,yes,no
request-36-0-6,economic losses,loss of prosperity,yes,yes
request-36-1-0,increase in co2,global warming,yes,no
request-36-1-1,global warming,sea level rise,yes,no
request-36-1-2,sea level rise,displacement of populations,yes,no
request-36-1-3,displacement of populations,refugee crises,yes,yes
request-36-1-4,refugee crises,economic burden,yes,yes
request-36-1-5,economic burden,loss of prosperity,yes,yes
request-36-2-0,increase in co2,global warming,yes,no
request-36-2-1,global warming,extreme weather events,yes,no
request-36-2-2,extreme weather events,infrastructure damage,yes,no
request-36-2-3,infrastructure damage,economic losses,yes,yes
request-36-2-4,economic losses,economic downturn,yes,yes
request-36-2-5,economic downturn,loss of prosperity,yes,yes
request-36-3-0,increase in co2,global warming,yes,no
request-36-3-1,global warming,heat waves,yes,no
request-36-3-2,heat waves,health issues,yes,no
request-36-3-3,health issues,increased healthcare costs,yes,no
request-36-3-4,increased healthcare costs,economic burden,yes,yes
request-36-3-5,economic burden,loss of prosperity,yes,yes
request-36-4-0,increase in co2,climate change,yes,yes
request-36-4-1,climate change,droughts,yes,no
request-36-4-2,droughts,water shortages,yes,no
request-36-4-3,water shortages,crop failures,yes,no
request-36-4-4,crop failures,food shortages,yes,no
request-36-4-5,food shortages,increased food prices,yes,no
request-36-4-6,increased food prices,economic hardship,yes,yes
request-36-4-7,economic hardship,loss of prosperity,yes,yes
request-36-5-0,increase in co2,climate change,yes,yes
request-36-5-1,climate change,extreme weather events,yes,no
request-36-5-2,extreme weather events,crop failures,yes,no
request-36-5-3,crop failures,food shortages,yes,no
request-36-5-4,food shortages,malnutrition,yes,no
request-36-5-5,malnutrition,economic instability,no,yes
request-36-5-6,economic instability,loss of prosperity,yes,yes
request-36-6-0,increase in co2,ocean acidification,yes,no
request-36-6-1,ocean acidification,death of coral reefs,yes,no
request-36-6-2,death of coral reefs,loss of biodiversity,yes,yes
request-36-6-3,loss of biodiversity,ecosystem collapse,yes,yes
request-36-6-4,ecosystem collapse,economic instability,yes,no
request-36-6-5,economic instability,loss of prosperity,yes,yes
request-36-7-0,increase in co2,air pollution,no,no
request-36-7-1,air pollution,respiratory diseases,yes,no
request-36-7-2,respiratory diseases,increased healthcare costs,yes,no
request-36-7-3,increased healthcare costs,economic burden,yes,yes
request-36-7-4,economic burden,loss of prosperity,yes,yes
request-36-8-0,increase in co2,air pollution,no,no
request-36-8-1,air pollution,health problems,yes,no
request-36-8-2,health problems,decreased workforce productivity,yes,yes
request-36-8-3,decreased workforce productivity,economic downturn,yes,yes
request-36-8-4,economic downturn,loss of prosperity,yes,yes
request-36-9-0,increase in co2,ocean acidification,yes,no
request-36-9-1,ocean acidification,decline in fish populations,yes,no
request-36-9-2,decline in fish populations,decreased fishery yields,yes,yes
request-36-9-3,decreased fishery yields,economic losses in fishing industry,yes,yes
request-36-9-4,economic losses in fishing industry,economic downturn,yes,yes
request-36-9-5,economic downturn,loss of prosperity,yes,yes
request-36-10-0,increase in co2,climate change,yes,yes
request-36-10-1,climate change,spread of diseases,yes,no
request-36-10-2,spread of diseases,decreased workforce productivity,yes,no
request-36-10-3,decreased workforce productivity,economic decline,yes,yes
request-36-10-4,economic decline,loss of prosperity,yes,yes
request-36-11-0,increase in co2,global warming,yes,no
request-36-11-1,global warming,melting of permafrost,yes,yes
request-36-11-2,melting of permafrost,release of methane,yes,yes
request-36-11-3,release of methane,accelerated global warming,yes,yes
request-36-11-4,accelerated global warming,exacerbated climate change,yes,yes
request-36-11-5,exacerbated climate change,increased extreme weather events,yes,no
request-36-11-6,increased extreme weather events,economic losses,yes,no
request-36-11-7,economic losses,loss of prosperity,yes,yes
request-36-12-0,increase in co2,climate change,yes,yes
request-36-12-1,climate change,extreme weather events,yes,no
request-36-12-2,extreme weather events,damage to infrastructure,yes,no
request-36-12-3,damage to infrastructure,high repair costs,yes,no
request-36-12-4,high repair costs,economic strain,yes,yes
request-36-12-5,economic strain,loss of prosperity,yes,yes
request-36-13-0,increase in co2,global warming,yes,no
request-36-13-1,global warming,heat waves,yes,no
request-36-13-2,heat waves,energy demand increase,yes,no
request-36-13-3,energy demand increase,strain on energy resources,yes,yes
request-36-13-4,strain on energy resources,economic burden,yes,yes
request-36-13-5,economic burden,loss of prosperity,yes,yes
request-36-14-0,increase in co2,climate change,yes,yes
request-36-14-1,climate change,loss of agricultural land,yes,no
request-36-14-2,loss of agricultural land,reduced crop yields,yes,no
request-36-14-3,reduced crop yields,food insecurity,yes,yes
request-36-14-4,food insecurity,economic decline,no,yes
request-36-14-5,economic decline,loss of prosperity,yes,yes
request-36-15-0,increase in co2,ocean acidification,yes,no
request-36-15-1,ocean acidification,shellfish population decline,yes,no
request-36-15-2,shellfish population decline,impact on seafood industry,yes,yes
request-36-15-3,impact on seafood industry,economic losses,yes,yes
request-36-15-4,economic losses,loss of prosperity,yes,yes
request-36-16-0,increase in co2,climate change,yes,yes
request-36-16-1,climate change,loss of tourism attractions,yes,no
