custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH
request-26-2-3,greenhouse gas emissions,amplification of global warming,yes,no
request-26-2-4,amplification of global warming,climate change intensification,yes,yes
request-26-3-0,corporations,mass production and overconsumption,yes,no
request-26-3-1,mass production and overconsumption,waste generation,yes,yes
request-26-3-2,waste generation,methane emissions from landfills,yes,no
request-26-3-3,methane emissions from landfills,increase in greenhouse gases,yes,yes
request-26-3-4,increase in greenhouse gases,climate change impact,yes,yes
request-26-4-0,corporations,promotion of highenergy lifestyles,yes,no
request-26-4-1,promotion of highenergy lifestyles,increased energy demand,yes,yes
request-26-4-2,increased energy demand,greater fossil fuel combustion,yes,no
request-26-4-3,greater fossil fuel combustion,greenhouse gas emissions,yes,no
request-26-4-4,greenhouse gas emissions,climate change exacerbation,yes,yes
request-27-0-0,"the tossing of a single cigarette on dry, hot ground",the ignition of dry grass,no,no
request-27-0-1,the ignition of dry grass,the spread of fire to nearby bushes,yes,yes
request-27-0-2,the spread of fire to nearby bushes,the ignition of trees,yes,yes
request-27-0-3,the ignition of trees,the intensification of the forest fire,no,yes
request-27-0-4,the intensification of the forest fire,a massive fire,yes,yes
request-27-1-0,"the tossing of a single cigarette on dry, hot ground",the smoldering of dry leaves,yes,no
request-27-1-1,the smoldering of dry leaves,the ignition of flames in the leaves,no,yes
request-27-1-2,the ignition of flames in the leaves,the fire in a nearby building,no,no
request-27-1-3,the fire in a nearby building,the spread of fire to adjacent structures,yes,no
request-27-1-4,the spread of fire to adjacent structures,a massive fire,yes,yes
request-27-2-0,"the tossing of a single cigarette on dry, hot ground",the ignition of dry grass,no,no
request-27-2-1,the ignition of dry grass,the spread of embers via wind,yes,yes
request-27-2-2,the spread of embers via wind,the ignition of distant trees,yes,yes
request-27-2-3,the ignition of distant trees,the spread of forest fire,yes,yes
request-27-2-4,the spread of forest fire,a massive fire,yes,yes
request-27-3-0,"the tossing of a single cigarette on dry, hot ground",the ignition of a gas leak,no,no
request-27-3-1,the ignition of a gas leak,the explosion of a gas station,yes,yes
request-27-3-2,the explosion of a gas station,the ignition of surrounding structures,yes,yes
request-27-3-3,the ignition of surrounding structures,the merging of multiple fires,yes,yes
request-27-3-4,the merging of multiple fires,a massive fire,yes,no
request-27-4-0,"the tossing of a single cigarette on dry, hot ground",the ignition of dry crops,yes,yes
request-27-4-1,the ignition of dry crops,the spread of fire across farmland,yes,yes
request-27-4-2,the spread of fire across farmland,the ignition of neighboring forests,yes,yes
request-27-4-3,the ignition of neighboring forests,the expansion of the forest fire,yes,yes
request-27-4-4,the expansion of the forest fire,a massive fire,no,yes
request-27-5-0,"the tossing of a single cigarette on dry, hot ground",the smoldering of tree roots,no,no
request-27-5-1,the smoldering of tree roots,the underground spread of fire,yes,yes
request-27-5-2,the underground spread of fire,the ignition of multiple trees,yes,yes
request-27-5-3,the ignition of multiple trees,the uncontrolled forest fire,yes,yes
request-27-5-4,the uncontrolled forest fire,a massive fire,yes,yes
request-27-6-0,"the tossing of a single cigarette on dry, hot ground",the ignition of a chemical spill,no,no
request-27-6-1,the ignition of a chemical spill,the release of toxic fumes,yes,no
request-27-6-2,the release of toxic fumes,the ignition of fumes,no,yes
request-27-6-3,the ignition of fumes,the spread of fire in the area,yes,yes
request-27-6-4,the spread of fire in the area,a massive fire,yes,yes
request-27-7-0,"the tossing of a single cigarette on dry, hot ground",the ignition of dry leaves,no,yes
request-27-7-1,the ignition of dry leaves,the spread of fire to an abandoned building,yes,no
request-27-7-2,the spread of fire to an abandoned building,the collapse of the building,no,no
request-27-7-3,the collapse of the building,the fire spreads to nearby structures,no,no
request-27-7-4,the fire spreads to nearby structures,a massive fire,no,yes
request-27-8-0,"the tossing of a single cigarette on dry, hot ground",the ignition of rubbish in a landfill,no,no
request-27-8-1,the ignition of rubbish in a landfill,the spread of fire through waste,yes,yes
request-27-8-2,the spread of fire through waste,the ignition of methane pockets,yes,yes
request-27-8-3,the ignition of methane pockets,the explosion causes widespread fire,yes,yes
request-27-8-4,the explosion causes widespread fire,a massive fire,yes,no
request-27-9-0,"the tossing of a single cigarette on dry, hot ground",the ignition of dry grass,no,no
request-27-9-1,the ignition of dry grass,the spread of fire to a parked vehicle,yes,no
request-27-9-2,the spread of fire to a parked vehicle,the explosion of the vehicle,no,yes
request-27-9-3,the explosion of the vehicle,the ignition of surrounding structures,yes,no
request-27-9-4,the ignition of surrounding structures,a massive fire,no,yes
request-28-0-0,us fossil fuel consumption,co₂ emissions from fossil fuels,yes,no
request-28-0-1,co₂ emissions from fossil fuels,increased atmospheric co₂ levels,yes,no
request-28-1-0,us industrialization,increased energy demand,yes,yes
request-28-1-1,increased energy demand,higher fossil fuel usage,yes,yes
request-28-1-2,higher fossil fuel usage,more co₂ emissions,yes,yes
request-28-1-3,more co₂ emissions,elevated co₂ levels,yes,no
request-28-2-0,us transportation sector,high vehicle usage,yes,no
request-28-2-1,high vehicle usage,burning of gasoline,yes,no
request-28-2-2,burning of gasoline,co₂ emissions from vehicles,yes,yes
request-28-2-3,co₂ emissions from vehicles,increased atmospheric co₂,yes,no
request-28-3-0,us deforestation practices,reduced carbon sequestration,yes,yes
request-28-3-1,reduced carbon sequestration,accumulation of co₂ in atmosphere,yes,no
request-28-4-0,us energy policies,reliance on nonrenewable energy sources,yes,yes
request-28-4-1,reliance on nonrenewable energy sources,continued fossil fuel consumption,yes,yes
request-28-4-2,continued fossil fuel consumption,ongoing co₂ emissions,yes,yes
request-28-4-3,ongoing co₂ emissions,rising co₂ levels,yes,no
request-28-5-0,us economic growth,expansion of industries,yes,yes
request-28-5-1,expansion of industries,increased energy consumption,yes,yes
request-28-5-2,increased energy consumption,greater fossil fuel burning,yes,yes
request-28-5-3,greater fossil fuel burning,higher co₂ emissions,yes,yes
request-28-5-4,higher co₂ emissions,current atmospheric co₂ levels,yes,no
request-28-6-0,us population growth,increased energy needs,yes,no
request-28-6-1,increased energy needs,more fossil fuel use,yes,yes
request-28-6-2,more fossil fuel use,increased co₂ emissions,yes,no
request-28-6-3,increased co₂ emissions,elevated co₂ levels,yes,no
request-28-7-0,us agricultural practices,use of nitrogenbased fertilizers,yes,yes
request-28-7-1,use of nitrogenbased fertilizers,release of nitrous oxide,yes,no
request-28-7-2,release of nitrous oxide,increase in greenhouse gases,yes,yes
request-28-7-3,increase in greenhouse gases,enhanced greenhouse effect,yes,yes
request-28-7-4,enhanced greenhouse effect,rising co₂ levels,yes,yes
request-28-8-0,us manufacturing sector,industrial processes,yes,yes
request-28-8-1,industrial processes,co₂ emissions from factories,yes,no
request-28-8-2,co₂ emissions from factories,elevated atmospheric co₂,yes,no
request-28-9-0,us power generation,coalfired power plants,yes,yes
request-28-9-1,coalfired power plants,co₂ emissions from coal combustion,yes,no
request-28-9-2,co₂ emissions from coal combustion,increased atmospheric co₂ levels,yes,no
request-28-10-0,us consumer culture,high demand for goods and services,yes,no
request-28-10-1,high demand for goods and services,increased industrial production,yes,yes
request-28-10-2,increased industrial production,higher energy consumption,yes,yes
request-28-10-3,higher energy consumption,more co₂ emissions,yes,no
request-28-10-4,more co₂ emissions,current co₂ levels,yes,no
request-28-11-0,us waste management practices,methane emissions from landfills,yes,yes
request-28-11-1,methane emissions from landfills,increase in greenhouse gases,yes,yes
request-28-11-2,increase in greenhouse gases,enhanced greenhouse effect,yes,yes
request-28-11-3,enhanced greenhouse effect,elevated atmospheric co₂,yes,yes
request-28-12-0,us plastic production,petrochemical processes,yes,yes
request-28-12-1,petrochemical processes,co₂ emissions from production,yes,yes
request-28-12-2,co₂ emissions from production,rising atmospheric co₂,yes,no
request-28-13-0,us aviation industry,jet fuel combustion,yes,no
request-28-13-1,jet fuel combustion,co₂ emissions from aircraft,yes,yes
request-28-13-2,co₂ emissions from aircraft,increased atmospheric co₂ levels,yes,no
request-28-14-0,us military activities,energy consumption by defense sector,yes,yes
request-28-14-1,energy consumption by defense sector,fossil fuel usage,yes,yes
request-28-14-2,fossil fuel usage,co₂ emissions,yes,no
request-28-14-3,co₂ emissions,elevated co₂ levels,yes,no
request-28-15-0,us suburban development,urban sprawl,yes,no
request-28-15-1,urban sprawl,increased transportation needs,yes,yes
request-28-15-2,increased transportation needs,more vehicle emissions,yes,no
request-28-15-3,more vehicle emissions,higher atmospheric co₂,yes,no
request-28-16-0,us technological innovation,production of electronics,yes,yes
request-28-16-1,production of electronics,energyintensive manufacturing,yes,yes
request-28-16-2,energyintensive manufacturing,co₂ emissions,yes,yes
request-28-16-3,co₂ emissions,rising co₂ levels,yes,no
request-28-17-0,us oil and gas extraction,flaring of natural gas,yes,yes
request-28-17-1,flaring of natural gas,co₂ emissions from flaring,yes,no
request-28-17-2,co₂ emissions from flaring,increased atmospheric co₂,yes,no
request-28-18-0,us cement production,calcination process,yes,yes
request-28-18-1,calcination process,co₂ emissions from cement factories,yes,no
request-28-18-2,co₂ emissions from cement factories,elevated atmospheric co₂,yes,no
request-28-19-0,us steel industry,iron smelting,yes,yes
request-28-19-1,iron smelting,co₂ emissions from steel production,yes,no
request-28-19-2,co₂ emissions from steel production,increased atmospheric co₂ levels,yes,no
request-29-0-0,climate change,increased global temperatures,yes,yes
request-29-0-1,increased global temperatures,more evaporation,yes,no
request-29-0-2,more evaporation,higher atmospheric humidity,no,yes
request-29-0-3,higher atmospheric humidity,more cloud formation,yes,no
request-29-0-4,more cloud formation,more thunderstorms,no,no
request-29-0-5,more thunderstorms,the increasing frequency of lightning,yes,no
request-29-1-0,climate change,increased atmospheric instability,yes,no
request-29-1-1,increased atmospheric instability,more frequent thunderstorms,yes,yes
request-29-1-2,more frequent thunderstorms,the increasing frequency of lightning,no,no
request-29-2-0,climate change,more extreme weather events,yes,no
request-29-2-1,more extreme weather events,increased thunderstorm activity,yes,no
request-29-2-2,increased thunderstorm activity,the increasing frequency of lightning,yes,no
request-29-3-0,climate change,warmer sea surface temperatures,yes,no
request-29-3-1,warmer sea surface temperatures,increased atmospheric moisture,yes,no
request-29-3-2,increased atmospheric moisture,more thunderstorm development,yes,yes
request-29-3-3,more thunderstorm development,the increasing frequency of lightning,yes,no
request-29-4-0,climate change,changes in atmospheric circulation patterns,yes,yes
request-29-4-1,changes in atmospheric circulation patterns,increased storm activity,yes,yes
request-29-4-2,increased storm activity,the increasing frequency of lightning,no,no
request-29-5-0,climate change,melting polar ice caps,yes,no
request-29-5-1,melting polar ice caps,altered jet stream patterns,yes,no
request-29-5-2,altered jet stream patterns,more unstable weather,yes,yes
request-29-5-3,more unstable weather,increased thunderstorm occurrence,yes,no
request-29-5-4,increased thunderstorm occurrence,the increasing frequency of lightning,yes,no
request-29-6-0,climate change,warmer land surfaces,yes,yes
request-29-6-1,warmer land surfaces,greater convective updrafts,yes,no
request-29-6-2,greater convective updrafts,more thunderstorm formation,yes,yes
request-29-6-3,more thunderstorm formation,the increasing frequency of lightning,yes,no
request-29-7-0,climate change,increased atmospheric moisture content,yes,no
request-29-7-1,increased atmospheric moisture content,greater cloud electrification,no,no
request-29-7-2,greater cloud electrification,the increasing frequency of lightning,no,no
request-29-8-0,climate change,rising sea levels,yes,no
request-29-8-1,rising sea levels,changes in coastal weather patterns,yes,yes
request-29-8-2,changes in coastal weather patterns,increased thunderstorm activity,yes,yes
request-29-8-3,increased thunderstorm activity,the increasing frequency of lightning,yes,no
request-29-9-0,climate change,altered el niño patterns,yes,no
request-29-9-1,altered el niño patterns,changes in global weather systems,yes,yes
request-29-9-2,changes in global weather systems,increased thunderstorms in certain regions,yes,yes
request-29-9-3,increased thunderstorms in certain regions,the increasing frequency of lightning,yes,no
request-30-0-0,human influence rather than earth’s natural evolution,increased greenhouse gas emissions,yes,no
request-30-0-1,increased greenhouse gas emissions,higher atmospheric co₂ concentrations,yes,no
request-30-0-2,higher atmospheric co₂ concentrations,enhanced greenhouse effect,yes,yes
request-30-0-3,enhanced greenhouse effect,global warming,yes,yes
request-30-0-4,global warming,this 1°c increase,no,no
request-30-1-0,human influence rather than earth’s natural evolution,burning of fossil fuels,yes,yes
request-30-1-1,burning of fossil fuels,release of carbon dioxide into the atmosphere,yes,yes
request-30-1-2,release of carbon dioxide into the atmosphere,enhanced greenhouse effect,yes,no
request-30-1-3,enhanced greenhouse effect,rising global temperatures,yes,yes
request-30-1-4,rising global temperatures,this 1°c increase,yes,yes
request-30-2-0,human influence rather than earth’s natural evolution,deforestation,yes,no
request-30-2-1,deforestation,reduced carbon absorption by forests,yes,no
request-30-2-2,reduced carbon absorption by forests,increased atmospheric co₂ levels,yes,no
request-30-2-3,increased atmospheric co₂ levels,enhanced greenhouse effect,yes,yes
request-30-2-4,enhanced greenhouse effect,this 1°c increase,no,yes
request-30-3-0,human influence rather than earth’s natural evolution,industrial processes,yes,yes
request-30-3-1,industrial processes,emission of methane and other greenhouse gases,yes,yes
request-30-3-2,emission of methane and other greenhouse gases,enhanced greenhouse effect,yes,no
request-30-3-3,enhanced greenhouse effect,global warming,yes,yes
request-30-3-4,global warming,this 1°c increase,no,no
request-30-4-0,human influence rather than earth’s natural evolution,agricultural activities,yes,yes
request-30-4-1,agricultural activities,increased nitrous oxide emissions,yes,yes
request-30-4-2,increased nitrous oxide emissions,enhanced greenhouse effect,yes,no
request-30-4-3,enhanced greenhouse effect,rising global temperatures,yes,yes
request-30-4-4,rising global temperatures,this 1°c increase,yes,yes
request-30-5-0,human influence rather than earth’s natural evolution,increased transportation emissions,yes,yes
request-30-5-1,increased transportation emissions,higher levels of greenhouse gases,yes,no
request-30-5-2,higher levels of greenhouse gases,enhanced greenhouse effect,yes,yes
request-30-5-3,enhanced greenhouse effect,global warming,yes,yes
request-30-5-4,global warming,this 1°c increase,no,no
request-32-0-0,increase in co2 in the atmosphere,increase in greenhouse gas concentrations,yes,yes
request-32-0-1,increase in greenhouse gas concentrations,enhanced greenhouse effect,yes,yes
request-32-0-2,enhanced greenhouse effect,more heat retained in the atmosphere,yes,yes
request-32-0-3,more heat retained in the atmosphere,the trapping of solar rays in the atmosphere,yes,yes
request-32-1-0,increase in co2 in the atmosphere,higher absorption of infrared radiation by co2 molecules,yes,no
request-32-1-1,higher absorption of infrared radiation by co2 molecules,reemission of infrared radiation towards earth's surface,yes,no
request-32-1-2,reemission of infrared radiation towards earth's surface,warming of the lower atmosphere,yes,yes
request-32-1-3,warming of the lower atmosphere,the trapping of solar rays in the atmosphere,no,yes
request-32-2-0,increase in co2 in the atmosphere,decrease in earth's outgoing infrared radiation to space,no,no
request-32-2-1,decrease in earth's outgoing infrared radiation to space,accumulation of heat in the atmosphere,yes,no
request-32-2-2,accumulation of heat in the atmosphere,increase in atmospheric temperatures,yes,yes
request-32-2-3,increase in atmospheric temperatures,the trapping of solar rays in the atmosphere,yes,yes
request-32-3-0,increase in co2 in the atmosphere,reduced radiative cooling of earth's surface,yes,no
request-32-3-1,reduced radiative cooling of earth's surface,energy imbalance in earth's climate system,yes,yes
request-32-3-2,energy imbalance in earth's climate system,increase in atmospheric heat content,yes,yes
request-32-3-3,increase in atmospheric heat content,the trapping of solar rays in the atmosphere,no,yes
request-33-0-0,the trapping of solar rays in the atmosphere,the absorption of solar radiation by greenhouse gases,yes,yes
request-33-0-1,the absorption of solar radiation by greenhouse gases,the increase in atmospheric temperatures,yes,yes
request-33-0-2,the increase in atmospheric temperatures,"the heating effect, commonly known as the greenhouse effect",yes,yes
request-33-1-0,the trapping of solar rays in the atmosphere,the warming of earth's surface,yes,no
request-33-1-1,the warming of earth's surface,the emission of infrared radiation by earth's surface,yes,yes
request-33-1-2,the emission of infrared radiation by earth's surface,the absorption of infrared radiation by greenhouse gases,yes,yes
request-33-1-3,the absorption of infrared radiation by greenhouse gases,the reradiation of heat back towards earth's surface,yes,yes
request-33-1-4,the reradiation of heat back towards earth's surface,"the heating effect, commonly known as the greenhouse effect",yes,yes
request-33-2-0,the trapping of solar rays in the atmosphere,the reduction of heat escaping into space,yes,yes
request-33-2-1,the reduction of heat escaping into space,the accumulation of heat in the atmosphere,yes,yes
request-33-2-2,the accumulation of heat in the atmosphere,"the heating effect, commonly known as the greenhouse effect",yes,yes
request-33-3-0,the trapping of solar rays in the atmosphere,the increase in earth's surface temperature,yes,no
request-33-3-1,the increase in earth's surface temperature,"the heating effect, commonly known as the greenhouse effect",yes,yes
request-34-0-0,prolonged droughts we are experiencing,dry vegetation,yes,no
request-34-0-1,dry vegetation,increased flammability,yes,no
request-34-0-2,increased flammability,wild fires,yes,yes
request-34-1-0,prolonged droughts we are experiencing,low humidity levels,no,no
request-34-1-1,low humidity levels,higher ignition risk,yes,no
request-34-1-2,higher ignition risk,wild fires,yes,yes
request-34-2-0,prolonged droughts we are experiencing,plant stress,yes,no
request-34-2-1,plant stress,vegetation death,yes,yes
request-34-2-2,vegetation death,accumulation of dry biomass,yes,no
request-34-2-3,accumulation of dry biomass,wild fires,yes,no
request-34-3-0,prolonged droughts we are experiencing,reduced water bodies,yes,no
request-34-3-1,reduced water bodies,loss of natural fire breaks,yes,no
request-34-3-2,loss of natural fire breaks,uncontrolled fire spread,yes,yes
request-34-3-3,uncontrolled fire spread,wild fires,yes,yes
request-34-4-0,prolonged droughts we are experiencing,weakened forests,yes,no
request-34-4-1,weakened forests,insect infestations,yes,yes
request-34-4-2,insect infestations,dead trees,yes,yes
request-34-4-3,dead trees,increased fuel for fires,yes,no
request-34-4-4,increased fuel for fires,wild fires,no,yes
request-34-5-0,prolonged droughts we are experiencing,soil erosion,yes,no
request-34-5-1,soil erosion,loss of vegetation cover,yes,yes
request-34-5-2,loss of vegetation cover,increased ground temperatures,yes,yes
request-34-5-3,increased ground temperatures,wild fires,yes,yes
request-35-0-0,microplastics,ocean pollution,yes,yes
request-35-0-1,ocean pollution,ecosystem damage,yes,yes
request-35-0-2,ecosystem damage,species extinction,yes,yes
request-35-0-3,species extinction,ecological imbalance,yes,yes
request-35-0-4,ecological imbalance,global food crisis,yes,yes
request-35-0-5,global food crisis,human migration to space,no,no
request-35-0-6,human migration to space,discovery of an alien world,no,no
request-35-1-0,microplastics,health hazards,yes,no
request-35-1-1,health hazards,public awareness,yes,no
request-35-1-2,public awareness,environmental policies,yes,yes
request-35-1-3,environmental policies,global cooperation,yes,no
request-35-1-4,global cooperation,investment in space programs,yes,yes
request-35-1-5,investment in space programs,search for exoplanets,yes,yes
request-35-1-6,search for exoplanets,detection of an alien world,no,no
request-35-2-0,microplastics,contamination of water supplies,yes,yes
request-35-2-1,contamination of water supplies,spread of diseases,yes,yes
request-35-2-2,spread of diseases,population decline,yes,no
request-35-2-3,population decline,resource scarcity,no,no
request-35-2-4,resource scarcity,technological innovation,yes,no
request-35-2-5,technological innovation,space exploration,yes,yes
request-35-2-6,space exploration,encounter with alien world,no,yes
request-35-3-0,microplastics,pollution,yes,yes
request-35-3-1,pollution,environmental crisis,yes,yes
request-35-3-2,environmental crisis,development of new technologies,yes,yes
request-35-3-3,development of new technologies,discovery of fasterthanlight travel,no,yes
request-35-3-4,discovery of fasterthanlight travel,exploration of distant galaxies,yes,no
request-35-3-5,exploration of distant galaxies,contact with alien world,no,no
request-35-4-0,microplastics,development of new materials,no,yes
request-35-4-1,development of new materials,innovations in engineering,yes,yes
request-35-4-2,innovations in engineering,creation of advanced spacecraft,yes,yes
request-35-4-3,creation of advanced spacecraft,interstellar travel,no,no
request-35-4-4,interstellar travel,discovery of an alien world,no,no
request-35-5-0,microplastics,pollution awareness,yes,no
request-35-5-1,pollution awareness,global environmental movements,yes,yes
request-35-5-2,global environmental movements,international collaboration,yes,yes
request-35-5-3,international collaboration,space exploration initiatives,yes,yes
request-35-5-4,space exploration initiatives,search for habitable planets,yes,yes
request-35-5-5,search for habitable planets,discovery of an alien world,no,yes
request-35-6-0,microplastics,soil contamination,yes,no
request-35-6-1,soil contamination,loss of agricultural productivity,yes,no
request-35-6-2,loss of agricultural productivity,global famine,no,yes
request-35-6-3,global famine,societal collapse,yes,no
request-35-6-4,societal collapse,need for new habitats,yes,no
request-35-6-5,need for new habitats,colonization efforts,yes,yes
request-35-6-6,colonization efforts,discovery of an alien world,no,no
request-35-7-0,microplastics,global pollution,yes,yes
request-35-7-1,global pollution,climate change,yes,no
request-35-7-2,climate change,sea level rise,yes,no
request-35-7-3,sea level rise,displacement of populations,yes,no
request-35-7-4,displacement of populations,global conflict,yes,yes
request-35-7-5,global conflict,unification under one government,no,no
request-35-7-6,unification under one government,focus on space exploration,no,no
request-35-7-7,focus on space exploration,discovery of an alien world,no,yes
request-35-8-0,microplastics,environmental degradation,yes,yes
request-35-8-1,environmental degradation,loss of biodiversity,yes,yes
request-35-8-2,loss of biodiversity,scientific urgency,yes,no
request-35-8-3,scientific urgency,advancement in research technologies,yes,yes
request-35-8-4,advancement in research technologies,detection of biosignatures,yes,yes
request-35-8-5,detection of biosignatures,discovery of an alien world,no,no
request-36-0-0,the significant greening of the planet,increased agricultural productivity,no,no
request-36-0-1,increased agricultural productivity,population growth,no,no
request-36-0-2,population growth,increased energy demands,yes,no
request-36-0-3,increased energy demands,shift from trees to fossil fuels,yes,yes
request-36-0-4,shift from trees to fossil fuels,increased co₂ emissions,yes,no
request-36-1-0,the significant greening of the planet,expansion of forested areas,yes,no
request-36-1-1,expansion of forested areas,increased availability of wood for fuel,yes,no
request-36-1-2,increased availability of wood for fuel,overexploitation of wood resources,yes,no
request-36-1-3,overexploitation of wood resources,deforestation,yes,yes
request-36-1-4,deforestation,shift from trees to fossil fuels,yes,no
request-36-1-5,shift from trees to fossil fuels,increased co₂ emissions,yes,no
request-36-2-0,the significant greening of the planet,increased biomass accumulation,yes,no
request-36-2-1,increased biomass accumulation,formation of fossil fuels,no,no
request-36-2-2,formation of fossil fuels,discovery and use of fossil fuels,no,no
request-36-2-3,discovery and use of fossil fuels,shift from trees to fossil fuels,yes,no
request-36-2-4,shift from trees to fossil fuels,increased co₂ emissions,yes,no
request-36-3-0,the significant greening of the planet,greater availability of food resources,no,no
request-36-3-1,greater availability of food resources,population growth,yes,no
request-36-3-2,population growth,industrialization,no,no
request-36-3-3,industrialization,shift from trees to fossil fuels,yes,yes
request-36-3-4,shift from trees to fossil fuels,increased co₂ emissions,yes,no
request-36-4-0,the significant greening of the planet,increased plant decomposition,yes,no
request-36-4-1,increased plant decomposition,release of co₂ emissions,yes,no
request-36-5-0,the significant greening of the planet,increased biomass accumulation,yes,no
request-36-5-1,increased biomass accumulation,increased wildfires,no,no
request-36-5-2,increased wildfires,release of co₂ emissions,yes,no
request-36-6-0,the significant greening of the planet,increased oxygen levels,no,no
request-36-6-1,increased oxygen levels,evolution of energyintensive life forms,no,no
request-36-6-2,evolution of energyintensive life forms,human development,no,no
request-36-6-3,human development,shift from trees to fossil fuels,yes,yes
request-36-6-4,shift from trees to fossil fuels,increased co₂ emissions,yes,no
request-37-0-0,land clearance for construction and agriculture,removal of trees,yes,yes
request-37-0-1,removal of trees,loss of forest cover,yes,yes
request-37-0-2,loss of forest cover,deforestation,yes,yes
request-37-1-0,land clearance for construction and agriculture,conversion of forest land to farmland,yes,yes
request-37-1-1,conversion of forest land to farmland,permanent loss of forests,yes,yes
request-37-1-2,permanent loss of forests,deforestation,no,yes
request-37-2-0,land clearance for construction,urban development,yes,yes
request-37-2-1,urban development,reduction of forested areas,yes,no
request-37-2-2,reduction of forested areas,deforestation,yes,yes
request-37-3-0,land clearance for agriculture,slashandburn practices,yes,yes
request-37-3-1,slashandburn practices,forest destruction,yes,yes
request-37-3-2,forest destruction,deforestation,yes,yes
request-37-4-0,land clearance for construction and agriculture,road building,no,yes
request-37-4-1,road building,increased access to remote forests,yes,yes
request-37-4-2,increased access to remote forests,increase in logging activities,yes,yes
request-37-4-3,increase in logging activities,deforestation,yes,yes
request-37-5-0,land clearance for agriculture,livestock grazing expansion,no,yes
request-37-5-1,livestock grazing expansion,overgrazing,yes,no
request-37-5-2,overgrazing,destruction of young trees,yes,no
request-37-5-3,destruction of young trees,deforestation,no,yes
request-37-6-0,land clearance for construction,infrastructure development,yes,yes
request-37-6-1,infrastructure development,habitat fragmentation,yes,no
request-37-6-2,habitat fragmentation,degradation of forest ecosystems,yes,yes
request-37-6-3,degradation of forest ecosystems,deforestation,no,yes
request-37-7-0,land clearance for agriculture,expansion of plantations,yes,yes
request-37-7-1,expansion of plantations,largescale forest clearance,yes,yes
request-37-7-2,largescale forest clearance,deforestation,yes,yes
request-37-8-0,land clearance for agriculture,soil degradation,yes,yes
request-37-8-1,soil degradation,poor forest regeneration,yes,no
request-37-8-2,poor forest regeneration,deforestation,no,yes
request-37-9-0,land clearance for construction and agriculture,disruption of water cycles,yes,yes
request-37-9-1,disruption of water cycles,forest health decline,yes,yes
request-37-9-2,forest health decline,deforestation,no,yes
request-38-0-0,the burning of carbon,the production of heat energy,yes,yes
request-38-0-1,the production of heat energy,the boiling of water,yes,yes
request-38-0-2,the boiling of water,the creation of steam,yes,yes
request-38-0-3,the creation of steam,the rotation of turbines,yes,no
request-38-0-4,the rotation of turbines,the generation of electricity,yes,yes
request-38-0-5,the generation of electricity,the transmission of electricity,yes,no
request-38-0-6,the transmission of electricity,electricity used in labs,no,no
request-38-1-0,the burning of carbon,the production of hot gases,yes,yes
request-38-1-1,the production of hot gases,the spinning of gas turbines,yes,yes
request-38-1-2,the spinning of gas turbines,the generation of electricity,yes,yes
request-38-1-3,the generation of electricity,the transmission of electricity,yes,no
request-38-1-4,the transmission of electricity,electricity used in labs,no,no
request-38-2-0,the burning of carbon,the heating of airfuel mixture,yes,no
request-38-2-1,the heating of airfuel mixture,the expansion of gases,yes,no
request-38-2-2,the expansion of gases,the rotation of gas turbines,yes,yes
request-38-2-3,the rotation of gas turbines,the generation of electricity,yes,yes
request-38-2-4,the generation of electricity,the utilization of exhaust heat to boil water,no,yes
request-38-2-5,the utilization of exhaust heat to boil water,the creation of steam,yes,yes
request-38-2-6,the creation of steam,the rotation of steam turbines,yes,no
request-38-2-7,the rotation of steam turbines,additional electricity generated,yes,yes
request-38-2-8,additional electricity generated,the transmission of electricity,yes,no
request-38-2-9,the transmission of electricity,electricity used in labs,no,no
request-39-0-0,the high carbon footprint of labgrown wood,increased greenhouse gas emissions,no,no
request-39-0-1,increased greenhouse gas emissions,elevated atmospheric co₂ levels,yes,no
request-39-0-2,elevated atmospheric co₂ levels,enhanced greenhouse effect,yes,yes
request-39-0-3,enhanced greenhouse effect,global warming,yes,yes
request-39-1-0,the high carbon footprint of labgrown wood,intensive energy consumption in production processes,yes,no
request-39-1-1,intensive energy consumption in production processes,increased burning of fossil fuels,yes,yes
request-39-1-2,increased burning of fossil fuels,higher carbon dioxide emissions,yes,no
request-39-1-3,higher carbon dioxide emissions,global warming,yes,no
request-39-2-0,the high carbon footprint of labgrown wood,increased industrial carbon emissions,no,no
request-39-2-1,increased industrial carbon emissions,rising greenhouse gas concentrations in the atmosphere,yes,no
request-39-2-2,rising greenhouse gas concentrations in the atmosphere,intensified greenhouse effect,yes,yes
request-39-2-3,intensified greenhouse effect,global warming,yes,yes
request-39-3-0,the high carbon footprint of labgrown wood,additional energy demand met by nonrenewable sources,yes,no
request-39-3-1,additional energy demand met by nonrenewable sources,greater fossil fuel combustion,yes,yes
request-39-3-2,greater fossil fuel combustion,increased release of greenhouse gases,yes,yes
request-39-3-3,increased release of greenhouse gases,global warming,yes,yes
request-39-4-0,the high carbon footprint of labgrown wood,higher production emissions compared to natural wood,no,no
request-39-4-1,higher production emissions compared to natural wood,reduced carbon sequestration due to less reliance on forests,no,yes
request-39-4-2,reduced carbon sequestration due to less reliance on forests,increased atmospheric co₂ levels,yes,no
request-39-4-3,increased atmospheric co₂ levels,global warming,yes,yes
request-39-5-0,the high carbon footprint of labgrown wood,increased production of labgrown wood products,no,no
