custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH,Does_cause_lead_to_effect_PASSIVE,Does_effect_lead_to_cause_SWITCH_PASSIVE
request-20-3-1,loss of biodiversity and ecosystem disruption,increased focus on conservation and ecosystem restoration,yes,no,yes,no
request-20-3-2,increased focus on conservation and ecosystem restoration,growth of ecotourism and sustainable tourism industries,yes,yes,yes,yes
request-20-3-3,growth of ecotourism and sustainable tourism industries,increased economic benefits from sustainable tourism,yes,yes,yes,yes
request-20-3-4,increased economic benefits from sustainable tourism,the absolute highest economic growth,no,no,no,no
request-21-0-0,people's anxiety,rapid heartbeat,yes,yes,yes,no
request-21-0-1,rapid heartbeat,increased heart rate,yes,yes,yes,yes
request-21-0-2,increased heart rate,deeper breathing,yes,no,no,no
request-21-0-3,deeper breathing,increased oxygen intake and co₂ release,yes,yes,yes,yes
request-21-1-0,people's anxiety,stress response activation,yes,yes,yes,yes
request-21-1-1,stress response activation,adrenaline release,yes,yes,yes,yes
request-21-1-2,adrenaline release,rapid breathing,yes,yes,yes,no
request-21-1-3,rapid breathing,increased oxygen intake and co₂ release,yes,yes,yes,no
request-21-2-0,people's anxiety,hyperventilation,yes,no,yes,no
request-21-2-1,hyperventilation,increased respiratory rate,yes,yes,yes,yes
request-21-2-2,increased respiratory rate,increased oxygen intake and co₂ release,yes,yes,yes,no
request-21-3-0,people's anxiety,fear response activation,yes,yes,no,yes
request-21-3-1,fear response activation,sympathetic nervous system stimulation,yes,yes,yes,yes
request-21-3-2,sympathetic nervous system stimulation,increased respiration,yes,yes,yes,no
request-21-3-3,increased respiration,increased oxygen intake and co₂ release,yes,yes,yes,no
request-21-4-0,people's anxiety,panic attack,yes,yes,yes,no
request-21-4-1,panic attack,hyperventilation,yes,yes,yes,yes
request-21-4-2,hyperventilation,increased oxygen intake and co₂ release,yes,yes,yes,yes
request-22-0-0,genuine population decline beyond expected levels,reduced number of women of childbearing age,yes,yes,no,yes
request-22-0-1,reduced number of women of childbearing age,decreased fertility rates,yes,no,no,yes
request-22-0-2,decreased fertility rates,decline in birth rates this century,yes,yes,yes,yes
request-22-1-0,genuine population decline beyond expected levels,aging population,yes,yes,no,no
request-22-1-1,aging population,increased elderly population dependency ratio,yes,yes,yes,no
request-22-1-2,increased elderly population dependency ratio,reduced economic growth,yes,yes,yes,no
request-22-1-3,reduced economic growth,increased financial burden on families,yes,yes,yes,yes
request-22-1-4,increased financial burden on families,decline in birth rates this century,yes,no,yes,no
request-22-2-0,genuine population decline beyond expected levels,urbanization and migration to cities,no,no,no,no
request-22-2-1,urbanization and migration to cities,changes in lifestyle and values,yes,yes,yes,yes
request-22-2-2,changes in lifestyle and values,decreased importance of family and children,yes,yes,yes,no
request-22-2-3,decreased importance of family and children,decline in birth rates this century,yes,no,no,no
request-22-3-0,genuine population decline beyond expected levels,reduced economic opportunities,yes,yes,yes,yes
request-22-3-1,reduced economic opportunities,increased education and career focus,no,no,yes,no
request-22-3-2,increased education and career focus,delayed marriage and family formation,yes,yes,yes,yes
request-22-3-3,delayed marriage and family formation,decline in birth rates this century,yes,no,no,no
request-22-4-0,genuine population decline beyond expected levels,environmental degradation and resource depletion,no,yes,no,yes
request-22-4-1,environmental degradation and resource depletion,increased concern for sustainable living,yes,no,yes,no
request-22-4-2,increased concern for sustainable living,shift to smaller family sizes,yes,yes,yes,no
request-22-4-3,shift to smaller family sizes,decline in birth rates this century,yes,yes,yes,yes
request-23-0-0,china,rapid industrialization,yes,no,no,no
request-23-0-1,rapid industrialization,increased energy demand,yes,yes,yes,yes
request-23-0-2,increased energy demand,reliance on fossil fuels,yes,yes,yes,no
request-23-0-3,reliance on fossil fuels,high carbon emissions,yes,no,yes,no
request-23-0-4,high carbon emissions,most emissions,yes,yes,yes,yes
request-23-1-0,china,large population,yes,yes,no,no
request-23-1-1,large population,rapid urbanization,yes,no,yes,no
request-23-1-2,rapid urbanization,increased energy consumption,yes,no,yes,no
request-23-1-3,increased energy consumption,high carbon emissions,yes,no,yes,no
request-23-1-4,high carbon emissions,most emissions,yes,yes,yes,yes
request-23-2-0,china,economic growth,yes,no,no,no
request-23-2-1,economic growth,increased industrial production,yes,yes,yes,yes
request-23-2-2,increased industrial production,higher energy requirements,yes,yes,yes,yes
request-23-2-3,higher energy requirements,coalfired power plants,no,yes,yes,no
request-23-2-4,coalfired power plants,high carbon emissions,yes,no,yes,yes
request-23-2-5,high carbon emissions,most emissions,yes,yes,yes,yes
request-23-3-0,china,government policies,no,no,no,yes
request-23-3-1,government policies,subsidies for fossil fuels,yes,yes,yes,yes
request-23-3-2,subsidies for fossil fuels,increased fossil fuel usage,yes,no,yes,no
request-23-3-3,increased fossil fuel usage,high carbon emissions,yes,no,yes,no
request-23-3-4,high carbon emissions,most emissions,yes,yes,yes,yes
request-23-4-0,china,transportation sector growth,yes,no,no,no
request-23-4-1,transportation sector growth,increased vehicle emissions,yes,no,yes,no
request-23-4-2,increased vehicle emissions,high carbon emissions,yes,yes,yes,yes
request-23-4-3,high carbon emissions,most emissions,yes,yes,yes,yes
request-23-5-0,china,agriculture sector growth,yes,no,no,no
request-23-5-1,agriculture sector growth,increased fertilizer use,yes,yes,yes,no
request-23-5-2,increased fertilizer use,nitrous oxide emissions,yes,no,yes,no
request-23-5-3,nitrous oxide emissions,high carbon emissions,no,no,no,no
request-23-5-4,high carbon emissions,most emissions,yes,yes,yes,yes
request-24-0-0,india,rapid industrialization,yes,no,no,no
request-24-0-1,rapid industrialization,increased energy demand,yes,yes,yes,yes
request-24-0-2,increased energy demand,reliance on fossil fuels,yes,yes,yes,no
request-24-0-3,reliance on fossil fuels,high carbon emissions,yes,no,yes,no
request-24-0-4,high carbon emissions,most emissions,yes,yes,yes,yes
request-24-1-0,india,growing population,yes,yes,no,no
request-24-1-1,growing population,increased energy consumption,yes,no,yes,no
request-24-1-2,increased energy consumption,expansion of coalbased power plants,yes,no,yes,yes
request-24-1-3,expansion of coalbased power plants,high carbon emissions,yes,no,yes,no
request-24-1-4,high carbon emissions,most emissions,yes,yes,yes,yes
request-24-2-0,india,economic growth,yes,no,no,no
request-24-2-1,economic growth,rapid urbanization,yes,yes,yes,yes
request-24-2-2,rapid urbanization,increased transportation needs,yes,yes,yes,no
request-24-2-3,increased transportation needs,high vehicle emissions,yes,no,yes,no
request-24-2-4,high vehicle emissions,most emissions,no,yes,no,yes
request-24-3-0,india,agricultural development,yes,no,no,no
request-24-3-1,agricultural development,increased use of synthetic fertilizers,yes,yes,yes,yes
request-24-3-2,increased use of synthetic fertilizers,nitrous oxide emissions,yes,no,yes,no
request-24-3-3,nitrous oxide emissions,high greenhouse gas emissions,yes,no,no,no
request-24-3-4,high greenhouse gas emissions,most emissions,yes,yes,yes,yes
request-24-4-0,india,deforestation,yes,no,no,no
request-24-4-1,deforestation,loss of carbon sequestration capacity,yes,no,yes,no
request-24-4-2,loss of carbon sequestration capacity,increased atmospheric co2 levels,yes,yes,no,no
request-24-4-3,increased atmospheric co2 levels,high greenhouse gas emissions,no,yes,no,yes
request-24-4-4,high greenhouse gas emissions,most emissions,yes,yes,yes,yes
request-25-0-0,corporations,fossil fuel extraction,yes,no,yes,no
request-25-0-1,fossil fuel extraction,burning of fossil fuels,no,no,no,no
request-25-0-2,burning of fossil fuels,greenhouse gas emissions,yes,no,yes,no
request-25-0-3,greenhouse gas emissions,global warming,yes,no,yes,no
request-25-0-4,global warming,vast majority of climate emissions,no,yes,no,yes
request-25-1-0,corporations,deforestation,yes,no,yes,no
request-25-1-1,deforestation,land use changes,yes,yes,yes,yes
request-25-1-2,land use changes,carbon sequestration disruption,yes,yes,yes,no
request-25-1-3,carbon sequestration disruption,increased greenhouse gases,yes,yes,no,yes
request-25-1-4,increased greenhouse gases,vast majority of climate emissions,yes,yes,yes,yes
request-25-2-0,corporations,industrial agriculture,yes,no,yes,no
request-25-2-1,industrial agriculture,synthetic fertilizer use,yes,yes,yes,no
request-25-2-2,synthetic fertilizer use,nitrous oxide emissions,yes,no,yes,yes
request-25-2-3,nitrous oxide emissions,ozone depletion,no,no,no,no
request-25-2-4,ozone depletion,vast majority of climate emissions,no,no,no,no
request-25-3-0,corporations,transportation infrastructure,no,no,no,no
request-25-3-1,transportation infrastructure,vehicle production,no,no,no,no
request-25-3-2,vehicle production,fossil fuel consumption,yes,no,no,no
request-25-3-3,fossil fuel consumption,greenhouse gas emissions,yes,no,yes,no
request-25-3-4,greenhouse gas emissions,vast majority of climate emissions,yes,yes,yes,yes
request-25-4-0,corporations,energyintensive manufacturing,yes,no,yes,no
request-25-4-1,energyintensive manufacturing,electricity generation,yes,yes,no,no
request-25-4-2,electricity generation,fossil fuel combustion,yes,yes,no,yes
request-25-4-3,fossil fuel combustion,carbon dioxide emissions,yes,no,yes,no
request-25-4-4,carbon dioxide emissions,vast majority of climate emissions,yes,yes,yes,yes
request-25-5-0,corporations,supply chain operations,yes,no,yes,no
request-25-5-1,supply chain operations,goods transportation,yes,yes,yes,no
request-25-5-2,goods transportation,fossil fuel use,yes,yes,no,yes
request-25-5-3,fossil fuel use,greenhouse gas emissions,yes,no,yes,no
request-25-5-4,greenhouse gas emissions,vast majority of climate emissions,yes,yes,yes,yes
request-26-0-0,corporations,fossil fuel extraction and production,yes,no,yes,no
request-26-0-1,fossil fuel extraction and production,burning of fossil fuels for energy,no,yes,no,no
request-26-0-2,burning of fossil fuels for energy,greenhouse gas emissions,yes,no,yes,no
request-26-0-3,greenhouse gas emissions,over 90% of climate change emissions,yes,yes,yes,yes
request-26-1-0,corporations,deforestation and landuse changes,yes,no,yes,yes
request-26-1-1,deforestation and landuse changes,release of stored carbon into atmosphere,yes,no,yes,yes
request-26-1-2,release of stored carbon into atmosphere,greenhouse gas emissions,yes,yes,yes,yes
request-26-1-3,greenhouse gas emissions,over 90% of climate change emissions,yes,yes,yes,yes
request-26-2-0,corporations,industrial agriculture practices,yes,no,yes,no
request-26-2-1,industrial agriculture practices,methane and nitrous oxide emissions,yes,yes,yes,yes
request-26-2-2,methane and nitrous oxide emissions,greenhouse gas emissions,yes,no,yes,no
request-26-2-3,greenhouse gas emissions,over 90% of climate change emissions,yes,yes,yes,yes
request-26-3-0,corporations,manufacturing and production processes,yes,no,yes,no
request-26-3-1,manufacturing and production processes,energy consumption and resource extraction,yes,yes,yes,yes
request-26-3-2,energy consumption and resource extraction,greenhouse gas emissions,yes,no,yes,no
request-26-3-3,greenhouse gas emissions,over 90% of climate change emissions,yes,yes,yes,yes
request-26-4-0,corporations,transportation and logistics operations,yes,no,yes,no
request-26-4-1,transportation and logistics operations,burning of fossil fuels for transportation,yes,no,yes,yes
request-26-4-2,burning of fossil fuels for transportation,greenhouse gas emissions,yes,yes,yes,no
request-26-4-3,greenhouse gas emissions,over 90% of climate change emissions,yes,yes,yes,yes
request-26-5-0,corporations,supply chain management and outsourcing,yes,no,yes,no
request-26-5-1,supply chain management and outsourcing,indirect emissions from suppliers and partners,yes,yes,yes,yes
request-26-5-2,indirect emissions from suppliers and partners,greenhouse gas emissions,yes,yes,yes,yes
request-26-5-3,greenhouse gas emissions,over 90% of climate change emissions,yes,yes,yes,yes
request-27-0-0,"the tossing of a single cigarette on dry, hot ground",the ignition of a small flame,yes,yes,yes,no
request-27-0-1,the ignition of a small flame,the spread of the flame to nearby dry leaves,yes,yes,no,no
request-27-0-2,the spread of the flame to nearby dry leaves,the growth of the fire into a small blaze,yes,yes,yes,yes
request-27-0-3,the growth of the fire into a small blaze,the expansion of the blaze into a larger area,yes,no,no,no
request-27-0-4,the expansion of the blaze into a larger area,a massive fire,yes,yes,yes,yes
request-27-1-0,"the tossing of a single cigarette on dry, hot ground",the sparking of a dry twig,no,no,no,no
request-27-1-1,the sparking of a dry twig,the catching of a nearby patch of dry grass,yes,no,no,no
request-27-1-2,the catching of a nearby patch of dry grass,the rapid spread of the fire across the grass,yes,yes,yes,yes
request-27-1-3,the rapid spread of the fire across the grass,the engulfing of nearby flammable objects,yes,yes,no,no
request-27-1-4,the engulfing of nearby flammable objects,a massive fire,yes,yes,yes,yes
request-27-2-0,"the tossing of a single cigarette on dry, hot ground",the smoldering of a small area of dry underbrush,yes,no,yes,no
request-27-2-1,the smoldering of a small area of dry underbrush,the sudden flareup of the underbrush,yes,yes,yes,no
request-27-2-2,the sudden flareup of the underbrush,the rapid spread of the fire up a nearby tree,yes,yes,yes,yes
request-27-2-3,the rapid spread of the fire up a nearby tree,"the toppling of the tree, spreading the fire further",yes,yes,yes,no
request-27-2-4,"the toppling of the tree, spreading the fire further",a massive fire,yes,yes,no,no
request-27-3-0,"the tossing of a single cigarette on dry, hot ground",the charring of a small area of dry soil,yes,no,yes,no
request-27-3-1,the charring of a small area of dry soil,the release of combustible gases from the soil,yes,yes,no,no
request-27-3-2,the release of combustible gases from the soil,"the ignition of the gases, causing a larger fire",no,yes,yes,no
request-27-3-3,"the ignition of the gases, causing a larger fire",the rapid growth of the fire into a massive blaze,yes,yes,yes,yes
request-27-3-4,the rapid growth of the fire into a massive blaze,a massive fire,yes,yes,yes,no
request-28-0-0,us,industrial revolution in the us,no,no,no,no
request-28-0-1,industrial revolution in the us,increased use of fossil fuels,yes,yes,yes,yes
request-28-0-2,increased use of fossil fuels,burning of coal and oil,yes,yes,yes,yes
request-28-0-3,burning of coal and oil,release of co2 into the atmosphere,yes,no,yes,no
request-28-0-4,release of co2 into the atmosphere,current co2 levels,yes,no,yes,no
request-28-1-0,us,postwwii economic boom,yes,yes,yes,no
request-28-1-1,postwwii economic boom,rapid industrialization and urbanization,yes,yes,yes,yes
request-28-1-2,rapid industrialization and urbanization,increased energy demand,yes,yes,yes,yes
request-28-1-3,increased energy demand,increased fossil fuel consumption,yes,yes,yes,yes
request-28-1-4,increased fossil fuel consumption,release of co2 into the atmosphere,yes,no,yes,no
request-28-1-5,release of co2 into the atmosphere,current co2 levels,yes,no,yes,no
request-28-2-0,us,agricultural subsidies and policies,yes,yes,no,no
request-28-2-1,agricultural subsidies and policies,increased production and use of fossil fuelbased fertilizers,yes,no,yes,no
request-28-2-2,increased production and use of fossil fuelbased fertilizers,nitrous oxide emissions from fertilizer use,yes,no,yes,no
request-28-2-3,nitrous oxide emissions from fertilizer use,contribution to greenhouse gas emissions,yes,yes,yes,yes
request-28-2-4,contribution to greenhouse gas emissions,current co2 levels,yes,yes,yes,no
request-28-3-0,us,transportation infrastructure development,yes,no,yes,no
request-28-3-1,transportation infrastructure development,increased number of vehicles on the road,yes,yes,yes,yes
request-28-3-2,increased number of vehicles on the road,increased fossil fuel consumption for transportation,yes,yes,yes,yes
request-28-3-3,increased fossil fuel consumption for transportation,release of co2 into the atmosphere,yes,no,yes,no
request-28-3-4,release of co2 into the atmosphere,current co2 levels,yes,no,yes,no
request-28-4-0,us,consumer culture and lifestyle,yes,yes,yes,yes
request-28-4-1,consumer culture and lifestyle,increased demand for energyintensive products,yes,no,yes,no
request-28-4-2,increased demand for energyintensive products,increased energy consumption,yes,yes,yes,no
request-28-4-3,increased energy consumption,increased fossil fuel consumption,yes,yes,yes,yes
request-28-4-4,increased fossil fuel consumption,release of co2 into the atmosphere,yes,no,yes,no
request-28-4-5,release of co2 into the atmosphere,current co2 levels,yes,no,yes,no
request-28-5-0,us,lack of strong climate policies and regulations,yes,yes,yes,yes
request-28-5-1,lack of strong climate policies and regulations,inadequate incentives for renewable energy,yes,yes,yes,no
request-28-5-2,inadequate incentives for renewable energy,continued reliance on fossil fuels,yes,yes,yes,yes
request-28-5-3,continued reliance on fossil fuels,release of co2 into the atmosphere,yes,no,yes,no
request-28-5-4,release of co2 into the atmosphere,current co2 levels,yes,no,yes,no
request-28-6-0,us,international trade and globalization,yes,no,yes,no
request-28-6-1,international trade and globalization,increased international shipping and transportation,yes,yes,yes,yes
request-28-6-2,increased international shipping and transportation,increased fossil fuel consumption for transportation,yes,yes,yes,yes
request-28-6-3,increased fossil fuel consumption for transportation,release of co2 into the atmosphere,yes,no,yes,no
request-28-6-4,release of co2 into the atmosphere,current co2 levels,yes,no,yes,no
request-29-0-0,climate change,rising global temperatures,yes,yes,yes,no
request-29-0-1,rising global temperatures,melting of polar ice caps,yes,no,yes,no
request-29-0-2,melting of polar ice caps,changes in atmospheric circulation patterns,yes,yes,yes,no
request-29-0-3,changes in atmospheric circulation patterns,shifts in weather patterns,yes,yes,yes,yes
request-29-0-4,shifts in weather patterns,the increasing frequency of lightning,yes,yes,yes,no
request-29-1-0,climate change,increased water evaporation,yes,no,yes,no
request-29-1-1,increased water evaporation,more moisture in the atmosphere,yes,no,yes,no
request-29-1-2,more moisture in the atmosphere,formation of thunderstorms,yes,no,yes,no
request-29-1-3,formation of thunderstorms,the increasing frequency of lightning,yes,yes,yes,no
request-29-2-0,climate change,warmer ocean temperatures,yes,no,yes,no
request-29-2-1,warmer ocean temperatures,increased atmospheric instability,yes,no,yes,no
request-29-2-2,increased atmospheric instability,formation of thunderstorms,yes,yes,yes,yes
request-29-2-3,formation of thunderstorms,the increasing frequency of lightning,yes,no,yes,no
request-29-3-0,climate change,changes in precipitation patterns,yes,no,yes,no
request-29-3-1,changes in precipitation patterns,droughts in some areas,yes,yes,yes,no
request-29-3-2,droughts in some areas,increased risk of wildfires,yes,no,yes,yes
request-29-3-3,increased risk of wildfires,thunderstorms and lightning storms,no,yes,no,yes
request-29-3-4,thunderstorms and lightning storms,the increasing frequency of lightning,yes,yes,no,no
request-29-4-0,climate change,weakened jet stream,yes,no,yes,no
request-29-4-1,weakened jet stream,more meridional flow in the atmosphere,yes,yes,yes,yes
request-29-4-2,more meridional flow in the atmosphere,increased instability in the atmosphere,yes,yes,yes,yes
request-29-4-3,increased instability in the atmosphere,formation of thunderstorms,yes,yes,yes,yes
request-29-4-4,formation of thunderstorms,the increasing frequency of lightning,yes,no,yes,no
request-30-0-0,human influence rather than earth's natural evolution,greenhouse gas emissions,yes,yes,yes,yes
request-30-0-1,greenhouse gas emissions,atmospheric carbon dioxide concentration increase,yes,no,yes,yes
request-30-0-2,atmospheric carbon dioxide concentration increase,trapping more heat in the atmosphere,yes,no,yes,no
request-30-0-3,trapping more heat in the atmosphere,global temperature rise,yes,yes,yes,no
request-30-0-4,global temperature rise,this 1°c increase,yes,yes,yes,no
request-30-1-0,human influence rather than earth's natural evolution,deforestation and landuse changes,yes,yes,yes,yes
request-30-1-1,deforestation and landuse changes,release of stored carbon into the atmosphere,yes,no,yes,yes
request-30-1-2,release of stored carbon into the atmosphere,atmospheric carbon dioxide concentration increase,yes,yes,yes,no
request-30-1-3,atmospheric carbon dioxide concentration increase,trapping more heat in the atmosphere,yes,no,yes,no
request-30-1-4,trapping more heat in the atmosphere,global temperature rise,yes,yes,yes,no
request-30-1-5,global temperature rise,this 1°c increase,no,yes,no,no
request-30-2-0,human influence rather than earth's natural evolution,burning of fossil fuels,yes,yes,yes,yes
request-30-2-1,burning of fossil fuels,greenhouse gas emissions,yes,no,yes,no
request-30-2-2,greenhouse gas emissions,atmospheric carbon dioxide concentration increase,yes,no,yes,yes
request-30-2-3,atmospheric carbon dioxide concentration increase,trapping more heat in the atmosphere,yes,no,yes,no
request-30-2-4,trapping more heat in the atmosphere,global temperature rise,yes,yes,yes,no
request-30-2-5,global temperature rise,this 1°c increase,yes,yes,yes,no
request-30-3-0,human influence rather than earth's natural evolution,industrial agriculture practices,yes,yes,yes,yes
request-30-3-1,industrial agriculture practices,methane emissions,yes,no,yes,yes
request-30-3-2,methane emissions,atmospheric methane concentration increase,yes,no,yes,no
request-30-3-3,atmospheric methane concentration increase,trapping more heat in the atmosphere,yes,no,yes,no
request-30-3-4,trapping more heat in the atmosphere,global temperature rise,yes,yes,yes,no
request-30-3-5,global temperature rise,this 1°c increase,no,yes,no,no
request-31-0-0,humans,greenhouse gas emissions,yes,no,yes,yes
request-31-0-1,greenhouse gas emissions,global warming,yes,no,yes,no
request-31-0-2,global warming,changes in earth's magnetic field,no,no,no,no
request-31-0-3,changes in earth's magnetic field,solar activity,no,yes,no,no
request-31-1-0,humans,deforestation,yes,no,yes,no
request-31-1-1,deforestation,changes in earth's albedo,yes,no,yes,no
request-31-1-2,changes in earth's albedo,shifts in global climate patterns,yes,yes,no,yes
request-31-1-3,shifts in global climate patterns,solar activity,no,yes,no,no
request-31-2-0,humans,industrial activities,yes,no,yes,no
request-31-2-1,industrial activities,increased aerosol emissions,yes,no,yes,yes
request-31-2-2,increased aerosol emissions,changes in atmospheric circulation patterns,yes,no,yes,no
request-31-2-3,changes in atmospheric circulation patterns,solar activity,no,yes,no,no
request-31-3-0,humans,fossil fuel combustion,yes,no,yes,yes
request-31-3-1,fossil fuel combustion,increased co2 levels,yes,no,yes,no
request-31-3-2,increased co2 levels,ocean acidification,yes,no,yes,no
request-31-3-3,ocean acidification,changes in ocean currents,no,no,no,no
request-31-3-4,changes in ocean currents,solar activity,no,yes,no,no
request-31-4-0,humans,nuclear testing,yes,no,yes,no
request-31-4-1,nuclear testing,disturbances in earth's magnetic field,yes,no,no,no
request-31-4-2,disturbances in earth's magnetic field,solar activity,no,yes,no,yes
request-31-5-0,humans,electronic waste disposal,yes,no,yes,no
request-31-5-1,electronic waste disposal,electromagnetic interference,yes,no,no,no
request-31-5-2,electromagnetic interference,disruption of satellite communications,yes,yes,yes,no
request-31-5-3,disruption of satellite communications,solar activity,no,yes,no,yes
request-31-6-0,humans,climate change research,yes,no,yes,no
request-31-6-1,climate change research,increased satellite launches,yes,no,no,no
request-31-6-2,increased satellite launches,space debris,yes,no,yes,no
request-31-6-3,space debris,interference with solar observation satellites,yes,yes,yes,no
request-31-6-4,interference with solar observation satellites,solar activity,no,yes,no,yes
request-32-0-0,increase in co2 in the atmosphere,greenhouse gases accumulation,yes,yes,yes,yes
request-32-0-1,greenhouse gases accumulation,thermal insulation of the atmosphere,yes,no,yes,no
request-32-0-2,thermal insulation of the atmosphere,trapping of solar rays in the atmosphere,no,yes,no,no
request-32-1-0,increase in co2 in the atmosphere,atmospheric opacity enhancement,yes,no,no,no
request-32-1-1,atmospheric opacity enhancement,infrared radiation absorption,yes,yes,yes,yes
request-32-1-2,infrared radiation absorption,trapping of solar rays in the atmosphere,yes,yes,yes,no
request-32-2-0,increase in co2 in the atmosphere,atmospheric heat retention,yes,no,yes,no
request-32-2-1,atmospheric heat retention,temperature increase,yes,yes,yes,no
request-32-2-2,temperature increase,trapping of solar rays in the atmosphere,yes,yes,no,yes
request-32-3-0,increase in co2 in the atmosphere,atmospheric pressure modification,no,no,no,no
request-32-3-1,atmospheric pressure modification,air density change,yes,yes,no,yes
request-32-3-2,air density change,trapping of solar rays in the atmosphere,yes,yes,no,no
request-32-4-0,increase in co2 in the atmosphere,water vapor increase,yes,no,no,no
request-32-4-1,water vapor increase,atmospheric humidity enhancement,yes,yes,yes,yes
request-32-4-2,atmospheric humidity enhancement,trapping of solar rays in the atmosphere,yes,no,no,no
request-33-0-0,the trapping of solar rays in the atmosphere,the absorption of solar energy by greenhouse gases,yes,yes,no,no
request-33-0-1,the absorption of solar energy by greenhouse gases,the increase in kinetic energy of greenhouse gas molecules,yes,no,no,no
request-33-0-2,the increase in kinetic energy of greenhouse gas molecules,the collision of energized greenhouse gas molecules with air molecules,yes,no,yes,no
request-33-0-3,the collision of energized greenhouse gas molecules with air molecules,the transfer of energy from greenhouse gas molecules to air molecules,yes,yes,yes,yes
request-33-0-4,the transfer of energy from greenhouse gas molecules to air molecules,the increase in temperature of the air,yes,no,yes,no
request-33-0-5,the increase in temperature of the air,"the heating effect, commonly known as the greenhouse effect",no,yes,no,no
request-33-1-0,the trapping of solar rays in the atmosphere,the absorption of solar energy by the earth's surface,yes,yes,no,no
request-33-1-1,the absorption of solar energy by the earth's surface,the warming of the earth's surface,yes,yes,yes,no
request-33-1-2,the warming of the earth's surface,the emission of infrared radiation by the warmed surface,yes,no,yes,no
request-33-1-3,the emission of infrared radiation by the warmed surface,the absorption of infrared radiation by greenhouse gases,yes,yes,yes,no
request-33-1-4,the absorption of infrared radiation by greenhouse gases,the increase in kinetic energy of greenhouse gas molecules,yes,no,yes,no
request-33-1-5,the increase in kinetic energy of greenhouse gas molecules,the collision of energized greenhouse gas molecules with air molecules,yes,no,yes,no
request-33-1-6,the collision of energized greenhouse gas molecules with air molecules,the transfer of energy from greenhouse gas molecules to air molecules,yes,yes,yes,yes
request-33-1-7,the transfer of energy from greenhouse gas molecules to air molecules,the increase in temperature of the air,yes,no,yes,no
request-33-1-8,the increase in temperature of the air,"the heating effect, commonly known as the greenhouse effect",no,yes,no,yes
request-33-2-0,the trapping of solar rays in the atmosphere,the absorption of solar energy by atmospheric particles,yes,yes,no,no
request-33-2-1,the absorption of solar energy by atmospheric particles,the warming of atmospheric particles,yes,yes,yes,yes
request-33-2-2,the warming of atmospheric particles,the emission of infrared radiation by the warmed particles,yes,yes,yes,no
request-33-2-3,the emission of infrared radiation by the warmed particles,the absorption of infrared radiation by greenhouse gases,no,yes,no,no
request-33-2-4,the absorption of infrared radiation by greenhouse gases,the increase in kinetic energy of greenhouse gas molecules,yes,no,yes,no
request-33-2-5,the increase in kinetic energy of greenhouse gas molecules,the collision of energized greenhouse gas molecules with air molecules,yes,no,yes,no
request-33-2-6,the collision of energized greenhouse gas molecules with air molecules,the transfer of energy from greenhouse gas molecules to air molecules,yes,yes,yes,yes
request-33-2-7,the transfer of energy from greenhouse gas molecules to air molecules,the increase in temperature of the air,yes,no,yes,no
request-33-2-8,the increase in temperature of the air,"the heating effect, commonly known as the greenhouse effect",no,yes,no,no
request-34-0-0,prolonged droughts we are experiencing,dry vegetation,yes,no,yes,no
request-34-0-1,dry vegetation,highly flammable environment,yes,no,yes,yes
request-34-0-2,highly flammable environment,wild fires,yes,yes,yes,yes
request-34-1-0,prolonged droughts we are experiencing,water scarcity,yes,yes,no,no
request-34-1-1,water scarcity,increased use of electrical appliances,no,no,no,no
request-34-1-2,increased use of electrical appliances,electrical malfunctions,yes,no,yes,no
request-34-1-3,electrical malfunctions,sparks and embers,yes,no,no,yes
request-34-1-4,sparks and embers,wild fires,yes,yes,yes,yes
request-34-2-0,prolonged droughts we are experiencing,dry and cracked soil,yes,no,yes,no
request-34-2-1,dry and cracked soil,increased risk of soil erosion,yes,yes,no,yes
request-34-2-2,increased risk of soil erosion,exposed power lines,no,no,no,no
request-34-2-3,exposed power lines,electrical malfunctions,yes,yes,yes,no
request-34-2-4,electrical malfunctions,sparks and embers,yes,no,no,yes
request-34-2-5,sparks and embers,wild fires,yes,yes,yes,yes
request-34-3-0,prolonged droughts we are experiencing,stressed and dying trees,yes,no,yes,no
request-34-3-1,stressed and dying trees,increased risk of tree falls,yes,yes,yes,yes
request-34-3-2,increased risk of tree falls,downed power lines,yes,yes,yes,no
request-34-3-3,downed power lines,electrical malfunctions,yes,yes,yes,no
request-34-3-4,electrical malfunctions,sparks and embers,yes,no,no,yes
request-34-3-5,sparks and embers,wild fires,yes,yes,yes,yes
request-34-4-0,prolonged droughts we are experiencing,increased risk of human error,yes,no,yes,no
request-34-4-1,increased risk of human error,careless behavior with fire,yes,yes,yes,yes
request-34-4-2,careless behavior with fire,unattended flames,yes,yes,yes,yes
request-34-4-3,unattended flames,wild fires,yes,yes,yes,no
request-34-5-0,prolonged droughts we are experiencing,increased risk of lightning strikes,yes,no,no,no
request-34-5-1,increased risk of lightning strikes,ignition of dry vegetation,yes,no,yes,no
request-34-5-2,ignition of dry vegetation,wild fires,yes,yes,yes,yes
request-35-0-0,microplastics,plastic pollution in oceans,yes,yes,no,yes
request-35-0-1,plastic pollution in oceans,harm to marine life,yes,yes,yes,no
request-35-0-2,harm to marine life,disruption of ocean ecosystems,yes,yes,yes,yes
